Id	Target	Effect	EffectValue	CD	SkillDisplay	Repeat	release	Group	Level	NextLv	Slot
20615	230000.0	219	1.69#1#0.9#4#2#1.13#1#1.0#1#0.15	0.0	2061	1	1	2061	5	20616	1
20616	230000.0	219	1.75#1#0.9#4#2#1.17#1#1.0#1#0.15	0.0	2061	1	1	2061	6	20617	1
20617	230000.0	219	1.81#1#0.9#4#2#1.21#1#1.0#1#0.15	0.0	2061	1	1	2061	7	20618	1
20618	230000.0	219	1.88#1#0.9#4#2#1.25#1#1.0#1#0.15	0.0	2061	1	1	2061	8	0	1
20711	200000.0	1#254	0.9#1|0.3#1#2#3#0.2#2	1.0	2071	1	1	2071	1	20712	1
20712	200000.0	1#254	1.08#1|0.4#1#2#3#0.2#2	1.0	2071	1	1	2071	2	20713	1
20713	200000.0	1#254	1.3#1|0.5#1#2#3#0.2#2	1.0	2071	1	1	2071	3	0	1
20731	400000.0	287#1#252	2#2#9#1#0.15|3.5#1|1	3.0	2073	1	2	2073	1	20732	3
20732	400000.0	287#1#252	2#2#9#1#0.2|4.2#1|1	3.0	2073	1	2	2073	2	20733	3
20733	400000.0	287#1#252	2#2#9#1#0.25|5.04#1|1	3.0	2073	1	2	2073	3	0	3
20811	200000.0	1#261	0.6#2|0.3#4#1#0.15#2	1.0	2081	1	1	2081	1	20812	1
20812	200000.0	1#261	0.72#2|0.4#4#1#0.15#2	1.0	2081	1	1	2081	2	20813	1
20813	200000.0	1#261	0.87#2|0.5#4#1#0.15#2	1.0	2081	1	1	2081	3	20814	1
20814	200000.0	1#261	0.91#2|0.52#4#1#0.15#2	1.0	2081	1	1	2081	4	20815	1
20815	200000.0	1#261	0.94#2|0.54#4#1#0.15#2	1.0	2081	1	1	2081	5	20816	1
20816	200000.0	1#261	0.98#2|0.56#4#1#0.15#2	1.0	2081	1	1	2081	6	20817	1
20817	200000.0	1#261	1.01#2|0.58#4#1#0.15#2	1.0	2081	1	1	2081	7	20818	1
20818	200000.0	1#261	1.05#2|0.6#4#1#0.15#2	1.0	2081	1	1	2081	8	0	1
20831	200003.0	1#242	1.0#2|4#5#0.1#9#1	3.0	2083	1	2	2083	1	20832	3
20832	200003.0	1#242	1.2#2|4#5#0.15#9#1	3.0	2083	1	2	2083	2	20833	3
20833	200003.0	1#242	1.44#2|4#5#0.2#9#1	3.0	2083	1	2	2083	3	20834	3
20834	200003.0	1#242	1.5#2|4#5#0.208#9#1	3.0	2083	1	2	2083	4	20835	3
20835	200003.0	1#242	1.56#2|4#5#0.216#9#1	3.0	2083	1	2	2083	5	20836	3
20836	200003.0	1#242	1.62#2|4#5#0.224#9#1	3.0	2083	1	2	2083	6	20837	3
20837	200003.0	1#242	1.68#2|4#5#0.232#9#1	3.0	2083	1	2	2083	7	20838	3
20838	200003.0	1#242	1.73#2|4#5#0.24#9#1	3.0	2083	1	2	2083	8	0	3
20911	260321.0	1#3	1.68#1|0.2#1#1	1.0	2091	1	1	2091	1	20912	1
20912	260321.0	1#3	2.01#1|0.3#1#1	1.0	2091	1	1	2091	2	20913	1
20913	260321.0	1#3	2.42#1|0.4#1#1	1.0	2091	1	1	2091	3	20914	1
20914	260321.0	1#3	2.52#1|0.416#1#1	1.0	2091	1	1	2091	4	20915	1
20915	260321.0	1#3	2.62#1|0.432#1#1	1.0	2091	1	1	2091	5	20916	1
20916	260321.0	1#3	2.72#1|0.448#1#1	1.0	2091	1	1	2091	6	20917	1
20917	260321.0	1#3	2.81#1|0.464#1#1	1.0	2091	1	1	2091	7	20918	1
20918	260321.0	1#3	2.91#1|0.48#1#1	1.0	2091	1	1	2091	8	0	1
20931	400000.0	235#1	4#5#1#0.15|2.48#1	3.0	2093	1	2	2093	1	20932	3
20932	400000.0	235#1	4#5#1#0.2|2.97#1	3.0	2093	1	2	2093	2	20933	3
20933	400000.0	235#1	4#5#1#0.25|3.57#1	3.0	2093	1	2	2093	3	20934	3
20934	400000.0	235#1	4#5#1#0.25|3.72#1	3.0	2093	1	2	2093	4	20935	3
20935	400000.0	235#1	4#5#1#0.25|3.86#1	3.0	2093	1	2	2093	5	20936	3
20936	400000.0	235#1	4#5#1#0.25|4.0#1	3.0	2093	1	2	2093	6	20937	3
20937	400000.0	235#1	4#5#1#0.25|4.15#1	3.0	2093	1	2	2093	7	20938	3
20938	400000.0	235#1	4#5#1#0.25|4.29#1	3.0	2093	1	2	2093	8	0	3
21011	400000.0	1#261	1.8#2|0.4#4#1#0.15#2	1.0	2101	1	1	2101	1	0	1
21031	200000.0	1#261	0.98#2|0.25#4#1#0.15#2	3.0	2103	1	2	2103	1	0	3
21111	400000.0	288#1	1.0#1#23#3#0.2|2.1#1	3.0	2111	1	1	2111	1	0	1
21131	200003.0	1#254	1.0#1|0.2#1#2#3#0.2#2	3.0	2113	1	2	2113	1	0	3
21211	230000.0	1#255	0.87#1|0.2#1	3.0	2121	1	1	2121	1	0	1
21231	100000.0	211	1.0#1#23#1#0.1#2	3.0	2123	1	2	2123	1	0	3
21311	400000.0	1#261	1.8#2|0.3#4#1#0.15#2	3.0	2131	1	1	2131	1	0	1
21331	200003.0	1#3	1.3#2|0.1#1#1	3.0	2133	1	2	2133	1	0	3
21411	400000.0	260#260#1	1.0#2#9#1#0.2|1.0#2#10#1#0.4|1.8#1	1.0	2141	1	1	2141	1	0	1
21431	200000.0	1#261	0.98#1|0.3#4#1#0.15#2	3.0	2143	1	2	2143	1	0	3
21911	400000.0	1#3	2.4#1|0.2#9#2	3.0	2191	1	1	2191	1	0	1
22111	200000.0	1	0.98#2	3.0	2211	1	1	2211	1	0	1
22211	210000.0	1	1.6#1	3.0	2221	1	1	2221	1	0	1
22311	200003.0	1#210#208	1.26#2|0.3#4|0.3#1#1#3	1.0	2231	1	1	2231	1	22312	1
22312	200003.0	1#210#208	1.51#2|0.4#4|0.4#1#1#3	1.0	2231	1	1	2231	2	22313	1
22313	200003.0	1#210#208	1.8#2|0.5#4|0.5#1#1#3	1.0	2231	1	1	2231	3	22314	1
22314	200003.0	1#210#208	1.88#2|0.55#4|0.55#1#1#3	1.0	2231	1	1	2231	4	22315	1
22315	200003.0	1#210#208	1.95#2|0.6#4|0.6#1#1#3	1.0	2231	1	1	2231	5	22316	1
22316	200003.0	1#210#208	2.02#2|0.65#4|0.65#1#1#3	1.0	2231	1	1	2231	6	22317	1
22317	200003.0	1#210#208	2.09#2|0.7#4|0.7#1#1#3	1.0	2231	1	1	2231	7	22318	1
22318	200003.0	1#210#208	2.16#2|0.75#4|0.75#1#1#3	1.0	2231	1	1	2231	8	0	1
22331	700211.0	221	1#1.1#1#1.85	3.0	2233	1	2	2233	1	22332	3
22332	700211.0	221	1#1.29#1#2.07	3.0	2233	1	2	2233	2	22333	3
22333	700211.0	221	1#1.58#1#2.3	3.0	2233	1	2	2233	3	22334	3
22334	700211.0	221	1#1.65#1#2.4	3.0	2233	1	2	2233	4	22335	3
22335	700211.0	221	1#1.71#1#2.49	3.0	2233	1	2	2233	5	22336	3
22336	700211.0	221	1#1.77#1#2.58	3.0	2233	1	2	2233	6	22337	3
22337	700211.0	221	1#1.84#1#2.67	3.0	2233	1	2	2233	7	22338	3
22338	700211.0	221	1#1.9#1#2.76	3.0	2233	1	2	2233	8	0	3
30111	300000.0	245#211#211	2|1.0#2#9#1#0.2#2|1.0#1#6#1#0.15#2	3.0	3011	1	1	3011	1	30112	1
30112	300000.0	245#211#211	2|1.0#2#9#1#0.25#2|1.0#1#6#1#0.2#2	3.0	3011	1	1	3011	2	30113	1
30113	300000.0	245#211#211	2|1.0#2#9#1#0.3#2|1.0#1#6#1#0.25#2	3.0	3011	1	1	3011	3	30114	1
30114	300000.0	245#211#211	2|1.0#2#9#1#0.312#2|1.0#1#6#1#0.26#2	3.0	3011	1	1	3011	4	30115	1
30115	300000.0	245#211#211	2|1.0#2#9#1#0.324#2|1.0#1#6#1#0.27#2	3.0	3011	1	1	3011	5	30116	1
30116	300000.0	245#211#211	2|1.0#2#9#1#0.336#2|1.0#1#6#1#0.28#2	3.0	3011	1	1	3011	6	30117	1
30117	300000.0	245#211#211	2|1.0#2#9#1#0.348#2|1.0#1#6#1#0.29#2	3.0	3011	1	1	3011	7	30118	1
30118	300000.0	245#211#211	2|1.0#2#9#1#0.36#2|1.0#1#6#1#0.3#2	3.0	3011	1	1	3011	8	0	1
30131	400000.0	285	3.18#1#3#0.33#2#2	3.0	3013	1	2	3013	1	30132	3
30132	400000.0	260#285	1.0#2#7#1#0.3|3.78#1#3#0.33#2#2	3.0	3013	1	2	3013	2	30133	3
30133	400000.0	260#285	1.0#2#7#1#0.3|4.53#1#3#0.33#2#2	3.0	3013	1	2	3013	3	30134	3
30134	400000.0	260#285	1.0#2#7#1#0.3|4.62#1#3#0.33#2#2	3.0	3013	1	2	3013	4	30135	3
30135	400000.0	260#285	1.0#2#7#1#0.3|4.68#1#3#0.33#2#2	3.0	3013	1	2	3013	5	30136	3
30136	400000.0	260#285	1.0#2#7#1#0.3|4.74#1#3#0.33#2#2	3.0	3013	1	2	3013	6	30137	3
30137	400000.0	260#285	1.0#2#7#1#0.3|4.8#1#3#0.33#2#2	3.0	3013	1	2	3013	7	30138	3
30138	400000.0	260#285	1.0#2#7#1#0.3|4.86#1#3#0.33#2#2	3.0	3013	1	2	3013	8	0	3
30211	250002.0	235#1#3	2#5#1#0.3|1.46#1|0.35#2#1	3.0	3021	1	1	3021	1	30212	1
30212	250002.0	235#1#3	2#5#1#0.3|1.75#1|0.47#2#1	3.0	3021	1	1	3021	2	30213	1
30213	250002.0	235#1#3	2#5#1#0.3|2.1#1|0.59#2#1	3.0	3021	1	1	3021	3	30214	1
30214	250002.0	235#1#3	2#5#1#0.312|2.19#1|0.614#2#1	3.0	3021	1	1	3021	4	30215	1
30215	250002.0	235#1#3	2#5#1#0.324|2.27#1|0.638#2#1	3.0	3021	1	1	3021	5	30216	1
30216	250002.0	235#1#3	2#5#1#0.336|2.36#1|0.661#2#1	3.0	3021	1	1	3021	6	30217	1
30217	250002.0	235#1#3	2#5#1#0.348|2.44#1|0.685#2#1	3.0	3021	1	1	3021	7	30218	1
30218	250002.0	235#1#3	2#5#1#0.36|2.52#1|0.708#2#1	3.0	3021	1	1	3021	8	0	1
30231	200211.0	232#1#226	1#0.3#2#5#1#0.15|2.61#1|12#0.15	3.0	3023	1	2	3023	1	30232	3
30232	200211.0	232#1#226	1#0.4#2#5#1#0.2|3.13#1|12#0.2	3.0	3023	1	2	3023	2	30233	3
30233	200211.0	232#1#226	1#0.4#2#5#1#0.25|3.75#1|12#0.25	3.0	3023	1	2	3023	3	30234	3
30234	200211.0	232#1#226	1#0.4#2#5#1#0.26|3.9#1|12#0.26	3.0	3023	1	2	3023	4	30235	3
30235	200211.0	232#1#226	1#0.4#2#5#1#0.27|4.05#1|12#0.27	3.0	3023	1	2	3023	5	30236	3
30236	200211.0	232#1#226	1#0.4#2#5#1#0.28|4.2#1|12#0.28	3.0	3023	1	2	3023	6	30237	3
30237	200211.0	232#1#226	1#0.4#2#5#1#0.29|4.35#1|12#0.29	3.0	3023	1	2	3023	7	30238	3
30238	200211.0	232#1#226	1#0.4#2#5#1#0.3|4.5#1|12#0.3	3.0	3023	1	2	3023	8	0	3
30311	200003|100211	1|24	0.82#2|1#1.7	1.0	3031	1	1	3031	1	30312	1
30312	200003|100211|180002	1|24|266	0.98#2|1#2.04|1.0#1#4#1#30#2	1.0	3031	1	1	3031	2	30313	1
30313	200003|100211|180002	1|24|266#266	1.18#2|1#2.45|1.0#1#4#1#70#2|1.0#1#22#1#0.25#1	1.0	3031	1	1	3031	3	30314	1
30314	200003|100211|180002	1|24|266#266	1.23#2|1#2.55|1.0#1#4#1#71#2|1.0#1#22#1#0.26#1	1.0	3031	1	1	3031	4	30315	1
30315	200003|100211|180002	1|24|266#266	1.28#2|1#2.65|1.0#1#4#1#72#2|1.0#1#22#1#0.27#1	1.0	3031	1	1	3031	5	30316	1
30316	200003|100211|180002	1|24|266#266	1.33#2|1#2.75|1.0#1#4#1#73#2|1.0#1#22#1#0.28#1	1.0	3031	1	1	3031	6	30317	1
30317	200003|100211|180002	1|24|266#266	1.37#2|1#2.85|1.0#1#4#1#74#2|1.0#1#22#1#0.29#1	1.0	3031	1	1	3031	7	30318	1
30318	200003|100211|180002	1|24|266#266	1.42#2|1#2.94|1.0#1#4#1#75#2|1.0#1#22#1#0.3#1	1.0	3031	1	1	3031	8	0	1
30331	100000|180000	24|211	1#0.99|0.6#1#22#1#0.2#1	3.0	3033	1	2	3033	1	30332	3
30332	100000|180000	24|211#211	1#1.19|0.8#1#22#1#0.2#1|0.8#1#4#1#30#2	3.0	3033	1	2	3033	2	30333	3
30333	100000|180000	24|211#211	1#1.43|0.8#1#22#1#0.25#1|0.8#1#4#1#70#2	3.0	3033	1	2	3033	3	30334	3
30334	100000|180000	24|211#211	1#1.49|0.8#1#22#1#0.26#1|0.8#1#4#1#71#2	3.0	3033	1	2	3033	4	30335	3
30335	100000|180000	24|211#211	1#1.55|0.8#1#22#1#0.27#1|0.8#1#4#1#72#2	3.0	3033	1	2	3033	5	30336	3
30336	100000|180000	24|211#211	1#1.61|0.8#1#22#1#0.28#1|0.8#1#4#1#73#2	3.0	3033	1	2	3033	6	30337	3
30337	100000|180000	24|211#211	1#1.66|0.8#1#22#1#0.29#1|0.8#1#4#1#74#2	3.0	3033	1	2	3033	7	30338	3
30338	100000|180000	24|211#211	1#1.72|0.8#1#22#1#0.3#1|0.8#1#4#1#75#2	3.0	3033	1	2	3033	8	0	3
30411	400000.0	1#3	1.72#2|0.6#4#1	1.0	3041	1	1	3041	1	30412	1
30412	400000.0	1#3	2.06#2|0.8#4#1	1.0	3041	1	1	3041	2	30413	1
30413	400000.0	260#1#3	1.0#2#10#1#0.3|2.47#2|1.0#4#2	1.0	3041	1	1	3041	3	30414	1
30414	400000.0	260#1#3	1.0#2#10#1#0.31|2.57#2|1.0#4#2	1.0	3041	1	1	3041	4	30415	1
30415	400000.0	260#1#3	1.0#2#10#1#0.32|2.67#2|1.0#4#2	1.0	3041	1	1	3041	5	30416	1
30416	400000.0	260#1#3	1.0#2#10#1#0.33|2.77#2|1.0#4#2	1.0	3041	1	1	3041	6	30417	1
30417	400000.0	260#1#3	1.0#2#10#1#0.34|2.87#2|1.0#4#2	1.0	3041	1	1	3041	7	30418	1
30418	400000.0	260#1#3	1.0#2#10#1#0.35|2.97#2|1.0#4#2	1.0	3041	1	1	3041	8	0	1
30431	200003.0	1#229	1.31#2|4#2#5#1#0.15	3.0	3043	1	2	3043	1	30432	3
30432	200004.0	1#229	1.37#2|4#2#5#1#0.2	3.0	3043	1	2	3043	2	30433	3
30433	200004.0	1#229	1.64#2|4#2#5#1#0.25	3.0	3043	1	2	3043	3	30434	3
30434	200004.0	1#229	1.71#2|4#2#5#1#0.26	3.0	3043	1	2	3043	4	30435	3
30435	200004.0	1#229	1.78#2|4#2#5#1#0.27	3.0	3043	1	2	3043	5	30436	3
30436	200004.0	1#229	1.84#2|4#2#5#1#0.28	3.0	3043	1	2	3043	6	30437	3
30437	200004.0	1#229	1.91#2|4#2#5#1#0.29	3.0	3043	1	2	3043	7	30438	3
30438	200004.0	1#229	1.97#2|4#2#5#1#0.3	3.0	3043	1	2	3043	8	0	3
30511	200000.0	1#3	1.0#2|0.15#1#2	3.0	3051	1	1	3051	1	30512	1
30512	200000.0	1#3	1.2#2|0.2#1#2	3.0	3051	1	1	3051	2	30513	1
30513	200000.0	1#3	1.44#2|0.25#1#2	3.0	3051	1	1	3051	3	0	1
30531	200000.0	239#1	1#6#3#0.1|1.15#2	3.0	3053	1	2	3053	1	30532	3
30532	200000.0	239#1	1#6#3#0.2|1.38#2	3.0	3053	1	2	3053	2	30533	3
30533	200000.0	239#1	1#6#3#0.3|1.66#2	3.0	3053	1	2	3053	3	0	3
30611	240001.0	288#1	1.0#1#23#3#0.2|1.81#1	1.0	3061	1	1	3061	1	30612	1
30612	240001.0	288#1	1.0#1#23#3#0.2|2.17#1	1.0	3061	1	1	3061	2	30613	1
30613	240001.0	288#1	1.0#1#23#3#0.2|2.61#1	1.0	3061	1	1	3061	3	30614	1
30614	240001.0	288#1	1.0#1#23#3#0.2|2.72#1	1.0	3061	1	1	3061	4	30615	1
30615	240001.0	288#1	1.0#1#23#3#0.2|2.82#1	1.0	3061	1	1	3061	5	30616	1
30616	240001.0	288#1	1.0#1#23#3#0.2|2.93#1	1.0	3061	1	1	3061	6	30617	1
30617	240001.0	288#1	1.0#1#23#3#0.2|3.03#1	1.0	3061	1	1	3061	7	30618	1
30618	240001.0	288#1	1.0#1#23#3#0.2|3.14#1	1.0	3061	1	1	3061	8	0	1
30631	200211.0	1#211	2.4#1|1.0#1#14#3#0.5#2	3.0	3063	1	2	3063	1	30632	3
30632	200211.0	1#211	2.88#1|1.0#1#14#3#0.5#2	3.0	3063	1	2	3063	2	30633	3
30633	200211.0	1#211	3.46#1|1.0#1#14#3#0.5#2	3.0	3063	1	2	3063	3	30634	3
30634	200211.0	1#211	3.6#1|1.0#1#14#3#0.52#2	3.0	3063	1	2	3063	4	30635	3
30635	200211.0	1#211	3.74#1|1.0#1#14#3#0.54#2	3.0	3063	1	2	3063	5	30636	3
30636	200211.0	1#211	3.88#1|1.0#1#14#3#0.56#2	3.0	3063	1	2	3063	6	30637	3
30637	200211.0	1#211	4.02#1|1.0#1#14#3#0.58#2	3.0	3063	1	2	3063	7	30638	3
30638	200211.0	1#211	4.16#1|1.0#1#14#3#0.6#2	3.0	3063	1	2	3063	8	0	3
30711	100000.0	24#211	1#0.58|1.0#1#22#1#0.1#2	1.0	3071	1	1	3071	1	30712	1
30712	100000.0	24#211	1#0.66|1.0#1#22#1#0.2#2	1.0	3071	1	1	3071	2	30713	1
30713	100000.0	24#211	1#0.81|1.0#1#22#1#0.3#2	1.0	3071	1	1	3071	3	30714	1
30714	100000.0	24#211	1#0.85|1.0#1#22#1#0.312#2	1.0	3071	1	1	3071	4	30715	1
30715	100000.0	24#211	1#0.88|1.0#1#22#1#0.324#2	1.0	3071	1	1	3071	5	30716	1
30716	100000.0	24#211	1#0.91|1.0#1#22#1#0.336#2	1.0	3071	1	1	3071	6	30717	1
30717	100000.0	24#211	1#0.94|1.0#1#22#1#0.348#2	1.0	3071	1	1	3071	7	30718	1
30718	100000.0	24#211	1#0.98|1.0#1#22#1#0.36#2	1.0	3071	1	1	3071	8	0	1
30731	700211.0	221	1#1.1#1#1.85	3.0	3073	1	2	3073	1	30732	3
30732	700211.0	221	1#1.29#1#2.07	3.0	3073	1	2	3073	2	30733	3
30733	700211.0	221	1#1.58#1#2.3	3.0	3073	1	2	3073	3	30734	3
30734	700211.0	221	1#1.65#1#2.4	3.0	3073	1	2	3073	4	30735	3
30735	700211.0	221	1#1.71#1#2.49	3.0	3073	1	2	3073	5	30736	3
30736	700211.0	221	1#1.77#1#2.58	3.0	3073	1	2	3073	6	30737	3
30737	700211.0	221	1#1.84#1#2.67	3.0	3073	1	2	3073	7	30738	3
30738	700211.0	221	1#1.9#1#2.76	3.0	3073	1	2	3073	8	0	3
30811	180322|300000	220#212|212	0.4#2#3|1.0#1#6#1#0.05#25#1#0.05#2|1.0#1#6#1#0.05#25#1#0.05#2	3.0	3081	1	1	3081	1	30812	1
30812	180322|300000	220#212|212	0.4#2#3|1.0#1#6#1#0.1#25#1#0.1#2|1.0#1#6#1#0.1#25#1#0.1#2	3.0	3081	1	1	3081	2	30813	1
30813	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.15#25#1#0.15#2|1.0#1#6#1#0.15#25#1#0.15#2	3.0	3081	1	1	3081	3	30814	1
30814	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.156#25#1#0.156#2|1.0#1#6#1#0.156#25#1#0.156#2	3.0	3081	1	1	3081	4	30815	1
30815	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.162#25#1#0.162#2|1.0#1#6#1#0.162#25#1#0.162#2	3.0	3081	1	1	3081	5	30816	1
30816	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.168#25#1#0.168#2|1.0#1#6#1#0.168#25#1#0.168#2	3.0	3081	1	1	3081	6	30817	1
30817	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.174#25#1#0.174#2|1.0#1#6#1#0.174#25#1#0.174#2	3.0	3081	1	1	3081	7	30818	1
30818	180322|300000	220#212|212	0.5#2#3|1.0#1#6#1#0.18#25#1#0.18#2|1.0#1#6#1#0.18#25#1#0.18#2	3.0	3081	1	1	3081	8	0	1
30831	300000.0	208#24	1.0#2#0#6|12#0.15	3.0	3083	1	2	3083	1	30832	3
30832	300000.0	208#24	1.0#2#0#6|12#0.2	3.0	3083	1	2	3083	2	30833	3
30833	300000.0	208#24	1.0#2#0#6|12#0.25	3.0	3083	1	2	3083	3	30834	3
30834	300000.0	208#24	1.0#2#0#6|12#0.26	3.0	3083	1	2	3083	4	30835	3
30835	300000.0	208#24	1.0#2#0#6|12#0.27	3.0	3083	1	2	3083	5	30836	3
30836	300000.0	208#24	1.0#2#0#6|12#0.28	3.0	3083	1	2	3083	6	30837	3
30837	300000.0	208#24	1.0#2#0#6|12#0.29	3.0	3083	1	2	3083	7	30838	3
30838	300000.0	208#24	1.0#2#0#6|12#0.3	3.0	3083	1	2	3083	8	0	3
30911	210001|300000	1#261|211	1.68#1|0.3#3#1#0.15#2|1.0#1#4#1#10#2	3.0	3091	1	1	3091	1	30912	1
30912	210001|300000	1#261|211	2.02#1|0.4#3#1#0.15#2|1.0#1#4#1#20#2	3.0	3091	1	1	3091	2	30913	1
30913	210001|300000	1#261|211	2.42#1|0.5#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	3	30914	1
30914	210001|300000	1#261|211	2.52#1|0.52#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	4	30915	1
30915	210001|300000	1#261|211	2.62#1|0.54#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	5	30916	1
30916	210001|300000	1#261|211	2.72#1|0.56#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	6	30917	1
30917	210001|300000	1#261|211	2.81#1|0.58#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	7	30918	1
30918	210001|300000	1#261|211	2.91#1|0.6#3#1#0.15#2|1.0#1#4#1#30#2	3.0	3091	1	1	3091	8	0	1
30931	240000.0	1#261	1.31#1|0.2#3#1#0.15#2	3.0	3093	1	2	3093	1	30932	3
30932	240000.0	1#261	1.58#1|0.3#3#1#0.15#2	3.0	3093	1	2	3093	2	30933	3
30933	240000.0	1#261	1.89#1|0.4#3#1#0.15#2	3.0	3093	1	2	3093	3	30934	3
30934	240000.0	1#261	1.97#1|0.42#3#1#0.15#2	3.0	3093	1	2	3093	4	30935	3
30935	240000.0	1#261	2.05#1|0.44#3#1#0.15#2	3.0	3093	1	2	3093	5	30936	3
30936	240000.0	1#261	2.12#1|0.46#3#1#0.15#2	3.0	3093	1	2	3093	6	30937	3
30937	240000.0	1#261	2.2#1|0.48#3#1#0.15#2	3.0	3093	1	2	3093	7	30938	3
30938	240000.0	1#261	2.27#1|0.5#3#1#0.15#2	3.0	3093	1	2	3093	8	0	3
31011	100000.0	24	1#0.5	1.0	3101	1	1	3101	1	0	1
31031	100211.0	24#211	1#2.7|1.0#1#22#1#0.1#2	3.0	3103	1	2	3103	1	0	3
31111	200000.0	1	1.11#2	1.0	3111	1	1	3111	1	0	1
31131	200000.0	1#254	1.39#2|0.6#1#1#4#0.3#2	3.0	3113	1	2	3113	1	0	3
31211	400000.0	1#255	1.2#1|0.6#1	1.0	3121	1	1	3121	1	0	1
31231	180002|300000	211|211	1.0#1#23#1#0.2#2|1.0#1#23#1#0.2#2	3.0	3123	1	2	3123	1	0	3
31311	200211.0	1#254	1.5#1|0.3#1#2#3#0.2#2	1.0	3131	1	1	3131	1	31312	1
31312	200211.0	1#254	1.8#1|0.4#1#2#3#0.2#2	1.0	3131	1	1	3131	2	31313	1
31313	200211.0	1#254	2.16#1|0.5#1#2#3#0.2#2	1.0	3131	1	1	3131	3	0	1
31331	200211.0	260#10	1.0#2#9#1#0.1|2.0#1#0.3	3.0	3133	1	2	3133	1	31332	3
31332	200211.0	260#10	1.0#2#9#1#0.1|2.4#1#0.3	3.0	3133	1	2	3133	2	31333	3
31333	200211.0	260#10	1.0#2#9#1#0.1|2.88#1#0.3	3.0	3133	1	2	3133	3	0	3
31411	100211.0	24	1#1.2	1.0	3141	1	2	3141	1	0	3
31431	100323.0	211	1.0#1#9#1#0.2#2	3.0	3143	1	1	3143	1	0	1
31711	200000.0	1#254	0.9#1|0.2#1#1#4#0.15#2	3.0	3171	1	1	3171	1	0	1
32011	200211.0	1	2.47#1	3.0	3201	1	1	3201	1	0	1
32211	200000.0	1	1.18#2	3.0	3221	1	1	3221	1	0	1
40111	100323.0	208#211	1.0#1#1#6|1.0#1#22#1#0.15#2	3.0	4011	1	1	4011	1	40112	1
40112	100323.0	208#211#236	1.0#1#2#6|1.0#1#22#1#0.2#2|3#9#1#0.1#2	3.0	4011	1	1	4011	2	40113	1
40113	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.25#2|3#9#1#0.2#2	3.0	4011	1	1	4011	3	40114	1
40114	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.26#2|3#9#1#0.208#2	3.0	4011	1	1	4011	4	40115	1
40115	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.27#2|3#9#1#0.216#2	3.0	4011	1	1	4011	5	40116	1
40116	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.28#2|3#9#1#0.224#2	3.0	4011	1	1	4011	6	40117	1
40117	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.29#2|3#9#1#0.232#2	3.0	4011	1	1	4011	7	40118	1
40118	100324.0	208#211#236	1.0#1#0#6|1.0#1#22#1#0.3#2|3#9#1#0.24#2	3.0	4011	1	1	4011	8	0	1
40131	100000.0	253	20#1#0.1#2#1#0	3.0	4013	1	2	4013	1	40132	3
40132	100000.0	253	20#1#0.1#2#1#0.82	3.0	4013	1	2	4013	2	40133	3
40133	100000.0	253	20#1#0.15#2#1#0.98	3.0	4013	1	2	4013	3	40134	3
40134	100000.0	253	20#1#0.156#2#1#1.02	3.0	4013	1	2	4013	4	40135	3
40135	100000.0	253	20#1#0.162#2#1#1.06	3.0	4013	1	2	4013	5	40136	3
40136	100000.0	253	20#1#0.168#2#1#1.1	3.0	4013	1	2	4013	6	40137	3
40137	100000.0	253	20#1#0.174#2#1#1.14	3.0	4013	1	2	4013	7	40138	3
40138	100000.0	253	20#1#0.18#2#1#1.18	3.0	4013	1	2	4013	8	0	3
40211	100000.0	24#214	1#0.69|1.0#2#6#1#0.15#14#1#0.25#11#1#0#2	1.0	4021	1	1	4021	1	40212	1
40212	100000.0	24#214	1#0.83|1.0#2#6#1#0.15#14#1#0.25#11#1#0#2	1.0	4021	1	1	4021	2	40213	1
40213	100000.0	24#214	1#0.99|1.0#2#6#1#0.15#14#1#0.25#11#1#0.15#2	1.0	4021	1	1	4021	3	40214	1
40214	100000.0	24#214	1#1.03|1.0#2#6#1#0.15#14#1#0.25#11#1#0.156#2	1.0	4021	1	1	4021	4	40215	1
40215	100000.0	24#214	1#1.07|1.0#2#6#1#0.15#14#1#0.25#11#1#0.162#2	1.0	4021	1	1	4021	5	40216	1
40216	100000.0	24#214	1#1.11|1.0#2#6#1#0.15#14#1#0.25#11#1#0.168#2	1.0	4021	1	1	4021	6	40217	1
