Id	Name	BackpackOrNot	ItemType	ItemBaseType	PropertyName	Quantity	Isopen	IfResolve	ResolveReward	UseType	RewardGroup	UsePerCount	IsSave	HeroStar	Ifopen	ItemNumlimit	ExtraReward	IsGetShow
327204	1010315	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
328001	1010304	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
328002	1010305	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
328003	1010306	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
328004	1010307	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
328101	1010308	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
328102	1010309	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
328103	1010310	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
328104	1010311	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
328201	1010312	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
328202	1010313	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
328203	1010314	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
328204	1010315	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
329001	1010304	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
329002	1010305	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
329003	1010306	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
329004	1010307	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
329101	1010308	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
329102	1010309	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
329103	1010310	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
329104	1010311	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
329201	1010312	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
329202	1010313	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
329203	1010314	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
329204	1010315	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
330001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
330002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
330003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
330004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
330101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
330102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
330103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
330104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
330201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
330202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
330203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
330204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
331001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
331002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
331003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
331004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
331101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
331102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
331103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
331104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
331201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
331202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
331203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
331204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
332001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
332002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
332003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
332004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
332101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
332102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
332103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
332104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
332201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
332202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
332203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
332204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
333001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
333002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
333003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
333004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
333101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
333102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
333103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
333104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
333201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
333202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
333203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
333204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
334001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
334002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
334003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
334004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
334101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
334102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
334103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
334104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
334201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
334202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
334203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
334204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
335001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
335002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
335003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
335004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
335101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
335102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
335103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
335104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
335201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
335202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
335203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
335204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
336001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
336002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
336003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
336004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
336101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
336102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
336103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
336104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
336201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
336202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
336203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
336204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
337001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
337002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
337003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
337004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
337101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
337102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
337103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
337104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
337201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
337202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
337203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
337204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
338001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
338002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
338003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
338004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
338101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
338102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
338103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
338104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
338201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
338202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
338203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
338204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
339001	1010316	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
339002	1010317	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
339003	1010318	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
339004	1010319	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
339101	1010320	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
339102	1010321	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
339103	1010322	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
339104	1010323	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
339201	1010324	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
339202	1010325	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
339203	1010326	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
339204	1010327	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
340001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
340002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
340003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
340004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
340101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
340102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
340103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
340104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
340201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
340202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
340203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
340204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
341001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
341002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
341003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
341004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
341101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
341102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
341103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
341104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
341201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
341202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
341203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
341204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
342001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
342002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
342003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
342004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
342101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
342102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
342103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
342104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
342201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
342202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
342203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
342204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
343001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
343002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
343003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
343004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
343101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
343102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
343103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
343104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
343201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
343202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
343203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
343204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
344001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
344002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
344003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
344004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
344101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
344102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
344103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
344104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
344201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
344202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
344203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
344204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
345001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
345002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
345003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
345004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
345101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
345102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
345103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
345104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
345201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
345202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
345203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
345204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
346001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
346002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
346003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
346004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
346101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
346102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
346103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
346104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
346201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
346202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
346203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
346204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
347001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
347002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
347003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
347004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
347101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
347102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
347103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
347104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
347201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
347202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
347203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
347204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
348001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
348002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
348003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
348004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
348101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
348102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
348103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
348104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
348201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
348202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
348203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
348204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
349001	1010328	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
349002	1010329	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
349003	1010330	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
349004	1010331	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
349101	1010332	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
349102	1010333	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
349103	1010334	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
349104	1010335	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
349201	1010336	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
349202	1010337	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
349203	1010338	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
349204	1010339	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
350001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
350002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
350003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
350004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
350101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
350102	1010345	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
350103	1010346	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
350104	1010347	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
350201	1010348	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
350202	1010349	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
350203	1010350	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
350204	1010351	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
351001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
351002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
351003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
351004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
351101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
351102	1010345	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
351103	1010346	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
351104	1010347	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
351201	1010348	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
351202	1010349	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
351203	1010350	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
351204	1010351	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
352001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
352002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
352003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
352004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
352101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
352102	1010345	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
352103	1010346	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
352104	1010347	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
352201	1010348	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
352202	1010349	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
352203	1010350	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
352204	1010351	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
353001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
353002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
353003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
353004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
353101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
353102	1010345	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
353103	1010346	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
353104	1010347	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
353201	1010348	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
353202	1010349	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
353203	1010350	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
353204	1010351	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
354001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
354002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
354003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
354004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
354101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
354102	1010345	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
354103	1010346	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
354104	1010347	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
354201	1010348	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
354202	1010349	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
354203	1010350	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
354204	1010351	true	22	5	0	5	false	0	 	0	0	0	1	null	0	99999	null	1
355001	1010340	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
355002	1010341	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
355003	1010342	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
355004	1010343	true	22	5	0	3	false	0	 	0	0	0	1	null	0	99999	null	1
355101	1010344	true	22	5	0	4	false	0	 	0	0	0	1	null	0	99999	null	1
