Id	TalismanaId	Level	RankupBasicMaterial	RankupConsumeMaterial	Property	Resolve	OpenSkillRules	SpecialProperty	SpecialSkill
2269	90031	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
2270	90031	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		131204		
2271	90031	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
2272	90031	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
2273	90031	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
2274	90031	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
2275	90031	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		131205		
2276	90031	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
2277	90031	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
2278	90031	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
2279	90031	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
2280	90031	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		131206		
2281	90031	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
2282	90031	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
2283	90031	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2284	90031	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2285	90031	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		131207		
2286	90031	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2287	90031	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2288	90031	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2289	90031	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2290	90031	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		131208		
2291	90031	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2292	90031	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2293	90031	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2294	90031	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2295	90031	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		131209		
2296	90031	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2297	90031	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2298	90031	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2299	90031	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2300	90031	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		131210		
2301	90031	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2302	90031	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2303	90031	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2304	90031	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
2305	90031	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		131211		
2306	90031	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
2307	90031	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
2308	90031	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
2309	90031	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
2310	90031	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		131212		
2311	90031	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
2312	90031	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
2313	90031	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
2314	90031	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
2315	90031	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		131213		
2316	90031	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
2317	90031	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
2318	90031	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
2319	90031	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
2320	90031	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		131214		
2321	90031	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
2322	90031	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
2323	90031	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
2324	90031	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
2325	90031	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		131215		
2326	90032	1	14#6000		2#450|1#3000|3#150|4#150				
2327	90032	2	14#8000		2#495|1#3300|3#165|4#165				
2328	90032	3	14#10000		2#540|1#3600|3#180|4#180				
2329	90032	4	14#12000		2#585|1#3900|3#195|4#195				
2330	90032	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		132201		
2331	90032	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
2332	90032	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
2333	90032	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
2334	90032	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
2335	90032	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		132202		
2336	90032	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
2337	90032	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
2338	90032	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
2339	90032	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
2340	90032	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		132203		
2341	90032	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
2342	90032	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
2343	90032	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
2344	90032	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
2345	90032	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		132204		
2346	90032	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
2347	90032	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
2348	90032	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
2349	90032	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
2350	90032	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		132205		
2351	90032	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
2352	90032	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
2353	90032	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
2354	90032	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
2355	90032	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		132206		
2356	90032	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
2357	90032	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
2358	90032	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2359	90032	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2360	90032	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		132207		
2361	90032	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2362	90032	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2363	90032	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2364	90032	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2365	90032	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		132208		
2366	90032	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2367	90032	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2368	90032	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2369	90032	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2370	90032	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		132209		
2371	90032	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2372	90032	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2373	90032	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2374	90032	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2375	90032	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		132210		
2376	90032	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2377	90032	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2378	90032	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2379	90032	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
2380	90032	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		132211		
2381	90032	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
2382	90032	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
2383	90032	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
2384	90032	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
2385	90032	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		132212		
2386	90032	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
2387	90032	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
2388	90032	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
2389	90032	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
2390	90032	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		132213		
2391	90032	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
2392	90032	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
2393	90032	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
2394	90032	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
2395	90032	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		132214		
2396	90032	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
2397	90032	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
2398	90032	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
2399	90032	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
2400	90032	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		132215		
2401	90033	1	14#6000		2#450|1#3000|3#150|4#150				
2402	90033	2	14#8000		2#495|1#3300|3#165|4#165				
2403	90033	3	14#10000		2#540|1#3600|3#180|4#180				
2404	90033	4	14#12000		2#585|1#3900|3#195|4#195				
2405	90033	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		133201		
2406	90033	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
2407	90033	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
2408	90033	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
2409	90033	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
2410	90033	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		133202		
2411	90033	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
2412	90033	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
2413	90033	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
2414	90033	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
2415	90033	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		133203		
2416	90033	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
2417	90033	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
2418	90033	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
2419	90033	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
2420	90033	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		133204		
2421	90033	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
2422	90033	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
2423	90033	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
2424	90033	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
2425	90033	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		133205		
2426	90033	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
2427	90033	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
2428	90033	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
2429	90033	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
2430	90033	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		133206		
2431	90033	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
2432	90033	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
2433	90033	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2434	90033	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2435	90033	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		133207		
2436	90033	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2437	90033	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2438	90033	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2439	90033	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2440	90033	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		133208		
2441	90033	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2442	90033	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2443	90033	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2444	90033	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2445	90033	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		133209		
2446	90033	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2447	90033	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2448	90033	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2449	90033	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2450	90033	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		133210		
2451	90033	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2452	90033	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2453	90033	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2454	90033	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
2455	90033	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		133211		
2456	90033	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
2457	90033	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
2458	90033	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
2459	90033	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
2460	90033	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		133212		
2461	90033	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
2462	90033	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
2463	90033	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
2464	90033	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
2465	90033	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		133213		
2466	90033	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
2467	90033	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
2468	90033	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
2469	90033	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
2470	90033	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		133214		
2471	90033	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
2472	90033	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
2473	90033	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
2474	90033	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
2475	90033	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		133215		
2476	90034	1	14#6000		2#450|1#3000|3#150|4#150				
2477	90034	2	14#8000		2#495|1#3300|3#165|4#165				
2478	90034	3	14#10000		2#540|1#3600|3#180|4#180				
2479	90034	4	14#12000		2#585|1#3900|3#195|4#195				
2480	90034	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		134201		
2481	90034	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
2482	90034	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
2483	90034	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
2484	90034	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
2485	90034	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		134202		
2486	90034	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
2487	90034	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
2488	90034	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
2489	90034	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
2490	90034	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		134203		
2491	90034	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
2492	90034	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
2493	90034	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
2494	90034	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
2495	90034	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		134204		
2496	90034	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
2497	90034	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
2498	90034	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
2499	90034	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
2500	90034	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		134205		
2501	90034	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
2502	90034	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
2503	90034	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
2504	90034	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
2505	90034	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		134206		
2506	90034	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
2507	90034	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
2508	90034	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2509	90034	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2510	90034	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		134207		
2511	90034	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2512	90034	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2513	90034	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2514	90034	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2515	90034	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		134208		
2516	90034	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2517	90034	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2518	90034	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2519	90034	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2520	90034	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		134209		
2521	90034	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2522	90034	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2523	90034	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2524	90034	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2525	90034	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		134210		
2526	90034	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2527	90034	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2528	90034	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2529	90034	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
2530	90034	55	14#1882000|1001#55000		2#7680|1#51200|3#2560|4#2560		134211		
2531	90034	56	14#1906000|1001#55000		2#7917|1#52780|3#2639|4#2639		null		
2532	90034	57	14#1930000|1001#55000		2#8154|1#54360|3#2718|4#2718		null		
2533	90034	58	14#1954000|1001#55000		2#8391|1#55940|3#2797|4#2797		null		
2534	90034	59	14#1978000|1001#55000		2#8628|1#57520|3#2876|4#2876		null		
2535	90034	60	14#2110000|1001#60000		2#8865|1#59100|3#2955|4#2955		134212		
2536	90034	61	14#2136000|1001#60000		2#9135|1#60900|3#3045|4#3045		null		
2537	90034	62	14#2162000|1001#60000		2#9405|1#62700|3#3135|4#3135		null		
2538	90034	63	14#2188000|1001#60000		2#9675|1#64500|3#3225|4#3225		null		
2539	90034	64	14#2214000|1001#60000		2#9945|1#66300|3#3315|4#3315		null		
2540	90034	65	14#2356000|1001#65000		2#10215|1#68100|3#3405|4#3405		134213		
2541	90034	66	14#2384000|1001#65000		2#10497|1#69980|3#3499|4#3499		null		
2542	90034	67	14#2412000|1001#65000		2#10779|1#71860|3#3593|4#3593		null		
2543	90034	68	14#2440000|1001#65000		2#11061|1#73740|3#3687|4#3687		null		
2544	90034	69	14#2468000|1001#65000		2#11343|1#75620|3#3781|4#3781		null		
2545	90034	70	14#2620000|1001#70000		2#11625|1#77500|3#3875|4#3875		134214		
2546	90034	71	14#2650000|1001#70000		2#11940|1#79600|3#3980|4#3980		null		
2547	90034	72	14#2680000|1001#70000		2#12255|1#81700|3#4085|4#4085		null		
2548	90034	73	14#2710000|1001#70000		2#12570|1#83800|3#4190|4#4190		null		
2549	90034	74	14#2740000|1001#70000		2#12885|1#85900|3#4295|4#4295		null		
2550	90034	75	14#2902000|1001#75000		2#13200|1#88000|3#4400|4#4400		134215		
2551	90035	1	14#6000		2#450|1#3000|3#150|4#150				
2552	90035	2	14#8000		2#495|1#3300|3#165|4#165				
2553	90035	3	14#10000		2#540|1#3600|3#180|4#180				
2554	90035	4	14#12000		2#585|1#3900|3#195|4#195				
2555	90035	5	14#30000|1001#5000		2#630|1#4200|3#210|4#210		135201		
2556	90035	6	14#36000|1001#5000		2#687|1#4580|3#229|4#229		null		
2557	90035	7	14#42000|1001#5000		2#744|1#4960|3#248|4#248		null		
2558	90035	8	14#48000|1001#5000		2#801|1#5340|3#267|4#267		null		
2559	90035	9	14#54000|1001#5000		2#858|1#5720|3#286|4#286		null		
2560	90035	10	14#88000|1001#10000		2#915|1#6100|3#305|4#305		135202		
2561	90035	11	14#98000|1001#10000		2#996|1#6640|3#332|4#332		null		
2562	90035	12	14#108000|1001#10000		2#1077|1#7180|3#359|4#359		null		
2563	90035	13	14#118000|1001#10000		2#1158|1#7720|3#386|4#386		null		
2564	90035	14	14#128000|1001#10000		2#1239|1#8260|3#413|4#413		null		
2565	90035	15	14#190000|1001#15000		2#1320|1#8800|3#440|4#440		135203		
2566	90035	16	14#204000|1001#15000		2#1413|1#9420|3#471|4#471		null		
2567	90035	17	14#218000|1001#15000		2#1506|1#10040|3#502|4#502		null		
2568	90035	18	14#232000|1001#15000		2#1599|1#10660|3#533|4#533		null		
2569	90035	19	14#246000|1001#15000		2#1692|1#11280|3#564|4#564		null		
2570	90035	20	14#348000|1001#20000		2#1785|1#11900|3#595|4#595		135204		
2571	90035	21	14#366000|1001#20000		2#1902|1#12680|3#634|4#634		null		
2572	90035	22	14#384000|1001#20000		2#2019|1#13460|3#673|4#673		null		
2573	90035	23	14#402000|1001#20000		2#2136|1#14240|3#712|4#712		null		
2574	90035	24	14#420000|1001#20000		2#2253|1#15020|3#751|4#751		null		
2575	90035	25	14#502000|1001#25000		2#2370|1#15800|3#790|4#790		135205		
2576	90035	26	14#524000|1001#25000		2#2499|1#16660|3#833|4#833		null		
2577	90035	27	14#546000|1001#25000		2#2628|1#17520|3#876|4#876		null		
2578	90035	28	14#568000|1001#25000		2#2757|1#18380|3#919|4#919		null		
2579	90035	29	14#590000|1001#25000		2#2886|1#19240|3#962|4#962		null		
2580	90035	30	14#684000|1001#30000		2#3015|1#20100|3#1005|4#1005		135206		
2581	90035	31	14#710000|1001#30000		2#3168|1#21120|3#1056|4#1056		null		
2582	90035	32	14#736000|1001#30000		2#3321|1#22140|3#1107|4#1107		null		
2583	90035	33	14#762000|1001#30000		2#3474|1#23160|3#1158|4#1158		null		
2584	90035	34	14#788000|1001#30000		2#3627|1#24180|3#1209|4#1209		null		
2585	90035	35	14#894000|1001#35000		2#3780|1#25200|3#1260|4#1260		135207		
2586	90035	36	14#924000|1001#35000		2#3945|1#26300|3#1315|4#1315		null		
2587	90035	37	14#954000|1001#35000		2#4110|1#27400|3#1370|4#1370		null		
2588	90035	38	14#984000|1001#35000		2#4275|1#28500|3#1425|4#1425		null		
2589	90035	39	14#1014000|1001#35000		2#4440|1#29600|3#1480|4#1480		null		
2590	90035	40	14#1132000|1001#40000		2#4605|1#30700|3#1535|4#1535		135208		
2591	90035	41	14#1166000|1001#40000		2#4794|1#31960|3#1598|4#1598		null		
2592	90035	42	14#1200000|1001#40000		2#4983|1#33220|3#1661|4#1661		null		
2593	90035	43	14#1234000|1001#40000		2#5172|1#34480|3#1724|4#1724		null		
2594	90035	44	14#1268000|1001#40000		2#5361|1#35740|3#1787|4#1787		null		
2595	90035	45	14#1398000|1001#45000		2#5550|1#37000|3#1850|4#1850		135209		
2596	90035	46	14#1436000|1001#45000		2#5751|1#38340|3#1917|4#1917		null		
2597	90035	47	14#1474000|1001#45000		2#5952|1#39680|3#1984|4#1984		null		
2598	90035	48	14#1512000|1001#45000		2#6153|1#41020|3#2051|4#2051		null		
2599	90035	49	14#1550000|1001#45000		2#6354|1#42360|3#2118|4#2118		null		
2600	90035	50	14#1692000|1001#50000		2#6555|1#43700|3#2185|4#2185		135210		
2601	90035	51	14#1734000|1001#50000		2#6780|1#45200|3#2260|4#2260		null		
2602	90035	52	14#1776000|1001#50000		2#7005|1#46700|3#2335|4#2335		null		
2603	90035	53	14#1818000|1001#50000		2#7230|1#48200|3#2410|4#2410		null		
2604	90035	54	14#1860000|1001#50000		2#7455|1#49700|3#2485|4#2485		null		
