Id	TechId	Level	Values	RankNum	Profession	Limits	Consume	OpenRules
525	104	6	1#582	1	2	1	1002#900	102#10
526	104	7	1#705	1	2	1	1002#1000	102#10
527	104	8	1#834	1	2	1	1002#1100	102#10
528	104	9	1#970	1	2	1	1002#1200	102#10
529	104	10	1#1114	1	2	28	1002#1400	102#10
530	104	11	1#1265	1	2	28	1002#1600	102#10
531	104	12	1#1423	1	2	32	1002#1800	102#10
532	104	13	1#1588	1	2	32	1002#1900	102#10
533	104	14	1#1761	1	2	32	1002#2100	102#10
534	104	15	1#1941	1	2	35	1002#2300	102#10
535	104	16	1#2128	1	2	35	1002#2500	102#10
536	104	17	1#2322	1	2	36	1002#2700	102#10
537	104	18	1#2523	1	2	38	1002#2900	102#10
538	104	19	1#2732	1	2	38	1002#3100	102#10
539	104	20	1#2947	1	2	40	1002#3300	102#10
540	104	21	1#3170	1	2	42	1002#3500	102#10
541	104	22	1#3401	1	2	42	1002#3700	102#10
542	104	23	1#3638	1	2	44	1002#3900	102#10
543	104	24	1#3882	1	2	46	1002#4100	102#10
544	104	25	1#4134	1	2	46	1002#4300	102#10
545	104	26	1#4392	1	2	48	1002#4500	102#10
546	104	27	1#4659	1	2	48	1002#4700	102#10
547	104	28	1#4932	1	2	49	1002#4900	102#10
548	104	29	1#5212	1	2	50	1002#5100	102#10
549	104	30	1#5500	1	2	0	null	102#10
550	105	0	1#0	1	2	1	1002#300	103#10
551	105	1	1#79	1	2	1	1002#400	103#10
552	105	2	1#165	1	2	1	1002#500	103#10
553	105	3	1#259	1	2	1	1002#600	103#10
554	105	4	1#359	1	2	1	1002#700	103#10
555	105	5	1#467	1	2	1	1002#800	103#10
556	105	6	1#582	1	2	1	1002#900	103#10
557	105	7	1#705	1	2	1	1002#1000	103#10
558	105	8	1#834	1	2	1	1002#1100	103#10
559	105	9	1#970	1	2	1	1002#1200	103#10
560	105	10	1#1114	1	2	28	1002#1400	103#10
561	105	11	1#1265	1	2	28	1002#1600	103#10
562	105	12	1#1423	1	2	32	1002#1800	103#10
563	105	13	1#1588	1	2	32	1002#1900	103#10
564	105	14	1#1761	1	2	32	1002#2100	103#10
565	105	15	1#1941	1	2	35	1002#2300	103#10
566	105	16	1#2128	1	2	35	1002#2500	103#10
567	105	17	1#2322	1	2	36	1002#2700	103#10
568	105	18	1#2523	1	2	38	1002#2900	103#10
569	105	19	1#2732	1	2	38	1002#3100	103#10
570	105	20	1#2947	1	2	40	1002#3300	103#10
571	105	21	1#3170	1	2	42	1002#3500	103#10
572	105	22	1#3401	1	2	42	1002#3700	103#10
573	105	23	1#3638	1	2	44	1002#3900	103#10
574	105	24	1#3882	1	2	46	1002#4100	103#10
575	105	25	1#4134	1	2	46	1002#4300	103#10
576	105	26	1#4392	1	2	48	1002#4500	103#10
577	105	27	1#4659	1	2	48	1002#4700	103#10
578	105	28	1#4932	1	2	49	1002#4900	103#10
579	105	29	1#5212	1	2	50	1002#5100	103#10
580	105	30	1#5500	1	2	0	null	103#10
581	106	0	2#0	2	2	1	1002#3000	101#15
582	106	1	2#14	2	2	1	1002#3200	101#15
583	106	2	2#30	2	2	1	1002#3400	101#15
584	106	3	2#47	2	2	1	1002#3600	101#15
585	106	4	2#65	2	2	1	1002#3800	101#15
586	106	5	2#84	2	2	1	1002#4000	101#15
587	106	6	2#105	2	2	1	1002#4200	101#15
588	106	7	2#128	2	2	1	1002#4400	101#15
589	106	8	2#151	2	2	1	1002#4600	101#15
590	106	9	2#176	2	2	1	1002#4800	101#15
591	106	10	2#202	2	2	28	1002#5000	101#15
592	106	11	2#230	2	2	28	1002#5500	101#15
593	106	12	2#258	2	2	32	1002#6000	101#15
594	106	13	2#288	2	2	32	1002#6500	101#15
595	106	14	2#320	2	2	32	1002#7000	101#15
596	106	15	2#352	2	2	35	1002#7500	101#15
597	106	16	2#386	2	2	35	1002#8000	101#15
598	106	17	2#422	2	2	36	1002#8500	101#15
599	106	18	2#458	2	2	38	1002#9000	101#15
600	106	19	2#496	2	2	38	1002#9500	101#15
601	106	20	2#535	2	2	40	1002#10000	101#15
602	106	21	2#576	2	2	42	1002#10500	101#15
603	106	22	2#618	2	2	42	1002#11000	101#15
604	106	23	2#661	2	2	44	1002#11500	101#15
605	106	24	2#705	2	2	46	1002#12000	101#15
606	106	25	2#751	2	2	46	1002#12500	101#15
607	106	26	2#798	2	2	48	1002#13000	101#15
608	106	27	2#847	2	2	48	1002#13500	101#15
609	106	28	2#896	2	2	49	1002#14000	101#15
610	106	29	2#947	2	2	50	1002#14500	101#15
611	106	30	2#1000	2	2	0	null	101#15
612	107	0	3#0	2	2	1	1002#3000	106#10
613	107	1	3#14	2	2	1	1002#3200	106#10
614	107	2	3#30	2	2	1	1002#3400	106#10
615	107	3	3#47	2	2	1	1002#3600	106#10
616	107	4	3#65	2	2	1	1002#3800	106#10
617	107	5	3#84	2	2	1	1002#4000	106#10
618	107	6	3#105	2	2	1	1002#4200	106#10
619	107	7	3#128	2	2	1	1002#4400	106#10
620	107	8	3#151	2	2	1	1002#4600	106#10
621	107	9	3#176	2	2	1	1002#4800	106#10
622	107	10	3#202	2	2	28	1002#5000	106#10
623	107	11	3#230	2	2	28	1002#5500	106#10
624	107	12	3#258	2	2	32	1002#6000	106#10
625	107	13	3#288	2	2	32	1002#6500	106#10
626	107	14	3#320	2	2	32	1002#7000	106#10
627	107	15	3#352	2	2	35	1002#7500	106#10
628	107	16	3#386	2	2	35	1002#8000	106#10
629	107	17	3#422	2	2	36	1002#8500	106#10
630	107	18	3#458	2	2	38	1002#9000	106#10
631	107	19	3#496	2	2	38	1002#9500	106#10
632	107	20	3#535	2	2	40	1002#10000	106#10
633	107	21	3#576	2	2	42	1002#10500	106#10
634	107	22	3#618	2	2	42	1002#11000	106#10
635	107	23	3#661	2	2	44	1002#11500	106#10
636	107	24	3#705	2	2	46	1002#12000	106#10
637	107	25	3#751	2	2	46	1002#12500	106#10
638	107	26	3#798	2	2	48	1002#13000	106#10
639	107	27	3#847	2	2	48	1002#13500	106#10
640	107	28	3#896	2	2	49	1002#14000	106#10
641	107	29	3#947	2	2	50	1002#14500	106#10
642	107	30	3#1000	2	2	0	null	106#10
643	108	0	4#0	2	2	1	1002#3000	106#10
644	108	1	4#14	2	2	1	1002#3200	106#10
645	108	2	4#30	2	2	1	1002#3400	106#10
646	108	3	4#47	2	2	1	1002#3600	106#10
647	108	4	4#65	2	2	1	1002#3800	106#10
648	108	5	4#84	2	2	1	1002#4000	106#10
649	108	6	4#105	2	2	1	1002#4200	106#10
650	108	7	4#128	2	2	1	1002#4400	106#10
651	108	8	4#151	2	2	1	1002#4600	106#10
652	108	9	4#176	2	2	1	1002#4800	106#10
653	108	10	4#202	2	2	28	1002#5000	106#10
654	108	11	4#230	2	2	28	1002#5500	106#10
655	108	12	4#258	2	2	32	1002#6000	106#10
656	108	13	4#288	2	2	32	1002#6500	106#10
657	108	14	4#320	2	2	32	1002#7000	106#10
658	108	15	4#352	2	2	35	1002#7500	106#10
659	108	16	4#386	2	2	35	1002#8000	106#10
660	108	17	4#422	2	2	36	1002#8500	106#10
661	108	18	4#458	2	2	38	1002#9000	106#10
662	108	19	4#496	2	2	38	1002#9500	106#10
663	108	20	4#535	2	2	40	1002#10000	106#10
664	108	21	4#576	2	2	42	1002#10500	106#10
665	108	22	4#618	2	2	42	1002#11000	106#10
666	108	23	4#661	2	2	44	1002#11500	106#10
667	108	24	4#705	2	2	46	1002#12000	106#10
668	108	25	4#751	2	2	46	1002#12500	106#10
669	108	26	4#798	2	2	48	1002#13000	106#10
670	108	27	4#847	2	2	48	1002#13500	106#10
671	108	28	4#896	2	2	49	1002#14000	106#10
672	108	29	4#947	2	2	50	1002#14500	106#10
673	108	30	4#1000	2	2	0	null	106#10
674	109	0	1#0	2	2	1	1002#3000	107#10
675	109	1	1#79	2	2	1	1002#3200	107#10
676	109	2	1#165	2	2	1	1002#3400	107#10
677	109	3	1#259	2	2	1	1002#3600	107#10
678	109	4	1#359	2	2	1	1002#3800	107#10
679	109	5	1#467	2	2	1	1002#4000	107#10
680	109	6	1#582	2	2	1	1002#4200	107#10
681	109	7	1#705	2	2	1	1002#4400	107#10
682	109	8	1#834	2	2	1	1002#4600	107#10
683	109	9	1#970	2	2	1	1002#4800	107#10
684	109	10	1#1114	2	2	28	1002#5000	107#10
685	109	11	1#1265	2	2	28	1002#5500	107#10
686	109	12	1#1423	2	2	32	1002#6000	107#10
687	109	13	1#1588	2	2	32	1002#6500	107#10
688	109	14	1#1761	2	2	32	1002#7000	107#10
689	109	15	1#1941	2	2	35	1002#7500	107#10
690	109	16	1#2128	2	2	35	1002#8000	107#10
691	109	17	1#2322	2	2	36	1002#8500	107#10
692	109	18	1#2523	2	2	38	1002#9000	107#10
693	109	19	1#2732	2	2	38	1002#9500	107#10
694	109	20	1#2947	2	2	40	1002#10000	107#10
695	109	21	1#3170	2	2	42	1002#10500	107#10
696	109	22	1#3401	2	2	42	1002#11000	107#10
697	109	23	1#3638	2	2	44	1002#11500	107#10
698	109	24	1#3882	2	2	46	1002#12000	107#10
699	109	25	1#4134	2	2	46	1002#12500	107#10
700	109	26	1#4392	2	2	48	1002#13000	107#10
701	109	27	1#4659	2	2	48	1002#13500	107#10
702	109	28	1#4932	2	2	49	1002#14000	107#10
703	109	29	1#5212	2	2	50	1002#14500	107#10
704	109	30	1#5500	2	2	0	null	107#10
705	110	0	1#0	2	2	1	1002#3000	108#10
706	110	1	1#79	2	2	1	1002#3200	108#10
707	110	2	1#165	2	2	1	1002#3400	108#10
708	110	3	1#259	2	2	1	1002#3600	108#10
709	110	4	1#359	2	2	1	1002#3800	108#10
710	110	5	1#467	2	2	1	1002#4000	108#10
711	110	6	1#582	2	2	1	1002#4200	108#10
712	110	7	1#705	2	2	1	1002#4400	108#10
713	110	8	1#834	2	2	1	1002#4600	108#10
714	110	9	1#970	2	2	1	1002#4800	108#10
715	110	10	1#1114	2	2	28	1002#5000	108#10
716	110	11	1#1265	2	2	28	1002#5500	108#10
717	110	12	1#1423	2	2	32	1002#6000	108#10
718	110	13	1#1588	2	2	32	1002#6500	108#10
719	110	14	1#1761	2	2	32	1002#7000	108#10
720	110	15	1#1941	2	2	35	1002#7500	108#10
721	110	16	1#2128	2	2	35	1002#8000	108#10
722	110	17	1#2322	2	2	36	1002#8500	108#10
723	110	18	1#2523	2	2	38	1002#9000	108#10
724	110	19	1#2732	2	2	38	1002#9500	108#10
725	110	20	1#2947	2	2	40	1002#10000	108#10
726	110	21	1#3170	2	2	42	1002#10500	108#10
727	110	22	1#3401	2	2	42	1002#11000	108#10
728	110	23	1#3638	2	2	44	1002#11500	108#10
729	110	24	1#3882	2	2	46	1002#12000	108#10
730	110	25	1#4134	2	2	46	1002#12500	108#10
731	110	26	1#4392	2	2	48	1002#13000	108#10
732	110	27	1#4659	2	2	48	1002#13500	108#10
733	110	28	1#4932	2	2	49	1002#14000	108#10
734	110	29	1#5212	2	2	50	1002#14500	108#10
735	110	30	1#5500	2	2	0	null	108#10
736	111	0	1#0|2#0	3	2	1	1002#5000	106#20
737	111	1	1#316|2#28	3	2	1	1002#5200	106#20
738	111	2	1#661|2#60	3	2	1	1002#5400	106#20
739	111	3	1#1035|2#94	3	2	1	1002#5600	106#20
740	111	4	1#1438|2#130	3	2	1	1002#5800	106#20
741	111	5	1#1869|2#169	3	2	1	1002#6100	106#20
742	111	6	1#2329|2#211	3	2	1	1002#6400	106#20
743	111	7	1#2818|2#256	3	2	1	1002#6700	106#20
744	111	8	1#3336|2#303	3	2	1	1002#7000	106#20
745	111	9	1#3882|2#352	3	2	1	1002#7300	106#20
746	111	10	1#4457|2#405	3	2	28	1002#7700	106#20
747	111	11	1#5061|2#460	3	2	28	1002#8100	106#20
748	111	12	1#5694|2#517	3	2	32	1002#8500	106#20
749	111	13	1#6355|2#577	3	2	32	1002#8900	106#20
750	111	14	1#7046|2#640	3	2	32	1002#9300	106#20
751	111	15	1#7764|2#705	3	2	35	1002#9800	106#20
752	111	16	1#8512|2#773	3	2	35	1002#10300	106#20
753	111	17	1#9288|2#844	3	2	36	1002#10800	106#20
754	111	18	1#10094|2#917	3	2	38	1002#11300	106#20
755	111	19	1#10928|2#993	3	2	38	1002#11800	106#20
756	111	20	1#11790|2#1071	3	2	40	1002#12400	106#20
757	111	21	1#12682|2#1152	3	2	42	1002#13000	106#20
758	111	22	1#13603|2#1236	3	2	42	1002#13600	106#20
759	111	23	1#14551|2#1322	3	2	44	1002#14200	106#20
760	111	24	1#15529|2#1411	3	2	46	1002#14800	106#20
761	111	25	1#16536|2#1503	3	2	46	1002#15600	106#20
762	111	26	1#17571|2#1597	3	2	48	1002#16400	106#20
763	111	27	1#18635|2#1694	3	2	48	1002#17200	106#20
764	111	28	1#19728|2#1793	3	2	49	1002#18000	106#20
765	111	29	1#20849|2#1895	3	2	50	1002#18800	106#20
766	111	30	1#22000|2#2000	3	2	0	null	106#20
767	112	0	3#0|4#0	3	2	1	1002#5000	111#10
768	112	1	3#14|4#14	3	2	1	1002#5200	111#10
769	112	2	3#30|4#30	3	2	1	1002#5400	111#10
770	112	3	3#47|4#47	3	2	1	1002#5600	111#10
771	112	4	3#65|4#65	3	2	1	1002#5800	111#10
772	112	5	3#84|4#84	3	2	1	1002#6100	111#10
773	112	6	3#105|4#105	3	2	1	1002#6400	111#10
774	112	7	3#128|4#128	3	2	1	1002#6700	111#10
775	112	8	3#151|4#151	3	2	1	1002#7000	111#10
776	112	9	3#176|4#176	3	2	1	1002#7300	111#10
777	112	10	3#202|4#202	3	2	28	1002#7700	111#10
778	112	11	3#230|4#230	3	2	28	1002#8100	111#10
779	112	12	3#258|4#258	3	2	32	1002#8500	111#10
780	112	13	3#288|4#288	3	2	32	1002#8900	111#10
781	112	14	3#320|4#320	3	2	32	1002#9300	111#10
782	112	15	3#352|4#352	3	2	35	1002#9800	111#10
783	112	16	3#386|4#386	3	2	35	1002#10300	111#10
784	112	17	3#422|4#422	3	2	36	1002#10800	111#10
785	112	18	3#458|4#458	3	2	38	1002#11300	111#10
786	112	19	3#496|4#496	3	2	38	1002#11800	111#10
787	112	20	3#535|4#535	3	2	40	1002#12400	111#10
788	112	21	3#576|4#576	3	2	42	1002#13000	111#10
789	112	22	3#618|4#618	3	2	42	1002#13600	111#10
790	112	23	3#661|4#661	3	2	44	1002#14200	111#10
791	112	24	3#705|4#705	3	2	46	1002#14800	111#10
792	112	25	3#751|4#751	3	2	46	1002#15600	111#10
793	112	26	3#798|4#798	3	2	48	1002#16400	111#10
794	112	27	3#847|4#847	3	2	48	1002#17200	111#10
795	112	28	3#896|4#896	3	2	49	1002#18000	111#10
796	112	29	3#947|4#947	3	2	50	1002#18800	111#10
797	112	30	3#1000|4#1000	3	2	0	null	111#10
798	113	0	3#0|4#0	3	2	1	1002#5000	111#10
799	113	1	3#14|4#14	3	2	1	1002#5200	111#10
800	113	2	3#30|4#30	3	2	1	1002#5400	111#10
801	113	3	3#47|4#47	3	2	1	1002#5600	111#10
802	113	4	3#65|4#65	3	2	1	1002#5800	111#10
803	113	5	3#84|4#84	3	2	1	1002#6100	111#10
804	113	6	3#105|4#105	3	2	1	1002#6400	111#10
805	113	7	3#128|4#128	3	2	1	1002#6700	111#10
806	113	8	3#151|4#151	3	2	1	1002#7000	111#10
807	113	9	3#176|4#176	3	2	1	1002#7300	111#10
808	113	10	3#202|4#202	3	2	28	1002#7700	111#10
809	113	11	3#230|4#230	3	2	28	1002#8100	111#10
810	113	12	3#258|4#258	3	2	32	1002#8500	111#10
811	113	13	3#288|4#288	3	2	32	1002#8900	111#10
812	113	14	3#320|4#320	3	2	32	1002#9300	111#10
813	113	15	3#352|4#352	3	2	35	1002#9800	111#10
814	113	16	3#386|4#386	3	2	35	1002#10300	111#10
815	113	17	3#422|4#422	3	2	36	1002#10800	111#10
816	113	18	3#458|4#458	3	2	38	1002#11300	111#10
817	113	19	3#496|4#496	3	2	38	1002#11800	111#10
818	113	20	3#535|4#535	3	2	40	1002#12400	111#10
819	113	21	3#576|4#576	3	2	42	1002#13000	111#10
820	113	22	3#618|4#618	3	2	42	1002#13600	111#10
821	113	23	3#661|4#661	3	2	44	1002#14200	111#10
822	113	24	3#705|4#705	3	2	46	1002#14800	111#10
823	113	25	3#751|4#751	3	2	46	1002#15600	111#10
824	113	26	3#798|4#798	3	2	48	1002#16400	111#10
825	113	27	3#847|4#847	3	2	48	1002#17200	111#10
826	113	28	3#896|4#896	3	2	49	1002#18000	111#10
827	113	29	3#947|4#947	3	2	50	1002#18800	111#10
828	113	30	3#1000|4#1000	3	2	0	null	111#10
829	114	0	55#0	3	2	1	1002#12000	112#10
830	114	1	55#141	3	2	1	1002#15000	112#10
831	114	2	55#296	3	2	1	1002#18000	112#10
832	114	3	55#464	3	2	1	1002#21000	112#10
833	114	4	55#645	3	2	1	1002#24000	112#10
834	114	5	55#838	3	2	1	1002#30000	112#10
835	114	6	55#1045	3	2	1	1002#36000	112#10
836	114	7	55#1264	3	2	1	1002#42000	112#10
837	114	8	55#1496	3	2	1	1002#51000	112#10
838	114	9	55#1741	3	2	1	1002#60000	112#10
839	114	10	55#2000	3	2	0	null	112#10
840	115	0	5#0	3	2	1	1002#12000	113#10
841	115	1	5#42	3	2	1	1002#15000	113#10
842	115	2	5#89	3	2	1	1002#18000	113#10
843	115	3	5#139	3	2	1	1002#21000	113#10
844	115	4	5#194	3	2	1	1002#24000	113#10
845	115	5	5#251	3	2	1	1002#30000	113#10
846	115	6	5#314	3	2	1	1002#36000	113#10
847	115	7	5#379	3	2	1	1002#42000	113#10
848	115	8	5#449	3	2	1	1002#51000	113#10
849	115	9	5#522	3	2	1	1002#60000	113#10
850	115	10	5#600	3	2	0	null	113#10
851	201	0	2#0	1	3	1	1002#300	null
852	201	1	2#14	1	3	1	1002#400	null
853	201	2	2#30	1	3	1	1002#500	null
854	201	3	2#47	1	3	1	1002#600	null
855	201	4	2#65	1	3	1	1002#700	null
856	201	5	2#84	1	3	1	1002#800	null
857	201	6	2#105	1	3	1	1002#900	null
858	201	7	2#128	1	3	1	1002#1000	null
859	201	8	2#151	1	3	1	1002#1100	null
860	201	9	2#176	1	3	1	1002#1200	null
861	201	10	2#202	1	3	28	1002#1400	null
862	201	11	2#230	1	3	28	1002#1600	null
863	201	12	2#258	1	3	32	1002#1800	null
864	201	13	2#288	1	3	32	1002#1900	null
865	201	14	2#320	1	3	32	1002#2100	null
866	201	15	2#352	1	3	35	1002#2300	null
867	201	16	2#386	1	3	35	1002#2500	null
868	201	17	2#422	1	3	36	1002#2700	null
869	201	18	2#458	1	3	38	1002#2900	null
870	201	19	2#496	1	3	38	1002#3100	null
871	201	20	2#535	1	3	40	1002#3300	null
872	201	21	2#576	1	3	42	1002#3500	null
873	201	22	2#618	1	3	42	1002#3700	null
874	201	23	2#661	1	3	44	1002#3900	null
875	201	24	2#705	1	3	46	1002#4100	null
876	201	25	2#751	1	3	46	1002#4300	null
877	201	26	2#798	1	3	48	1002#4500	null
878	201	27	2#847	1	3	48	1002#4700	null
879	201	28	2#896	1	3	49	1002#4900	null
880	201	29	2#947	1	3	50	1002#5100	null
881	201	30	2#1000	1	3	0	null	null
882	202	0	3#0	1	3	1	1002#300	201#10
883	202	1	3#14	1	3	1	1002#400	201#10
884	202	2	3#30	1	3	1	1002#500	201#10
885	202	3	3#47	1	3	1	1002#600	201#10
886	202	4	3#65	1	3	1	1002#700	201#10
887	202	5	3#84	1	3	1	1002#800	201#10
888	202	6	3#105	1	3	1	1002#900	201#10
889	202	7	3#128	1	3	1	1002#1000	201#10
890	202	8	3#151	1	3	1	1002#1100	201#10
891	202	9	3#176	1	3	1	1002#1200	201#10
892	202	10	3#202	1	3	28	1002#1400	201#10
893	202	11	3#230	1	3	28	1002#1600	201#10
894	202	12	3#258	1	3	32	1002#1800	201#10
895	202	13	3#288	1	3	32	1002#1900	201#10
896	202	14	3#320	1	3	32	1002#2100	201#10
897	202	15	3#352	1	3	35	1002#2300	201#10
898	202	16	3#386	1	3	35	1002#2500	201#10
899	202	17	3#422	1	3	36	1002#2700	201#10
900	202	18	3#458	1	3	38	1002#2900	201#10
901	202	19	3#496	1	3	38	1002#3100	201#10
902	202	20	3#535	1	3	40	1002#3300	201#10
903	202	21	3#576	1	3	42	1002#3500	201#10
904	202	22	3#618	1	3	42	1002#3700	201#10
905	202	23	3#661	1	3	44	1002#3900	201#10
906	202	24	3#705	1	3	46	1002#4100	201#10
907	202	25	3#751	1	3	46	1002#4300	201#10
908	202	26	3#798	1	3	48	1002#4500	201#10
909	202	27	3#847	1	3	48	1002#4700	201#10
910	202	28	3#896	1	3	49	1002#4900	201#10
911	202	29	3#947	1	3	50	1002#5100	201#10
912	202	30	3#1000	1	3	0	null	201#10
913	203	0	4#0	1	3	1	1002#300	201#10
914	203	1	4#14	1	3	1	1002#400	201#10
915	203	2	4#30	1	3	1	1002#500	201#10
916	203	3	4#47	1	3	1	1002#600	201#10
917	203	4	4#65	1	3	1	1002#700	201#10
918	203	5	4#84	1	3	1	1002#800	201#10
919	203	6	4#105	1	3	1	1002#900	201#10
920	203	7	4#128	1	3	1	1002#1000	201#10
921	203	8	4#151	1	3	1	1002#1100	201#10
922	203	9	4#176	1	3	1	1002#1200	201#10
923	203	10	4#202	1	3	28	1002#1400	201#10
924	203	11	4#230	1	3	28	1002#1600	201#10
925	203	12	4#258	1	3	32	1002#1800	201#10
926	203	13	4#288	1	3	32	1002#1900	201#10
927	203	14	4#320	1	3	32	1002#2100	201#10
928	203	15	4#352	1	3	35	1002#2300	201#10
929	203	16	4#386	1	3	35	1002#2500	201#10
930	203	17	4#422	1	3	36	1002#2700	201#10
931	203	18	4#458	1	3	38	1002#2900	201#10
932	203	19	4#496	1	3	38	1002#3100	201#10
933	203	20	4#535	1	3	40	1002#3300	201#10
934	203	21	4#576	1	3	42	1002#3500	201#10
935	203	22	4#618	1	3	42	1002#3700	201#10
936	203	23	4#661	1	3	44	1002#3900	201#10
937	203	24	4#705	1	3	46	1002#4100	201#10
938	203	25	4#751	1	3	46	1002#4300	201#10
939	203	26	4#798	1	3	48	1002#4500	201#10
940	203	27	4#847	1	3	48	1002#4700	201#10
941	203	28	4#896	1	3	49	1002#4900	201#10
942	203	29	4#947	1	3	50	1002#5100	201#10
943	203	30	4#1000	1	3	0	null	201#10
944	204	0	1#0	1	3	1	1002#300	202#10
945	204	1	1#79	1	3	1	1002#400	202#10
946	204	2	1#165	1	3	1	1002#500	202#10
947	204	3	1#259	1	3	1	1002#600	202#10
948	204	4	1#359	1	3	1	1002#700	202#10
949	204	5	1#467	1	3	1	1002#800	202#10
950	204	6	1#582	1	3	1	1002#900	202#10
951	204	7	1#705	1	3	1	1002#1000	202#10
952	204	8	1#834	1	3	1	1002#1100	202#10
953	204	9	1#970	1	3	1	1002#1200	202#10
954	204	10	1#1114	1	3	28	1002#1400	202#10
955	204	11	1#1265	1	3	28	1002#1600	202#10
956	204	12	1#1423	1	3	32	1002#1800	202#10
957	204	13	1#1588	1	3	32	1002#1900	202#10
958	204	14	1#1761	1	3	32	1002#2100	202#10
959	204	15	1#1941	1	3	35	1002#2300	202#10
960	204	16	1#2128	1	3	35	1002#2500	202#10
961	204	17	1#2322	1	3	36	1002#2700	202#10
962	204	18	1#2523	1	3	38	1002#2900	202#10
963	204	19	1#2732	1	3	38	1002#3100	202#10
964	204	20	1#2947	1	3	40	1002#3300	202#10
965	204	21	1#3170	1	3	42	1002#3500	202#10
966	204	22	1#3401	1	3	42	1002#3700	202#10
967	204	23	1#3638	1	3	44	1002#3900	202#10
968	204	24	1#3882	1	3	46	1002#4100	202#10
969	204	25	1#4134	1	3	46	1002#4300	202#10
970	204	26	1#4392	1	3	48	1002#4500	202#10
971	204	27	1#4659	1	3	48	1002#4700	202#10
972	204	28	1#4932	1	3	49	1002#4900	202#10
973	204	29	1#5212	1	3	50	1002#5100	202#10
974	204	30	1#5500	1	3	0	null	202#10
975	205	0	1#0	1	3	1	1002#300	203#10
976	205	1	1#79	1	3	1	1002#400	203#10
977	205	2	1#165	1	3	1	1002#500	203#10
978	205	3	1#259	1	3	1	1002#600	203#10
979	205	4	1#359	1	3	1	1002#700	203#10
980	205	5	1#467	1	3	1	1002#800	203#10
981	205	6	1#582	1	3	1	1002#900	203#10
982	205	7	1#705	1	3	1	1002#1000	203#10
983	205	8	1#834	1	3	1	1002#1100	203#10
984	205	9	1#970	1	3	1	1002#1200	203#10
985	205	10	1#1114	1	3	28	1002#1400	203#10
986	205	11	1#1265	1	3	28	1002#1600	203#10
987	205	12	1#1423	1	3	32	1002#1800	203#10
988	205	13	1#1588	1	3	32	1002#1900	203#10
989	205	14	1#1761	1	3	32	1002#2100	203#10
990	205	15	1#1941	1	3	35	1002#2300	203#10
991	205	16	1#2128	1	3	35	1002#2500	203#10
992	205	17	1#2322	1	3	36	1002#2700	203#10
993	205	18	1#2523	1	3	38	1002#2900	203#10
994	205	19	1#2732	1	3	38	1002#3100	203#10
995	205	20	1#2947	1	3	40	1002#3300	203#10
996	205	21	1#3170	1	3	42	1002#3500	203#10
997	205	22	1#3401	1	3	42	1002#3700	203#10
998	205	23	1#3638	1	3	44	1002#3900	203#10
999	205	24	1#3882	1	3	46	1002#4100	203#10
1000	205	25	1#4134	1	3	46	1002#4300	203#10
1001	205	26	1#4392	1	3	48	1002#4500	203#10
1002	205	27	1#4659	1	3	48	1002#4700	203#10
1003	205	28	1#4932	1	3	49	1002#4900	203#10
1004	205	29	1#5212	1	3	50	1002#5100	203#10
1005	205	30	1#5500	1	3	0	null	203#10
1006	206	0	2#0	2	3	1	1002#3000	201#15
1007	206	1	2#14	2	3	1	1002#3200	201#15
1008	206	2	2#30	2	3	1	1002#3400	201#15
1009	206	3	2#47	2	3	1	1002#3600	201#15
1010	206	4	2#65	2	3	1	1002#3800	201#15
1011	206	5	2#84	2	3	1	1002#4000	201#15
1012	206	6	2#105	2	3	1	1002#4200	201#15
1013	206	7	2#128	2	3	1	1002#4400	201#15
1014	206	8	2#151	2	3	1	1002#4600	201#15
1015	206	9	2#176	2	3	1	1002#4800	201#15
1016	206	10	2#202	2	3	28	1002#5000	201#15
1017	206	11	2#230	2	3	28	1002#5500	201#15
1018	206	12	2#258	2	3	32	1002#6000	201#15
1019	206	13	2#288	2	3	32	1002#6500	201#15
1020	206	14	2#320	2	3	32	1002#7000	201#15
1021	206	15	2#352	2	3	35	1002#7500	201#15
1022	206	16	2#386	2	3	35	1002#8000	201#15
1023	206	17	2#422	2	3	36	1002#8500	201#15
1024	206	18	2#458	2	3	38	1002#9000	201#15
1025	206	19	2#496	2	3	38	1002#9500	201#15
1026	206	20	2#535	2	3	40	1002#10000	201#15
1027	206	21	2#576	2	3	42	1002#10500	201#15
1028	206	22	2#618	2	3	42	1002#11000	201#15
1029	206	23	2#661	2	3	44	1002#11500	201#15
1030	206	24	2#705	2	3	46	1002#12000	201#15
1031	206	25	2#751	2	3	46	1002#12500	201#15
1032	206	26	2#798	2	3	48	1002#13000	201#15
1033	206	27	2#847	2	3	48	1002#13500	201#15
1034	206	28	2#896	2	3	49	1002#14000	201#15
1035	206	29	2#947	2	3	50	1002#14500	201#15
1036	206	30	2#1000	2	3	0	null	201#15
1037	207	0	3#0	2	3	1	1002#3000	206#10
1038	207	1	3#14	2	3	1	1002#3200	206#10
1039	207	2	3#30	2	3	1	1002#3400	206#10
1040	207	3	3#47	2	3	1	1002#3600	206#10
1041	207	4	3#65	2	3	1	1002#3800	206#10
1042	207	5	3#84	2	3	1	1002#4000	206#10
1043	207	6	3#105	2	3	1	1002#4200	206#10
1044	207	7	3#128	2	3	1	1002#4400	206#10
