Id	Style	Refresh	TriggerRules	InitialEventId	RandomProbability	IsShowFightAbility
2013004	1	2	1	2013004	null	null
2013005	1	2	1	2013005	null	null
2013006	1	2	1	2013006	null	null
2013007	1	2	1	2013007	null	null
2013008	1	2	1	2013008	null	null
2014000	2	2	1	2014000	null	null
2014001	1	2	1	2014001	null	null
2014002	1	2	1	2014002	null	null
2014003	1	2	1	2014003	null	null
2014004	1	2	1	2014004	null	null
2014005	1	2	1	2014005	null	null
2014006	1	2	1	2014006	null	null
2014007	1	2	1	2014007	null	null
2014008	1	2	1	2014008	null	null
2015000	2	2	1	2015000	null	null
2015001	1	2	1	2015001	null	null
2015002	1	2	1	2015002	null	null
2015003	1	2	1	2015003	null	null
2015004	1	2	1	2015004	null	null
2015005	1	2	1	2015005	null	null
2015006	1	2	1	2015006	null	null
2015007	1	2	1	2015007	null	null
2015008	1	2	1	2015008	null	null
2016000	2	2	1	2016000	null	null
2016001	1	2	1	2016001	null	null
2016002	1	2	1	2016002	null	null
2016003	1	2	1	2016003	null	null
2016004	1	2	1	2016004	null	null
2016005	1	2	1	2016005	null	null
2016006	1	2	1	2016006	null	null
2016007	1	2	1	2016007	null	null
2016008	1	2	1	2016008	null	null
2017000	2	2	1	2017000	null	null
2017001	1	2	1	2017001	null	null
2017002	1	2	1	2017002	null	null
2017003	1	2	1	2017003	null	null
2017004	1	2	1	2017004	null	null
2017005	1	2	1	2017005	null	null
2017006	1	2	1	2017006	null	null
2017007	1	2	1	2017007	null	null
2017008	1	2	1	2017008	null	null
2018000	2	2	1	2018000	null	null
2018001	1	2	1	2018001	null	null
2018002	1	2	1	2018002	null	null
2018003	1	2	1	2018003	null	null
2018004	1	2	1	2018004	null	null
2018005	1	2	1	2018005	null	null
2018006	1	2	1	2018006	null	null
2018007	1	2	1	2018007	null	null
2018008	1	2	1	2018008	null	null
2019000	2	2	1	2019000	null	null
2019001	1	2	1	2019001	null	null
2019002	1	2	1	2019002	null	null
2019003	1	2	1	2019003	null	null
2019004	1	2	1	2019004	null	null
2019005	1	2	1	2019005	null	null
2019006	1	2	1	2019006	null	null
2019007	1	2	1	2019007	null	null
2019008	1	2	1	2019008	null	null
2020000	2	2	1	2020000	null	null
2020001	1	2	1	2020001	null	null
2020002	1	2	1	2020002	null	null
2020003	1	2	1	2020003	null	null
2020004	1	2	1	2020004	null	null
2020005	1	2	1	2020005	null	null
2020006	1	2	1	2020006	null	null
2020007	1	2	1	2020007	null	null
2020008	1	2	1	2020008	null	null
2021000	2	2	1	2021000	null	null
2021001	1	2	1	2021001	null	null
2021002	1	2	1	2021002	null	null
2021003	1	2	1	2021003	null	null
2021004	1	2	1	2021004	null	null
2021005	1	2	1	2021005	null	null
2021006	1	2	1	2021006	null	null
2021007	1	2	1	2021007	null	null
2021008	1	2	1	2021008	null	null
2022000	2	2	1	2022000	null	null
2022001	1	2	1	2022001	null	null
2022002	1	2	1	2022002	null	null
2022003	1	2	1	2022003	null	null
2022004	1	2	1	2022004	null	null
2022005	1	2	1	2022005	null	null
2022006	1	2	1	2022006	null	null
2022007	1	2	1	2022007	null	null
2022008	1	2	1	2022008	null	null
2023000	2	2	1	2023000	null	null
2023001	1	2	1	2023001	null	null
2023002	1	2	1	2023002	null	null
2023003	1	2	1	2023003	null	null
2023004	1	2	1	2023004	null	null
2023005	1	2	1	2023005	null	null
2023006	1	2	1	2023006	null	null
2023007	1	2	1	2023007	null	null
2023008	1	2	1	2023008	null	null
2024000	2	2	1	2024000	null	null
2024001	1	2	1	2024001	null	null
2024002	1	2	1	2024002	null	null
2024003	1	2	1	2024003	null	null
2024004	1	2	1	2024004	null	null
2024005	1	2	1	2024005	null	null
2024006	1	2	1	2024006	null	null
2024007	1	2	1	2024007	null	null
2024008	1	2	1	2024008	null	null
2025000	2	2	1	2025000	null	null
2025001	1	2	1	2025001	null	null
2025002	1	2	1	2025002	null	null
2025003	1	2	1	2025003	null	null
2025004	1	2	1	2025004	null	null
2025005	1	2	1	2025005	null	null
2025006	1	2	1	2025006	null	null
2025007	1	2	1	2025007	null	null
2025008	1	2	1	2025008	null	null
2026000	2	2	1	2026000	null	null
2026001	1	2	1	2026001	null	null
2026002	1	2	1	2026002	null	null
2026003	1	2	1	2026003	null	null
2026004	1	2	1	2026004	null	null
2026005	1	2	1	2026005	null	null
2026006	1	2	1	2026006	null	null
2026007	1	2	1	2026007	null	null
2026008	1	2	1	2026008	null	null
2027000	2	2	1	2027000	null	null
2027001	1	2	1	2027001	null	null
2027002	1	2	1	2027002	null	null
2027003	1	2	1	2027003	null	null
2027004	1	2	1	2027004	null	null
2027005	1	2	1	2027005	null	null
2027006	1	2	1	2027006	null	null
2027007	1	2	1	2027007	null	null
2027008	1	2	1	2027008	null	null
2028000	2	2	1	2028000	null	null
2028001	1	2	1	2028001	null	null
2028002	1	2	1	2028002	null	null
2028003	1	2	1	2028003	null	null
2028004	1	2	1	2028004	null	null
2028005	1	2	1	2028005	null	null
2028006	1	2	1	2028006	null	null
2028007	1	2	1	2028007	null	null
2028008	1	2	1	2028008	null	null
2029000	2	2	1	2029000	null	null
2029001	1	2	1	2029001	null	null
2029002	1	2	1	2029002	null	null
2029003	1	2	1	2029003	null	null
2029004	1	2	1	2029004	null	null
2029005	1	2	1	2029005	null	null
2029006	1	2	1	2029006	null	null
2029007	1	2	1	2029007	null	null
2029008	1	2	1	2029008	null	null
2030000	2	2	1	2030000	null	null
2030001	1	2	1	2030001	null	null
2030002	1	2	1	2030002	null	null
2030003	1	2	1	2030003	null	null
2030004	1	2	1	2030004	null	null
2030005	1	2	1	2030005	null	null
2030006	1	2	1	2030006	null	null
2030007	1	2	1	2030007	null	null
2030008	1	2	1	2030008	null	null
2031000	2	2	1	2031000	null	null
2031001	1	2	1	2031001	null	null
2031002	1	2	1	2031002	null	null
2031003	1	2	1	2031003	null	null
2031004	1	2	1	2031004	null	null
2031005	1	2	1	2031005	null	null
2031006	1	2	1	2031006	null	null
2031007	1	2	1	2031007	null	null
2031008	1	2	1	2031008	null	null
2032000	2	2	1	2032000	null	null
2032001	1	2	1	2032001	null	null
2032002	1	2	1	2032002	null	null
2032003	1	2	1	2032003	null	null
2032004	1	2	1	2032004	null	null
2032005	1	2	1	2032005	null	null
2032006	1	2	1	2032006	null	null
2032007	1	2	1	2032007	null	null
2032008	1	2	1	2032008	null	null
2033000	2	2	1	2033000	null	null
2033001	1	2	1	2033001	null	null
2033002	1	2	1	2033002	null	null
2033003	1	2	1	2033003	null	null
2033004	1	2	1	2033004	null	null
2033005	1	2	1	2033005	null	null
2033006	1	2	1	2033006	null	null
2033007	1	2	1	2033007	null	null
2033008	1	2	1	2033008	null	null
2034000	2	2	1	2034000	null	null
2034001	1	2	1	2034001	null	null
2034002	1	2	1	2034002	null	null
2034003	1	2	1	2034003	null	null
2034004	1	2	1	2034004	null	null
2034005	1	2	1	2034005	null	null
2034006	1	2	1	2034006	null	null
2034007	1	2	1	2034007	null	null
2034008	1	2	1	2034008	null	null
2035000	2	2	1	2035000	null	null
2035001	1	2	1	2035001	null	null
2035002	1	2	1	2035002	null	null
2035003	1	2	1	2035003	null	null
2035004	1	2	1	2035004	null	null
2035005	1	2	1	2035005	null	null
2035006	1	2	1	2035006	null	null
2035007	1	2	1	2035007	null	null
2035008	1	2	1	2035008	null	null
2036000	2	2	1	2036000	null	null
2036001	1	2	1	2036001	null	null
2036002	1	2	1	2036002	null	null
2036003	1	2	1	2036003	null	null
2036004	1	2	1	2036004	null	null
2036005	1	2	1	2036005	null	null
2036006	1	2	1	2036006	null	null
2036007	1	2	1	2036007	null	null
2036008	1	2	1	2036008	null	null
2037000	2	2	1	2037000	null	null
2037001	1	2	1	2037001	null	null
2037002	1	2	1	2037002	null	null
2037003	1	2	1	2037003	null	null
2037004	1	2	1	2037004	null	null
2037005	1	2	1	2037005	null	null
2037006	1	2	1	2037006	null	null
2037007	1	2	1	2037007	null	null
2037008	1	2	1	2037008	null	null
2038000	2	2	1	2038000	null	null
2038001	1	2	1	2038001	null	null
2038002	1	2	1	2038002	null	null
2038003	1	2	1	2038003	null	null
2038004	1	2	1	2038004	null	null
2038005	1	2	1	2038005	null	null
2038006	1	2	1	2038006	null	null
2038007	1	2	1	2038007	null	null
2038008	1	2	1	2038008	null	null
2039000	2	2	1	2039000	null	null
2039001	1	2	1	2039001	null	null
2039002	1	2	1	2039002	null	null
2039003	1	2	1	2039003	null	null
2039004	1	2	1	2039004	null	null
2039005	1	2	1	2039005	null	null
2039006	1	2	1	2039006	null	null
2039007	1	2	1	2039007	null	null
2039008	1	2	1	2039008	null	null
2040000	2	2	1	2040000	null	null
2040001	1	2	1	2040001	null	null
2040002	1	2	1	2040002	null	null
2040003	1	2	1	2040003	null	null
2040004	1	2	1	2040004	null	null
2040005	1	2	1	2040005	null	null
2040006	1	2	1	2040006	null	null
2040007	1	2	1	2040007	null	null
2040008	1	2	1	2040008	null	null
2041000	2	2	1	2041000	null	null
2041001	1	2	1	2041001	null	null
2041002	1	2	1	2041002	null	null
2041003	1	2	1	2041003	null	null
2041004	1	2	1	2041004	null	null
2041005	1	2	1	2041005	null	null
2041006	1	2	1	2041006	null	null
2041007	1	2	1	2041007	null	null
2041008	1	2	1	2041008	null	null
2042000	2	2	1	2042000	null	null
2042001	1	2	1	2042001	null	null
2042002	1	2	1	2042002	null	null
2042003	1	2	1	2042003	null	null
2042004	1	2	1	2042004	null	null
2042005	1	2	1	2042005	null	null
2042006	1	2	1	2042006	null	null
2042007	1	2	1	2042007	null	null
2042008	1	2	1	2042008	null	null
2043000	2	2	1	2043000	null	null
2043001	1	2	1	2043001	null	null
2043002	1	2	1	2043002	null	null
2043003	1	2	1	2043003	null	null
2043004	1	2	1	2043004	null	null
2043005	1	2	1	2043005	null	null
2043006	1	2	1	2043006	null	null
2043007	1	2	1	2043007	null	null
2043008	1	2	1	2043008	null	null
2044000	2	2	1	2044000	null	null
2044001	1	2	1	2044001	null	null
2044002	1	2	1	2044002	null	null
2044003	1	2	1	2044003	null	null
2044004	1	2	1	2044004	null	null
2044005	1	2	1	2044005	null	null
2044006	1	2	1	2044006	null	null
2044007	1	2	1	2044007	null	null
2044008	1	2	1	2044008	null	null
2045000	2	2	1	2045000	null	null
2045001	1	2	1	2045001	null	null
2045002	1	2	1	2045002	null	null
2045003	1	2	1	2045003	null	null
2045004	1	2	1	2045004	null	null
2045005	1	2	1	2045005	null	null
2045006	1	2	1	2045006	null	null
2045007	1	2	1	2045007	null	null
2045008	1	2	1	2045008	null	null
2046000	2	2	1	2046000	null	null
2046001	1	2	1	2046001	null	null
2046002	1	2	1	2046002	null	null
2046003	1	2	1	2046003	null	null
2046004	1	2	1	2046004	null	null
2046005	1	2	1	2046005	null	null
2046006	1	2	1	2046006	null	null
2046007	1	2	1	2046007	null	null
2046008	1	2	1	2046008	null	null
2047000	2	2	1	2047000	null	null
2047001	1	2	1	2047001	null	null
2047002	1	2	1	2047002	null	null
2047003	1	2	1	2047003	null	null
2047004	1	2	1	2047004	null	null
2047005	1	2	1	2047005	null	null
2047006	1	2	1	2047006	null	null
2047007	1	2	1	2047007	null	null
2047008	1	2	1	2047008	null	null
2048000	2	2	1	2048000	null	null
2048001	1	2	1	2048001	null	null
2048002	1	2	1	2048002	null	null
2048003	1	2	1	2048003	null	null
2048004	1	2	1	2048004	null	null
2048005	1	2	1	2048005	null	null
2048006	1	2	1	2048006	null	null
2048007	1	2	1	2048007	null	null
2048008	1	2	1	2048008	null	null
2049000	2	2	1	2049000	null	null
2049001	1	2	1	2049001	null	null
2049002	1	2	1	2049002	null	null
2049003	1	2	1	2049003	null	null
2049004	1	2	1	2049004	null	null
2049005	1	2	1	2049005	null	null
2049006	1	2	1	2049006	null	null
2049007	1	2	1	2049007	null	null
2049008	1	2	1	2049008	null	null
2050000	2	2	1	2050000	null	null
2050001	1	2	1	2050001	null	null
2050002	1	2	1	2050002	null	null
2050003	1	2	1	2050003	null	null
2050004	1	2	1	2050004	null	null
2050005	1	2	1	2050005	null	null
2050006	1	2	1	2050006	null	null
2050007	1	2	1	2050007	null	null
2050008	1	2	1	2050008	null	null
2051000	2	2	1	2051000	null	null
2051001	1	2	1	2051001	null	null
2051002	1	2	1	2051002	null	null
2051003	1	2	1	2051003	null	null
2051004	1	2	1	2051004	null	null
2051005	1	2	1	2051005	null	null
2051006	1	2	1	2051006	null	null
2051007	1	2	1	2051007	null	null
2051008	1	2	1	2051008	null	null
2052000	2	2	1	2052000	null	null
2052001	1	2	1	2052001	null	null
2052002	1	2	1	2052002	null	null
2052003	1	2	1	2052003	null	null
2052004	1	2	1	2052004	null	null
2052005	1	2	1	2052005	null	null
2052006	1	2	1	2052006	null	null
2052007	1	2	1	2052007	null	null
2052008	1	2	1	2052008	null	null
2053000	2	2	1	2053000	null	null
2053001	1	2	1	2053001	null	null
2053002	1	2	1	2053002	null	null
2053003	1	2	1	2053003	null	null
2053004	1	2	1	2053004	null	null
2053005	1	2	1	2053005	null	null
2053006	1	2	1	2053006	null	null
2053007	1	2	1	2053007	null	null
2053008	1	2	1	2053008	null	null
2054000	2	2	1	2054000	null	null
2054001	1	2	1	2054001	null	null
2054002	1	2	1	2054002	null	null
2054003	1	2	1	2054003	null	null
2054004	1	2	1	2054004	null	null
2054005	1	2	1	2054005	null	null
2054006	1	2	1	2054006	null	null
2054007	1	2	1	2054007	null	null
2054008	1	2	1	2054008	null	null
2055000	2	2	1	2055000	null	null
2055001	1	2	1	2055001	null	null
2055002	1	2	1	2055002	null	null
2055003	1	2	1	2055003	null	null
2055004	1	2	1	2055004	null	null
2055005	1	2	1	2055005	null	null
2055006	1	2	1	2055006	null	null
2055007	1	2	1	2055007	null	null
2055008	1	2	1	2055008	null	null
2056000	2	2	1	2056000	null	null
2056001	1	2	1	2056001	null	null
2056002	1	2	1	2056002	null	null
2056003	1	2	1	2056003	null	null
2056004	1	2	1	2056004	null	null
2056005	1	2	1	2056005	null	null
2056006	1	2	1	2056006	null	null
2056007	1	2	1	2056007	null	null
2056008	1	2	1	2056008	null	null
2057000	2	2	1	2057000	null	null
2057001	1	2	1	2057001	null	null
2057002	1	2	1	2057002	null	null
2057003	1	2	1	2057003	null	null
2057004	1	2	1	2057004	null	null
2057005	1	2	1	2057005	null	null
2057006	1	2	1	2057006	null	null
2057007	1	2	1	2057007	null	null
2057008	1	2	1	2057008	null	null
2058000	2	2	1	2058000	null	null
2058001	1	2	1	2058001	null	null
2058002	1	2	1	2058002	null	null
2058003	1	2	1	2058003	null	null
2058004	1	2	1	2058004	null	null
2058005	1	2	1	2058005	null	null
2058006	1	2	1	2058006	null	null
2058007	1	2	1	2058007	null	null
2058008	1	2	1	2058008	null	null
2059000	2	2	1	2059000	null	null
2059001	1	2	1	2059001	null	null
2059002	1	2	1	2059002	null	null
2059003	1	2	1	2059003	null	null
2059004	1	2	1	2059004	null	null
2059005	1	2	1	2059005	null	null
2059006	1	2	1	2059006	null	null
2059007	1	2	1	2059007	null	null
2059008	1	2	1	2059008	null	null
2060000	2	2	1	2060000	null	null
2060001	1	2	1	2060001	null	null
2060002	1	2	1	2060002	null	null
2060003	1	2	1	2060003	null	null
2060004	1	2	1	2060004	null	null
2060005	1	2	1	2060005	null	null
2060006	1	2	1	2060006	null	null
2060007	1	2	1	2060007	null	null
2060008	1	2	1	2060008	null	null
2061000	2	2	1	2061000	null	null
2061001	1	2	1	2061001	null	null
2061002	1	2	1	2061002	null	null
2061003	1	2	1	2061003	null	null
2061004	1	2	1	2061004	null	null
2061005	1	2	1	2061005	null	null
2061006	1	2	1	2061006	null	null
2061007	1	2	1	2061007	null	null
2061008	1	2	1	2061008	null	null
2062000	2	2	1	2062000	null	null
2062001	1	2	1	2062001	null	null
2062002	1	2	1	2062002	null	null
2062003	1	2	1	2062003	null	null
2062004	1	2	1	2062004	null	null
2062005	1	2	1	2062005	null	null
2062006	1	2	1	2062006	null	null
2062007	1	2	1	2062007	null	null
2062008	1	2	1	2062008	null	null
2063000	2	2	1	2063000	null	null
2063001	1	2	1	2063001	null	null
2063002	1	2	1	2063002	null	null
2063003	1	2	1	2063003	null	null
2063004	1	2	1	2063004	null	null
2063005	1	2	1	2063005	null	null
2063006	1	2	1	2063006	null	null
2063007	1	2	1	2063007	null	null
2063008	1	2	1	2063008	null	null
2064000	2	2	1	2064000	null	null
2064001	1	2	1	2064001	null	null
2064002	1	2	1	2064002	null	null
2064003	1	2	1	2064003	null	null
2064004	1	2	1	2064004	null	null
2064005	1	2	1	2064005	null	null
2064006	1	2	1	2064006	null	null
2064007	1	2	1	2064007	null	null
2064008	1	2	1	2064008	null	null
2065000	2	2	1	2065000	null	null
2065001	1	2	1	2065001	null	null
2065002	1	2	1	2065002	null	null
2065003	1	2	1	2065003	null	null
2065004	1	2	1	2065004	null	null
2065005	1	2	1	2065005	null	null
2065006	1	2	1	2065006	null	null
2065007	1	2	1	2065007	null	null
2065008	1	2	1	2065008	null	null
2066000	2	2	1	2066000	null	null
2066001	1	2	1	2066001	null	null
2066002	1	2	1	2066002	null	null
2066003	1	2	1	2066003	null	null
2066004	1	2	1	2066004	null	null
2066005	1	2	1	2066005	null	null
2066006	1	2	1	2066006	null	null
2066007	1	2	1	2066007	null	null
2066008	1	2	1	2066008	null	null
2067000	2	2	1	2067000	null	null
2067001	1	2	1	2067001	null	null
2067002	1	2	1	2067002	null	null
2067003	1	2	1	2067003	null	null
2067004	1	2	1	2067004	null	null
2067005	1	2	1	2067005	null	null
2067006	1	2	1	2067006	null	null
2067007	1	2	1	2067007	null	null
2067008	1	2	1	2067008	null	null
2068000	2	2	1	2068000	null	null
2068001	1	2	1	2068001	null	null
2068002	1	2	1	2068002	null	null
2068003	1	2	1	2068003	null	null
2068004	1	2	1	2068004	null	null
2068005	1	2	1	2068005	null	null
2068006	1	2	1	2068006	null	null
2068007	1	2	1	2068007	null	null
2068008	1	2	1	2068008	null	null
2069000	2	2	1	2069000	null	null
2069001	1	2	1	2069001	null	null
2069002	1	2	1	2069002	null	null
2069003	1	2	1	2069003	null	null
2069004	1	2	1	2069004	null	null
2069005	1	2	1	2069005	null	null
2069006	1	2	1	2069006	null	null
2069007	1	2	1	2069007	null	null
2069008	1	2	1	2069008	null	null
2070000	2	2	1	2070000	null	null
2070001	1	2	1	2070001	null	null
2070002	1	2	1	2070002	null	null
2070003	1	2	1	2070003	null	null
2070004	1	2	1	2070004	null	null
2070005	1	2	1	2070005	null	null
2070006	1	2	1	2070006	null	null
2070007	1	2	1	2070007	null	null
2070008	1	2	1	2070008	null	null
2071000	2	2	1	2071000	null	null
2071001	1	2	1	2071001	null	null
2071002	1	2	1	2071002	null	null
2071003	1	2	1	2071003	null	null
2071004	1	2	1	2071004	null	null
2071005	1	2	1	2071005	null	null
2071006	1	2	1	2071006	null	null
2071007	1	2	1	2071007	null	null
2071008	1	2	1	2071008	null	null
2072000	2	2	1	2072000	null	null
2072001	1	2	1	2072001	null	null
2072002	1	2	1	2072002	null	null
2072003	1	2	1	2072003	null	null
2072004	1	2	1	2072004	null	null
2072005	1	2	1	2072005	null	null
2072006	1	2	1	2072006	null	null
2072007	1	2	1	2072007	null	null
2072008	1	2	1	2072008	null	null
2073000	2	2	1	2073000	null	null
2073001	1	2	1	2073001	null	null
2073002	1	2	1	2073002	null	null
2073003	1	2	1	2073003	null	null
2073004	1	2	1	2073004	null	null
2073005	1	2	1	2073005	null	null
2073006	1	2	1	2073006	null	null
2073007	1	2	1	2073007	null	null
2073008	1	2	1	2073008	null	null
2074000	2	2	1	2074000	null	null
2074001	1	2	1	2074001	null	null
2074002	1	2	1	2074002	null	null
2074003	1	2	1	2074003	null	null
2074004	1	2	1	2074004	null	null
2074005	1	2	1	2074005	null	null
2074006	1	2	1	2074006	null	null
2074007	1	2	1	2074007	null	null
2074008	1	2	1	2074008	null	null
2075000	2	2	1	2075000	null	null
2075001	1	2	1	2075001	null	null
2075002	1	2	1	2075002	null	null
2075003	1	2	1	2075003	null	null
2075004	1	2	1	2075004	null	null
2075005	1	2	1	2075005	null	null
2075006	1	2	1	2075006	null	null
2075007	1	2	1	2075007	null	null
2075008	1	2	1	2075008	null	null
2076000	2	2	1	2076000	null	null
2076001	1	2	1	2076001	null	null
2076002	1	2	1	2076002	null	null
2076003	1	2	1	2076003	null	null
2076004	1	2	1	2076004	null	null
2076005	1	2	1	2076005	null	null
2076006	1	2	1	2076006	null	null
2076007	1	2	1	2076007	null	null
2076008	1	2	1	2076008	null	null
2077000	2	2	1	2077000	null	null
2077001	1	2	1	2077001	null	null
2077002	1	2	1	2077002	null	null
2077003	1	2	1	2077003	null	null
2077004	1	2	1	2077004	null	null
2077005	1	2	1	2077005	null	null
2077006	1	2	1	2077006	null	null
2077007	1	2	1	2077007	null	null
2077008	1	2	1	2077008	null	null
2078000	2	2	1	2078000	null	null
2078001	1	2	1	2078001	null	null
2078002	1	2	1	2078002	null	null
2078003	1	2	1	2078003	null	null
2078004	1	2	1	2078004	null	null
2078005	1	2	1	2078005	null	null
2078006	1	2	1	2078006	null	null
2078007	1	2	1	2078007	null	null
2078008	1	2	1	2078008	null	null
2079000	2	2	1	2079000	null	null
2079001	1	2	1	2079001	null	null
2079002	1	2	1	2079002	null	null
2079003	1	2	1	2079003	null	null
2079004	1	2	1	2079004	null	null
2079005	1	2	1	2079005	null	null
2079006	1	2	1	2079006	null	null
2079007	1	2	1	2079007	null	null
2079008	1	2	1	2079008	null	null
2080000	2	2	1	2080000	null	null
2080001	1	2	1	2080001	null	null
2080002	1	2	1	2080002	null	null
2080003	1	2	1	2080003	null	null
2080004	1	2	1	2080004	null	null
2080005	1	2	1	2080005	null	null
2080006	1	2	1	2080006	null	null
2080007	1	2	1	2080007	null	null
2080008	1	2	1	2080008	null	null
2081000	2	2	1	2081000	null	null
2081001	1	2	1	2081001	null	null
2081002	1	2	1	2081002	null	null
2081003	1	2	1	2081003	null	null
2081004	1	2	1	2081004	null	null
2081005	1	2	1	2081005	null	null
2081006	1	2	1	2081006	null	null
2081007	1	2	1	2081007	null	null
2081008	1	2	1	2081008	null	null
2082000	2	2	1	2082000	null	null
2082001	1	2	1	2082001	null	null
2082002	1	2	1	2082002	null	null
2082003	1	2	1	2082003	null	null
2082004	1	2	1	2082004	null	null
2082005	1	2	1	2082005	null	null
2082006	1	2	1	2082006	null	null
2082007	1	2	1	2082007	null	null
2082008	1	2	1	2082008	null	null
2083000	2	2	1	2083000	null	null
2083001	1	2	1	2083001	null	null
2083002	1	2	1	2083002	null	null
2083003	1	2	1	2083003	null	null
2083004	1	2	1	2083004	null	null
2083005	1	2	1	2083005	null	null
2083006	1	2	1	2083006	null	null
2083007	1	2	1	2083007	null	null
2083008	1	2	1	2083008	null	null
2084000	2	2	1	2084000	null	null
2084001	1	2	1	2084001	null	null
2084002	1	2	1	2084002	null	null
2084003	1	2	1	2084003	null	null
2084004	1	2	1	2084004	null	null
2084005	1	2	1	2084005	null	null
2084006	1	2	1	2084006	null	null
2084007	1	2	1	2084007	null	null
2084008	1	2	1	2084008	null	null
2085000	2	2	1	2085000	null	null
2085001	1	2	1	2085001	null	null
2085002	1	2	1	2085002	null	null
2085003	1	2	1	2085003	null	null
2085004	1	2	1	2085004	null	null
2085005	1	2	1	2085005	null	null
2085006	1	2	1	2085006	null	null
2085007	1	2	1	2085007	null	null
2085008	1	2	1	2085008	null	null
2086000	2	2	1	2086000	null	null
2086001	1	2	1	2086001	null	null
2086002	1	2	1	2086002	null	null
2086003	1	2	1	2086003	null	null
2086004	1	2	1	2086004	null	null
2086005	1	2	1	2086005	null	null
2086006	1	2	1	2086006	null	null
2086007	1	2	1	2086007	null	null
2086008	1	2	1	2086008	null	null
2087000	2	2	1	2087000	null	null
2087001	1	2	1	2087001	null	null
2087002	1	2	1	2087002	null	null
2087003	1	2	1	2087003	null	null
2087004	1	2	1	2087004	null	null
2087005	1	2	1	2087005	null	null
2087006	1	2	1	2087006	null	null
2087007	1	2	1	2087007	null	null
2087008	1	2	1	2087008	null	null
2088000	2	2	1	2088000	null	null
2088001	1	2	1	2088001	null	null
2088002	1	2	1	2088002	null	null
2088003	1	2	1	2088003	null	null
2088004	1	2	1	2088004	null	null
2088005	1	2	1	2088005	null	null
2088006	1	2	1	2088006	null	null
2088007	1	2	1	2088007	null	null
2088008	1	2	1	2088008	null	null
2089000	2	2	1	2089000	null	null
2089001	1	2	1	2089001	null	null
2089002	1	2	1	2089002	null	null
2089003	1	2	1	2089003	null	null
2089004	1	2	1	2089004	null	null
2089005	1	2	1	2089005	null	null
2089006	1	2	1	2089006	null	null
2089007	1	2	1	2089007	null	null
2089008	1	2	1	2089008	null	null
2090000	2	2	1	2090000	null	null
2090001	1	2	1	2090001	null	null
2090002	1	2	1	2090002	null	null
2090003	1	2	1	2090003	null	null
2090004	1	2	1	2090004	null	null
2090005	1	2	1	2090005	null	null
2090006	1	2	1	2090006	null	null
2090007	1	2	1	2090007	null	null
2090008	1	2	1	2090008	null	null
2091000	2	2	1	2091000	null	null
2091001	1	2	1	2091001	null	null
2091002	1	2	1	2091002	null	null
2091003	1	2	1	2091003	null	null
2091004	1	2	1	2091004	null	null
2091005	1	2	1	2091005	null	null
2091006	1	2	1	2091006	null	null
2091007	1	2	1	2091007	null	null
2091008	1	2	1	2091008	null	null
2092000	2	2	1	2092000	null	null
2092001	1	2	1	2092001	null	null
2092002	1	2	1	2092002	null	null
2092003	1	2	1	2092003	null	null
2092004	1	2	1	2092004	null	null
2092005	1	2	1	2092005	null	null
2092006	1	2	1	2092006	null	null
2092007	1	2	1	2092007	null	null
2092008	1	2	1	2092008	null	null
2093000	2	2	1	2093000	null	null
2093001	1	2	1	2093001	null	null
2093002	1	2	1	2093002	null	null
2093003	1	2	1	2093003	null	null
2093004	1	2	1	2093004	null	null
2093005	1	2	1	2093005	null	null
2093006	1	2	1	2093006	null	null
2093007	1	2	1	2093007	null	null
2093008	1	2	1	2093008	null	null
2094000	2	2	1	2094000	null	null
2094001	1	2	1	2094001	null	null
2094002	1	2	1	2094002	null	null
2094003	1	2	1	2094003	null	null
2094004	1	2	1	2094004	null	null
2094005	1	2	1	2094005	null	null
2094006	1	2	1	2094006	null	null
2094007	1	2	1	2094007	null	null
2094008	1	2	1	2094008	null	null
2095000	2	2	1	2095000	null	null
2095001	1	2	1	2095001	null	null
2095002	1	2	1	2095002	null	null
2095003	1	2	1	2095003	null	null
2095004	1	2	1	2095004	null	null
2095005	1	2	1	2095005	null	null
2095006	1	2	1	2095006	null	null
2095007	1	2	1	2095007	null	null
2095008	1	2	1	2095008	null	null
2096000	2	2	1	2096000	null	null
2096001	1	2	1	2096001	null	null
2096002	1	2	1	2096002	null	null
2096003	1	2	1	2096003	null	null
2096004	1	2	1	2096004	null	null
2096005	1	2	1	2096005	null	null
2096006	1	2	1	2096006	null	null
2096007	1	2	1	2096007	null	null
2096008	1	2	1	2096008	null	null
2097000	2	2	1	2097000	null	null
2097001	1	2	1	2097001	null	null
2097002	1	2	1	2097002	null	null
2097003	1	2	1	2097003	null	null
2097004	1	2	1	2097004	null	null
2097005	1	2	1	2097005	null	null
2097006	1	2	1	2097006	null	null
2097007	1	2	1	2097007	null	null
2097008	1	2	1	2097008	null	null
2098000	2	2	1	2098000	null	null
2098001	1	2	1	2098001	null	null
2098002	1	2	1	2098002	null	null
2098003	1	2	1	2098003	null	null
2098004	1	2	1	2098004	null	null
2098005	1	2	1	2098005	null	null
2098006	1	2	1	2098006	null	null
2098007	1	2	1	2098007	null	null
2098008	1	2	1	2098008	null	null
2099000	2	2	1	2099000	null	null
2099001	1	2	1	2099001	null	null
2099002	1	2	1	2099002	null	null
2099003	1	2	1	2099003	null	null
2099004	1	2	1	2099004	null	null
