Id	RobotName	RobotLevel	RobotScore	Formation	RoleId	RoleLv	DifferDemonsId	DifferDemonsLv	PoolId
390	5010001	98	99	3	10038#10013#10062#10074#10075	135	null	0	101
391	5010001	98	100	4	10043#10062#10041#10074#10004	135	null	0	101
392	5010001	96	101	1	10013#10081#10057#10059#10075	135	null	0	101
393	5010001	96	102	2	10044#10006#10074#10008#10021	135	null	0	101
394	5010001	96	103	3	10023#10037#10022#10074#10059	135	null	0	101
395	5010001	96	104	4	10062#10043#10020#10041#10057	135	null	0	101
396	5010001	96	105	5	10081#10062#10009#10014#10030	135	null	0	101
397	5010001	96	106	6	10026#10007#10045#10002#10069	135	null	0	101
398	5010001	96	107	1	10081#10026#10065#10014#10073	135	null	0	101
399	5010001	96	108	2	10081#10043#10082#10031#10060	135	null	0	101
400	5010001	96	109	3	10038#10013#10062#10074#10075	135	null	0	101
401	5010001	96	110	4	10043#10062#10041#10074#10004	135	null	0	101
402	5010001	96	111	1	10013#10081#10057#10059#10075	135	null	0	101
403	5010001	96	112	2	10044#10006#10074#10008#10021	135	null	0	101
404	5010001	96	113	3	10023#10037#10022#10074#10059	135	null	0	101
405	5010001	96	114	4	10062#10043#10020#10041#10057	135	null	0	101
406	5010001	96	115	5	10081#10062#10009#10014#10030	135	null	0	101
407	5010001	96	116	6	10026#10007#10045#10002#10069	135	null	0	101
408	5010001	96	117	1	10081#10026#10065#10014#10073	135	null	0	101
409	5010001	96	118	2	10081#10043#10082#10031#10060	135	null	0	101
410	5010001	96	119	3	10038#10013#10062#10074#10075	135	null	0	101
411	5010001	96	120	4	10043#10062#10041#10074#10004	135	null	0	101
412	5010001	96	121	1	10013#10081#10057#10059#10075	135	null	0	101
413	5010001	96	122	2	10044#10006#10074#10008#10021	135	null	0	101
414	5010001	96	123	3	10023#10037#10022#10074#10059	135	null	0	101
415	5010001	96	124	4	10062#10043#10020#10041#10057	130	null	0	101
416	5010001	96	125	5	10081#10062#10009#10014#10030	130	null	0	101
417	5010001	96	126	6	10026#10007#10045#10002#10069	130	null	0	101
418	5010001	96	127	1	10081#10026#10065#10014#10073	130	null	0	101
419	5010001	96	128	2	10081#10043#10082#10031#10060	130	null	0	101
420	5010001	96	129	3	10038#10013#10062#10074#10075	130	null	0	101
421	5010001	96	130	4	10043#10062#10041#10074#10004	130	null	0	101
422	5010001	96	131	1	10013#10081#10057#10059#10075	130	null	0	101
423	5010001	96	132	2	10044#10006#10074#10008#10021	130	null	0	101
424	5010001	96	133	3	10023#10037#10022#10074#10059	130	null	0	101
425	5010001	96	134	4	10062#10043#10020#10041#10057	130	null	0	101
426	5010001	96	135	5	10081#10062#10009#10014#10030	130	null	0	101
427	5010001	96	136	6	10026#10007#10045#10002#10069	130	null	0	101
428	5010001	96	137	1	10081#10026#10065#10014#10073	130	null	0	101
429	5010001	96	138	2	10081#10043#10082#10031#10060	130	null	0	101
430	5010001	96	139	3	10038#10013#10062#10074#10075	130	null	0	101
431	5010001	96	140	4	10043#10062#10041#10074#10004	130	null	0	101
432	5010001	96	141	1	10013#10081#10057#10059#10075	130	null	0	101
433	5010001	96	142	2	10044#10006#10074#10008#10021	130	null	0	101
434	5010001	96	143	3	10023#10037#10022#10074#10059	130	null	0	101
435	5010001	96	144	4	10062#10043#10020#10041#10057	130	null	0	101
436	5010001	96	145	5	10081#10062#10009#10014#10030	130	null	0	101
437	5010001	96	146	6	10026#10007#10045#10002#10069	130	null	0	101
438	5010001	96	147	1	10081#10026#10065#10014#10073	130	null	0	101
439	5010001	96	148	2	10081#10043#10082#10031#10060	130	null	0	101
440	5010001	96	149	3	10038#10013#10062#10074#10075	130	null	0	101
441	5010001	96	150	4	10043#10062#10041#10074#10004	130	null	0	101
442	5010001	94	151	1	10013#10081#10057#10059#10075	130	null	0	101
443	5010001	94	152	2	10044#10006#10074#10008#10021	130	null	0	101
444	5010001	94	153	3	10023#10037#10022#10074#10059	130	null	0	101
445	5010001	94	154	4	10062#10043#10020#10041#10057	130	null	0	101
446	5010001	94	155	5	10081#10062#10009#10014#10030	130	null	0	101
447	5010001	94	156	6	10026#10007#10045#10002#10069	130	null	0	101
448	5010001	94	157	1	10081#10026#10065#10014#10073	130	null	0	101
449	5010001	94	158	2	10081#10043#10082#10031#10060	130	null	0	101
450	5010001	94	159	3	10038#10013#10062#10074#10075	130	null	0	101
451	5010001	94	160	4	10043#10062#10041#10074#10004	130	null	0	101
452	5010001	94	161	1	10013#10081#10057#10059#10075	130	null	0	101
453	5010001	94	162	2	10044#10006#10074#10008#10021	130	null	0	101
454	5010001	94	163	3	10023#10037#10022#10074#10059	130	null	0	101
455	5010001	94	164	4	10062#10043#10020#10041#10057	130	null	0	101
456	5010001	94	165	5	10081#10062#10009#10014#10030	125	null	0	101
457	5010001	94	166	6	10026#10007#10045#10002#10069	125	null	0	101
458	5010001	94	167	1	10081#10026#10065#10014#10073	125	null	0	101
459	5010001	94	168	2	10081#10043#10082#10031#10060	125	null	0	101
460	5010001	94	169	3	10038#10013#10062#10074#10075	125	null	0	101
461	5010001	94	170	4	10043#10062#10041#10074#10004	125	null	0	101
462	5010001	94	171	1	10013#10081#10057#10059#10075	125	null	0	101
463	5010001	94	172	2	10044#10006#10074#10008#10021	125	null	0	101
464	5010001	94	173	3	10023#10037#10022#10074#10059	125	null	0	101
465	5010001	94	174	4	10062#10043#10020#10041#10057	125	null	0	101
466	5010001	94	175	5	10081#10062#10009#10014#10030	125	null	0	101
467	5010001	94	176	6	10026#10007#10045#10002#10069	125	null	0	101
468	5010001	94	177	1	10081#10026#10065#10014#10073	125	null	0	101
469	5010001	94	178	2	10081#10043#10082#10031#10060	125	null	0	101
470	5010001	94	179	3	10038#10013#10062#10074#10075	125	null	0	101
471	5010001	94	180	4	10043#10062#10041#10074#10004	125	null	0	101
472	5010001	94	181	1	10013#10081#10057#10059#10075	125	null	0	101
473	5010001	94	182	2	10044#10006#10074#10008#10021	125	null	0	101
474	5010001	94	183	3	10023#10037#10022#10074#10059	125	null	0	101
475	5010001	94	184	4	10062#10043#10020#10041#10057	125	null	0	101
476	5010001	94	185	5	10081#10062#10009#10014#10030	125	null	0	101
477	5010001	94	186	6	10026#10007#10045#10002#10069	125	null	0	101
478	5010001	94	187	1	10081#10026#10065#10014#10073	125	null	0	101
479	5010001	94	188	2	10081#10043#10082#10031#10060	125	null	0	101
480	5010001	94	189	3	10038#10013#10062#10074#10075	125	null	0	101
481	5010001	94	190	4	10043#10062#10041#10074#10004	125	null	0	101
482	5010001	94	191	1	10013#10081#10057#10059#10075	125	null	0	101
483	5010001	94	192	2	10044#10006#10074#10008#10021	125	null	0	101
484	5010001	94	193	3	10023#10037#10022#10074#10059	125	null	0	101
485	5010001	94	194	4	10062#10043#10020#10041#10057	125	null	0	101
486	5010001	94	195	5	10081#10062#10009#10014#10030	125	null	0	101
487	5010001	94	196	6	10026#10007#10045#10002#10069	125	null	0	101
488	5010001	94	197	1	10081#10026#10065#10014#10073	125	null	0	101
489	5010001	94	198	2	10081#10043#10082#10031#10060	125	null	0	101
490	5010001	94	199	3	10038#10013#10062#10074#10075	125	null	0	101
491	5010001	94	200	4	10043#10062#10041#10074#10004	125	null	0	101
492	5010001	92	201	1	10013#10081#10057#10059#10075	125	null	0	101
493	5010001	92	202	2	10044#10006#10074#10008#10021	125	null	0	101
494	5010001	92	203	3	10023#10037#10022#10074#10059	125	null	0	101
495	5010001	92	204	4	10062#10043#10020#10041#10057	125	null	0	101
496	5010001	92	205	5	10081#10062#10009#10014#10030	125	null	0	101
497	5010001	92	206	6	10026#10007#10045#10002#10069	120	null	0	101
498	5010001	92	207	1	10081#10026#10065#10014#10073	120	null	0	101
499	5010001	92	208	2	10081#10043#10082#10031#10060	120	null	0	101
500	5010001	92	209	3	10038#10013#10062#10074#10075	120	null	0	101
501	5010001	92	210	4	10043#10062#10041#10074#10004	120	null	0	101
502	5010001	92	211	1	10013#10081#10057#10059#10075	120	null	0	101
503	5010001	92	212	2	10044#10006#10074#10008#10021	120	null	0	101
504	5010001	92	213	3	10023#10037#10022#10074#10059	120	null	0	101
505	5010001	92	214	4	10062#10043#10020#10041#10057	120	null	0	101
506	5010001	92	215	5	10081#10062#10009#10014#10030	120	null	0	101
507	5010001	92	216	6	10026#10007#10045#10002#10069	120	null	0	101
508	5010001	92	217	1	10081#10026#10065#10014#10073	120	null	0	101
509	5010001	92	218	2	10081#10043#10082#10031#10060	120	null	0	101
510	5010001	92	219	3	10038#10013#10062#10074#10075	120	null	0	101
511	5010001	92	220	4	10043#10062#10041#10074#10004	120	null	0	101
512	5010001	92	221	1	10013#10081#10057#10059#10075	120	null	0	101
513	5010001	92	222	2	10044#10006#10074#10008#10021	120	null	0	101
514	5010001	92	223	3	10023#10037#10022#10074#10059	120	null	0	101
515	5010001	92	224	4	10062#10043#10020#10041#10057	120	null	0	101
516	5010001	92	225	5	10081#10062#10009#10014#10030	120	null	0	101
517	5010001	92	226	6	10026#10007#10045#10002#10069	120	null	0	101
518	5010001	92	227	1	10081#10026#10065#10014#10073	120	null	0	101
519	5010001	92	228	2	10081#10043#10082#10031#10060	120	null	0	101
520	5010001	92	229	3	10038#10013#10062#10074#10075	120	null	0	101
521	5010001	92	230	4	10043#10062#10041#10074#10004	120	null	0	101
522	5010001	92	231	1	10013#10081#10057#10059#10075	120	null	0	101
523	5010001	92	232	2	10044#10006#10074#10008#10021	120	null	0	101
524	5010001	92	233	3	10023#10037#10022#10074#10059	120	null	0	101
525	5010001	92	234	4	10062#10043#10020#10041#10057	120	null	0	101
526	5010001	92	235	5	10081#10062#10009#10014#10030	120	null	0	101
527	5010001	92	236	6	10026#10007#10045#10002#10069	120	null	0	101
528	5010001	92	237	1	10081#10026#10065#10014#10073	120	null	0	101
529	5010001	92	238	2	10081#10043#10082#10031#10060	120	null	0	101
530	5010001	92	239	3	10038#10013#10062#10074#10075	120	null	0	101
531	5010001	92	240	4	10043#10062#10041#10074#10004	120	null	0	101
532	5010001	92	241	1	10013#10081#10057#10059#10075	120	null	0	101
533	5010001	92	242	2	10044#10006#10074#10008#10021	120	null	0	101
534	5010001	92	243	3	10023#10037#10022#10074#10059	120	null	0	101
535	5010001	92	244	4	10062#10043#10020#10041#10057	120	null	0	101
536	5010001	92	245	5	10081#10062#10009#10014#10030	120	null	0	101
537	5010001	92	246	6	10026#10007#10045#10002#10069	120	null	0	101
538	5010001	92	247	1	10081#10026#10065#10014#10073	115	null	0	101
539	5010001	92	248	2	10081#10043#10082#10031#10060	115	null	0	101
540	5010001	92	249	3	10038#10013#10062#10074#10075	115	null	0	101
541	5010001	92	250	4	10043#10062#10041#10074#10004	115	null	0	101
542	5010001	90	251	1	10013#10081#10057#10059#10075	115	null	0	101
543	5010001	90	252	2	10044#10006#10074#10008#10021	115	null	0	101
544	5010001	90	253	3	10023#10037#10022#10074#10059	115	null	0	101
545	5010001	90	254	4	10062#10043#10020#10041#10057	115	null	0	101
546	5010001	90	255	5	10081#10062#10009#10014#10030	115	null	0	101
547	5010001	90	256	6	10026#10007#10045#10002#10069	115	null	0	101
548	5010001	90	257	1	10081#10026#10065#10014#10073	115	null	0	101
549	5010001	90	258	2	10081#10043#10082#10031#10060	115	null	0	101
550	5010001	90	259	3	10038#10013#10062#10074#10075	115	null	0	101
551	5010001	90	260	4	10043#10062#10041#10074#10004	115	null	0	101
552	5010001	90	261	1	10013#10081#10057#10059#10075	115	null	0	101
553	5010001	90	262	2	10044#10006#10074#10008#10021	115	null	0	101
554	5010001	90	263	3	10023#10037#10022#10074#10059	115	null	0	101
555	5010001	90	264	4	10062#10043#10020#10041#10057	115	null	0	101
556	5010001	90	265	5	10081#10062#10009#10014#10030	115	null	0	101
557	5010001	90	266	6	10026#10007#10045#10002#10069	115	null	0	101
558	5010001	90	267	1	10081#10026#10065#10014#10073	115	null	0	101
559	5010001	90	268	2	10081#10043#10082#10031#10060	115	null	0	101
560	5010001	90	269	3	10038#10013#10062#10074#10075	115	null	0	101
561	5010001	90	270	4	10043#10062#10041#10074#10004	115	null	0	101
562	5010001	90	271	1	10013#10081#10057#10059#10075	115	null	0	101
563	5010001	90	272	2	10044#10006#10074#10008#10021	115	null	0	101
564	5010001	90	273	3	10023#10037#10022#10074#10059	115	null	0	101
565	5010001	90	274	4	10062#10043#10020#10041#10057	115	null	0	101
566	5010001	90	275	5	10081#10062#10009#10014#10030	115	null	0	101
567	5010001	90	276	6	10026#10007#10045#10002#10069	115	null	0	101
568	5010001	90	277	1	10081#10026#10065#10014#10073	115	null	0	101
569	5010001	90	278	2	10081#10043#10082#10031#10060	115	null	0	101
570	5010001	90	279	3	10038#10013#10062#10074#10075	115	null	0	101
571	5010001	90	280	4	10043#10062#10041#10074#10004	115	null	0	101
572	5010001	90	281	1	10013#10081#10057#10059#10075	115	null	0	101
573	5010001	90	282	2	10044#10006#10074#10008#10021	115	null	0	101
574	5010001	90	283	3	10023#10037#10022#10074#10059	115	null	0	101
575	5010001	90	284	4	10062#10043#10020#10041#10057	115	null	0	101
576	5010001	90	285	5	10081#10062#10009#10014#10030	115	null	0	101
577	5010001	90	286	6	10026#10007#10045#10002#10069	115	null	0	101
578	5010001	90	287	1	10081#10026#10065#10014#10073	115	null	0	101
579	5010001	90	288	2	10081#10043#10082#10031#10060	110	null	0	101
580	5010001	90	289	3	10038#10013#10062#10074#10075	110	null	0	101
581	5010001	90	290	4	10043#10062#10041#10074#10004	110	null	0	101
582	5010001	90	291	1	10013#10081#10057#10059#10075	110	null	0	101
583	5010001	90	292	2	10044#10006#10074#10008#10021	110	null	0	101
584	5010001	90	293	3	10023#10037#10022#10074#10059	110	null	0	101
585	5010001	90	294	4	10062#10043#10020#10041#10057	110	null	0	101
586	5010001	90	295	5	10081#10062#10009#10014#10030	110	null	0	101
587	5010001	90	296	6	10026#10007#10045#10002#10069	110	null	0	101
588	5010001	90	297	1	10081#10026#10065#10014#10073	110	null	0	101
589	5010001	90	298	2	10081#10043#10082#10031#10060	110	null	0	101
590	5010001	90	299	3	10038#10013#10062#10074#10075	110	null	0	101
591	5010001	90	300	4	10043#10062#10041#10074#10004	110	null	0	101
592	5010001	88	301	1	10013#10081#10057#10059#10075	110	null	0	101
593	5010001	88	302	2	10044#10006#10074#10008#10021	110	null	0	101
594	5010001	88	303	3	10023#10037#10022#10074#10059	110	null	0	101
595	5010001	88	304	4	10062#10043#10020#10041#10057	110	null	0	101
596	5010001	88	305	5	10081#10062#10009#10014#10030	110	null	0	101
597	5010001	88	306	6	10026#10007#10045#10002#10069	110	null	0	101
598	5010001	88	307	1	10081#10026#10065#10014#10073	110	null	0	101
599	5010001	88	308	2	10081#10043#10082#10031#10060	110	null	0	101
600	5010001	88	309	3	10038#10013#10062#10074#10075	110	null	0	101
601	5010001	88	310	4	10043#10062#10041#10074#10004	110	null	0	101
602	5010001	88	311	1	10013#10081#10057#10059#10075	110	null	0	101
603	5010001	88	312	2	10044#10006#10074#10008#10021	110	null	0	101
604	5010001	88	313	3	10023#10037#10022#10074#10059	110	null	0	101
605	5010001	88	314	4	10062#10043#10020#10041#10057	110	null	0	101
606	5010001	88	315	5	10081#10062#10009#10014#10030	110	null	0	101
607	5010001	88	316	6	10026#10007#10045#10002#10069	110	null	0	101
608	5010001	88	317	1	10081#10026#10065#10014#10073	110	null	0	101
609	5010001	88	318	2	10081#10043#10082#10031#10060	110	null	0	101
610	5010001	88	319	3	10038#10013#10062#10074#10075	110	null	0	101
611	5010001	88	320	4	10043#10062#10041#10074#10004	110	null	0	101
612	5010001	88	321	1	10013#10081#10057#10059#10075	110	null	0	101
613	5010001	88	322	2	10044#10006#10074#10008#10021	110	null	0	101
614	5010001	88	323	3	10023#10037#10022#10074#10059	110	null	0	101
615	5010001	88	324	4	10062#10043#10020#10041#10057	110	null	0	101
616	5010001	88	325	5	10081#10062#10009#10014#10030	110	null	0	101
617	5010001	88	326	6	10026#10007#10045#10002#10069	110	null	0	101
618	5010001	88	327	1	10081#10026#10065#10014#10073	110	null	0	101
619	5010001	88	328	2	10081#10043#10082#10031#10060	110	null	0	101
620	5010001	88	329	3	10038#10013#10062#10074#10075	105	null	0	101
621	5010001	88	330	4	10043#10062#10041#10074#10004	105	null	0	101
622	5010001	88	331	1	10013#10081#10057#10059#10075	105	null	0	101
623	5010001	88	332	2	10044#10006#10074#10008#10021	105	null	0	101
624	5010001	88	333	3	10023#10037#10022#10074#10059	105	null	0	101
625	5010001	88	334	4	10062#10043#10020#10041#10057	105	null	0	101
626	5010001	88	335	5	10081#10062#10009#10014#10030	105	null	0	101
627	5010001	88	336	6	10026#10007#10045#10002#10069	105	null	0	101
628	5010001	88	337	1	10081#10026#10065#10014#10073	105	null	0	101
629	5010001	88	338	2	10081#10043#10082#10031#10060	105	null	0	101
630	5010001	88	339	3	10038#10013#10062#10074#10075	105	null	0	101
631	5010001	88	340	4	10043#10062#10041#10074#10004	105	null	0	101
632	5010001	88	341	1	10013#10081#10057#10059#10075	105	null	0	101
633	5010001	88	342	2	10044#10006#10074#10008#10021	105	null	0	101
634	5010001	88	343	3	10023#10037#10022#10074#10059	105	null	0	101
635	5010001	88	344	4	10062#10043#10020#10041#10057	105	null	0	101
636	5010001	88	345	5	10081#10062#10009#10014#10030	105	null	0	101
637	5010001	88	346	6	10026#10007#10045#10002#10069	105	null	0	101
638	5010001	88	347	1	10081#10026#10065#10014#10073	105	null	0	101
639	5010001	88	348	2	10081#10043#10082#10031#10060	105	null	0	101
640	5010001	88	349	3	10038#10013#10062#10074#10075	105	null	0	101
641	5010001	88	350	4	10043#10062#10041#10074#10004	105	null	0	101
642	5010001	86	351	1	10013#10081#10057#10059#10075	105	null	0	101
643	5010001	86	352	2	10044#10006#10074#10008#10021	105	null	0	101
644	5010001	86	353	3	10023#10037#10022#10074#10059	105	null	0	101
645	5010001	86	354	4	10062#10043#10020#10041#10057	105	null	0	101
646	5010001	86	355	5	10081#10062#10009#10014#10030	105	null	0	101
647	5010001	86	356	6	10026#10007#10045#10002#10069	105	null	0	101
648	5010001	86	357	1	10081#10026#10065#10014#10073	105	null	0	101
649	5010001	86	358	2	10081#10043#10082#10031#10060	105	null	0	101
650	5010001	86	359	3	10038#10013#10062#10074#10075	105	null	0	101
651	5010001	86	360	4	10043#10062#10041#10074#10004	105	null	0	101
652	5010001	86	361	1	10013#10081#10057#10059#10075	105	null	0	101
653	5010001	86	362	2	10044#10006#10074#10008#10021	105	null	0	101
654	5010001	86	363	3	10023#10037#10022#10074#10059	105	null	0	101
655	5010001	86	364	4	10062#10043#10020#10041#10057	105	null	0	101
656	5010001	86	365	5	10081#10062#10009#10014#10030	105	null	0	101
657	5010001	86	366	6	10026#10007#10045#10002#10069	105	null	0	101
658	5010001	86	367	1	10081#10026#10065#10014#10073	105	null	0	101
659	5010001	86	368	2	10081#10043#10082#10031#10060	105	null	0	101
660	5010001	86	369	3	10038#10013#10062#10074#10075	105	null	0	101
661	5010001	86	370	4	10043#10062#10041#10074#10004	100	null	0	101
662	5010001	86	371	1	10013#10081#10057#10059#10075	100	null	0	101
663	5010001	86	372	2	10044#10006#10074#10008#10021	100	null	0	101
664	5010001	86	373	3	10023#10037#10022#10074#10059	100	null	0	101
665	5010001	86	374	4	10062#10043#10020#10041#10057	100	null	0	101
666	5010001	86	375	5	10081#10062#10009#10014#10030	100	null	0	101
667	5010001	86	376	6	10026#10007#10045#10002#10069	100	null	0	101
668	5010001	86	377	1	10081#10026#10065#10014#10073	100	null	0	101
669	5010001	86	378	2	10081#10043#10082#10031#10060	100	null	0	101
670	5010001	86	379	3	10038#10013#10062#10074#10075	100	null	0	101
671	5010001	86	380	4	10043#10062#10041#10074#10004	100	null	0	101
672	5010001	86	381	1	10013#10081#10057#10059#10075	100	null	0	101
673	5010001	86	382	2	10044#10006#10074#10008#10021	100	null	0	101
674	5010001	86	383	3	10023#10037#10022#10074#10059	100	null	0	101
675	5010001	86	384	4	10062#10043#10020#10041#10057	100	null	0	101
676	5010001	86	385	5	10081#10062#10009#10014#10030	100	null	0	101
677	5010001	86	386	6	10026#10007#10045#10002#10069	100	null	0	101
678	5010001	86	387	1	10081#10026#10065#10014#10073	100	null	0	101
679	5010001	86	388	2	10081#10043#10082#10031#10060	100	null	0	101
680	5010001	86	389	3	10038#10013#10062#10074#10075	100	null	0	101
681	5010001	86	390	4	10043#10062#10041#10074#10004	100	null	0	101
682	5010001	86	391	1	10013#10081#10057#10059#10075	100	null	0	101
683	5010001	86	392	2	10044#10006#10074#10008#10021	100	null	0	101
684	5010001	86	393	3	10023#10037#10022#10074#10059	100	null	0	101
685	5010001	86	394	4	10062#10043#10020#10041#10057	100	null	0	101
686	5010001	86	395	5	10081#10062#10009#10014#10030	100	null	0	101
687	5010001	86	396	6	10026#10007#10045#10002#10069	100	null	0	101
688	5010001	86	397	1	10081#10026#10065#10014#10073	100	null	0	101
689	5010001	86	398	2	10081#10043#10082#10031#10060	100	null	0	101
690	5010001	86	399	3	10038#10013#10062#10074#10075	100	null	0	101
691	5010001	86	400	4	10043#10062#10041#10074#10004	100	null	0	101
692	5010001	84	401	1	10013#10081#10057#10059#10075	100	null	0	101
693	5010001	84	402	2	10044#10006#10074#10008#10021	100	null	0	101
694	5010001	84	403	3	10023#10037#10022#10074#10059	100	null	0	101
695	5010001	84	404	4	10062#10043#10020#10041#10057	100	null	0	101
696	5010001	84	405	5	10081#10062#10009#10014#10030	100	null	0	101
697	5010001	84	406	6	10026#10007#10045#10002#10069	100	null	0	101
698	5010001	84	407	1	10081#10026#10065#10014#10073	100	null	0	101
699	5010001	84	408	2	10081#10043#10082#10031#10060	100	null	0	101
700	5010001	84	409	3	10038#10013#10062#10074#10075	100	null	0	101
701	5010001	84	410	4	10043#10062#10041#10074#10004	100	null	0	101
702	5010001	84	411	1	10013#10081#10057#10059#10075	95	null	0	101
703	5010001	84	412	2	10044#10006#10074#10008#10021	95	null	0	101
704	5010001	84	413	3	10023#10037#10022#10074#10059	95	null	0	101
705	5010001	84	414	4	10062#10043#10020#10041#10057	95	null	0	101
706	5010001	84	415	5	10081#10062#10009#10014#10030	95	null	0	101
707	5010001	84	416	6	10026#10007#10045#10002#10069	95	null	0	101
708	5010001	84	417	1	10081#10026#10065#10014#10073	95	null	0	101
709	5010001	84	418	2	10081#10043#10082#10031#10060	95	null	0	101
710	5010001	84	419	3	10038#10013#10062#10074#10075	95	null	0	101
711	5010001	84	420	4	10043#10062#10041#10074#10004	95	null	0	101
712	5010001	84	421	1	10013#10081#10057#10059#10075	95	null	0	101
713	5010001	84	422	2	10044#10006#10074#10008#10021	95	null	0	101
714	5010001	84	423	3	10023#10037#10022#10074#10059	95	null	0	101
715	5010001	84	424	4	10062#10043#10020#10041#10057	95	null	0	101
716	5010001	84	425	5	10081#10062#10009#10014#10030	95	null	0	101
717	5010001	84	426	6	10026#10007#10045#10002#10069	95	null	0	101
718	5010001	84	427	1	10081#10026#10065#10014#10073	95	null	0	101
719	5010001	84	428	2	10081#10043#10082#10031#10060	95	null	0	101
720	5010001	84	429	3	10038#10013#10062#10074#10075	95	null	0	101
721	5010001	84	430	4	10043#10062#10041#10074#10004	95	null	0	101
722	5010001	84	431	1	10013#10081#10057#10059#10075	95	null	0	101
723	5010001	84	432	2	10044#10006#10074#10008#10021	95	null	0	101
724	5010001	84	433	3	10023#10037#10022#10074#10059	95	null	0	101
725	5010001	84	434	4	10062#10043#10020#10041#10057	95	null	0	101
726	5010001	84	435	5	10081#10062#10009#10014#10030	95	null	0	101
727	5010001	84	436	6	10026#10007#10045#10002#10069	95	null	0	101
728	5010001	84	437	1	10081#10026#10065#10014#10073	95	null	0	101
729	5010001	84	438	2	10081#10043#10082#10031#10060	95	null	0	101
730	5010001	84	439	3	10038#10013#10062#10074#10075	95	null	0	101
731	5010001	84	440	4	10043#10062#10041#10074#10004	95	null	0	101
732	5010001	84	441	1	10013#10081#10057#10059#10075	95	null	0	101
733	5010001	84	442	2	10044#10006#10074#10008#10021	95	null	0	101
734	5010001	84	443	3	10023#10037#10022#10074#10059	95	null	0	101
735	5010001	84	444	4	10062#10043#10020#10041#10057	95	null	0	101
736	5010001	84	445	5	10081#10062#10009#10014#10030	95	null	0	101
737	5010001	84	446	6	10026#10007#10045#10002#10069	95	null	0	101
738	5010001	84	447	1	10081#10026#10065#10014#10073	95	null	0	101
739	5010001	84	448	2	10081#10043#10082#10031#10060	95	null	0	101
740	5010001	84	449	3	10038#10013#10062#10074#10075	95	null	0	101
741	5010001	84	450	4	10043#10062#10041#10074#10004	95	null	0	101
742	5010001	82	451	1	10013#10081#10057#10059#10075	95	null	0	101
743	5010001	82	452	2	10044#10006#10074#10008#10021	90	null	0	101
744	5010001	82	453	3	10023#10037#10022#10074#10059	90	null	0	101
745	5010001	82	454	4	10062#10043#10020#10041#10057	90	null	0	101
746	5010001	82	455	5	10081#10062#10009#10014#10030	90	null	0	101
747	5010001	82	456	6	10026#10007#10045#10002#10069	90	null	0	101
748	5010001	82	457	1	10081#10026#10065#10014#10073	90	null	0	101
749	5010001	82	458	2	10081#10043#10082#10031#10060	90	null	0	101
750	5010001	82	459	3	10038#10013#10062#10074#10075	90	null	0	101
751	5010001	82	460	4	10043#10062#10041#10074#10004	90	null	0	101
752	5010001	82	461	1	10013#10081#10057#10059#10075	90	null	0	101
753	5010001	82	462	2	10044#10006#10074#10008#10021	90	null	0	101
754	5010001	82	463	3	10023#10037#10022#10074#10059	90	null	0	101
755	5010001	82	464	4	10062#10043#10020#10041#10057	90	null	0	101
756	5010001	82	465	5	10081#10062#10009#10014#10030	90	null	0	101
757	5010001	82	466	6	10026#10007#10045#10002#10069	90	null	0	101
758	5010001	82	467	1	10081#10026#10065#10014#10073	90	null	0	101
759	5010001	82	468	2	10081#10043#10082#10031#10060	90	null	0	101
760	5010001	82	469	3	10038#10013#10062#10074#10075	90	null	0	101
761	5010001	82	470	4	10043#10062#10041#10074#10004	90	null	0	101
762	5010001	82	471	1	10013#10081#10057#10059#10075	90	null	0	101
763	5010001	82	472	2	10044#10006#10074#10008#10021	90	null	0	101
764	5010001	82	473	3	10023#10037#10022#10074#10059	90	null	0	101
765	5010001	82	474	4	10062#10043#10020#10041#10057	90	null	0	101
766	5010001	82	475	5	10081#10062#10009#10014#10030	90	null	0	101
767	5010001	82	476	6	10026#10007#10045#10002#10069	90	null	0	101
768	5010001	82	477	1	10081#10026#10065#10014#10073	90	null	0	101
769	5010001	82	478	2	10081#10043#10082#10031#10060	90	null	0	101
770	5010001	82	479	3	10038#10013#10062#10074#10075	90	null	0	101
771	5010001	82	480	4	10043#10062#10041#10074#10004	90	null	0	101
772	5010001	82	481	1	10013#10081#10057#10059#10075	90	null	0	101
773	5010001	82	482	2	10044#10006#10074#10008#10021	90	null	0	101
774	5010001	82	483	3	10023#10037#10022#10074#10059	90	null	0	101
775	5010001	82	484	4	10062#10043#10020#10041#10057	90	null	0	101
776	5010001	82	485	5	10081#10062#10009#10014#10030	90	null	0	101
777	5010001	82	486	6	10026#10007#10045#10002#10069	90	null	0	101
778	5010001	82	487	1	10081#10026#10065#10014#10073	90	null	0	101
779	5010001	82	488	2	10081#10043#10082#10031#10060	90	null	0	101
780	5010001	82	489	3	10038#10013#10062#10074#10075	90	null	0	101
781	5010001	82	490	4	10043#10062#10041#10074#10004	90	null	0	101
782	5010001	82	491	1	10013#10081#10057#10059#10075	90	null	0	101
783	5010001	82	492	2	10044#10006#10074#10008#10021	90	null	0	101
784	5010001	82	493	3	10023#10037#10022#10074#10059	85	null	0	101
785	5010001	82	494	4	10062#10043#10020#10041#10057	85	null	0	101
786	5010001	82	495	5	10081#10062#10009#10014#10030	85	null	0	101
787	5010001	82	496	6	10026#10007#10045#10002#10069	85	null	0	101
