Id	Rank	Level	LevUP	Hp	Attack	PhysicalDefence	MagicDefence	Speed	Hit	Dodge	CritFactor	CritDamageFactor	DamageBocusFactor	DamageReduceFactor	CureFacter	TreatFacter
1684	1	1684	842	6571720	753710	5342	0	4914	1880	0	0	0	0	0	0	0
1685	1	1685	842	6574130	753965	5346	0	4916	1880	0	0	0	0	0	0	0
1686	1	1686	843	6576540	754225	5348	0	4918	1880	0	0	0	0	0	0	0
1687	1	1687	843	6578940	754480	5352	0	4922	1880	0	0	0	0	0	0	0
1688	1	1688	844	6581350	754735	5354	0	4924	1880	0	0	0	0	0	0	0
1689	1	1689	844	6583760	754990	5358	0	4926	1880	0	0	0	0	0	0	0
1690	1	1690	845	6586170	755245	5362	0	4930	1880	1690	8450	8450	8450	8450	8450	8450
1691	1	1691	845	6588580	755500	5364	0	4932	1880	0	0	0	0	0	0	0
1692	1	1692	846	6590990	755760	5368	0	4934	1880	0	0	0	0	0	0	0
1693	1	1693	846	6593400	756015	5370	0	4938	1890	0	0	0	0	0	0	0
1694	1	1694	847	6595800	756270	5374	0	4940	1890	0	0	0	0	0	0	0
1695	1	1695	847	6598210	756525	5376	0	4942	1890	0	0	0	0	0	0	0
1696	1	1696	848	6604850	757145	5380	0	4946	1890	0	0	0	0	0	0	0
1697	1	1697	848	6611480	757765	5384	0	4948	1890	0	0	0	0	0	0	0
1698	1	1698	849	6613890	758020	5386	0	4950	1890	0	0	0	0	0	0	0
1699	1	1699	849	6616300	758280	5390	0	4954	1890	0	0	0	0	0	0	0
1700	1	1700	850	6625220	759230	5392	0	4956	1890	1700	8500	8500	8500	8500	8500	8500
1701	1	1701	850	6634150	760180	5396	0	4958	1890	0	0	0	0	0	0	0
1702	1	1702	851	6657120	763195	5400	0	4962	1900	0	0	0	0	0	0	0
1703	1	1703	851	6680100	766205	5402	0	4964	1900	0	0	0	0	0	0	0
1704	1	1704	852	6682510	766465	5406	0	4966	1900	0	0	0	0	0	0	0
1705	1	1705	852	6684930	766720	5408	0	4968	1900	0	0	0	0	0	0	0
1706	1	1706	853	6760590	767640	5412	0	4982	1900	0	0	0	0	0	0	0
1707	1	1707	853	6836250	768555	5414	0	4994	1900	0	0	0	0	0	0	0
1708	1	1708	854	6838720	768815	5418	0	4998	1900	0	0	0	0	0	0	0
1709	1	1709	854	6841180	769070	5422	0	5000	1900	0	0	0	0	0	0	0
1710	1	1710	855	6847960	772045	5424	0	5002	1900	1710	8550	8550	8550	8550	8550	8550
1711	1	1711	855	6854730	775020	5428	0	5004	1910	0	0	0	0	0	0	0
1712	1	1712	856	6857200	775275	5430	0	5008	1910	0	0	0	0	0	0	0
1713	1	1713	856	6859660	775535	5434	0	5010	1910	0	0	0	0	0	0	0
1714	1	1714	857	6862130	775795	5438	0	5014	1910	0	0	0	0	0	0	0
1715	1	1715	857	6864600	776050	5440	0	5016	1910	0	0	0	0	0	0	0
1716	1	1716	858	6867060	776310	5444	0	5018	1910	0	0	0	0	0	0	0
1717	1	1717	858	6869530	776570	5446	0	5020	1910	0	0	0	0	0	0	0
1718	1	1718	859	6871990	776825	5450	0	5024	1910	0	0	0	0	0	0	0
1719	1	1719	859	6874450	777085	5452	0	5026	1910	0	0	0	0	0	0	0
1720	1	1720	860	6883640	778050	5456	0	5030	1920	1720	8600	8600	8600	8600	8600	8600
1721	1	1721	860	6892820	779015	5458	0	5032	1920	0	0	0	0	0	0	0
1722	1	1722	861	6895290	779275	5462	0	5034	1920	0	0	0	0	0	0	0
1723	1	1723	861	6897760	779535	5466	0	5038	1920	0	0	0	0	0	0	0
1724	1	1724	862	6904550	780160	5468	0	5040	1920	0	0	0	0	0	0	0
1725	1	1725	862	6911330	780785	5472	0	5042	1920	0	0	0	0	0	0	0
1726	1	1726	863	6913800	781045	5474	0	5046	1920	0	0	0	0	0	0	0
1727	1	1727	863	6916270	781305	5478	0	5048	1920	0	0	0	0	0	0	0
1728	1	1728	864	6918740	781560	5482	0	5050	1920	0	0	0	0	0	0	0
1729	1	1729	864	6921210	781820	5484	0	5052	1930	0	0	0	0	0	0	0
1730	1	1730	865	6947390	785575	5488	0	5060	1930	1730	8650	8650	8650	8650	8650	8650
1731	1	1731	865	6973570	789330	5490	0	5066	1930	0	0	0	0	0	0	0
1732	1	1732	866	6976040	789585	5494	0	5068	1930	0	0	0	0	0	0	0
1733	1	1733	866	6978510	789845	5496	0	5072	1930	0	0	0	0	0	0	0
1734	1	1734	867	6980980	790105	5500	0	5074	1930	0	0	0	0	0	0	0
1735	1	1735	867	6983450	790365	5504	0	5076	1930	0	0	0	0	0	0	0
1736	1	1736	868	6990230	790990	5506	0	5080	1930	0	0	0	0	0	0	0
1737	1	1737	868	6997020	791615	5510	0	5082	1930	0	0	0	0	0	0	0
1738	1	1738	869	6999490	791875	5512	0	5086	1940	0	0	0	0	0	0	0
1739	1	1739	869	7001960	792130	5516	0	5088	1940	0	0	0	0	0	0	0
1740	1	1740	870	7011210	793105	5520	0	5090	1940	1740	8700	8700	8700	8700	8700	8700
1741	1	1741	870	7020460	794075	5522	0	5092	1940	0	0	0	0	0	0	0
1742	1	1742	871	7022940	794335	5526	0	5096	1940	0	0	0	0	0	0	0
1743	1	1743	871	7025420	794595	5528	0	5098	1940	0	0	0	0	0	0	0
1744	1	1744	872	7027900	794855	5532	0	5100	1940	0	0	0	0	0	0	0
1745	1	1745	872	7030370	795115	5534	0	5104	1940	0	0	0	0	0	0	0
1746	1	1746	873	7032850	795375	5538	0	5106	1940	0	0	0	0	0	0	0
1747	1	1747	873	7035330	795630	5540	0	5108	1950	0	0	0	0	0	0	0
1748	1	1748	874	7037800	795890	5544	0	5112	1950	0	0	0	0	0	0	0
1749	1	1749	874	7040280	796150	5548	0	5114	1950	0	0	0	0	0	0	0
1750	1	1750	875	7071100	796775	5550	0	5116	1950	1750	8750	8750	8750	8750	8750	8750
1751	1	1751	875	7101920	797400	5554	0	5120	1950	0	0	0	0	0	0	0
1752	1	1752	876	7104410	797660	5556	0	5122	1950	0	0	0	0	0	0	0
1753	1	1753	876	7106910	797920	5560	0	5124	1950	0	0	0	0	0	0	0
1754	1	1754	877	7109400	798180	5564	0	5128	1950	0	0	0	0	0	0	0
1755	1	1755	877	7111900	798440	5566	0	5130	1950	0	0	0	0	0	0	0
1756	1	1756	878	7116790	799385	5570	0	5132	1960	0	0	0	0	0	0	0
1757	1	1757	878	7121680	800335	5572	0	5136	1960	0	0	0	0	0	0	0
1758	1	1758	879	7124180	800590	5576	0	5138	1960	0	0	0	0	0	0	0
1759	1	1759	879	7126670	800850	5578	0	5140	1960	0	0	0	0	0	0	0
1760	1	1760	880	7157900	807150	5582	0	5144	1960	1760	8800	8800	8800	8800	8800	8800
1761	1	1761	880	7189120	813455	5586	0	5146	1960	0	0	0	0	0	0	0
1762	1	1762	881	7191620	813715	5588	0	5148	1960	0	0	0	0	0	0	0
1763	1	1763	881	7194120	813975	5592	0	5152	1960	0	0	0	0	0	0	0
1764	1	1764	882	7200960	814605	5594	0	5154	1960	0	0	0	0	0	0	0
1765	1	1765	882	7207810	815235	5598	0	5156	1970	0	0	0	0	0	0	0
1766	1	1766	883	7210310	815500	5602	0	5160	1970	0	0	0	0	0	0	0
1767	1	1767	883	7212810	815760	5604	0	5162	1970	0	0	0	0	0	0	0
1768	1	1768	884	7215310	816020	5608	0	5164	1970	0	0	0	0	0	0	0
1769	1	1769	884	7217810	816280	5610	0	5166	1970	0	0	0	0	0	0	0
1770	1	1770	885	7220310	816545	5614	0	5170	1970	1770	8850	8850	8850	8850	8850	8850
1771	1	1771	885	7222810	816805	5616	0	5172	1970	0	0	0	0	0	0	0
1772	1	1772	886	7225310	817065	5620	0	5176	1970	0	0	0	0	0	0	0
1773	1	1773	886	7227810	817330	5624	0	5178	1970	0	0	0	0	0	0	0
1774	1	1774	887	7230310	817590	5626	0	5180	1980	0	0	0	0	0	0	0
1775	1	1775	887	7232810	817850	5630	0	5182	1980	0	0	0	0	0	0	0
1776	1	1776	888	7235310	818115	5632	0	5186	1980	0	0	0	0	0	0	0
1777	1	1777	888	7237810	818375	5636	0	5188	1980	0	0	0	0	0	0	0
1778	1	1778	889	7244650	819005	5640	0	5192	1980	0	0	0	0	0	0	0
1779	1	1779	889	7251490	819635	5642	0	5194	1980	0	0	0	0	0	0	0
1780	1	1780	890	7260950	820630	5646	0	5196	1980	1780	8900	8900	8900	8900	8900	8900
1781	1	1781	890	7270410	821625	5648	0	5198	1980	0	0	0	0	0	0	0
1782	1	1782	891	7275340	822590	5652	0	5202	1980	0	0	0	0	0	0	0
1783	1	1783	891	7280260	823555	5654	0	5204	1990	0	0	0	0	0	0	0
1784	1	1784	892	7282770	823815	5658	0	5208	1990	0	0	0	0	0	0	0
1785	1	1785	892	7285280	824080	5660	0	5210	1990	0	0	0	0	0	0	0
1786	1	1786	893	7287780	824340	5664	0	5212	1990	0	0	0	0	0	0	0
1787	1	1787	893	7290290	824600	5666	0	5214	1990	0	0	0	0	0	0	0
1788	1	1788	894	7314990	827795	5670	0	5218	1990	0	0	0	0	0	0	0
1789	1	1789	894	7339680	830985	5674	0	5220	1990	0	0	0	0	0	0	0
1790	1	1790	895	7346530	834125	5676	0	5224	1990	1790	8950	8950	8950	8950	8950	8950
1791	1	1791	895	7353380	837270	5680	0	5226	1990	0	0	0	0	0	0	0
1792	1	1792	896	7355890	837535	5684	0	5228	2000	0	0	0	0	0	0	0
1793	1	1793	896	7358390	837795	5686	0	5230	2000	0	0	0	0	0	0	0
1794	1	1794	897	7360900	838060	5690	0	5234	2000	0	0	0	0	0	0	0
1795	1	1795	897	7363400	838325	5692	0	5236	2000	0	0	0	0	0	0	0
1796	1	1796	898	7365910	838590	5696	0	5240	2000	0	0	0	0	0	0	0
1797	1	1797	898	7368420	838855	5698	0	5242	2000	0	0	0	0	0	0	0
1798	1	1798	899	7370920	839115	5702	0	5244	2000	0	0	0	0	0	0	0
1799	1	1799	899	7373430	839380	5706	0	5246	2000	0	0	0	0	0	0	0
1800	1	1800	900	7382960	840385	5708	0	5250	2000	1800	9000	9000	9000	9000	9000	9000
1801	1	1801	900	7392490	841395	5712	0	5252	2010	0	0	0	0	0	0	0
1802	1	1802	901	7395010	841655	5714	0	5254	2010	0	0	0	0	0	0	0
1803	1	1803	901	7397520	841920	5718	0	5258	2010	0	0	0	0	0	0	0
1804	1	1804	902	7404370	842555	5720	0	5260	2010	0	0	0	0	0	0	0
1805	1	1805	902	7411230	843190	5724	0	5262	2010	0	0	0	0	0	0	0
1806	1	1806	903	7413740	843455	5728	0	5266	2010	0	0	0	0	0	0	0
1807	1	1807	903	7416250	843720	5730	0	5268	2010	0	0	0	0	0	0	0
1808	1	1808	904	7421200	844705	5734	0	5270	2010	0	0	0	0	0	0	0
1809	1	1809	904	7426150	845685	5736	0	5274	2010	0	0	0	0	0	0	0
1810	1	1810	905	7428660	845950	5740	0	5276	2020	1810	9050	9050	9050	9050	9050	9050
1811	1	1811	905	7431180	846215	5742	0	5278	2020	0	0	0	0	0	0	0
1812	1	1812	906	7433690	846480	5746	0	5282	2020	0	0	0	0	0	0	0
1813	1	1813	906	7436200	846745	5750	0	5284	2020	0	0	0	0	0	0	0
1814	1	1814	907	7438710	847010	5752	0	5286	2020	0	0	0	0	0	0	0
1815	1	1815	907	7441230	847275	5756	0	5290	2020	0	0	0	0	0	0	0
1816	1	1816	908	7466280	850530	5758	0	5292	2020	0	0	0	0	0	0	0
1817	1	1817	908	7491340	853790	5762	0	5294	2020	0	0	0	0	0	0	0
1818	1	1818	909	7498190	854425	5766	0	5298	2020	0	0	0	0	0	0	0
1819	1	1819	909	7505050	855060	5768	0	5300	2030	0	0	0	0	0	0	0
1820	1	1820	910	7514650	856070	5772	0	5302	2030	1820	9100	9100	9100	9100	9100	9100
1821	1	1821	910	7524250	857085	5774	0	5304	2030	0	0	0	0	0	0	0
1822	1	1822	911	7526770	857350	5778	0	5308	2030	0	0	0	0	0	0	0
1823	1	1823	911	7529290	857615	5780	0	5310	2030	0	0	0	0	0	0	0
1824	1	1824	912	7531810	857880	5784	0	5314	2030	0	0	0	0	0	0	0
1825	1	1825	912	7534330	858145	5786	0	5316	2030	0	0	0	0	0	0	0
1826	1	1826	913	7536850	858410	5790	0	5318	2030	0	0	0	0	0	0	0
1827	1	1827	913	7539360	858675	5794	0	5322	2030	0	0	0	0	0	0	0
1828	1	1828	914	7541880	858940	5796	0	5324	2040	0	0	0	0	0	0	0
1829	1	1829	914	7544400	859205	5800	0	5326	2040	0	0	0	0	0	0	0
1830	1	1830	915	7546920	859470	5802	0	5330	2040	1830	9150	9150	9150	9150	9150	9150
1831	1	1831	915	7549440	859735	5806	0	5332	2040	0	0	0	0	0	0	0
1832	1	1832	916	7556300	860370	5810	0	5340	2040	0	0	0	0	0	0	0
1833	1	1833	916	7563160	861005	5812	0	5346	2040	0	0	0	0	0	0	0
1834	1	1834	917	7568140	869770	5816	0	5352	2040	0	0	0	0	0	0	0
1835	1	1835	917	7573110	878530	5818	0	5356	2040	0	0	0	0	0	0	0
1836	1	1836	918	7575630	878800	5822	0	5358	2040	0	0	0	0	0	0	0
1837	1	1837	918	7578150	879070	5824	0	5360	2050	0	0	0	0	0	0	0
1838	1	1838	919	7580670	879340	5828	0	5364	2050	0	0	0	0	0	0	0
1839	1	1839	919	7583190	879610	5832	0	5366	2050	0	0	0	0	0	0	0
1840	1	1840	920	7596670	881095	5838	0	5372	2050	1840	9200	9200	9200	9200	9200	9200
1841	1	1841	920	7610150	882575	5844	0	5376	2050	0	0	0	0	0	0	0
1842	1	1842	921	7613960	883015	5846	0	5380	2050	0	0	0	0	0	0	0
1843	1	1843	921	7617760	883460	5850	0	5382	2050	0	0	0	0	0	0	0
1844	1	1844	922	7644530	889630	5854	0	5390	2050	0	0	0	0	0	0	0
1845	1	1845	922	7671300	895800	5856	0	5396	2050	0	0	0	0	0	0	0
1846	1	1846	923	7679490	896630	5860	0	5400	2060	0	0	0	0	0	0	0
1847	1	1847	923	7687680	897455	5862	0	5402	2060	0	0	0	0	0	0	0
1848	1	1848	924	7691510	897905	5866	0	5406	2060	0	0	0	0	0	0	0
1849	1	1849	924	7695350	898355	5868	0	5408	2060	0	0	0	0	0	0	0
1850	1	1850	925	7699180	898800	5872	0	5412	2060	1850	9250	9250	9250	9250	9250	9250
1851	1	1851	925	7703020	899250	5876	0	5414	2060	0	0	0	0	0	0	0
1852	1	1852	926	7706850	899695	5878	0	5418	2060	0	0	0	0	0	0	0
1853	1	1853	926	7710680	900145	5882	0	5420	2060	0	0	0	0	0	0	0
1854	1	1854	927	7714520	900590	5886	0	5422	2060	0	0	0	0	0	0	0
1855	1	1855	927	7718350	901040	5888	0	5426	2070	0	0	0	0	0	0	0
1856	1	1856	928	7722180	901490	5892	0	5428	2070	0	0	0	0	0	0	0
1857	1	1857	928	7726020	901935	5894	0	5432	2070	0	0	0	0	0	0	0
1858	1	1858	929	7734240	902765	5898	0	5436	2070	0	0	0	0	0	0	0
1859	1	1859	929	7742460	903600	5902	0	5438	2070	0	0	0	0	0	0	0
1860	1	1860	930	7827510	904815	5904	0	5442	2070	1860	9300	9300	9300	9300	9300	9300
1861	1	1861	930	7912560	906030	5908	0	5444	2070	0	0	0	0	0	0	0
1862	1	1862	931	7916480	906480	5912	0	5446	2070	0	0	0	0	0	0	0
1863	1	1863	931	7920400	906930	5914	0	5450	2070	0	0	0	0	0	0	0
1864	1	1864	932	7924310	907380	5918	0	5452	2080	0	0	0	0	0	0	0
1865	1	1865	932	7928230	907830	5920	0	5456	2080	0	0	0	0	0	0	0
1866	1	1866	933	7932150	908275	5924	0	5458	2080	0	0	0	0	0	0	0
1867	1	1867	933	7936070	908725	5928	0	5462	2080	0	0	0	0	0	0	0
1868	1	1868	934	7939990	909175	5930	0	5464	2080	0	0	0	0	0	0	0
1869	1	1869	934	7943910	909625	5934	0	5468	2080	0	0	0	0	0	0	0
1870	1	1870	935	7947830	910075	5936	0	5470	2080	1870	9350	9350	9350	9350	9350	9350
1871	1	1871	935	7951740	910520	5940	0	5474	2080	0	0	0	0	0	0	0
1872	1	1872	936	7986590	911355	5944	0	5476	2080	0	0	0	0	0	0	0
1873	1	1873	936	8021440	912190	5946	0	5480	2090	0	0	0	0	0	0	0
1874	1	1874	937	8049690	915860	5950	0	5482	2090	0	0	0	0	0	0	0
1875	1	1875	937	8077940	919525	5952	0	5486	2090	0	0	0	0	0	0	0
1876	1	1876	938	8081920	919980	5956	0	5488	2090	0	0	0	0	0	0	0
1877	1	1877	938	8085890	920430	5958	0	5492	2090	0	0	0	0	0	0	0
1878	1	1878	939	8089860	920885	5962	0	5494	2090	0	0	0	0	0	0	0
1879	1	1879	939	8093840	921335	5966	0	5498	2090	0	0	0	0	0	0	0
1880	1	1880	940	8097810	921790	5970	0	5500	2090	1880	9400	9400	9400	9400	9400	9400
1881	1	1881	940	8101780	922240	5972	0	5504	2090	0	0	0	0	0	0	0
1882	1	1882	941	8105750	922695	5976	0	5506	2100	0	0	0	0	0	0	0
1883	1	1883	941	8109730	923145	5978	0	5510	2100	0	0	0	0	0	0	0
1884	1	1884	942	8113700	923600	5982	0	5512	2100	0	0	0	0	0	0	0
1885	1	1885	942	8117670	924050	5986	0	5516	2100	0	0	0	0	0	0	0
1886	1	1886	943	8128840	925685	5988	0	5518	2100	0	0	0	0	0	0	0
1887	1	1887	943	8140000	927315	5992	0	5522	2100	0	0	0	0	0	0	0
1888	1	1888	944	8143980	927770	5994	0	5524	2100	0	0	0	0	0	0	0
1889	1	1889	944	8147960	928225	5998	0	5528	2100	0	0	0	0	0	0	0
1890	1	1890	945	8151940	928675	6002	0	5530	2100	1890	9450	9450	9450	9450	9450	9450
1891	1	1891	945	8155920	929130	6004	0	5534	2110	0	0	0	0	0	0	0
1892	1	1892	946	8159900	929585	6008	0	5536	2110	0	0	0	0	0	0	0
1893	1	1893	946	8163880	930035	6010	0	5540	2110	0	0	0	0	0	0	0
1894	1	1894	947	8167860	930490	6014	0	5542	2110	0	0	0	0	0	0	0
1895	1	1895	947	8171840	930945	6018	0	5546	2110	0	0	0	0	0	0	0
1896	1	1896	948	8175820	931400	6020	0	5548	2110	0	0	0	0	0	0	0
1897	1	1897	948	8179800	931850	6024	0	5552	2110	0	0	0	0	0	0	0
1898	1	1898	949	8183780	932305	6028	0	5554	2110	0	0	0	0	0	0	0
1899	1	1899	949	8187760	932760	6030	0	5558	2110	0	0	0	0	0	0	0
1900	1	1900	950	8196330	933605	6034	0	5560	2120	1900	9500	9500	9500	9500	9500	9500
1901	1	1901	950	8204910	934450	6036	0	5564	2120	0	0	0	0	0	0	0
1902	1	1902	951	8233910	938350	6040	0	5582	2120	0	0	0	0	0	0	0
1903	1	1903	951	8262910	942245	6044	0	5600	2120	0	0	0	0	0	0	0
1904	1	1904	952	8266910	942705	6046	0	5604	2120	0	0	0	0	0	0	0
1905	1	1905	952	8270920	943160	6050	0	5606	2120	0	0	0	0	0	0	0
1906	1	1906	953	8274930	943620	6052	0	5610	2120	0	0	0	0	0	0	0
1907	1	1907	953	8278940	944075	6056	0	5612	2120	0	0	0	0	0	0	0
1908	1	1908	954	8282950	944535	6060	0	5616	2120	0	0	0	0	0	0	0
1909	1	1909	954	8286960	944990	6062	0	5618	2130	0	0	0	0	0	0	0
1910	1	1910	955	8293640	946260	6066	0	5622	2130	1910	9550	9550	9550	9550	9550	9550
1911	1	1911	955	8300330	947530	6070	0	5624	2130	0	0	0	0	0	0	0
1912	1	1912	956	8308960	951165	6072	0	5628	2130	0	0	0	0	0	0	0
1913	1	1913	956	8317600	954795	6076	0	5630	2130	0	0	0	0	0	0	0
1914	1	1914	957	8321610	955260	6078	0	5634	2130	0	0	0	0	0	0	0
1915	1	1915	957	8325630	955720	6082	0	5636	2130	0	0	0	0	0	0	0
1916	1	1916	958	8329640	956180	6086	0	5640	2130	0	0	0	0	0	0	0
1917	1	1917	958	8333660	956640	6088	0	5642	2130	0	0	0	0	0	0	0
1918	1	1918	959	8337680	957105	6092	0	5646	2140	0	0	0	0	0	0	0
1919	1	1919	959	8341690	957565	6094	0	5648	2140	0	0	0	0	0	0	0
1920	1	1920	960	8345710	958025	6098	0	5652	2140	1920	9600	9600	9600	9600	9600	9600
1921	1	1921	960	8349720	958485	6102	0	5654	2140	0	0	0	0	0	0	0
1922	1	1922	961	8353740	958950	6104	0	5658	2140	0	0	0	0	0	0	0
1923	1	1923	961	8357750	959410	6108	0	5660	2140	0	0	0	0	0	0	0
1924	1	1924	962	8361770	959870	6112	0	5664	2140	0	0	0	0	0	0	0
1925	1	1925	962	8365780	960330	6114	0	5666	2140	0	0	0	0	0	0	0
1926	1	1926	963	8374460	961190	6118	0	5670	2140	0	0	0	0	0	0	0
1927	1	1927	963	8383130	962050	6120	0	5672	2150	0	0	0	0	0	0	0
1928	1	1928	964	8387150	962515	6124	0	5676	2150	0	0	0	0	0	0	0
1929	1	1929	964	8391170	962975	6128	0	5678	2150	0	0	0	0	0	0	0
1930	1	1930	965	8420920	969690	6130	0	5686	2150	1930	9650	9650	9650	9650	9650	9650
1931	1	1931	965	8450670	976405	6134	0	5692	2150	0	0	0	0	0	0	0
1932	1	1932	966	8454710	976875	6136	0	5696	2150	0	0	0	0	0	0	0
1933	1	1933	966	8458760	977340	6140	0	5698	2150	0	0	0	0	0	0	0
1934	1	1934	967	8462800	977810	6144	0	5702	2150	0	0	0	0	0	0	0
1935	1	1935	967	8466850	978275	6146	0	5704	2150	0	0	0	0	0	0	0
1936	1	1936	968	8473620	979590	6150	0	5708	2160	0	0	0	0	0	0	0
1937	1	1937	968	8480400	980905	6154	0	5710	2160	0	0	0	0	0	0	0
1938	1	1938	969	8484440	981375	6156	0	5714	2160	0	0	0	0	0	0	0
1939	1	1939	969	8488490	981840	6160	0	5716	2160	0	0	0	0	0	0	0
1940	1	1940	970	8497230	982715	6162	0	5720	2160	1940	9700	9700	9700	9700	9700	9700
1941	1	1941	970	8505960	983585	6166	0	5722	2160	0	0	0	0	0	0	0
1942	1	1942	971	8510010	984055	6170	0	5726	2160	0	0	0	0	0	0	0
1943	1	1943	971	8514060	984525	6172	0	5728	2160	0	0	0	0	0	0	0
1944	1	1944	972	8518110	984990	6176	0	5732	2160	0	0	0	0	0	0	0
1945	1	1945	972	8522170	985460	6178	0	5734	2170	0	0	0	0	0	0	0
1946	1	1946	973	8526220	985930	6182	0	5738	2170	0	0	0	0	0	0	0
1947	1	1947	973	8530270	986400	6186	0	5740	2170	0	0	0	0	0	0	0
1948	1	1948	974	8534320	986865	6188	0	5744	2170	0	0	0	0	0	0	0
1949	1	1949	974	8538370	987335	6192	0	5746	2170	0	0	0	0	0	0	0
1950	1	1950	975	8542430	987805	6196	0	5750	2170	1950	9750	9750	9750	9750	9750	9750
1951	1	1951	975	8546480	988275	6198	0	5752	2170	0	0	0	0	0	0	0
1952	1	1952	976	8550530	988745	6202	0	5756	2170	0	0	0	0	0	0	0
1953	1	1953	976	8554580	989210	6204	0	5758	2170	0	0	0	0	0	0	0
1954	1	1954	977	8591580	990085	6208	0	5762	2180	0	0	0	0	0	0	0
1955	1	1955	977	8628590	990960	6210	0	5764	2180	0	0	0	0	0	0	0
1956	1	1956	978	8632670	991430	6214	0	5768	2180	0	0	0	0	0	0	0
1957	1	1957	978	8636750	991900	6218	0	5770	2180	0	0	0	0	0	0	0
1958	1	1958	979	8667470	995915	6222	0	5774	2180	0	0	0	0	0	0	0
1959	1	1959	979	8698180	999925	6224	0	5776	2180	0	0	0	0	0	0	0
1960	1	1960	980	8702290	1000400	6228	0	5780	2180	1960	9800	9800	9800	9800	9800	9800
1961	1	1961	980	8706400	1000870	6230	0	5782	2180	0	0	0	0	0	0	0
1962	1	1962	981	8713310	1002215	6234	0	5786	2180	0	0	0	0	0	0	0
1963	1	1963	981	8720220	1003555	6236	0	5788	2190	0	0	0	0	0	0	0
1964	1	1964	982	8724330	1004030	6240	0	5792	2190	0	0	0	0	0	0	0
1965	1	1965	982	8728440	1004505	6244	0	5794	2190	0	0	0	0	0	0	0
1966	1	1966	983	8732560	1004975	6246	0	5798	2190	0	0	0	0	0	0	0
1967	1	1967	983	8736670	1005450	6250	0	5800	2190	0	0	0	0	0	0	0
1968	1	1968	984	8745560	1006330	6254	0	5804	2190	0	0	0	0	0	0	0
1969	1	1969	984	8754450	1007215	6256	0	5806	2190	0	0	0	0	0	0	0
1970	1	1970	985	8758560	1007690	6260	0	5810	2190	1970	9850	9850	9850	9850	9850	9850
1971	1	1971	985	8762680	1008160	6262	0	5812	2190	0	0	0	0	0	0	0
1972	1	1972	986	8766790	1008635	6266	0	5816	2200	0	0	0	0	0	0	0
1973	1	1973	986	8770910	1009110	6268	0	5818	2200	0	0	0	0	0	0	0
1974	1	1974	987	8775020	1009585	6272	0	5822	2200	0	0	0	0	0	0	0
1975	1	1975	987	8779140	1010055	6276	0	5824	2200	0	0	0	0	0	0	0
1976	1	1976	988	8783250	1010530	6280	0	5828	2200	0	0	0	0	0	0	0
1977	1	1977	988	8787370	1011005	6282	0	5830	2200	0	0	0	0	0	0	0
1978	1	1978	989	8791480	1011480	6286	0	5834	2200	0	0	0	0	0	0	0
1979	1	1979	989	8795600	1011950	6288	0	5836	2200	0	0	0	0	0	0	0
1980	1	1980	990	8804520	1012835	6292	0	5840	2200	1980	9900	9900	9900	9900	9900	9900
1981	1	1981	990	8813440	1013720	6294	0	5842	2210	0	0	0	0	0	0	0
1982	1	1982	991	8817560	1014195	6298	0	5846	2210	0	0	0	0	0	0	0
1983	1	1983	991	8821680	1014670	6302	0	5848	2210	0	0	0	0	0	0	0
1984	1	1984	992	8825800	1015145	6304	0	5852	2210	0	0	0	0	0	0	0
1985	1	1985	992	8829920	1015620	6308	0	5854	2210	0	0	0	0	0	0	0
1986	1	1986	993	8861420	1019735	6312	0	5858	2210	0	0	0	0	0	0	0
1987	1	1987	993	8892910	1023850	6314	0	5860	2210	0	0	0	0	0	0	0
1988	1	1988	994	8899920	1034140	6318	0	5866	2210	0	0	0	0	0	0	0
1989	1	1989	994	8906920	1044430	6320	0	5870	2210	0	0	0	0	0	0	0
1990	1	1990	995	8911070	1044920	6324	0	5874	2220	1990	9950	9950	9950	9950	9950	9950
1991	1	1991	995	8915220	1045405	6328	0	5876	2220	0	0	0	0	0	0	0
1992	1	1992	996	8919370	1045890	6330	0	5878	2220	0	0	0	0	0	0	0
1993	1	1993	996	8923510	1046380	6334	0	5882	2220	0	0	0	0	0	0	0
1994	1	1994	997	8932500	1050270	6338	0	5884	2220	0	0	0	0	0	0	0
1995	1	1995	997	8941490	1054160	6340	0	5888	2220	0	0	0	0	0	0	0
1996	1	1996	998	8945640	1054650	6344	0	5890	2220	0	0	0	0	0	0	0
1997	1	1997	998	8949790	1055140	6346	0	5894	2220	0	0	0	0	0	0	0
1998	1	1998	999	8953940	1055630	6350	0	5896	2220	0	0	0	0	0	0	0
1999	1	1999	999	8958100	1056120	6352	0	5900	2230	0	0	0	0	0	0	0
2000	1	2000	1000	8962250	1056610	6356	0	5902	2230	2000	10000	10000	10000	10000	10000	10000
2001	2	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0
2002	2	2	1	730	125	10	0	8	10	0	0	0	0	0	0	0
2003	2	3	1	1460	255	20	0	14	10	0	0	0	0	0	0	0
2004	2	4	2	1550	265	22	0	18	10	0	0	0	0	0	0	0
2005	2	5	2	1630	280	26	0	18	10	0	0	0	0	0	0	0
2006	2	6	3	1710	295	28	0	22	10	0	0	0	0	0	0	0
2007	2	7	3	1790	305	32	0	24	10	0	0	0	0	0	0	0
2008	2	8	4	1880	320	34	0	26	10	0	0	0	0	0	0	0
