Id	AddConditionID	BehaviorType	BehaviorTypeValues	Reward	JumpType	JumpTypeValues
107155	0	0	null	null	1	107080
107156	0	0	null	null	1	107080
107157	10706	0	null	null	1	107081
107158	0	0	null	null	4	null
107159	0	0	null	null	1	107082
107160	0	0	null	null	1	107084
107161	0	0	null	null	1	107083
107162	0	0	null	null	1	107084
107163	0	0	null	null	1	107084
107164	0	0	null	null	1	107084
107165	0	16	1532#10|107010#107011#107012	null	1	107085
107166	0	0	null	null	4	null
107167	0	0	null	null	1	107086
107168	0	0	null	null	1	107088
107169	0	0	null	null	1	107087
107170	0	0	null	null	1	107088
107171	0	0	null	null	1	107088
107172	0	0	null	null	1	107088
107173	0	1	10708	null	1	107038
107174	0	0	null	null	4	null
107175	0	0	null	null	4	null
107176	0	0	null	null	4	null
107177	0	0	null	null	1	107082
107178	0	0	null	null	1	107084
107179	0	0	null	null	1	107093
107180	0	0	null	null	1	107093
107181	10708	2	1532#1	55029	1	107094
107182	10708	2	1532#1	55028	1	107094
107183	0	0	null	null	4	null
107184	0	0	null	null	6	107092
107185	0	0	null	null	6	107092
107186	0	0	null	null	1	107096
107187	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107188	0	0	null	null	1	107097
107189	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107190	0	0	null	null	1	107098
107191	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107192	0	0	null	null	1	107099
107193	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107194	0	0	null	null	1	107100
107195	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107196	0	0	null	null	1	107101
107197	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107198	0	0	null	null	1	107102
107199	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107200	0	0	null	null	1	107103
107201	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107202	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107203	0	35	107003|107#8#16#107015|107#6#18#107016|107#6#7#107019	null	4	null
107204	0	0	null	null	1	107105
107205	0	0	null	null	1	107105
107206	0	1	10710	null	1	107135
107207	0	0	null	null	4	null
107208	0	0	null	null	1	107107
107209	0	0	null	null	1	107107
107210	0	1	10710	null	1	107136
107211	0	0	null	null	4	null
107212	0	0	null	null	0	null
107213	0	0	null	null	0	null
107214	0	0	null	null	0	null
107215	0	0	null	null	0	null
107216	0	0	null	null	0	null
107217	0	0	null	null	0	null
107218	0	0	null	null	0	null
107219	0	0	null	null	0	null
107220	0	0	null	null	1	107113
107221	0	0	null	null	1	107113
107222	10707	0	null	null	1	107114
107223	0	0	null	null	4	null
107224	0	0	null	null	1	107115
107225	0	35	107019|107#6#4#107020	null	4	null
107226	0	35	107019|107#6#4#107020	null	4	null
107227	0	35	107019|107#6#4#107020	null	4	null
107228	0	0	null	null	1	107117
107229	0	0	null	null	1	107117
107230	0	1	10712	null	1	107122
107231	0	0	null	null	4	null
107232	0	0	null	null	0	null
107233	0	0	null	null	0	null
107234	0	0	null	null	0	null
107235	0	0	null	null	0	null
107236	0	0	null	null	0	null
107237	0	0	null	null	0	null
107238	0	0	null	null	0	null
107239	0	0	null	null	0	null
107240	0	0	null	null	1	107123
107241	0	0	null	null	1	107125
107242	0	0	null	null	1	107124
107243	0	0	null	null	1	107125
107244	0	0	null	null	1	107125
107245	0	0	null	null	1	107125
107246	0	1	10711	null	1	107126
107247	0	0	null	null	4	null
107248	0	0	null	null	1	107127
107249	0	35	107020|107#2#10#107021	null	4	null
107250	0	0	null	null	1	107128
107251	0	35	107020|107#2#10#107021	null	4	null
107252	0	0	null	null	1	107129
107253	0	35	107020|107#2#10#107021	null	4	null
107254	0	0	null	null	1	107130
107255	0	35	107020|107#2#10#107021	null	4	null
107256	0	35	107020|107#2#10#107021	null	4	null
107257	0	35	107020|107#2#10#107021	null	4	null
107258	0	0	null	null	1	107132
107259	0	0	null	null	1	107132
107260	0	2	1533#100	null	1	107133
107261	0	0	null	null	4	null
107262	0	0	null	null	1	107134
107263	0	9	8	null	4	null
107264	0	9	8	null	4	null
107265	0	9	8	null	4	null
107266	0	9	8	null	4	null
107267	0	9	8	null	4	null
107268	0	9	8	null	4	null
107269	0	9	8	null	4	null
107270	0	15	107017	null	4	null
107271	0	15	107017	null	4	null
107272	0	15	107018	null	4	null
107273	0	15	107018	null	4	null
107274	0	1	10705	null	1	107071
107275	0	1	10705	null	1	107071
107276	0	1	10706	null	1	107074
107277	0	1	10706	null	1	107074
107278	0	1	10707	null	1	107077
107279	0	1	10707	null	1	107077
108001	0	0	null	null	1	108002
108002	0	35	108001|108#9#13#108002	null	4	null
108003	0	0	null	null	1	108003
108004	0	35	108001|108#9#13#108002	null	4	null
108005	0	0	null	null	1	108004
108006	0	35	108001|108#9#13#108002	null	4	null
108007	0	0	null	null	1	108005
108008	0	35	108001|108#9#13#108002	null	4	null
108009	0	0	null	null	1	108006
108010	0	35	108001|108#9#13#108002	null	4	null
108011	0	0	null	null	1	108007
108012	0	35	108001|108#9#13#108002	null	4	null
108013	0	0	null	null	1	108008
108014	0	35	108001|108#9#13#108002	null	4	null
108015	0	35	108001|108#9#13#108002	null	4	null
108016	0	35	108001|108#9#13#108002	null	4	null
108017	0	0	null	null	1	108010
108018	0	35	108002|108#7#17#108003	null	4	null
108019	0	0	null	null	1	108011
108020	0	35	108002|108#7#17#108003	null	4	null
108021	0	0	null	null	1	108012
108022	0	35	108002|108#7#17#108003	null	4	null
108023	0	0	null	null	1	108013
108024	0	35	108002|108#7#17#108003	null	4	null
108025	0	0	null	null	1	108014
108026	0	35	108002|108#7#17#108003	null	4	null
108027	0	0	null	null	1	108015
108028	0	35	108002|108#7#17#108003	null	4	null
108029	0	0	null	null	1	108016
108030	0	35	108002|108#7#17#108003	null	4	null
108031	0	0	null	null	1	108017
108032	0	35	108002|108#7#17#108003	null	4	null
108033	0	35	108002|108#7#17#108003	null	4	null
108034	0	35	108002|108#7#17#108003	null	4	null
108035	0	0	null	null	1	108019
108036	0	0	null	null	1	108024
108037	0	0	null	null	1	108020
108038	0	0	null	null	1	108024
108039	0	0	null	null	1	108021
108040	0	0	null	null	1	108024
108041	0	0	null	null	1	108022
108042	0	0	null	null	1	108024
108043	0	0	null	null	1	108023
108044	0	0	null	null	1	108024
108045	0	0	null	null	1	108024
108046	0	0	null	null	1	108024
108047	0	1	10801	null	1	108025
108048	0	39	10801|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108049	0	0	null	null	1	108026
108050	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108051	0	0	null	null	1	108027
108052	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108053	0	0	null	null	1	108028
108054	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108055	0	0	null	null	1	108029
108056	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108057	0	0	null	null	1	108044
108058	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108059	0	0	null	null	1	108031
108060	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108061	0	0	null	null	1	108032
108062	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108063	0	0	null	null	1	108033
108064	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108065	0	0	null	null	1	108034
108066	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108067	0	0	null	null	1	108035
108068	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108069	0	0	null	null	1	108036
108070	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108071	0	0	null	null	1	108037
108072	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108073	0	0	null	null	1	108055
108074	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108075	0	15	108005	40008	4	null
108076	0	15	108006	40008#55	4	null
108077	0	15	108007	40008	4	null
108078	0	0	null	null	1	108042
108079	0	0	null	null	1	108042
108080	10802	1	10803	null	1	108043
108081	10801	1	10803	null	1	108049
108082	0	0	null	null	4	null
108083	0	9	9	null	4	null
108084	0	9	9	null	4	null
108085	0	0	null	null	1	108045
108086	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108087	0	0	null	null	1	108046
108088	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108089	0	0	null	null	1	108047
108090	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108091	0	0	null	null	1	108048
108092	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108093	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108094	0	11	9|108#6#14#108008|108#5#19#108017|108#9#18#108018	null	6	108092
108095	0	25	9#108003#108050	null	4	null
108096	0	25	9#108003#108050	null	4	null
108097	0	0	null	null	1	108051
108098	0	0	null	null	1	108052
108099	0	0	null	null	1	108052
108100	0	0	null	null	1	108052
108101	0	1	10802	null	1	108053
108102	0	32	10802#108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108103	0	0	null	null	1	108054
108104	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108105	0	0	null	null	1	108030
108106	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108107	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108108	0	35	108003|108#2#16#108009|108#8#10#108010|108#10#10#108011|108#8#6#108012|108#3#9#108013|108#9#16#108014	null	4	null
108109	0	0	null	null	1	108057
108110	0	0	null	null	1	108058
108111	0	0	null	null	1	108058
108112	0	0	null	null	1	108058
108113	0	0	null	null	1	108059
108114	0	0	null	null	4	null
108115	0	0	null	null	1	108060
108116	0	0	null	null	4	null
108117	0	15	108009	null	4	null
108118	0	15	108009	null	4	null
108119	0	0	null	null	1	108062
108120	0	0	null	null	1	108063
108121	0	0	null	null	1	108063
108122	0	0	null	null	1	108063
108123	0	0	null	null	1	108064
108124	0	0	null	null	4	null
108125	0	0	null	null	1	108065
108126	0	0	null	null	4	null
108127	0	15	108010	null	4	null
108128	0	15	108010	null	4	null
108129	0	0	null	null	1	108067
108130	0	0	null	null	1	108068
108131	0	0	null	null	1	108068
108132	0	0	null	null	1	108068
108133	0	0	null	null	1	108069
108134	0	0	null	null	4	null
108135	0	0	null	null	1	108070
108136	0	0	null	null	4	null
108137	0	15	108011	null	4	null
108138	0	15	108011	null	4	null
108139	0	0	null	null	1	108072
108140	0	0	null	null	1	108073
108141	0	0	null	null	1	108073
108142	0	0	null	null	1	108073
108143	10804	1	10805	null	1	108074
108144	10803	1	10805	null	1	108083
108145	0	0	null	null	4	null
108146	0	9	9	null	4	null
108147	0	9	9	null	4	null
108148	0	0	null	null	1	108076
108149	0	0	null	null	1	108077
108150	0	0	null	null	1	108077
108151	0	0	null	null	1	108077
108152	10804	1	10805	null	1	108078
108153	10803	1	10805	null	1	108083
108154	0	0	null	null	4	null
108155	0	9	9	null	4	null
108156	0	9	9	null	4	null
108157	0	0	null	null	1	108080
108158	0	0	null	null	1	108081
108159	0	0	null	null	1	108081
108160	0	0	null	null	1	108081
108161	10804	1	10805	null	1	108082
108162	10803	1	10805	null	1	108083
108163	0	0	null	null	4	null
108164	0	9	9	null	4	null
108165	0	9	9	null	4	null
108166	0	0	null	null	1	108084
108167	0	9	9	null	4	null
108168	0	0	null	null	1	108085
108169	0	9	9	null	4	null
108170	0	0	null	null	1	108086
108171	0	9	9	null	4	null
108172	0	0	null	null	1	108087
108173	0	9	9	null	4	null
108174	0	0	null	null	1	108088
108175	0	9	9	null	4	null
108176	0	0	null	null	1	108089
108177	0	9	9	null	4	null
108178	0	0	null	null	1	108090
108179	0	9	9	null	4	null
108180	0	0	null	null	1	108091
108181	0	9	9	null	4	null
108182	0	9	9	null	4	null
108183	0	9	9	null	4	null
108184	0	0	null	null	4	null
108185	0	0	null	null	4	null
109001	0	0	null	null	1	109002
109002	0	35	109001|109#3#17#109002	null	4	null
109003	0	35	109001|109#3#17#109002	null	4	null
109004	0	35	109001|109#3#17#109002	null	4	null
109005	0	0	null	null	1	109004
109006	0	0	null	null	1	109004
109007	0	1	10901	null	1	109005
109008	0	0	null	null	4	null
109009	0	0	null	null	1	109006
109010	0	35	109002|109#4#13#109003	null	4	null
109011	0	0	null	null	1	109007
109012	0	35	109002|109#4#13#109003	null	4	null
109013	0	0	null	null	1	109008
109014	0	35	109002|109#4#13#109003	null	4	null
109015	0	35	109002|109#4#13#109003	null	4	null
109016	0	35	109002|109#4#13#109003	null	4	null
109017	0	0	null	null	1	109010
109018	0	0	null	null	1	109012
109019	0	0	null	null	1	109011
109020	0	0	null	null	1	109012
109021	0	0	null	null	1	109012
109022	0	0	null	null	1	109012
109023	0	1	10902	null	1	109013
109024	0	0	null	null	4	null
109025	0	0	null	null	1	109014
109026	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109027	0	0	null	null	1	109015
109028	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109029	0	0	null	null	1	109016
109030	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109031	0	0	null	null	1	109017
109032	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109033	0	0	null	null	1	109018
109034	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109035	0	0	null	null	1	109019
109036	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109037	0	0	null	null	1	109020
109038	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109039	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109040	0	35	109003|109#8#13#109004|109#7#13#109005|109#9#13#109008|109#8#14#109009	null	4	null
109041	0	0	null	null	1	109022
109042	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109043	0	0	null	null	1	109023
109044	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109045	0	0	null	null	1	109024
109046	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109047	0	0	null	null	1	109025
109048	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109049	0	0	null	null	1	109026
109050	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109051	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109052	0	11	2|109#1#7#109016|109#1#8#109020|109#3#9#109021|109#10#7#109022|109#10#8#109023|109#10#9#109024|109#8#10#109025|109#8#11#109026|109#2#13#109027|109#3#13#109028|109#4#13#109029|109#1#15#109030|109#1#20#109031|109#10#16#109032|109#10#19#109033|109#10#20#109034|109#2#11#109035|109#3#11#109036|109#4#11#109037|109#2#7#109013|109#4#8#109013|109#7#11#109013|109#9#16#109013|109#2#14#109013|109#2#19#109013|109#2#8#109014|109#9#7#109014|109#9#8#109014|109#9#19#109014|109#5#11#109015|109#2#16#109015	null	6	109027
109053	0	0	null	null	1	109028
109054	0	0	null	null	1	109028
109055	10903	16	1534#10|109014#109015#109016#109013#109020#109021#109022#109023#109024#109025#109026#109027#109028#109029#109030#109031#109032#109033#109034#109035#109036#109037	null	1	109029
109056	0	0	null	null	4	null
109057	0	0	null	null	1	109030
109058	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109059	0	0	null	null	1	109044
109060	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109061	0	0	null	null	1	109032
109062	0	0	null	null	1	109032
109063	10901	0	null	null	1	109021
109064	10902	0	null	null	4	null
109065	0	18	10#10903#109005	null	4	null
109066	0	18	10#10903#109005	null	4	null
109067	0	18	10#10903#109008	null	4	null
109068	0	18	10#10903#109008	null	4	null
109069	0	18	10#10903#109009	null	4	null
109070	0	18	10#10903#109009	null	4	null
109071	0	15	109010	40009	4	null
109072	0	15	109011	40009	4	null
109073	0	15	109012	40009	4	null
109074	0	15	109016	55014	4	null
109075	0	0	null	null	1	109045
109076	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109077	0	0	null	null	1	109046
109078	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109079	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109080	0	35	109004|109#7#11#109017|109#6#12#109017|109#5#9#109018|109#6#9#109018|109#5#5#109019	null	4	null
109081	0	0	null	null	1	109048
109082	0	20	10901#109017	null	4	null
109083	0	20	10901#109017	null	4	null
109084	0	20	10901#109017	null	4	null
109085	0	0	null	null	1	109050
109086	0	20	10901#109018	null	4	null
109087	0	20	10901#109018	null	4	null
109088	0	20	10901#109018	null	4	null
109089	0	0	null	null	1	109052
109090	0	9	10	null	4	null
109091	0	0	null	null	1	109053
109092	0	9	10	null	4	null
109093	0	0	null	null	1	109054
109094	0	9	10	null	4	null
109095	0	0	null	null	1	109055
109096	0	9	10	null	4	null
109097	0	9	10	null	4	null
109098	0	9	10	null	4	null
109099	0	15	109020	55014	4	null
109100	0	15	109021	55014	4	null
109101	0	15	109022	55014	4	null
109102	0	15	109023	55014	4	null
109103	0	15	109024	55014	4	null
109104	0	15	109025	55014	4	null
109105	0	15	109026	55014	4	null
109106	0	15	109027	55014	4	null
109107	0	15	109028	55014	4	null
109108	0	15	109029	55014	4	null
109109	0	15	109030	55014	4	null
109110	0	15	109031	55014	4	null
109111	0	15	109032	55014	4	null
109112	0	15	109033	55014	4	null
109113	0	15	109034	55014	4	null
109114	0	15	109035	55014	4	null
109115	0	15	109036	55014	4	null
109116	0	15	109037	55014	4	null
110001	0	0	null	null	1	110002
110002	0	35	110001|110#4#11#110002	null	4	null
110003	0	0	null	null	1	110003
110004	0	35	110001|110#4#11#110002	null	4	null
110005	0	0	null	null	1	110004
110006	0	35	110001|110#4#11#110002	null	4	null
110007	0	0	null	null	1	110005
110008	0	35	110001|110#4#11#110002	null	4	null
110009	0	0	null	null	1	110006
110010	0	35	110001|110#4#11#110002	null	4	null
110011	0	0	null	null	1	110007
110012	0	35	110001|110#4#11#110002	null	4	null
110013	0	0	null	null	1	110008
110014	0	35	110001|110#4#11#110002	null	4	null
110015	0	0	null	null	1	110009
110016	0	35	110001|110#4#11#110002	null	4	null
110017	0	0	null	null	1	110010
110018	0	35	110001|110#4#11#110002	null	4	null
110019	0	0	null	null	1	110011
110020	0	35	110001|110#4#11#110002	null	4	null
110021	0	0	null	null	1	110012
110022	0	35	110001|110#4#11#110002	null	4	null
110023	0	0	null	null	1	110013
110024	0	35	110001|110#4#11#110002	null	4	null
110025	0	35	110001|110#4#11#110002	null	4	null
110026	0	35	110001|110#4#11#110002	null	4	null
110027	0	0	null	null	1	110015
110028	0	0	null	null	1	110017
110029	0	0	null	null	1	110016
110030	0	0	null	null	1	110017
110031	0	0	null	null	1	110017
110032	0	0	null	null	1	110017
110033	0	1	11001	null	1	110018
110034	0	0	null	null	4	null
110035	0	0	null	null	1	110019
110036	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110037	0	0	null	null	1	110020
110038	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110039	0	0	null	null	1	110021
110040	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110041	0	0	null	null	1	110022
110042	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110043	0	0	null	null	1	110023
110044	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110045	0	0	null	null	1	110024
110046	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110047	0	0	null	null	1	110025
110048	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110049	0	0	null	null	1	110026
110050	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110051	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110052	0	11	11|110#2#19#110010|110#4#16#110018|110#5#19#110019|110#7#17#110020	null	6	110033
110053	0	0	null	null	1	110028
110054	0	0	null	null	1	110028
110055	0	1	11002	null	3	110029#110091|1#11003
110056	0	0	null	null	4	null
110057	0	15	110010	null	4	null
110058	0	15	110010	null	4	null
110059	0	0	null	null	1	110031
110060	0	0	null	null	1	110031
110061	11001	2	1535#15	55016	1	110032
110062	0	0	null	null	6	110030
110063	0	9	11	null	4	null
110064	0	9	11	null	4	null
110065	0	0	null	null	0	null
110066	0	0	null	null	0	null
110067	0	0	null	null	1	110034
110068	0	0	null	null	1	110034
110069	11002	2	1536#1	null	1	110035
110070	0	0	null	null	4	null
110071	0	0	null	null	1	110036
110072	0	35	110002#110017|110#2#10#110012	null	4	null
110073	0	0	null	null	1	110037
110074	0	35	110002#110017|110#2#10#110012	null	4	null
110075	0	0	null	null	1	110038
110076	0	35	110002#110017|110#2#10#110012	null	4	null
110077	0	0	null	null	1	110039
110078	0	35	110002#110017|110#2#10#110012	null	4	null
110079	0	0	null	null	1	110040
110080	0	35	110002#110017|110#2#10#110012	null	4	null
110081	0	0	null	null	1	110041
110082	0	35	110002#110017|110#2#10#110012	null	4	null
110083	0	0	null	null	1	110042
110084	0	35	110002#110017|110#2#10#110012	null	4	null
110085	0	0	null	null	1	110043
110086	0	35	110002#110017|110#2#10#110012	null	4	null
110087	0	35	110002#110017|110#2#10#110012	null	4	null
110088	0	35	110002#110017|110#2#10#110012	null	4	null
110089	0	1	11003	null	1	110045
110090	0	1	11003	null	1	110046
110091	0	0	null	null	1	110046
110092	0	0	null	null	1	110046
110093	0	0	null	null	1	110047
110094	0	0	null	null	4	null
110095	0	0	null	null	1	110048
110096	0	0	null	null	1	110049
110097	0	0	null	null	1	110049
110098	0	0	null	null	1	110049
110099	0	1	11004	null	1	110050
110100	0	0	null	null	4	null
110101	0	0	null	null	1	110051
110102	0	35	110012|110#8#6#110013	null	4	null
110103	0	0	null	null	1	110052
110104	0	35	110012|110#8#6#110013	null	4	null
110105	0	0	null	null	1	110053
110106	0	35	110012|110#8#6#110013	null	4	null
110107	0	0	null	null	1	110054
110108	0	35	110012|110#8#6#110013	null	4	null
110109	0	0	null	null	1	110055
110110	0	35	110012|110#8#6#110013	null	4	null
110111	0	0	null	null	1	110056
110112	0	35	110012|110#8#6#110013	null	4	null
110113	0	0	null	null	1	110057
110114	0	35	110012|110#8#6#110013	null	4	null
110115	0	0	null	null	1	110058
110116	0	35	110012|110#8#6#110013	null	4	null
110117	0	0	null	null	1	110059
110118	0	35	110012|110#8#6#110013	null	4	null
110119	0	0	null	null	1	110060
110120	0	35	110012|110#8#6#110013	null	4	null
110121	0	0	null	null	1	110061
110122	0	35	110012|110#8#6#110013	null	4	null
110123	0	0	null	null	1	110062
110124	0	35	110012|110#8#6#110013	null	4	null
110125	0	0	null	null	1	110063
110126	0	35	110012|110#8#6#110013	null	4	null
110127	0	0	null	null	1	110064
110128	0	35	110012|110#8#6#110013	null	4	null
110129	0	0	null	null	1	110065
