Id	propName	propDesc	propIcon
333201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
333202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
333203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
333204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
334001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
334002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
334003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
334004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
334101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
334102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
334103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
334104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
334201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
334202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
334203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
334204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
335001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
335002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
335003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
335004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
335101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
335102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
335103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
335104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
335201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
335202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
335203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
335204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
336001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
336002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
336003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
336004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
336101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
336102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
336103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
336104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
336201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
336202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
336203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
336204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
337001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
337002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
337003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
337004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
337101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
337102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
337103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
337104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
337201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
337202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
337203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
337204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
338001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
338002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
338003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
338004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
338101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
338102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
338103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
338104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
338201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
338202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
338203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
338204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
339001	战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_put_zhil_01
339002	生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_put_zhil_01
339003	格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_put_zhil_01
339004	合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_put_zhil_01
339101	稀有战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_xiy_zhil_02
339102	稀有生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_xiy_zhil_02
339103	稀有格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_xiy_zhil_02
339104	稀有合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_xiy_zhil_02
339201	传说战斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_sanj_chuans_zhil_03
339202	传说生存芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_xinxing_chuans_zhil_03
339203	传说格斗芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_fangx_chuans_zhil_03
339204	传说合作芯片(治疗)	集齐套装可提升装备英雄的治疗	X1_yaunx_chuans_zhil_03
340001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
340002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
340003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
340004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
340101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
340102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
340103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
340104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
340201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
340202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
340203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
340204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
341001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
341002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
341003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
341004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
341101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
341102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
341103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
341104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
341201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
341202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
341203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
341204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
342001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
342002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
342003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
342004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
342101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
342102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
342103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
342104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
342201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
342202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
342203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
342204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
343001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
343002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
343003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
343004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
343101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
343102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
343103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
343104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
343201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
343202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
343203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
343204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
344001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
344002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
344003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
344004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
344101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
344102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
344103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
344104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
344201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
344202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
344203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
344204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
345001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
345002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
345003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
345004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
345101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
345102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
345103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
345104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
345201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
345202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
345203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
345204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
346001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
346002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
346003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
346004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
346101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
346102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
346103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
346104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
346201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
346202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
346203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
346204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
347001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
347002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
347003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
347004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
347101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
347102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
347103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
347104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
347201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
347202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
347203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
347204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
348001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
348002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
348003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
348004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
348101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
348102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
348103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
348104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
348201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
348202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
348203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
348204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
349001	战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_put_pofang_01
349002	生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_put_pofang_01
349003	格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_put_pofang_01
349004	合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_put_pofang_01
349101	稀有战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_xiy_pofang_02
349102	稀有生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_xiy_pofang_02
349103	稀有格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_xiy_pofang_02
349104	稀有合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_xiy_pofang_02
349201	传说战斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_sanj_chuans_pofang_03
349202	传说生存芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_xinxing_chuans_pofang_03
349203	传说格斗芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_fangx_chuans_pofang_03
349204	传说合作芯片(破防)	集齐套装可对肉盾型英雄造成额外伤害	X1_yaunx_chuans_pofang_03
350001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
350002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
350003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
350004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
350101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
350102	稀有生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_xiy_pomo_02
350103	稀有格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_xiy_pomo_02
350104	稀有合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_xiy_pomo_02
350201	传说战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_chuans_pomo_03
350202	传说生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_chuans_pomo_03
350203	传说格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_chuans_pomo_03
350204	传说合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_chuans_pomo_03
351001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
351002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
351003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
351004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
351101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
351102	稀有生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_xiy_pomo_02
351103	稀有格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_xiy_pomo_02
351104	稀有合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_xiy_pomo_02
351201	传说战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_chuans_pomo_03
351202	传说生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_chuans_pomo_03
351203	传说格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_chuans_pomo_03
351204	传说合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_chuans_pomo_03
352001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
352002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
352003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
352004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
352101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
352102	稀有生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_xiy_pomo_02
352103	稀有格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_xiy_pomo_02
352104	稀有合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_xiy_pomo_02
352201	传说战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_chuans_pomo_03
352202	传说生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_chuans_pomo_03
352203	传说格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_chuans_pomo_03
352204	传说合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_chuans_pomo_03
353001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
353002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
353003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
353004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
353101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
353102	稀有生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_xiy_pomo_02
353103	稀有格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_xiy_pomo_02
353104	稀有合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_xiy_pomo_02
353201	传说战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_chuans_pomo_03
353202	传说生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_chuans_pomo_03
353203	传说格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_chuans_pomo_03
353204	传说合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_chuans_pomo_03
354001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
354002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
354003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
354004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
354101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
354102	稀有生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_xiy_pomo_02
354103	稀有格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_xiy_pomo_02
354104	稀有合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_xiy_pomo_02
354201	传说战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_chuans_pomo_03
354202	传说生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_chuans_pomo_03
354203	传说格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_chuans_pomo_03
354204	传说合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_chuans_pomo_03
355001	战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_put_pomo_01
355002	生存芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_xinxing_put_pomo_01
355003	格斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_fangx_put_pomo_01
355004	合作芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_yaunx_put_pomo_01
355101	稀有战斗芯片(防爆)	集齐套装可对能量型英雄造成额外伤害	X1_sanj_xiy_pomo_02
