Id	MonsterGroupId	Award	FirstAward	BattleTime	NextId
617	2000617	14#328000|3#399600	null	10	618
618	2000618	14#328500|3#400200	null	10	619
619	2000619	14#329000|3#400800	null	10	620
620	2000620	14#329500|3#401400	3#1180000	10	621
621	2000621	14#330000|3#402000	null	10	622
622	2000622	14#330500|3#402600	null	10	623
623	2000623	14#331000|3#403200	null	10	624
624	2000624	14#331500|3#403800	null	10	625
625	2000625	14#332000|3#404400	3#1200000	10	626
626	2000626	14#332500|3#405000	null	10	627
627	2000627	14#333000|3#405600	null	10	628
628	2000628	14#333500|3#406200	null	10	629
629	2000629	14#334000|3#406800	null	10	630
630	2000630	14#334500|3#407400	19#1	10	631
631	2000631	14#335000|3#408000	null	10	632
632	2000632	14#335500|3#408600	null	10	633
633	2000633	14#336000|3#409200	null	10	634
634	2000634	14#336500|3#409800	null	10	635
635	2000635	14#337000|3#410400	3#1200000	10	636
636	2000636	14#337500|3#411000	null	10	637
637	2000637	14#338000|3#411600	null	10	638
638	2000638	14#338500|3#412200	null	10	639
639	2000639	14#339000|3#412800	null	10	640
640	2000640	14#339500|3#413400	3#1220000	10	641
641	2000641	14#340000|3#414000	null	10	642
642	2000642	14#340500|3#414600	null	10	643
643	2000643	14#341000|3#415200	null	10	644
644	2000644	14#341500|3#415800	null	10	645
645	2000645	14#342000|3#416400	19#1	10	646
646	2000646	14#342500|3#417000	null	10	647
647	2000647	14#343000|3#417600	null	10	648
648	2000648	14#343500|3#418200	null	10	649
649	2000649	14#344000|3#418800	null	10	650
650	2000650	14#344500|3#419400	3#1220000	10	651
651	2000651	14#345000|3#420000	null	10	652
652	2000652	14#345500|3#420600	null	10	653
653	2000653	14#346000|3#421200	null	10	654
654	2000654	14#346500|3#421800	null	10	655
655	2000655	14#347000|3#422400	3#1240000	10	656
656	2000656	14#347500|3#423000	null	10	657
657	2000657	14#348000|3#423600	null	10	658
658	2000658	14#348500|3#424200	null	10	659
659	2000659	14#349000|3#424800	null	10	660
660	2000660	14#349500|3#425400	19#1	10	661
661	2000661	14#350000|3#426000	null	10	662
662	2000662	14#350500|3#426600	null	10	663
663	2000663	14#351000|3#427200	null	10	664
664	2000664	14#351500|3#427800	null	10	665
665	2000665	14#352000|3#428400	3#1240000	10	666
666	2000666	14#352500|3#429000	null	10	667
667	2000667	14#353000|3#429600	null	10	668
668	2000668	14#353500|3#430200	null	10	669
669	2000669	14#354000|3#430800	null	10	670
670	2000670	14#354500|3#431400	3#1260000	10	671
671	2000671	14#355000|3#432000	null	10	672
672	2000672	14#355500|3#432600	null	10	673
673	2000673	14#356000|3#433200	null	10	674
674	2000674	14#356500|3#433800	null	10	675
675	2000675	14#357000|3#434400	19#1	10	676
676	2000676	14#357500|3#435000	null	10	677
677	2000677	14#358000|3#435600	null	10	678
678	2000678	14#358500|3#436200	null	10	679
679	2000679	14#359000|3#436800	null	10	680
680	2000680	14#359500|3#437400	3#1260000	10	681
681	2000681	14#360000|3#438000	null	10	682
682	2000682	14#360500|3#438600	null	10	683
683	2000683	14#361000|3#439200	null	10	684
684	2000684	14#361500|3#439800	null	10	685
685	2000685	14#362000|3#440400	3#1280000	10	686
686	2000686	14#362500|3#441000	null	10	687
687	2000687	14#363000|3#441600	null	10	688
688	2000688	14#363500|3#442200	null	10	689
689	2000689	14#364000|3#442800	null	10	690
690	2000690	14#364500|3#443400	19#1	10	691
691	2000691	14#365000|3#444000	null	10	692
692	2000692	14#365500|3#444600	null	10	693
693	2000693	14#366000|3#445200	null	10	694
694	2000694	14#366500|3#445800	null	10	695
695	2000695	14#367000|3#446400	3#1280000	10	696
696	2000696	14#367500|3#447000	null	10	697
697	2000697	14#368000|3#447600	null	10	698
698	2000698	14#368500|3#448200	null	10	699
699	2000699	14#369000|3#448800	null	10	700
700	2000700	14#369500|3#449400	3#1300000	10	701
701	2000701	14#370000|3#450000	null	10	702
702	2000702	14#370500|3#450600	null	10	703
703	2000703	14#371000|3#451200	null	10	704
704	2000704	14#371500|3#451800	null	10	705
705	2000705	14#372000|3#452400	19#1	10	706
706	2000706	14#372500|3#453000	null	10	707
707	2000707	14#373000|3#453600	null	10	708
708	2000708	14#373500|3#454200	null	10	709
709	2000709	14#374000|3#454800	null	10	710
710	2000710	14#374500|3#455400	3#1300000	10	711
711	2000711	14#375000|3#456000	null	10	712
712	2000712	14#375500|3#456600	null	10	713
713	2000713	14#376000|3#457200	null	10	714
714	2000714	14#376500|3#457800	null	10	715
715	2000715	14#377000|3#458400	3#1320000	10	716
716	2000716	14#377500|3#459000	null	10	717
717	2000717	14#378000|3#459600	null	10	718
718	2000718	14#378500|3#460200	null	10	719
719	2000719	14#379000|3#460800	null	10	720
720	2000720	14#379500|3#461400	19#1	10	721
721	2000721	14#380000|3#462000	null	10	722
722	2000722	14#380500|3#462600	null	10	723
723	2000723	14#381000|3#463200	null	10	724
724	2000724	14#381500|3#463800	null	10	725
725	2000725	14#382000|3#464400	3#1320000	10	726
726	2000726	14#382500|3#465000	null	10	727
727	2000727	14#383000|3#465600	null	10	728
728	2000728	14#383500|3#466200	null	10	729
729	2000729	14#384000|3#466800	null	10	730
730	2000730	14#384500|3#467400	3#1340000	10	731
731	2000731	14#385000|3#468000	null	10	732
732	2000732	14#385500|3#468600	null	10	733
733	2000733	14#386000|3#469200	null	10	734
734	2000734	14#386500|3#469800	null	10	735
735	2000735	14#387000|3#470400	19#1	10	736
736	2000736	14#387500|3#471000	null	10	737
737	2000737	14#388000|3#471600	null	10	738
738	2000738	14#388500|3#472200	null	10	739
739	2000739	14#389000|3#472800	null	10	740
740	2000740	14#389500|3#473400	3#1340000	10	741
741	2000741	14#390000|3#474000	null	10	742
742	2000742	14#390500|3#474600	null	10	743
743	2000743	14#391000|3#475200	null	10	744
744	2000744	14#391500|3#475800	null	10	745
745	2000745	14#392000|3#476400	3#1360000	10	746
746	2000746	14#392500|3#477000	null	10	747
747	2000747	14#393000|3#477600	null	10	748
748	2000748	14#393500|3#478200	null	10	749
749	2000749	14#394000|3#478800	null	10	750
750	2000750	14#394500|3#479400	19#1	10	751
751	2000751	14#395000|3#480000	null	10	752
752	2000752	14#395500|3#480600	null	10	753
753	2000753	14#396000|3#481200	null	10	754
754	2000754	14#396500|3#481800	null	10	755
755	2000755	14#397000|3#482400	3#1360000	10	756
756	2000756	14#397500|3#483000	null	10	757
757	2000757	14#398000|3#483600	null	10	758
758	2000758	14#398500|3#484200	null	10	759
759	2000759	14#399000|3#484800	null	10	760
760	2000760	14#399500|3#485400	3#1380000	10	761
761	2000761	14#400000|3#486000	null	10	762
762	2000762	14#400500|3#486600	null	10	763
763	2000763	14#401000|3#487200	null	10	764
764	2000764	14#401500|3#487800	null	10	765
765	2000765	14#402000|3#488400	19#1	10	766
766	2000766	14#402500|3#489000	null	10	767
767	2000767	14#403000|3#489600	null	10	768
768	2000768	14#403500|3#490200	null	10	769
769	2000769	14#404000|3#490800	null	10	770
770	2000770	14#404500|3#491400	3#1380000	10	771
771	2000771	14#405000|3#492000	null	10	772
772	2000772	14#405500|3#492600	null	10	773
773	2000773	14#406000|3#493200	null	10	774
774	2000774	14#406500|3#493800	null	10	775
775	2000775	14#407000|3#494400	3#1400000	10	776
776	2000776	14#407500|3#495000	null	10	777
777	2000777	14#408000|3#495600	null	10	778
778	2000778	14#408500|3#496200	null	10	779
779	2000779	14#409000|3#496800	null	10	780
780	2000780	14#409500|3#497400	19#1	10	781
781	2000781	14#410000|3#498000	null	10	782
782	2000782	14#410500|3#498600	null	10	783
783	2000783	14#411000|3#499200	null	10	784
784	2000784	14#411500|3#499800	null	10	785
785	2000785	14#412000|3#500400	3#1400000	10	786
786	2000786	14#412500|3#501000	null	10	787
787	2000787	14#413000|3#501600	null	10	788
788	2000788	14#413500|3#502200	null	10	789
789	2000789	14#414000|3#502800	null	10	790
790	2000790	14#414500|3#503400	3#1420000	10	791
791	2000791	14#415000|3#504000	null	10	792
792	2000792	14#415500|3#504600	null	10	793
793	2000793	14#416000|3#505200	null	10	794
794	2000794	14#416500|3#505800	null	10	795
795	2000795	14#417000|3#506400	19#1	10	796
796	2000796	14#417500|3#507000	null	10	797
797	2000797	14#418000|3#507600	null	10	798
798	2000798	14#418500|3#508200	null	10	799
799	2000799	14#419000|3#508800	null	10	800
800	2000800	14#419500|3#509400	3#1420000	10	801
801	2000801	14#420000|3#510000	null	10	802
802	2000802	14#420500|3#510600	null	10	803
803	2000803	14#421000|3#511200	null	10	804
804	2000804	14#421500|3#511800	null	10	805
805	2000805	14#422000|3#512400	3#1420000	10	806
806	2000806	14#422500|3#513000	null	10	807
807	2000807	14#423000|3#513600	null	10	808
808	2000808	14#423500|3#514200	null	10	809
809	2000809	14#424000|3#514800	null	10	810
810	2000810	14#424500|3#515400	19#1	10	811
811	2000811	14#425000|3#516000	null	10	812
812	2000812	14#425500|3#516600	null	10	813
813	2000813	14#426000|3#517200	null	10	814
814	2000814	14#426500|3#517800	null	10	815
815	2000815	14#427000|3#518400	3#1420000	10	816
816	2000816	14#427500|3#519000	null	10	817
817	2000817	14#428000|3#519600	null	10	818
818	2000818	14#428500|3#520200	null	10	819
819	2000819	14#429000|3#520800	null	10	820
820	2000820	14#429500|3#521400	3#1420000	10	821
821	2000821	14#430000|3#522000	null	10	822
822	2000822	14#430500|3#522600	null	10	823
823	2000823	14#431000|3#523200	null	10	824
824	2000824	14#431500|3#523800	null	10	825
825	2000825	14#432000|3#524400	19#1	10	826
826	2000826	14#432500|3#525000	null	10	827
827	2000827	14#433000|3#525600	null	10	828
828	2000828	14#433500|3#526200	null	10	829
829	2000829	14#434000|3#526800	null	10	830
830	2000830	14#434500|3#527400	3#1420000	10	831
831	2000831	14#435000|3#528000	null	10	832
832	2000832	14#435500|3#528600	null	10	833
833	2000833	14#436000|3#529200	null	10	834
834	2000834	14#436500|3#529800	null	10	835
835	2000835	14#437000|3#530400	3#1420000	10	836
836	2000836	14#437500|3#531000	null	10	837
837	2000837	14#438000|3#531600	null	10	838
838	2000838	14#438500|3#532200	null	10	839
839	2000839	14#439000|3#532800	null	10	840
840	2000840	14#439500|3#533400	19#1	10	841
841	2000841	14#440000|3#534000	null	10	842
842	2000842	14#440500|3#534600	null	10	843
843	2000843	14#441000|3#535200	null	10	844
844	2000844	14#441500|3#535800	null	10	845
845	2000845	14#442000|3#536400	3#1420000	10	846
846	2000846	14#442500|3#537000	null	10	847
847	2000847	14#443000|3#537600	null	10	848
848	2000848	14#443500|3#538200	null	10	849
849	2000849	14#444000|3#538800	null	10	850
850	2000850	14#444500|3#539400	3#1420000	10	851
851	2000851	14#445000|3#540000	null	10	852
852	2000852	14#445500|3#540600	null	10	853
853	2000853	14#446000|3#541200	null	10	854
854	2000854	14#446500|3#541800	null	10	855
855	2000855	14#447000|3#542400	19#1	10	856
856	2000856	14#447500|3#543000	null	10	857
857	2000857	14#448000|3#543600	null	10	858
858	2000858	14#448500|3#544200	null	10	859
859	2000859	14#449000|3#544800	null	10	860
860	2000860	14#449500|3#545400	3#1420000	10	861
861	2000861	14#450000|3#546000	null	10	862
862	2000862	14#450500|3#546600	null	10	863
863	2000863	14#451000|3#547200	null	10	864
864	2000864	14#451500|3#547800	null	10	865
865	2000865	14#452000|3#548400	3#1420000	10	866
866	2000866	14#452500|3#549000	null	10	867
867	2000867	14#453000|3#549600	null	10	868
868	2000868	14#453500|3#550200	null	10	869
869	2000869	14#454000|3#550800	null	10	870
870	2000870	14#454500|3#551400	19#1	10	871
871	2000871	14#455000|3#552000	null	10	872
872	2000872	14#455500|3#552600	null	10	873
873	2000873	14#456000|3#553200	null	10	874
874	2000874	14#456500|3#553800	null	10	875
875	2000875	14#457000|3#554400	3#1420000	10	876
876	2000876	14#457500|3#555000	null	10	877
877	2000877	14#458000|3#555600	null	10	878
878	2000878	14#458500|3#556200	null	10	879
879	2000879	14#459000|3#556800	null	10	880
880	2000880	14#459500|3#557400	3#1420000	10	881
881	2000881	14#460000|3#558000	null	10	882
882	2000882	14#460500|3#558600	null	10	883
883	2000883	14#461000|3#559200	null	10	884
884	2000884	14#461500|3#559800	null	10	885
885	2000885	14#462000|3#560400	19#1	10	886
886	2000886	14#462500|3#561000	null	10	887
887	2000887	14#463000|3#561600	null	10	888
888	2000888	14#463500|3#562200	null	10	889
889	2000889	14#464000|3#562800	null	10	890
890	2000890	14#464500|3#563400	3#1420000	10	891
891	2000891	14#465000|3#564000	null	10	892
892	2000892	14#465500|3#564600	null	10	893
893	2000893	14#466000|3#565200	null	10	894
894	2000894	14#466500|3#565800	null	10	895
895	2000895	14#467000|3#566400	3#1420000	10	896
896	2000896	14#467500|3#567000	null	10	897
897	2000897	14#468000|3#567600	null	10	898
898	2000898	14#468500|3#568200	null	10	899
899	2000899	14#469000|3#568800	null	10	900
900	2000900	14#469500|3#569400	19#1	10	901
901	2000901	14#470000|3#570000	null	10	902
902	2000902	14#470500|3#570600	null	10	903
903	2000903	14#471000|3#571200	null	10	904
904	2000904	14#471500|3#571800	null	10	905
905	2000905	14#472000|3#572400	3#1420000	10	906
906	2000906	14#472500|3#573000	null	10	907
907	2000907	14#473000|3#573600	null	10	908
908	2000908	14#473500|3#574200	null	10	909
909	2000909	14#474000|3#574800	null	10	910
910	2000910	14#474500|3#575400	3#1420000	10	911
911	2000911	14#475000|3#576000	null	10	912
912	2000912	14#475500|3#576600	null	10	913
913	2000913	14#476000|3#577200	null	10	914
914	2000914	14#476500|3#577800	null	10	915
915	2000915	14#477000|3#578400	19#1	10	916
916	2000916	14#477500|3#579000	null	10	917
917	2000917	14#478000|3#579600	null	10	918
918	2000918	14#478500|3#580200	null	10	919
919	2000919	14#479000|3#580800	null	10	920
920	2000920	14#479500|3#581400	3#1420000	10	921
921	2000921	14#480000|3#582000	null	10	922
922	2000922	14#480500|3#582600	null	10	923
923	2000923	14#481000|3#583200	null	10	924
924	2000924	14#481500|3#583800	null	10	925
925	2000925	14#482000|3#584400	3#1420000	10	926
926	2000926	14#482500|3#585000	null	10	927
927	2000927	14#483000|3#585600	null	10	928
928	2000928	14#483500|3#586200	null	10	929
929	2000929	14#484000|3#586800	null	10	930
930	2000930	14#484500|3#587400	19#1	10	931
931	2000931	14#485000|3#588000	null	10	932
932	2000932	14#485500|3#588600	null	10	933
933	2000933	14#486000|3#589200	null	10	934
934	2000934	14#486500|3#589800	null	10	935
935	2000935	14#487000|3#590400	3#1420000	10	936
936	2000936	14#487500|3#591000	null	10	937
937	2000937	14#488000|3#591600	null	10	938
938	2000938	14#488500|3#592200	null	10	939
939	2000939	14#489000|3#592800	null	10	940
940	2000940	14#489500|3#593400	3#1420000	10	941
941	2000941	14#490000|3#594000	null	10	942
942	2000942	14#490500|3#594600	null	10	943
943	2000943	14#491000|3#595200	null	10	944
944	2000944	14#491500|3#595800	null	10	945
945	2000945	14#492000|3#596400	19#1	10	946
946	2000946	14#492500|3#597000	null	10	947
947	2000947	14#493000|3#597600	null	10	948
948	2000948	14#493500|3#598200	null	10	949
949	2000949	14#494000|3#598800	null	10	950
950	2000950	14#494500|3#599400	3#1420000	10	951
951	2000951	14#495000|3#600000	null	10	952
952	2000952	14#495500|3#600600	null	10	953
953	2000953	14#496000|3#601200	null	10	954
954	2000954	14#496500|3#601800	null	10	955
955	2000955	14#497000|3#602400	3#1420000	10	956
956	2000956	14#497500|3#603000	null	10	957
957	2000957	14#498000|3#603600	null	10	958
958	2000958	14#498500|3#604200	null	10	959
959	2000959	14#499000|3#604800	null	10	960
960	2000960	14#499500|3#605400	19#1	10	961
961	2000961	14#500000|3#606000	null	10	962
962	2000962	14#500500|3#606600	null	10	963
963	2000963	14#501000|3#607200	null	10	964
964	2000964	14#501500|3#607800	null	10	965
965	2000965	14#502000|3#608400	3#1420000	10	966
966	2000966	14#502500|3#609000	null	10	967
967	2000967	14#503000|3#609600	null	10	968
968	2000968	14#503500|3#610200	null	10	969
969	2000969	14#504000|3#610800	null	10	970
970	2000970	14#504500|3#611400	3#1420000	10	971
971	2000971	14#505000|3#612000	null	10	972
972	2000972	14#505500|3#612600	null	10	973
973	2000973	14#506000|3#613200	null	10	974
974	2000974	14#506500|3#613800	null	10	975
975	2000975	14#507000|3#614400	19#1	10	976
976	2000976	14#507500|3#615000	null	10	977
977	2000977	14#508000|3#615600	null	10	978
978	2000978	14#508500|3#616200	null	10	979
979	2000979	14#509000|3#616800	null	10	980
980	2000980	14#509500|3#617400	3#1420000	10	981
981	2000981	14#510000|3#618000	null	10	982
982	2000982	14#510500|3#618600	null	10	983
983	2000983	14#511000|3#619200	null	10	984
984	2000984	14#511500|3#619800	null	10	985
985	2000985	14#512000|3#620400	3#1420000	10	986
986	2000986	14#512500|3#621000	null	10	987
987	2000987	14#513000|3#621600	null	10	988
988	2000988	14#513500|3#622200	null	10	989
989	2000989	14#514000|3#622800	null	10	990
990	2000990	14#514500|3#623400	19#1	10	991
991	2000991	14#515000|3#624000	null	10	992
992	2000992	14#515500|3#624600	null	10	993
993	2000993	14#516000|3#625200	null	10	994
994	2000994	14#516500|3#625800	null	10	995
995	2000995	14#517000|3#626400	3#1420000	10	996
996	2000996	14#517500|3#627000	null	10	997
997	2000997	14#518000|3#627600	null	10	998
998	2000998	14#518500|3#628200	null	10	999
999	2000999	14#519000|3#628800	null	10	1000
1000	2001000	14#519500|3#629400	3#1420000	10	1001
1001	2001001	14#520000|3#630000	null	10	1002
1002	2001002	14#520500|3#630600	null	10	1003
1003	2001003	14#521000|3#631200	null	10	1004
1004	2001004	14#521500|3#631800	null	10	1005
1005	2001005	14#522000|3#632400	19#1	10	1006
1006	2001006	14#522500|3#633000	null	10	1007
1007	2001007	14#523000|3#633600	null	10	1008
1008	2001008	14#523500|3#634200	null	10	1009
1009	2001009	14#524000|3#634800	null	10	1010
1010	2001010	14#524500|3#635400	3#1420000	10	1011
1011	2001011	14#525000|3#636000	null	10	1012
1012	2001012	14#525500|3#636600	null	10	1013
1013	2001013	14#526000|3#637200	null	10	1014
1014	2001014	14#526500|3#637800	null	10	1015
1015	2001015	14#527000|3#638400	3#1420000	10	1016
1016	2001016	14#527500|3#639000	null	10	1017
1017	2001017	14#528000|3#639600	null	10	1018
1018	2001018	14#528500|3#640200	null	10	1019
1019	2001019	14#529000|3#640800	null	10	1020
1020	2001020	14#529500|3#641400	19#1	10	1021
1021	2001021	14#530000|3#642000	null	10	1022
1022	2001022	14#530500|3#642600	null	10	1023
1023	2001023	14#531000|3#643200	null	10	1024
1024	2001024	14#531500|3#643800	null	10	1025
1025	2001025	14#532000|3#644400	3#1420000	10	1026
1026	2001026	14#532500|3#645000	null	10	1027
1027	2001027	14#533000|3#645600	null	10	1028
1028	2001028	14#533500|3#646200	null	10	1029
1029	2001029	14#534000|3#646800	null	10	1030
1030	2001030	14#534500|3#647400	3#1420000	10	1031
1031	2001031	14#535000|3#648000	null	10	1032
1032	2001032	14#535500|3#648600	null	10	1033
1033	2001033	14#536000|3#649200	null	10	1034
1034	2001034	14#536500|3#649800	null	10	1035
1035	2001035	14#537000|3#650400	19#1	10	1036
1036	2001036	14#537500|3#651000	null	10	1037
1037	2001037	14#538000|3#651600	null	10	1038
1038	2001038	14#538500|3#652200	null	10	1039
1039	2001039	14#539000|3#652800	null	10	1040
1040	2001040	14#539500|3#653400	3#1420000	10	1041
1041	2001041	14#540000|3#654000	null	10	1042
1042	2001042	14#540500|3#654600	null	10	1043
1043	2001043	14#541000|3#655200	null	10	1044
1044	2001044	14#541500|3#655800	null	10	1045
1045	2001045	14#542000|3#656400	3#1420000	10	1046
1046	2001046	14#542500|3#657000	null	10	1047
1047	2001047	14#543000|3#657600	null	10	1048
1048	2001048	14#543500|3#658200	null	10	1049
1049	2001049	14#544000|3#658800	null	10	1050
1050	2001050	14#544500|3#659400	19#1	10	1051
1051	2001051	14#545000|3#660000	null	10	1052
1052	2001052	14#545500|3#660600	null	10	1053
1053	2001053	14#546000|3#661200	null	10	1054
1054	2001054	14#546500|3#661800	null	10	1055
1055	2001055	14#547000|3#662400	3#1420000	10	1056
1056	2001056	14#547500|3#663000	null	10	1057
1057	2001057	14#548000|3#663600	null	10	1058
1058	2001058	14#548500|3#664200	null	10	1059
1059	2001059	14#549000|3#664800	null	10	1060
1060	2001060	14#549500|3#665400	3#1420000	10	1061
1061	2001061	14#550000|3#666000	null	10	1062
1062	2001062	14#550500|3#666600	null	10	1063
1063	2001063	14#551000|3#667200	null	10	1064
1064	2001064	14#551500|3#667800	null	10	1065
1065	2001065	14#552000|3#668400	19#1	10	1066
1066	2001066	14#552500|3#669000	null	10	1067
1067	2001067	14#553000|3#669600	null	10	1068
1068	2001068	14#553500|3#670200	null	10	1069
1069	2001069	14#554000|3#670800	null	10	1070
1070	2001070	14#554500|3#671400	3#1420000	10	1071
1071	2001071	14#555000|3#672000	null	10	1072
1072	2001072	14#555500|3#672600	null	10	1073
1073	2001073	14#556000|3#673200	null	10	1074
1074	2001074	14#556500|3#673800	null	10	1075
1075	2001075	14#557000|3#674400	3#1420000	10	1076
1076	2001076	14#557500|3#675000	null	10	1077
1077	2001077	14#558000|3#675600	null	10	1078
1078	2001078	14#558500|3#676200	null	10	1079
1079	2001079	14#559000|3#676800	null	10	1080
1080	2001080	14#559500|3#677400	19#1	10	1081
1081	2001081	14#560000|3#678000	null	10	1082
1082	2001082	14#560500|3#678600	null	10	1083
1083	2001083	14#561000|3#679200	null	10	1084
1084	2001084	14#561500|3#679800	null	10	1085
1085	2001085	14#562000|3#680400	3#1420000	10	1086
1086	2001086	14#562500|3#681000	null	10	1087
1087	2001087	14#563000|3#681600	null	10	1088
1088	2001088	14#563500|3#682200	null	10	1089
1089	2001089	14#564000|3#682800	null	10	1090
1090	2001090	14#564500|3#683400	3#1420000	10	1091
1091	2001091	14#565000|3#684000	null	10	1092
1092	2001092	14#565500|3#684600	null	10	1093
1093	2001093	14#566000|3#685200	null	10	1094
1094	2001094	14#566500|3#685800	null	10	1095
1095	2001095	14#567000|3#686400	19#1	10	1096
1096	2001096	14#567500|3#687000	null	10	1097
1097	2001097	14#568000|3#687600	null	10	1098
1098	2001098	14#568500|3#688200	null	10	1099
1099	2001099	14#569000|3#688800	null	10	1100
1100	2001100	14#569500|3#689400	3#1420000	10	1101
1101	2001101	14#570000|3#690000	null	10	1102
1102	2001102	14#570500|3#690600	null	10	1103
1103	2001103	14#571000|3#691200	null	10	1104
1104	2001104	14#571500|3#691800	null	10	1105
1105	2001105	14#572000|3#692400	3#1420000	10	1106
1106	2001106	14#572500|3#693000	null	10	1107
1107	2001107	14#573000|3#693600	null	10	1108
1108	2001108	14#573500|3#694200	null	10	1109
1109	2001109	14#574000|3#694800	null	10	1110
1110	2001110	14#574500|3#695400	19#1	10	1111
1111	2001111	14#575000|3#696000	null	10	1112
1112	2001112	14#575500|3#696600	null	10	1113
1113	2001113	14#576000|3#697200	null	10	1114
1114	2001114	14#576500|3#697800	null	10	1115
1115	2001115	14#577000|3#698400	3#1420000	10	1116
1116	2001116	14#577500|3#699000	null	10	1117
1117	2001117	14#578000|3#699600	null	10	1118
1118	2001118	14#578500|3#700200	null	10	1119
1119	2001119	14#579000|3#700800	null	10	1120
1120	2001120	14#579500|3#701400	3#1420000	10	1121
1121	2001121	14#580000|3#702000	null	10	1122
1122	2001122	14#580500|3#702600	null	10	1123
1123	2001123	14#581000|3#703200	null	10	1124
1124	2001124	14#581500|3#703800	null	10	1125
1125	2001125	14#582000|3#704400	19#1	10	1126
1126	2001126	14#582500|3#705000	null	10	1127
1127	2001127	14#583000|3#705600	null	10	1128
1128	2001128	14#583500|3#706200	null	10	1129
1129	2001129	14#584000|3#706800	null	10	1130
1130	2001130	14#584500|3#707400	3#1420000	10	1131
1131	2001131	14#585000|3#708000	null	10	1132
1132	2001132	14#585500|3#708600	null	10	1133
1133	2001133	14#586000|3#709200	null	10	1134
1134	2001134	14#586500|3#709800	null	10	1135
1135	2001135	14#587000|3#710400	3#1420000	10	1136
1136	2001136	14#587500|3#711000	null	10	1137
1137	2001137	14#588000|3#711600	null	10	1138
1138	2001138	14#588500|3#712200	null	10	1139
1139	2001139	14#589000|3#712800	null	10	1140
1140	2001140	14#589500|3#713400	19#1	10	1141
1141	2001141	14#590000|3#714000	null	10	1142
1142	2001142	14#590500|3#714600	null	10	1143
1143	2001143	14#591000|3#715200	null	10	1144
1144	2001144	14#591500|3#715800	null	10	1145
1145	2001145	14#592000|3#716400	3#1420000	10	1146
1146	2001146	14#592500|3#717000	null	10	1147
1147	2001147	14#593000|3#717600	null	10	1148
1148	2001148	14#593500|3#718200	null	10	1149
1149	2001149	14#594000|3#718800	null	10	1150
1150	2001150	14#594500|3#719400	3#1420000	10	1151
1151	2001151	14#595000|3#720000	null	10	1152
1152	2001152	14#595500|3#720600	null	10	1153
1153	2001153	14#596000|3#721200	null	10	1154
1154	2001154	14#596500|3#721800	null	10	1155
1155	2001155	14#597000|3#722400	19#1	10	1156
1156	2001156	14#597500|3#723000	null	10	1157
1157	2001157	14#598000|3#723600	null	10	1158
1158	2001158	14#598500|3#724200	null	10	1159
1159	2001159	14#599000|3#724800	null	10	1160
1160	2001160	14#599500|3#725400	3#1420000	10	1161
1161	2001161	14#600000|3#726000	null	10	1162
1162	2001162	14#600500|3#726600	null	10	1163
1163	2001163	14#601000|3#727200	null	10	1164
1164	2001164	14#601500|3#727800	null	10	1165
1165	2001165	14#602000|3#728400	3#1420000	10	1166
1166	2001166	14#602500|3#729000	null	10	1167
1167	2001167	14#603000|3#729600	null	10	1168
1168	2001168	14#603500|3#730200	null	10	1169
1169	2001169	14#604000|3#730800	null	10	1170
1170	2001170	14#604500|3#731400	19#1	10	1171
1171	2001171	14#605000|3#732000	null	10	1172
1172	2001172	14#605500|3#732600	null	10	1173
1173	2001173	14#606000|3#733200	null	10	1174
1174	2001174	14#606500|3#733800	null	10	1175
1175	2001175	14#607000|3#734400	3#1420000	10	1176
1176	2001176	14#607500|3#735000	null	10	1177
1177	2001177	14#608000|3#735600	null	10	1178
1178	2001178	14#608500|3#736200	null	10	1179
1179	2001179	14#609000|3#736800	null	10	1180
1180	2001180	14#609500|3#737400	3#1420000	10	1181
1181	2001181	14#610000|3#738000	null	10	1182
1182	2001182	14#610500|3#738600	null	10	1183
1183	2001183	14#611000|3#739200	null	10	1184
1184	2001184	14#611500|3#739800	null	10	1185
1185	2001185	14#612000|3#740400	19#1	10	1186
1186	2001186	14#612500|3#741000	null	10	1187
1187	2001187	14#613000|3#741600	null	10	1188
1188	2001188	14#613500|3#742200	null	10	1189
1189	2001189	14#614000|3#742800	null	10	1190
1190	2001190	14#614500|3#743400	3#1420000	10	1191
1191	2001191	14#615000|3#744000	null	10	1192
1192	2001192	14#615500|3#744600	null	10	1193
1193	2001193	14#616000|3#745200	null	10	1194
1194	2001194	14#616500|3#745800	null	10	1195
1195	2001195	14#617000|3#746400	3#1420000	10	1196
1196	2001196	14#617500|3#747000	null	10	1197
1197	2001197	14#618000|3#747600	null	10	1198
1198	2001198	14#618500|3#748200	null	10	1199
1199	2001199	14#619000|3#748800	null	10	1200
1200	2001200	14#619500|3#749400	19#1	10	1201
1201	2001201	14#620000|3#750000	null	10	1202
1202	2001202	14#620500|3#750600	null	10	1203
1203	2001203	14#621000|3#751200	null	10	1204
1204	2001204	14#621500|3#751800	null	10	1205
1205	2001205	14#622000|3#752400	3#1420000	10	1206
1206	2001206	14#622500|3#753000	null	10	1207
1207	2001207	14#623000|3#753600	null	10	1208
1208	2001208	14#623500|3#754200	null	10	1209
1209	2001209	14#624000|3#754800	null	10	1210
1210	2001210	14#624500|3#755400	3#1420000	10	1211
1211	2001211	14#625000|3#756000	null	10	1212
1212	2001212	14#625500|3#756600	null	10	1213
1213	2001213	14#626000|3#757200	null	10	1214
