Id	GeneralId	Lev	TotalExp	AddExp	AddAtt	UpgradeExpend	FirstAtt
360	3	90	100	10	2#9|1#90	17001#178|14#2665600	2#21769|1#235311
361	3	91	120	10	2#9|1#95	17001#180|14#2695000	2#22178|1#239734
362	3	92	120	10	2#9|1#95	17001#182|14#2724400	2#22668|1#245042
363	3	93	120	10	2#9|1#95	17001#184|14#2753800	2#23159|1#250350
364	3	94	120	10	2#9|1#95	17001#186|14#2783200	2#23651|1#255657
365	3	95	120	10	2#9|1#95	17001#188|14#2812600	2#24142|1#260965
366	3	96	120	10	2#9|1#95	17001#190|14#2842000	2#24633|1#266273
367	3	97	120	10	2#9|1#95	17001#192|14#2871400	2#25124|1#271581
368	3	98	120	10	2#9|1#95	17001#194|14#2900800	2#25615|1#276888
369	3	99	120	10	2#9|1#95	17001#196|14#2930200	2#26105|1#282196
370	3	100	120	10	2#9|1#95	17001#196|14#2930200	2#26596|1#287503
371	3	101	120	10	2#9|1#95	17001#196|14#2930200	2#27087|1#292810
372	3	102	120	10	2#9|1#95	17001#196|14#2930200	2#27578|1#298117
373	3	103	120	10	2#9|1#95	17001#196|14#2930200	2#28069|1#303424
374	3	104	120	10	2#9|1#95	17001#196|14#2930200	2#28560|1#308731
375	3	105	120	10	2#9|1#95	17001#196|14#2930200	2#29051|1#314038
376	3	106	120	10	2#9|1#95	17001#196|14#2930200	2#29542|1#319345
377	3	107	120	10	2#9|1#95	17001#196|14#2930200	2#30033|1#324652
378	3	108	120	10	2#9|1#95	17001#196|14#2930200	2#30524|1#329959
379	3	109	120	10	2#9|1#95	17001#196|14#2930200	2#31015|1#335266
380	3	110	120	10	2#9|1#95	17001#196|14#2930200	2#31506|1#340573
381	3	111	120	10	2#9|1#95	17001#196|14#2930200	2#31997|1#345880
382	3	112	120	10	2#9|1#95	17001#196|14#2930200	2#32488|1#351187
383	3	113	120	10	2#9|1#95	17001#196|14#2930200	2#32979|1#356494
384	3	114	120	10	2#9|1#95	17001#196|14#2930200	2#33470|1#361801
385	3	115	120	10	2#9|1#95	17001#196|14#2930200	2#33961|1#367108
386	3	116	120	10	2#9|1#95	17001#196|14#2930200	2#34452|1#372415
387	3	117	120	10	2#9|1#95	17001#196|14#2930200	2#34943|1#377722
388	3	118	120	10	2#9|1#95	17001#196|14#2930200	2#35434|1#383029
389	3	119	120	10	2#9|1#95	17001#196|14#2930200	2#35925|1#388336
390	3	120	120	10	2#9|1#95	17001#196|14#2930200	2#36416|1#393643
391	3	121	120	10	2#9|1#95	17001#196|14#2930200	2#36907|1#398950
392	3	122	120	10	2#9|1#95	17001#196|14#2930200	2#37398|1#404257
393	3	123	120	10	2#9|1#95	17001#196|14#2930200	2#37889|1#409564
394	3	124	120	10	2#9|1#95	17001#196|14#2930200	2#38380|1#414871
395	3	125	120	10	2#9|1#95	17001#196|14#2930200	2#38871|1#420178
396	3	126	120	10	2#9|1#95	17001#196|14#2930200	2#39362|1#425485
397	3	127	120	10	2#9|1#95	17001#196|14#2930200	2#39853|1#430792
398	3	128	120	10	2#9|1#95	17001#196|14#2930200	2#40344|1#436099
399	3	129	120	10	2#9|1#95	17001#196|14#2930200	2#40835|1#441406
400	3	130	120	10	2#9|1#95	17001#196|14#2930200	2#41326|1#446713
401	3	131	120	10	2#9|1#95	17001#196|14#2930200	2#41817|1#452020
402	3	132	120	10	2#9|1#95	17001#196|14#2930200	2#42308|1#457327
403	3	133	120	10	2#9|1#95	17001#196|14#2930200	2#42799|1#462634
404	3	134	120	10	2#9|1#95	17001#196|14#2930200	2#43290|1#467941
405	3	135	0	0	null	17001#196|14#2930201	2#43781|1#473248
406	4	1	20	10	2#5|1#50	17004#5|14#49000	2#85|1#1024
407	4	2	20	10	2#5|1#50	17004#6|14#78400	2#171|1#2048
408	4	3	20	10	2#5|1#50	17004#7|14#107800	2#257|1#3072
409	4	4	20	10	2#5|1#50	17004#8|14#137200	2#342|1#4097
410	4	5	20	10	2#5|1#50	17004#9|14#166600	2#428|1#5121
411	4	6	20	10	2#5|1#50	17004#10|14#196000	2#514|1#6145
412	4	7	20	10	2#5|1#50	17004#12|14#225400	2#600|1#7170
413	4	8	20	10	2#5|1#50	17004#14|14#254800	2#686|1#8194
414	4	9	20	10	2#5|1#50	17004#16|14#284200	2#771|1#9218
415	4	10	20	10	2#5|1#50	17004#18|14#313600	2#856|1#10242
416	4	11	30	10	2#5|1#55	17004#20|14#343000	2#942|1#11267
417	4	12	30	10	2#5|1#55	17004#22|14#372400	2#1072|1#12804
418	4	13	30	10	2#5|1#55	17004#24|14#401800	2#1200|1#14340
419	4	14	30	10	2#5|1#55	17004#26|14#431200	2#1328|1#15876
420	4	15	30	10	2#5|1#55	17004#28|14#460600	2#1457|1#17412
421	4	16	30	10	2#5|1#55	17004#30|14#490000	2#1586|1#18950
422	4	17	30	10	2#5|1#55	17004#32|14#519400	2#1714|1#20486
423	4	18	30	10	2#5|1#55	17004#34|14#548800	2#1843|1#22022
424	4	19	30	10	2#5|1#55	17004#36|14#578200	2#1972|1#23558
425	4	20	30	10	2#5|1#55	17004#38|14#607600	2#2100|1#25095
426	4	21	40	10	2#6|1#60	17004#40|14#637000	2#2229|1#26632
427	4	22	40	10	2#6|1#60	17004#42|14#666400	2#2400|1#28680
428	4	23	40	10	2#6|1#60	17004#44|14#695800	2#2571|1#30728
429	4	24	40	10	2#6|1#60	17004#46|14#725200	2#2743|1#32778
430	4	25	40	10	2#6|1#60	17004#48|14#754600	2#2915|1#34826
431	4	26	40	10	2#6|1#60	17004#50|14#784000	2#3086|1#36874
432	4	27	40	10	2#6|1#60	17004#52|14#813400	2#3257|1#38923
433	4	28	40	10	2#6|1#60	17004#54|14#842800	2#3429|1#40972
434	4	29	40	10	2#6|1#60	17004#56|14#872200	2#3601|1#43020
435	4	30	40	10	2#6|1#60	17004#58|14#901600	2#3771|1#45069
436	4	31	50	10	2#6|1#65	17004#60|14#931000	2#3943|1#47118
437	4	32	50	10	2#6|1#65	17004#62|14#960400	2#4157|1#49679
438	4	33	50	10	2#6|1#65	17004#64|14#989800	2#4372|1#52239
439	4	34	50	10	2#6|1#65	17004#66|14#1019200	2#4586|1#54800
440	4	35	50	10	2#6|1#65	17004#68|14#1048600	2#4801|1#57361
441	4	36	50	10	2#6|1#65	17004#70|14#1078000	2#5015|1#59921
442	4	37	50	10	2#6|1#65	17004#72|14#1107400	2#5230|1#62483
443	4	38	50	10	2#6|1#65	17004#74|14#1136800	2#5444|1#65043
444	4	39	50	10	2#6|1#65	17004#76|14#1166200	2#5658|1#67603
445	4	40	50	10	2#6|1#65	17004#78|14#1195600	2#5872|1#70165
446	4	41	60	10	2#7|1#70	17004#80|14#1225000	2#6086|1#72725
447	4	42	60	10	2#7|1#70	17004#82|14#1254400	2#6344|1#75798
448	4	43	60	10	2#7|1#70	17004#84|14#1283800	2#6601|1#78871
449	4	44	60	10	2#7|1#70	17004#86|14#1313200	2#6858|1#81944
450	4	45	60	10	2#7|1#70	17004#88|14#1342600	2#7115|1#85017
451	4	46	60	10	2#7|1#70	17004#90|14#1372000	2#7373|1#88090
452	4	47	60	10	2#7|1#70	17004#92|14#1401400	2#7630|1#91163
453	4	48	60	10	2#7|1#70	17004#94|14#1430800	2#7887|1#94236
454	4	49	60	10	2#7|1#70	17004#96|14#1460200	2#8145|1#97308
455	4	50	60	10	2#7|1#70	17004#98|14#1489600	2#8401|1#100382
456	4	51	70	10	2#7|1#75	17004#100|14#1519000	2#8659|1#103454
457	4	52	70	10	2#7|1#75	17004#102|14#1548400	2#8959|1#107040
458	4	53	70	10	2#7|1#75	17004#104|14#1577800	2#9259|1#110624
459	4	54	70	10	2#7|1#75	17004#106|14#1607200	2#9559|1#114210
460	4	55	70	10	2#7|1#75	17004#108|14#1636600	2#9859|1#117795
461	4	56	70	10	2#7|1#75	17004#110|14#1666000	2#10160|1#121380
462	4	57	70	10	2#7|1#75	17004#112|14#1695400	2#10460|1#124965
463	4	58	70	10	2#7|1#75	17004#114|14#1724800	2#10760|1#128550
464	4	59	70	10	2#7|1#75	17004#116|14#1754200	2#11060|1#132135
465	4	60	70	10	2#7|1#75	17004#118|14#1783600	2#11359|1#135721
466	4	61	80	10	2#8|1#80	17004#120|14#1813000	2#11659|1#139305
467	4	62	80	10	2#8|1#80	17004#122|14#1842400	2#12003|1#143403
468	4	63	80	10	2#8|1#80	17004#124|14#1871800	2#12345|1#147499
469	4	64	80	10	2#8|1#80	17004#126|14#1901200	2#12689|1#151597
470	4	65	80	10	2#8|1#80	17004#128|14#1930600	2#13031|1#155695
471	4	66	80	10	2#8|1#80	17004#130|14#1960000	2#13374|1#159791
472	4	67	80	10	2#8|1#80	17004#132|14#1989400	2#13717|1#163889
473	4	68	80	10	2#8|1#80	17004#134|14#2018800	2#14060|1#167986
474	4	69	80	10	2#8|1#80	17004#136|14#2048200	2#14403|1#172083
475	4	70	80	10	2#8|1#80	17004#138|14#2077600	2#14746|1#176180
476	4	71	90	10	2#8|1#85	17004#140|14#2107000	2#15088|1#180278
477	4	72	90	10	2#8|1#85	17004#142|14#2136400	2#15474|1#184887
478	4	73	90	10	2#8|1#85	17004#144|14#2165800	2#15860|1#189496
479	4	74	90	10	2#8|1#85	17004#146|14#2195200	2#16246|1#194106
480	4	75	90	10	2#8|1#85	17004#148|14#2224600	2#16632|1#198715
481	4	76	90	10	2#8|1#85	17004#150|14#2254000	2#17017|1#203324
482	4	77	90	10	2#8|1#85	17004#152|14#2283400	2#17403|1#207934
483	4	78	90	10	2#8|1#85	17004#154|14#2312800	2#17789|1#212543
484	4	79	90	10	2#8|1#85	17004#156|14#2342200	2#18175|1#217153
485	4	80	90	10	2#8|1#85	17004#158|14#2371600	2#18561|1#221762
486	4	81	100	10	2#9|1#90	17004#160|14#2401000	2#18947|1#226371
487	4	82	100	10	2#9|1#90	17004#162|14#2430400	2#19376|1#231493
488	4	83	100	10	2#9|1#90	17004#164|14#2459800	2#19804|1#236615
489	4	84	100	10	2#9|1#90	17004#166|14#2489200	2#20233|1#241736
490	4	85	100	10	2#9|1#90	17004#168|14#2518600	2#20662|1#246858
491	4	86	100	10	2#9|1#90	17004#170|14#2548000	2#21090|1#251979
492	4	87	100	10	2#9|1#90	17004#172|14#2577400	2#21519|1#257101
493	4	88	100	10	2#9|1#90	17004#174|14#2606800	2#21947|1#262222
494	4	89	100	10	2#9|1#90	17004#176|14#2636200	2#22377|1#267344
495	4	90	100	10	2#9|1#90	17004#178|14#2665600	2#22805|1#272466
496	4	91	120	10	2#9|1#95	17004#180|14#2695000	2#23234|1#277587
497	4	92	120	10	2#9|1#95	17004#182|14#2724400	2#23748|1#283733
498	4	93	120	10	2#9|1#95	17004#184|14#2753800	2#24262|1#289879
499	4	94	120	10	2#9|1#95	17004#186|14#2783200	2#24777|1#296025
500	4	95	120	10	2#9|1#95	17004#188|14#2812600	2#25291|1#302171
501	4	96	120	10	2#9|1#95	17004#190|14#2842000	2#25806|1#308317
502	4	97	120	10	2#9|1#95	17004#192|14#2871400	2#26321|1#314462
503	4	98	120	10	2#9|1#95	17004#194|14#2900800	2#26835|1#320608
504	4	99	120	10	2#9|1#95	17004#196|14#2930200	2#27349|1#326754
505	4	100	120	10	2#9|1#95	17004#196|14#2930200	2#27863|1#332900
506	4	101	120	10	2#9|1#95	17004#196|14#2930200	2#28377|1#339046
507	4	102	120	10	2#9|1#95	17004#196|14#2930200	2#28891|1#345192
508	4	103	120	10	2#9|1#95	17004#196|14#2930200	2#29405|1#351338
509	4	104	120	10	2#9|1#95	17004#196|14#2930200	2#29919|1#357484
510	4	105	120	10	2#9|1#95	17004#196|14#2930200	2#30433|1#363630
511	4	106	120	10	2#9|1#95	17004#196|14#2930200	2#30947|1#369776
512	4	107	120	10	2#9|1#95	17004#196|14#2930200	2#31461|1#375922
513	4	108	120	10	2#9|1#95	17004#196|14#2930200	2#31975|1#382068
514	4	109	120	10	2#9|1#95	17004#196|14#2930200	2#32489|1#388214
515	4	110	120	10	2#9|1#95	17004#196|14#2930200	2#33003|1#394360
516	4	111	120	10	2#9|1#95	17004#196|14#2930200	2#33517|1#400506
517	4	112	120	10	2#9|1#95	17004#196|14#2930200	2#34031|1#406652
518	4	113	120	10	2#9|1#95	17004#196|14#2930200	2#34545|1#412798
519	4	114	120	10	2#9|1#95	17004#196|14#2930200	2#35059|1#418944
520	4	115	120	10	2#9|1#95	17004#196|14#2930200	2#35573|1#425090
521	4	116	120	10	2#9|1#95	17004#196|14#2930200	2#36087|1#431236
522	4	117	120	10	2#9|1#95	17004#196|14#2930200	2#36601|1#437382
523	4	118	120	10	2#9|1#95	17004#196|14#2930200	2#37115|1#443528
524	4	119	120	10	2#9|1#95	17004#196|14#2930200	2#37629|1#449674
525	4	120	120	10	2#9|1#95	17004#196|14#2930200	2#38143|1#455820
526	4	121	120	10	2#9|1#95	17004#196|14#2930200	2#38657|1#461966
527	4	122	120	10	2#9|1#95	17004#196|14#2930200	2#39171|1#468112
528	4	123	120	10	2#9|1#95	17004#196|14#2930200	2#39685|1#474258
529	4	124	120	10	2#9|1#95	17004#196|14#2930200	2#40199|1#480404
530	4	125	120	10	2#9|1#95	17004#196|14#2930200	2#40713|1#486550
531	4	126	120	10	2#9|1#95	17004#196|14#2930200	2#41227|1#492696
532	4	127	120	10	2#9|1#95	17004#196|14#2930200	2#41741|1#498842
533	4	128	120	10	2#9|1#95	17004#196|14#2930200	2#42255|1#504988
534	4	129	120	10	2#9|1#95	17004#196|14#2930200	2#42769|1#511134
535	4	130	120	10	2#9|1#95	17004#196|14#2930200	2#43283|1#517280
536	4	131	120	10	2#9|1#95	17004#196|14#2930200	2#43797|1#523426
537	4	132	120	10	2#9|1#95	17004#196|14#2930200	2#44311|1#529572
538	4	133	120	10	2#9|1#95	17004#196|14#2930200	2#44825|1#535718
539	4	134	120	10	2#9|1#95	17004#196|14#2930200	2#45339|1#541864
540	4	135	0	0	null	17004#196|14#2930201	2#45853|1#548010
541	5	1	20	10	2#5|1#50	17005#5|14#49000	2#85|1#1024
542	5	2	20	10	2#5|1#50	17005#6|14#78400	2#171|1#2048
543	5	3	20	10	2#5|1#50	17005#7|14#107800	2#257|1#3072
544	5	4	20	10	2#5|1#50	17005#8|14#137200	2#342|1#4097
545	5	5	20	10	2#5|1#50	17005#9|14#166600	2#428|1#5121
546	5	6	20	10	2#5|1#50	17005#10|14#196000	2#514|1#6145
547	5	7	20	10	2#5|1#50	17005#12|14#225400	2#600|1#7170
548	5	8	20	10	2#5|1#50	17005#14|14#254800	2#686|1#8194
549	5	9	20	10	2#5|1#50	17005#16|14#284200	2#771|1#9218
550	5	10	20	10	2#5|1#50	17005#18|14#313600	2#856|1#10242
551	5	11	30	10	2#5|1#55	17005#20|14#343000	2#942|1#11267
552	5	12	30	10	2#5|1#55	17005#22|14#372400	2#1072|1#12804
553	5	13	30	10	2#5|1#55	17005#24|14#401800	2#1200|1#14340
554	5	14	30	10	2#5|1#55	17005#26|14#431200	2#1328|1#15876
555	5	15	30	10	2#5|1#55	17005#28|14#460600	2#1457|1#17412
556	5	16	30	10	2#5|1#55	17005#30|14#490000	2#1586|1#18950
557	5	17	30	10	2#5|1#55	17005#32|14#519400	2#1714|1#20486
558	5	18	30	10	2#5|1#55	17005#34|14#548800	2#1843|1#22022
559	5	19	30	10	2#5|1#55	17005#36|14#578200	2#1972|1#23558
560	5	20	30	10	2#5|1#55	17005#38|14#607600	2#2100|1#25095
561	5	21	40	10	2#6|1#60	17005#40|14#637000	2#2229|1#26632
562	5	22	40	10	2#6|1#60	17005#42|14#666400	2#2400|1#28680
563	5	23	40	10	2#6|1#60	17005#44|14#695800	2#2571|1#30728
564	5	24	40	10	2#6|1#60	17005#46|14#725200	2#2743|1#32778
565	5	25	40	10	2#6|1#60	17005#48|14#754600	2#2915|1#34826
566	5	26	40	10	2#6|1#60	17005#50|14#784000	2#3086|1#36874
567	5	27	40	10	2#6|1#60	17005#52|14#813400	2#3257|1#38923
568	5	28	40	10	2#6|1#60	17005#54|14#842800	2#3429|1#40972
569	5	29	40	10	2#6|1#60	17005#56|14#872200	2#3601|1#43020
570	5	30	40	10	2#6|1#60	17005#58|14#901600	2#3771|1#45069
571	5	31	50	10	2#6|1#65	17005#60|14#931000	2#3943|1#47118
572	5	32	50	10	2#6|1#65	17005#62|14#960400	2#4157|1#49679
573	5	33	50	10	2#6|1#65	17005#64|14#989800	2#4372|1#52239
574	5	34	50	10	2#6|1#65	17005#66|14#1019200	2#4586|1#54800
575	5	35	50	10	2#6|1#65	17005#68|14#1048600	2#4801|1#57361
576	5	36	50	10	2#6|1#65	17005#70|14#1078000	2#5015|1#59921
577	5	37	50	10	2#6|1#65	17005#72|14#1107400	2#5230|1#62483
578	5	38	50	10	2#6|1#65	17005#74|14#1136800	2#5444|1#65043
579	5	39	50	10	2#6|1#65	17005#76|14#1166200	2#5658|1#67603
580	5	40	50	10	2#6|1#65	17005#78|14#1195600	2#5872|1#70165
581	5	41	60	10	2#7|1#70	17005#80|14#1225000	2#6086|1#72725
582	5	42	60	10	2#7|1#70	17005#82|14#1254400	2#6344|1#75798
583	5	43	60	10	2#7|1#70	17005#84|14#1283800	2#6601|1#78871
584	5	44	60	10	2#7|1#70	17005#86|14#1313200	2#6858|1#81944
585	5	45	60	10	2#7|1#70	17005#88|14#1342600	2#7115|1#85017
586	5	46	60	10	2#7|1#70	17005#90|14#1372000	2#7373|1#88090
587	5	47	60	10	2#7|1#70	17005#92|14#1401400	2#7630|1#91163
588	5	48	60	10	2#7|1#70	17005#94|14#1430800	2#7887|1#94236
589	5	49	60	10	2#7|1#70	17005#96|14#1460200	2#8145|1#97308
590	5	50	60	10	2#7|1#70	17005#98|14#1489600	2#8401|1#100382
591	5	51	70	10	2#7|1#75	17005#100|14#1519000	2#8659|1#103454
592	5	52	70	10	2#7|1#75	17005#102|14#1548400	2#8959|1#107040
593	5	53	70	10	2#7|1#75	17005#104|14#1577800	2#9259|1#110624
594	5	54	70	10	2#7|1#75	17005#106|14#1607200	2#9559|1#114210
595	5	55	70	10	2#7|1#75	17005#108|14#1636600	2#9859|1#117795
596	5	56	70	10	2#7|1#75	17005#110|14#1666000	2#10160|1#121380
597	5	57	70	10	2#7|1#75	17005#112|14#1695400	2#10460|1#124965
598	5	58	70	10	2#7|1#75	17005#114|14#1724800	2#10760|1#128550
599	5	59	70	10	2#7|1#75	17005#116|14#1754200	2#11060|1#132135
600	5	60	70	10	2#7|1#75	17005#118|14#1783600	2#11359|1#135721
601	5	61	80	10	2#8|1#80	17005#120|14#1813000	2#11659|1#139305
602	5	62	80	10	2#8|1#80	17005#122|14#1842400	2#12003|1#143403
603	5	63	80	10	2#8|1#80	17005#124|14#1871800	2#12345|1#147499
604	5	64	80	10	2#8|1#80	17005#126|14#1901200	2#12689|1#151597
605	5	65	80	10	2#8|1#80	17005#128|14#1930600	2#13031|1#155695
606	5	66	80	10	2#8|1#80	17005#130|14#1960000	2#13374|1#159791
607	5	67	80	10	2#8|1#80	17005#132|14#1989400	2#13717|1#163889
608	5	68	80	10	2#8|1#80	17005#134|14#2018800	2#14060|1#167986
609	5	69	80	10	2#8|1#80	17005#136|14#2048200	2#14403|1#172083
610	5	70	80	10	2#8|1#80	17005#138|14#2077600	2#14746|1#176180
611	5	71	90	10	2#8|1#85	17005#140|14#2107000	2#15088|1#180278
612	5	72	90	10	2#8|1#85	17005#142|14#2136400	2#15474|1#184887
613	5	73	90	10	2#8|1#85	17005#144|14#2165800	2#15860|1#189496
614	5	74	90	10	2#8|1#85	17005#146|14#2195200	2#16246|1#194106
615	5	75	90	10	2#8|1#85	17005#148|14#2224600	2#16632|1#198715
616	5	76	90	10	2#8|1#85	17005#150|14#2254000	2#17017|1#203324
617	5	77	90	10	2#8|1#85	17005#152|14#2283400	2#17403|1#207934
618	5	78	90	10	2#8|1#85	17005#154|14#2312800	2#17789|1#212543
619	5	79	90	10	2#8|1#85	17005#156|14#2342200	2#18175|1#217153
620	5	80	90	10	2#8|1#85	17005#158|14#2371600	2#18561|1#221762
621	5	81	100	10	2#9|1#90	17005#160|14#2401000	2#18947|1#226371
622	5	82	100	10	2#9|1#90	17005#162|14#2430400	2#19376|1#231493
623	5	83	100	10	2#9|1#90	17005#164|14#2459800	2#19804|1#236615
624	5	84	100	10	2#9|1#90	17005#166|14#2489200	2#20233|1#241736
625	5	85	100	10	2#9|1#90	17005#168|14#2518600	2#20662|1#246858
626	5	86	100	10	2#9|1#90	17005#170|14#2548000	2#21090|1#251979
627	5	87	100	10	2#9|1#90	17005#172|14#2577400	2#21519|1#257101
628	5	88	100	10	2#9|1#90	17005#174|14#2606800	2#21947|1#262222
629	5	89	100	10	2#9|1#90	17005#176|14#2636200	2#22377|1#267344
630	5	90	100	10	2#9|1#90	17005#178|14#2665600	2#22805|1#272466
631	5	91	120	10	2#9|1#95	17005#180|14#2695000	2#23234|1#277587
632	5	92	120	10	2#9|1#95	17005#182|14#2724400	2#23748|1#283733
633	5	93	120	10	2#9|1#95	17005#184|14#2753800	2#24262|1#289879
634	5	94	120	10	2#9|1#95	17005#186|14#2783200	2#24777|1#296025
635	5	95	120	10	2#9|1#95	17005#188|14#2812600	2#25291|1#302171
636	5	96	120	10	2#9|1#95	17005#190|14#2842000	2#25806|1#308317
637	5	97	120	10	2#9|1#95	17005#192|14#2871400	2#26321|1#314462
638	5	98	120	10	2#9|1#95	17005#194|14#2900800	2#26835|1#320608
639	5	99	120	10	2#9|1#95	17005#196|14#2930200	2#27349|1#326754
640	5	100	120	10	2#9|1#95	17005#196|14#2930200	2#27863|1#332900
641	5	101	120	10	2#9|1#95	17005#196|14#2930200	2#28377|1#339046
642	5	102	120	10	2#9|1#95	17005#196|14#2930200	2#28891|1#345192
643	5	103	120	10	2#9|1#95	17005#196|14#2930200	2#29405|1#351338
644	5	104	120	10	2#9|1#95	17005#196|14#2930200	2#29919|1#357484
645	5	105	120	10	2#9|1#95	17005#196|14#2930200	2#30433|1#363630
646	5	106	120	10	2#9|1#95	17005#196|14#2930200	2#30947|1#369776
647	5	107	120	10	2#9|1#95	17005#196|14#2930200	2#31461|1#375922
648	5	108	120	10	2#9|1#95	17005#196|14#2930200	2#31975|1#382068
649	5	109	120	10	2#9|1#95	17005#196|14#2930200	2#32489|1#388214
650	5	110	120	10	2#9|1#95	17005#196|14#2930200	2#33003|1#394360
651	5	111	120	10	2#9|1#95	17005#196|14#2930200	2#33517|1#400506
652	5	112	120	10	2#9|1#95	17005#196|14#2930200	2#34031|1#406652
653	5	113	120	10	2#9|1#95	17005#196|14#2930200	2#34545|1#412798
654	5	114	120	10	2#9|1#95	17005#196|14#2930200	2#35059|1#418944
655	5	115	120	10	2#9|1#95	17005#196|14#2930200	2#35573|1#425090
656	5	116	120	10	2#9|1#95	17005#196|14#2930200	2#36087|1#431236
657	5	117	120	10	2#9|1#95	17005#196|14#2930200	2#36601|1#437382
658	5	118	120	10	2#9|1#95	17005#196|14#2930200	2#37115|1#443528
659	5	119	120	10	2#9|1#95	17005#196|14#2930200	2#37629|1#449674
660	5	120	120	10	2#9|1#95	17005#196|14#2930200	2#38143|1#455820
661	5	121	120	10	2#9|1#95	17005#196|14#2930200	2#38657|1#461966
662	5	122	120	10	2#9|1#95	17005#196|14#2930200	2#39171|1#468112
663	5	123	120	10	2#9|1#95	17005#196|14#2930200	2#39685|1#474258
664	5	124	120	10	2#9|1#95	17005#196|14#2930200	2#40199|1#480404
665	5	125	120	10	2#9|1#95	17005#196|14#2930200	2#40713|1#486550
666	5	126	120	10	2#9|1#95	17005#196|14#2930200	2#41227|1#492696
667	5	127	120	10	2#9|1#95	17005#196|14#2930200	2#41741|1#498842
668	5	128	120	10	2#9|1#95	17005#196|14#2930200	2#42255|1#504988
669	5	129	120	10	2#9|1#95	17005#196|14#2930200	2#42769|1#511134
670	5	130	120	10	2#9|1#95	17005#196|14#2930200	2#43283|1#517280
671	5	131	120	10	2#9|1#95	17005#196|14#2930200	2#43797|1#523426
672	5	132	120	10	2#9|1#95	17005#196|14#2930200	2#44311|1#529572
673	5	133	120	10	2#9|1#95	17005#196|14#2930200	2#44825|1#535718
674	5	134	120	10	2#9|1#95	17005#196|14#2930200	2#45339|1#541864
675	5	135	0	0	null	17005#196|14#2930201	2#45853|1#548010
