Id	TechId	Level	Values	Profession	Consume
603	6	97	51#4850	3	14#208668000|65#347780
604	6	98	51#4900	3	14#220956000|65#368260
605	6	99	51#4950	3	14#233244000|65#388740
606	6	100	51#5000	3	null
607	1	0	61#0	2	14#6000|65#10
608	1	1	61#50	2	14#18000|65#30
609	1	2	61#100	2	14#30000|65#50
610	1	3	61#150	2	14#42000|65#70
611	1	4	61#200	2	14#54000|65#90
612	1	5	61#250	2	14#66000|65#110
613	1	6	61#300	2	14#78000|65#130
614	1	7	61#350	2	14#90000|65#150
615	1	8	61#400	2	14#102000|65#170
616	1	9	61#450	2	14#114000|65#190
617	1	10	61#500	2	14#126000|65#210
618	1	11	61#550	2	14#150000|65#250
619	1	12	61#600	2	14#174000|65#290
620	1	13	61#650	2	14#198000|65#330
621	1	14	61#700	2	14#222000|65#370
622	1	15	61#750	2	14#246000|65#410
623	1	16	61#800	2	14#270000|65#450
624	1	17	61#850	2	14#294000|65#490
625	1	18	61#900	2	14#318000|65#530
626	1	19	61#950	2	14#342000|65#570
627	1	20	61#1000	2	14#366000|65#610
628	1	21	61#1050	2	14#414000|65#690
629	1	22	61#1100	2	14#462000|65#770
630	1	23	61#1150	2	14#510000|65#850
631	1	24	61#1200	2	14#558000|65#930
632	1	25	61#1250	2	14#606000|65#1010
633	1	26	61#1300	2	14#654000|65#1090
634	1	27	61#1350	2	14#702000|65#1170
635	1	28	61#1400	2	14#750000|65#1250
636	1	29	61#1450	2	14#798000|65#1330
637	1	30	61#1500	2	14#846000|65#1410
638	1	31	61#1550	2	14#942000|65#1570
639	1	32	61#1600	2	14#1038000|65#1730
640	1	33	61#1650	2	14#1134000|65#1890
641	1	34	61#1700	2	14#1230000|65#2050
642	1	35	61#1750	2	14#1326000|65#2210
643	1	36	61#1800	2	14#1422000|65#2370
644	1	37	61#1850	2	14#1518000|65#2530
645	1	38	61#1900	2	14#1614000|65#2690
646	1	39	61#1950	2	14#1710000|65#2850
647	1	40	61#2000	2	14#1806000|65#3010
648	1	41	61#2050	2	14#1998000|65#3330
649	1	42	61#2100	2	14#2190000|65#3650
650	1	43	61#2150	2	14#2382000|65#3970
651	1	44	61#2200	2	14#2574000|65#4290
652	1	45	61#2250	2	14#2766000|65#4610
653	1	46	61#2300	2	14#2958000|65#4930
654	1	47	61#2350	2	14#3150000|65#5250
655	1	48	61#2400	2	14#3342000|65#5570
656	1	49	61#2450	2	14#3534000|65#5890
657	1	50	61#2500	2	14#3726000|65#6210
658	1	51	61#2550	2	14#4110000|65#6850
659	1	52	61#2600	2	14#4494000|65#7490
660	1	53	61#2650	2	14#4878000|65#8130
661	1	54	61#2700	2	14#5262000|65#8770
662	1	55	61#2750	2	14#5646000|65#9410
663	1	56	61#2800	2	14#6030000|65#10050
664	1	57	61#2850	2	14#6414000|65#10690
665	1	58	61#2900	2	14#6798000|65#11330
666	1	59	61#2950	2	14#7182000|65#11970
667	1	60	61#3000	2	14#7566000|65#12610
668	1	61	61#3050	2	14#8334000|65#13890
669	1	62	61#3100	2	14#9102000|65#15170
670	1	63	61#3150	2	14#9870000|65#16450
671	1	64	61#3200	2	14#10638000|65#17730
672	1	65	61#3250	2	14#11406000|65#19010
673	1	66	61#3300	2	14#12174000|65#20290
674	1	67	61#3350	2	14#12942000|65#21570
675	1	68	61#3400	2	14#13710000|65#22850
676	1	69	61#3450	2	14#14478000|65#24130
677	1	70	61#3500	2	14#15246000|65#25410
678	1	71	61#3550	2	14#16782000|65#27970
679	1	72	61#3600	2	14#18318000|65#30530
680	1	73	61#3650	2	14#19854000|65#33090
681	1	74	61#3700	2	14#21390000|65#35650
682	1	75	61#3750	2	14#22926000|65#38210
683	1	76	61#3800	2	14#24462000|65#40770
684	1	77	61#3850	2	14#25998000|65#43330
685	1	78	61#3900	2	14#27534000|65#45890
686	1	79	61#3950	2	14#29070000|65#48450
687	1	80	61#4000	2	14#30606000|65#51010
688	1	81	61#4050	2	14#33678000|65#56130
689	1	82	61#4100	2	14#36750000|65#61250
690	1	83	61#4150	2	14#39822000|65#66370
691	1	84	61#4200	2	14#42894000|65#71490
692	1	85	61#4250	2	14#45966000|65#76610
693	1	86	61#4300	2	14#49038000|65#81730
694	1	87	61#4350	2	14#52110000|65#86850
695	1	88	61#4400	2	14#55182000|65#91970
696	1	89	61#4450	2	14#58254000|65#97090
697	1	90	61#4500	2	14#61326000|65#102210
698	1	91	61#4550	2	14#67470000|65#112450
699	1	92	61#4600	2	14#73614000|65#122690
700	1	93	61#4650	2	14#79758000|65#132930
701	1	94	61#4700	2	14#85902000|65#143170
702	1	95	61#4750	2	14#92046000|65#153410
703	1	96	61#4800	2	14#98190000|65#163650
704	1	97	61#4850	2	14#104334000|65#173890
705	1	98	61#4900	2	14#110478000|65#184130
706	1	99	61#4950	2	14#116622000|65#194370
707	1	100	61#5000	2	null
708	2	0	62#0	2	14#7200|65#12
709	2	1	62#50	2	14#21600|65#36
710	2	2	62#100	2	14#36000|65#60
711	2	3	62#150	2	14#50400|65#84
712	2	4	62#200	2	14#64800|65#108
713	2	5	62#250	2	14#79200|65#132
714	2	6	62#300	2	14#93600|65#156
715	2	7	62#350	2	14#108000|65#180
716	2	8	62#400	2	14#122400|65#204
717	2	9	62#450	2	14#136800|65#228
718	2	10	62#500	2	14#151200|65#252
719	2	11	62#550	2	14#180000|65#300
720	2	12	62#600	2	14#208800|65#348
721	2	13	62#650	2	14#237600|65#396
722	2	14	62#700	2	14#266400|65#444
723	2	15	62#750	2	14#295200|65#492
724	2	16	62#800	2	14#324000|65#540
725	2	17	62#850	2	14#352800|65#588
726	2	18	62#900	2	14#381600|65#636
727	2	19	62#950	2	14#410400|65#684
728	2	20	62#1000	2	14#439200|65#732
729	2	21	62#1050	2	14#496800|65#828
730	2	22	62#1100	2	14#554400|65#924
731	2	23	62#1150	2	14#612000|65#1020
732	2	24	62#1200	2	14#669600|65#1116
733	2	25	62#1250	2	14#727200|65#1212
734	2	26	62#1300	2	14#784800|65#1308
735	2	27	62#1350	2	14#842400|65#1404
736	2	28	62#1400	2	14#900000|65#1500
737	2	29	62#1450	2	14#957600|65#1596
738	2	30	62#1500	2	14#1015200|65#1692
739	2	31	62#1550	2	14#1130400|65#1884
740	2	32	62#1600	2	14#1245600|65#2076
741	2	33	62#1650	2	14#1360800|65#2268
742	2	34	62#1700	2	14#1476000|65#2460
743	2	35	62#1750	2	14#1591200|65#2652
744	2	36	62#1800	2	14#1706400|65#2844
745	2	37	62#1850	2	14#1821600|65#3036
746	2	38	62#1900	2	14#1936800|65#3228
747	2	39	62#1950	2	14#2052000|65#3420
748	2	40	62#2000	2	14#2167200|65#3612
749	2	41	62#2050	2	14#2397600|65#3996
750	2	42	62#2100	2	14#2628000|65#4380
751	2	43	62#2150	2	14#2858400|65#4764
752	2	44	62#2200	2	14#3088800|65#5148
753	2	45	62#2250	2	14#3319200|65#5532
754	2	46	62#2300	2	14#3549600|65#5916
755	2	47	62#2350	2	14#3780000|65#6300
756	2	48	62#2400	2	14#4010400|65#6684
757	2	49	62#2450	2	14#4240800|65#7068
758	2	50	62#2500	2	14#4471200|65#7452
759	2	51	62#2550	2	14#4932000|65#8220
760	2	52	62#2600	2	14#5392800|65#8988
761	2	53	62#2650	2	14#5853600|65#9756
762	2	54	62#2700	2	14#6314400|65#10524
763	2	55	62#2750	2	14#6775200|65#11292
764	2	56	62#2800	2	14#7236000|65#12060
765	2	57	62#2850	2	14#7696800|65#12828
766	2	58	62#2900	2	14#8157600|65#13596
767	2	59	62#2950	2	14#8618400|65#14364
768	2	60	62#3000	2	14#9079200|65#15132
769	2	61	62#3050	2	14#10000800|65#16668
770	2	62	62#3100	2	14#10922400|65#18204
771	2	63	62#3150	2	14#11844000|65#19740
772	2	64	62#3200	2	14#12765600|65#21276
773	2	65	62#3250	2	14#13687200|65#22812
774	2	66	62#3300	2	14#14608800|65#24348
775	2	67	62#3350	2	14#15530400|65#25884
776	2	68	62#3400	2	14#16452000|65#27420
777	2	69	62#3450	2	14#17373600|65#28956
778	2	70	62#3500	2	14#18295200|65#30492
779	2	71	62#3550	2	14#20138400|65#33564
780	2	72	62#3600	2	14#21981600|65#36636
781	2	73	62#3650	2	14#23824800|65#39708
782	2	74	62#3700	2	14#25668000|65#42780
783	2	75	62#3750	2	14#27511200|65#45852
784	2	76	62#3800	2	14#29354400|65#48924
785	2	77	62#3850	2	14#31197600|65#51996
786	2	78	62#3900	2	14#33040800|65#55068
787	2	79	62#3950	2	14#34884000|65#58140
788	2	80	62#4000	2	14#36727200|65#61212
789	2	81	62#4050	2	14#40413600|65#67356
790	2	82	62#4100	2	14#44100000|65#73500
791	2	83	62#4150	2	14#47786400|65#79644
792	2	84	62#4200	2	14#51472800|65#85788
793	2	85	62#4250	2	14#55159200|65#91932
794	2	86	62#4300	2	14#58845600|65#98076
795	2	87	62#4350	2	14#62532000|65#104220
796	2	88	62#4400	2	14#66218400|65#110364
797	2	89	62#4450	2	14#69904800|65#116508
798	2	90	62#4500	2	14#73591200|65#122652
799	2	91	62#4550	2	14#80964000|65#134940
800	2	92	62#4600	2	14#88336800|65#147228
801	2	93	62#4650	2	14#95709600|65#159516
802	2	94	62#4700	2	14#103082400|65#171804
803	2	95	62#4750	2	14#110455200|65#184092
804	2	96	62#4800	2	14#117828000|65#196380
805	2	97	62#4850	2	14#125200800|65#208668
806	2	98	62#4900	2	14#132573600|65#220956
807	2	99	62#4950	2	14#139946400|65#233244
808	2	100	62#5000	2	null
809	3	0	55#0	2	14#8400|65#14
810	3	1	55#50	2	14#25200|65#42
811	3	2	55#100	2	14#42000|65#70
812	3	3	55#150	2	14#58800|65#98
813	3	4	55#200	2	14#75600|65#126
814	3	5	55#250	2	14#92400|65#154
815	3	6	55#300	2	14#109200|65#182
816	3	7	55#350	2	14#126000|65#210
817	3	8	55#400	2	14#142800|65#238
818	3	9	55#450	2	14#159600|65#266
819	3	10	55#500	2	14#176400|65#294
820	3	11	55#550	2	14#210000|65#350
821	3	12	55#600	2	14#243600|65#406
822	3	13	55#650	2	14#277200|65#462
823	3	14	55#700	2	14#310800|65#518
824	3	15	55#750	2	14#344400|65#574
825	3	16	55#800	2	14#378000|65#630
826	3	17	55#850	2	14#411600|65#686
827	3	18	55#900	2	14#445200|65#742
828	3	19	55#950	2	14#478800|65#798
829	3	20	55#1000	2	14#512400|65#854
830	3	21	55#1050	2	14#579600|65#966
831	3	22	55#1100	2	14#646800|65#1078
832	3	23	55#1150	2	14#714000|65#1190
833	3	24	55#1200	2	14#781200|65#1302
834	3	25	55#1250	2	14#848400|65#1414
835	3	26	55#1300	2	14#915600|65#1526
836	3	27	55#1350	2	14#982800|65#1638
837	3	28	55#1400	2	14#1050000|65#1750
838	3	29	55#1450	2	14#1117200|65#1862
839	3	30	55#1500	2	14#1184400|65#1974
840	3	31	55#1550	2	14#1318800|65#2198
841	3	32	55#1600	2	14#1453200|65#2422
842	3	33	55#1650	2	14#1587600|65#2646
843	3	34	55#1700	2	14#1722000|65#2870
844	3	35	55#1750	2	14#1856400|65#3094
845	3	36	55#1800	2	14#1990800|65#3318
846	3	37	55#1850	2	14#2125200|65#3542
847	3	38	55#1900	2	14#2259600|65#3766
848	3	39	55#1950	2	14#2394000|65#3990
849	3	40	55#2000	2	14#2528400|65#4214
850	3	41	55#2050	2	14#2797200|65#4662
851	3	42	55#2100	2	14#3066000|65#5110
852	3	43	55#2150	2	14#3334800|65#5558
853	3	44	55#2200	2	14#3603600|65#6006
854	3	45	55#2250	2	14#3872400|65#6454
855	3	46	55#2300	2	14#4141200|65#6902
856	3	47	55#2350	2	14#4410000|65#7350
857	3	48	55#2400	2	14#4678800|65#7798
858	3	49	55#2450	2	14#4947600|65#8246
859	3	50	55#2500	2	14#5216400|65#8694
860	3	51	55#2550	2	14#5754000|65#9590
861	3	52	55#2600	2	14#6291600|65#10486
862	3	53	55#2650	2	14#6829200|65#11382
863	3	54	55#2700	2	14#7366800|65#12278
864	3	55	55#2750	2	14#7904400|65#13174
865	3	56	55#2800	2	14#8442000|65#14070
866	3	57	55#2850	2	14#8979600|65#14966
867	3	58	55#2900	2	14#9517200|65#15862
868	3	59	55#2950	2	14#10054800|65#16758
869	3	60	55#3000	2	14#10592400|65#17654
870	3	61	55#3050	2	14#11667600|65#19446
871	3	62	55#3100	2	14#12742800|65#21238
872	3	63	55#3150	2	14#13818000|65#23030
873	3	64	55#3200	2	14#14893200|65#24822
874	3	65	55#3250	2	14#15968400|65#26614
875	3	66	55#3300	2	14#17043600|65#28406
876	3	67	55#3350	2	14#18118800|65#30198
877	3	68	55#3400	2	14#19194000|65#31990
878	3	69	55#3450	2	14#20269200|65#33782
879	3	70	55#3500	2	14#21344400|65#35574
880	3	71	55#3550	2	14#23494800|65#39158
881	3	72	55#3600	2	14#25645200|65#42742
882	3	73	55#3650	2	14#27795600|65#46326
883	3	74	55#3700	2	14#29946000|65#49910
884	3	75	55#3750	2	14#32096400|65#53494
885	3	76	55#3800	2	14#34246800|65#57078
886	3	77	55#3850	2	14#36397200|65#60662
887	3	78	55#3900	2	14#38547600|65#64246
888	3	79	55#3950	2	14#40698000|65#67830
889	3	80	55#4000	2	14#42848400|65#71414
890	3	81	55#4050	2	14#47149200|65#78582
891	3	82	55#4100	2	14#51450000|65#85750
892	3	83	55#4150	2	14#55750800|65#92918
893	3	84	55#4200	2	14#60051600|65#100086
894	3	85	55#4250	2	14#64352400|65#107254
895	3	86	55#4300	2	14#68653200|65#114422
896	3	87	55#4350	2	14#72954000|65#121590
897	3	88	55#4400	2	14#77254800|65#128758
898	3	89	55#4450	2	14#81555600|65#135926
899	3	90	55#4500	2	14#85856400|65#143094
900	3	91	55#4550	2	14#94458000|65#157430
901	3	92	55#4600	2	14#103059600|65#171766
902	3	93	55#4650	2	14#111661200|65#186102
903	3	94	55#4700	2	14#120262800|65#200438
904	3	95	55#4750	2	14#128864400|65#214774
905	3	96	55#4800	2	14#137466000|65#229110
906	3	97	55#4850	2	14#146067600|65#243446
907	3	98	55#4900	2	14#154669200|65#257782
908	3	99	55#4950	2	14#163270800|65#272118
909	3	100	55#5000	2	null
910	4	0	56#0	2	14#9600|65#16
911	4	1	56#100	2	14#28800|65#48
912	4	2	56#200	2	14#48000|65#80
913	4	3	56#300	2	14#67200|65#112
914	4	4	56#400	2	14#86400|65#144
915	4	5	56#500	2	14#105600|65#176
916	4	6	56#600	2	14#124800|65#208
917	4	7	56#700	2	14#144000|65#240
918	4	8	56#800	2	14#163200|65#272
919	4	9	56#900	2	14#182400|65#304
920	4	10	56#1000	2	14#201600|65#336
921	4	11	56#1100	2	14#240000|65#400
922	4	12	56#1200	2	14#278400|65#464
923	4	13	56#1300	2	14#316800|65#528
924	4	14	56#1400	2	14#355200|65#592
925	4	15	56#1500	2	14#393600|65#656
926	4	16	56#1600	2	14#432000|65#720
927	4	17	56#1700	2	14#470400|65#784
928	4	18	56#1800	2	14#508800|65#848
929	4	19	56#1900	2	14#547200|65#912
930	4	20	56#2000	2	14#585600|65#976
931	4	21	56#2100	2	14#662400|65#1104
932	4	22	56#2200	2	14#739200|65#1232
933	4	23	56#2300	2	14#816000|65#1360
934	4	24	56#2400	2	14#892800|65#1488
935	4	25	56#2500	2	14#969600|65#1616
936	4	26	56#2600	2	14#1046400|65#1744
937	4	27	56#2700	2	14#1123200|65#1872
938	4	28	56#2800	2	14#1200000|65#2000
939	4	29	56#2900	2	14#1276800|65#2128
940	4	30	56#3000	2	14#1353600|65#2256
941	4	31	56#3100	2	14#1507200|65#2512
942	4	32	56#3200	2	14#1660800|65#2768
943	4	33	56#3300	2	14#1814400|65#3024
944	4	34	56#3400	2	14#1968000|65#3280
945	4	35	56#3500	2	14#2121600|65#3536
946	4	36	56#3600	2	14#2275200|65#3792
947	4	37	56#3700	2	14#2428800|65#4048
948	4	38	56#3800	2	14#2582400|65#4304
949	4	39	56#3900	2	14#2736000|65#4560
950	4	40	56#4000	2	14#2889600|65#4816
951	4	41	56#4100	2	14#3196800|65#5328
952	4	42	56#4200	2	14#3504000|65#5840
953	4	43	56#4300	2	14#3811200|65#6352
954	4	44	56#4400	2	14#4118400|65#6864
955	4	45	56#4500	2	14#4425600|65#7376
956	4	46	56#4600	2	14#4732800|65#7888
957	4	47	56#4700	2	14#5040000|65#8400
958	4	48	56#4800	2	14#5347200|65#8912
959	4	49	56#4900	2	14#5654400|65#9424
960	4	50	56#5000	2	14#5961600|65#9936
961	4	51	56#5100	2	14#6576000|65#10960
962	4	52	56#5200	2	14#7190400|65#11984
963	4	53	56#5300	2	14#7804800|65#13008
964	4	54	56#5400	2	14#8419200|65#14032
965	4	55	56#5500	2	14#9033600|65#15056
966	4	56	56#5600	2	14#9648000|65#16080
967	4	57	56#5700	2	14#10262400|65#17104
968	4	58	56#5800	2	14#10876800|65#18128
969	4	59	56#5900	2	14#11491200|65#19152
970	4	60	56#6000	2	14#12105600|65#20176
971	4	61	56#6100	2	14#13334400|65#22224
972	4	62	56#6200	2	14#14563200|65#24272
973	4	63	56#6300	2	14#15792000|65#26320
974	4	64	56#6400	2	14#17020800|65#28368
975	4	65	56#6500	2	14#18249600|65#30416
976	4	66	56#6600	2	14#19478400|65#32464
977	4	67	56#6700	2	14#20707200|65#34512
978	4	68	56#6800	2	14#21936000|65#36560
979	4	69	56#6900	2	14#23164800|65#38608
980	4	70	56#7000	2	14#24393600|65#40656
981	4	71	56#7100	2	14#26851200|65#44752
982	4	72	56#7200	2	14#29308800|65#48848
983	4	73	56#7300	2	14#31766400|65#52944
984	4	74	56#7400	2	14#34224000|65#57040
985	4	75	56#7500	2	14#36681600|65#61136
986	4	76	56#7600	2	14#39139200|65#65232
987	4	77	56#7700	2	14#41596800|65#69328
988	4	78	56#7800	2	14#44054400|65#73424
989	4	79	56#7900	2	14#46512000|65#77520
990	4	80	56#8000	2	14#48969600|65#81616
991	4	81	56#8100	2	14#53884800|65#89808
992	4	82	56#8200	2	14#58800000|65#98000
993	4	83	56#8300	2	14#63715200|65#106192
994	4	84	56#8400	2	14#68630400|65#114384
995	4	85	56#8500	2	14#73545600|65#122576
996	4	86	56#8600	2	14#78460800|65#130768
997	4	87	56#8700	2	14#83376000|65#138960
998	4	88	56#8800	2	14#88291200|65#147152
999	4	89	56#8900	2	14#93206400|65#155344
1000	4	90	56#9000	2	14#98121600|65#163536
1001	4	91	56#9100	2	14#107952000|65#179920
1002	4	92	56#9200	2	14#117782400|65#196304
1003	4	93	56#9300	2	14#127612800|65#212688
1004	4	94	56#9400	2	14#137443200|65#229072
1005	4	95	56#9500	2	14#147273600|65#245456
1006	4	96	56#9600	2	14#157104000|65#261840
1007	4	97	56#9700	2	14#166934400|65#278224
1008	4	98	56#9800	2	14#176764800|65#294608
1009	4	99	56#9900	2	14#186595200|65#310992
1010	4	100	56#10000	2	null
1011	5	0	5#0	2	14#10800|65#18
1012	5	1	5#5	2	14#32400|65#54
1013	5	2	5#10	2	14#54000|65#90
1014	5	3	5#15	2	14#75600|65#126
1015	5	4	5#20	2	14#97200|65#162
1016	5	5	5#25	2	14#118800|65#198
1017	5	6	5#30	2	14#140400|65#234
1018	5	7	5#35	2	14#162000|65#270
1019	5	8	5#40	2	14#183600|65#306
1020	5	9	5#45	2	14#205200|65#342
1021	5	10	5#50	2	14#226800|65#378
1022	5	11	5#55	2	14#270000|65#450
1023	5	12	5#60	2	14#313200|65#522
1024	5	13	5#65	2	14#356400|65#594
1025	5	14	5#70	2	14#399600|65#666
1026	5	15	5#75	2	14#442800|65#738
1027	5	16	5#80	2	14#486000|65#810
1028	5	17	5#85	2	14#529200|65#882
1029	5	18	5#90	2	14#572400|65#954
1030	5	19	5#95	2	14#615600|65#1026
1031	5	20	5#100	2	14#658800|65#1098
1032	5	21	5#105	2	14#745200|65#1242
1033	5	22	5#110	2	14#831600|65#1386
1034	5	23	5#115	2	14#918000|65#1530
1035	5	24	5#120	2	14#1004400|65#1674
1036	5	25	5#125	2	14#1090800|65#1818
1037	5	26	5#130	2	14#1177200|65#1962
1038	5	27	5#135	2	14#1263600|65#2106
1039	5	28	5#140	2	14#1350000|65#2250
1040	5	29	5#145	2	14#1436400|65#2394
1041	5	30	5#150	2	14#1522800|65#2538
1042	5	31	5#155	2	14#1695600|65#2826
1043	5	32	5#160	2	14#1868400|65#3114
1044	5	33	5#165	2	14#2041200|65#3402
1045	5	34	5#170	2	14#2214000|65#3690
1046	5	35	5#175	2	14#2386800|65#3978
1047	5	36	5#180	2	14#2559600|65#4266
1048	5	37	5#185	2	14#2732400|65#4554
1049	5	38	5#190	2	14#2905200|65#4842
1050	5	39	5#195	2	14#3078000|65#5130
1051	5	40	5#200	2	14#3250800|65#5418
1052	5	41	5#205	2	14#3596400|65#5994
1053	5	42	5#210	2	14#3942000|65#6570
1054	5	43	5#215	2	14#4287600|65#7146
1055	5	44	5#220	2	14#4633200|65#7722
1056	5	45	5#225	2	14#4978800|65#8298
1057	5	46	5#230	2	14#5324400|65#8874
1058	5	47	5#235	2	14#5670000|65#9450
1059	5	48	5#240	2	14#6015600|65#10026
1060	5	49	5#245	2	14#6361200|65#10602
1061	5	50	5#250	2	14#6706800|65#11178
1062	5	51	5#255	2	14#7398000|65#12330
1063	5	52	5#260	2	14#8089200|65#13482
1064	5	53	5#265	2	14#8780400|65#14634
1065	5	54	5#270	2	14#9471600|65#15786
1066	5	55	5#275	2	14#10162800|65#16938
1067	5	56	5#280	2	14#10854000|65#18090
1068	5	57	5#285	2	14#11545200|65#19242
1069	5	58	5#290	2	14#12236400|65#20394
1070	5	59	5#295	2	14#12927600|65#21546
1071	5	60	5#300	2	14#13618800|65#22698
1072	5	61	5#305	2	14#15001200|65#25002
1073	5	62	5#310	2	14#16383600|65#27306
1074	5	63	5#315	2	14#17766000|65#29610
1075	5	64	5#320	2	14#19148400|65#31914
1076	5	65	5#325	2	14#20530800|65#34218
1077	5	66	5#330	2	14#21913200|65#36522
1078	5	67	5#335	2	14#23295600|65#38826
1079	5	68	5#340	2	14#24678000|65#41130
1080	5	69	5#345	2	14#26060400|65#43434
1081	5	70	5#350	2	14#27442800|65#45738
1082	5	71	5#355	2	14#30207600|65#50346
1083	5	72	5#360	2	14#32972400|65#54954
1084	5	73	5#365	2	14#35737200|65#59562
1085	5	74	5#370	2	14#38502000|65#64170
1086	5	75	5#375	2	14#41266800|65#68778
1087	5	76	5#380	2	14#44031600|65#73386
1088	5	77	5#385	2	14#46796400|65#77994
1089	5	78	5#390	2	14#49561200|65#82602
1090	5	79	5#395	2	14#52326000|65#87210
1091	5	80	5#400	2	14#55090800|65#91818
1092	5	81	5#405	2	14#60620400|65#101034
1093	5	82	5#410	2	14#66150000|65#110250
1094	5	83	5#415	2	14#71679600|65#119466
1095	5	84	5#420	2	14#77209200|65#128682
1096	5	85	5#425	2	14#82738800|65#137898
1097	5	86	5#430	2	14#88268400|65#147114
1098	5	87	5#435	2	14#93798000|65#156330
1099	5	88	5#440	2	14#99327600|65#165546
1100	5	89	5#445	2	14#104857200|65#174762
1101	5	90	5#450	2	14#110386800|65#183978
1102	5	91	5#455	2	14#121446000|65#202410
1103	5	92	5#460	2	14#132505200|65#220842
1104	5	93	5#465	2	14#143564400|65#239274
1105	5	94	5#470	2	14#154623600|65#257706
1106	5	95	5#475	2	14#165682800|65#276138
1107	5	96	5#480	2	14#176742000|65#294570
1108	5	97	5#485	2	14#187801200|65#313002
1109	5	98	5#490	2	14#198860400|65#331434
1110	5	99	5#495	2	14#209919600|65#349866
1111	5	100	5#500	2	null
1112	6	0	51#0	2	14#12000|65#20
1113	6	1	51#50	2	14#36000|65#60
1114	6	2	51#100	2	14#60000|65#100
1115	6	3	51#150	2	14#84000|65#140
1116	6	4	51#200	2	14#108000|65#180
1117	6	5	51#250	2	14#132000|65#220
1118	6	6	51#300	2	14#156000|65#260
1119	6	7	51#350	2	14#180000|65#300
1120	6	8	51#400	2	14#204000|65#340
1121	6	9	51#450	2	14#228000|65#380
1122	6	10	51#500	2	14#252000|65#420
1123	6	11	51#550	2	14#300000|65#500
1124	6	12	51#600	2	14#348000|65#580
1125	6	13	51#650	2	14#396000|65#660
1126	6	14	51#700	2	14#444000|65#740
1127	6	15	51#750	2	14#492000|65#820
1128	6	16	51#800	2	14#540000|65#900
1129	6	17	51#850	2	14#588000|65#980
1130	6	18	51#900	2	14#636000|65#1060
1131	6	19	51#950	2	14#684000|65#1140
1132	6	20	51#1000	2	14#732000|65#1220
1133	6	21	51#1050	2	14#828000|65#1380
1134	6	22	51#1100	2	14#924000|65#1540
1135	6	23	51#1150	2	14#1020000|65#1700
1136	6	24	51#1200	2	14#1116000|65#1860
1137	6	25	51#1250	2	14#1212000|65#2020
1138	6	26	51#1300	2	14#1308000|65#2180
1139	6	27	51#1350	2	14#1404000|65#2340
1140	6	28	51#1400	2	14#1500000|65#2500
1141	6	29	51#1450	2	14#1596000|65#2660
1142	6	30	51#1500	2	14#1692000|65#2820
1143	6	31	51#1550	2	14#1884000|65#3140
1144	6	32	51#1600	2	14#2076000|65#3460
1145	6	33	51#1650	2	14#2268000|65#3780
1146	6	34	51#1700	2	14#2460000|65#4100
1147	6	35	51#1750	2	14#2652000|65#4420
1148	6	36	51#1800	2	14#2844000|65#4740
1149	6	37	51#1850	2	14#3036000|65#5060
1150	6	38	51#1900	2	14#3228000|65#5380
1151	6	39	51#1950	2	14#3420000|65#5700
1152	6	40	51#2000	2	14#3612000|65#6020
1153	6	41	51#2050	2	14#3996000|65#6660
1154	6	42	51#2100	2	14#4380000|65#7300
1155	6	43	51#2150	2	14#4764000|65#7940
1156	6	44	51#2200	2	14#5148000|65#8580
1157	6	45	51#2250	2	14#5532000|65#9220
1158	6	46	51#2300	2	14#5916000|65#9860
1159	6	47	51#2350	2	14#6300000|65#10500
1160	6	48	51#2400	2	14#6684000|65#11140
1161	6	49	51#2450	2	14#7068000|65#11780
1162	6	50	51#2500	2	14#7452000|65#12420
1163	6	51	51#2550	2	14#8220000|65#13700
1164	6	52	51#2600	2	14#8988000|65#14980
1165	6	53	51#2650	2	14#9756000|65#16260
1166	6	54	51#2700	2	14#10524000|65#17540
1167	6	55	51#2750	2	14#11292000|65#18820
1168	6	56	51#2800	2	14#12060000|65#20100
1169	6	57	51#2850	2	14#12828000|65#21380
1170	6	58	51#2900	2	14#13596000|65#22660
1171	6	59	51#2950	2	14#14364000|65#23940
1172	6	60	51#3000	2	14#15132000|65#25220
1173	6	61	51#3050	2	14#16668000|65#27780
1174	6	62	51#3100	2	14#18204000|65#30340
1175	6	63	51#3150	2	14#19740000|65#32900
1176	6	64	51#3200	2	14#21276000|65#35460
1177	6	65	51#3250	2	14#22812000|65#38020
1178	6	66	51#3300	2	14#24348000|65#40580
1179	6	67	51#3350	2	14#25884000|65#43140
1180	6	68	51#3400	2	14#27420000|65#45700
1181	6	69	51#3450	2	14#28956000|65#48260
1182	6	70	51#3500	2	14#30492000|65#50820
1183	6	71	51#3550	2	14#33564000|65#55940
1184	6	72	51#3600	2	14#36636000|65#61060
1185	6	73	51#3650	2	14#39708000|65#66180
1186	6	74	51#3700	2	14#42780000|65#71300
1187	6	75	51#3750	2	14#45852000|65#76420
1188	6	76	51#3800	2	14#48924000|65#81540
1189	6	77	51#3850	2	14#51996000|65#86660
1190	6	78	51#3900	2	14#55068000|65#91780
1191	6	79	51#3950	2	14#58140000|65#96900
1192	6	80	51#4000	2	14#61212000|65#102020
1193	6	81	51#4050	2	14#67356000|65#112260
1194	6	82	51#4100	2	14#73500000|65#122500
1195	6	83	51#4150	2	14#79644000|65#132740
1196	6	84	51#4200	2	14#85788000|65#142980
1197	6	85	51#4250	2	14#91932000|65#153220
1198	6	86	51#4300	2	14#98076000|65#163460
