Id	Reward	Pool	Weight	OpenRules	Star
773	400104#1	5002	100	null	0
774	410101#1	5002	100	null	0
775	410102#1	5002	100	null	0
776	410103#1	5002	100	null	0
777	410104#1	5002	100	null	0
778	300201#1	5002	50	null	0
779	300202#1	5002	50	null	0
780	300203#1	5002	50	null	0
781	300204#1	5002	50	null	0
782	310201#1	5002	50	null	0
783	310202#1	5002	50	null	0
784	310203#1	5002	50	null	0
785	310204#1	5002	50	null	0
786	320201#1	5002	50	null	0
787	320202#1	5002	50	null	0
788	320203#1	5002	50	null	0
789	320204#1	5002	50	null	0
790	330201#1	5002	50	null	0
791	330202#1	5002	50	null	0
792	330203#1	5002	50	null	0
793	330204#1	5002	50	null	0
794	340201#1	5002	50	null	0
795	340202#1	5002	50	null	0
796	340203#1	5002	50	null	0
797	340204#1	5002	50	null	0
798	350201#1	5002	50	null	0
799	350202#1	5002	50	null	0
800	350203#1	5002	50	null	0
801	350204#1	5002	50	null	0
802	360201#1	5002	50	null	0
803	360202#1	5002	50	null	0
804	360203#1	5002	50	null	0
805	360204#1	5002	50	null	0
806	370201#1	5002	50	null	0
807	370202#1	5002	50	null	0
808	370203#1	5002	50	null	0
809	370204#1	5002	50	null	0
810	380201#1	5002	25	null	0
811	380202#1	5002	25	null	0
812	380203#1	5002	25	null	0
813	380204#1	5002	25	null	0
814	390201#1	5002	25	null	0
815	390202#1	5002	25	null	0
816	390203#1	5002	25	null	0
817	390204#1	5002	25	null	0
818	400201#1	5002	25	null	0
819	400202#1	5002	25	null	0
820	400203#1	5002	25	null	0
821	400204#1	5002	25	null	0
822	410201#1	5002	25	null	0
823	410202#1	5002	25	null	0
824	410203#1	5002	25	null	0
825	410204#1	5002	25	null	0
826	101001#1	6001	350	null	0
827	101002#1	6001	350	null	0
828	101003#1	6001	350	null	0
829	101004#1	6001	350	null	0
830	101005#1	6001	350	null	0
831	101006#1	6001	50	null	0
832	101007#1	6001	50	null	0
833	101008#1	6001	50	null	0
834	101009#1	6001	50	null	0
835	101010#1	6001	7	null	0
836	101011#1	6001	7	null	0
837	101012#1	6001	7	null	0
838	101013#1	6001	7	null	0
839	101014#1	6001	7	null	0
840	101015#1	6001	7	null	0
841	101016#1	6001	7	null	0
842	101001#1	6002	240	null	0
843	101002#1	6002	240	null	0
844	101003#1	6002	240	null	0
845	101004#1	6002	240	null	0
846	101005#1	6002	240	null	0
847	101006#1	6002	165	null	0
848	101007#1	6002	165	null	0
849	101008#1	6002	165	null	0
850	101009#1	6002	165	null	0
851	101010#1	6002	20	null	0
852	101011#1	6002	20	null	0
853	101012#1	6002	20	null	0
854	101013#1	6002	20	null	0
855	101014#1	6002	20	null	0
856	101015#1	6002	20	null	0
857	101016#1	6002	20	null	0
858	101006#1	6003	439	null	0
859	101007#1	6003	439	null	0
860	101008#1	6003	439	null	0
861	101009#1	6003	439	null	0
862	101010#1	6003	35	null	0
863	101011#1	6003	35	null	0
864	101012#1	6003	35	null	0
865	101013#1	6003	35	null	0
866	101014#1	6003	35	null	0
867	101015#1	6003	35	null	0
868	101016#1	6003	35	null	0
876	101003#1	6005	1	null	0
869	101010#1	6004	100	null	0
870	101011#1	6004	100	null	0
871	101012#1	6004	100	null	0
872	101013#1	6004	100	null	0
873	101014#1	6004	100	null	0
874	101015#1	6004	100	null	0
875	101016#1	6004	100	null	0
10001	10011#1	1000	40	null	0
10002	10012#1	1000	40	null	0
10003	10013#1	1000	40	null	0
10004	10014#1	1000	40	null	0
10005	10015#1	1000	40	null	0
10006	10016#1	1000	2100	null	0
10007	10017#1	1000	0	null	0
10008	10018#1	1000	0	null	0
10009	10028#1	1000	0	null	0
10010	10029#1	1000	40	null	0
10011	10030#1	1000	40	null	0
10012	10031#1	1000	40	null	0
10013	10032#1	1000	40	null	0
10014	10033#1	1000	2100	null	0
10015	10034#1	1000	0	null	0
10016	10035#1	1000	0	null	0
10017	10047#1	1000	40	null	0
10018	10048#1	1000	40	null	0
10019	10049#1	1000	40	null	0
10020	10050#1	1000	40	null	0
10021	10051#1	1000	40	null	0
10022	10052#1	1000	2100	null	0
10023	10053#1	1000	0	null	0
10024	10054#1	1000	0	null	0
10025	10067#1	1000	50	null	0
10026	10068#1	1000	50	null	0
10027	10069#1	1000	50	null	0
10028	10070#1	1000	50	null	0
10029	10071#1	1000	1355	null	0
10030	10086#1	1000	0	null	0
10031	10087#1	1000	50	null	0
10032	10088#1	1000	50	null	0
10033	10089#1	1000	50	null	0
10034	10090#1	1000	1355	null	0
11101	10011#1	1110	100	null	0
11102	10012#1	1110	100	null	0
11103	10013#1	1110	100	null	0
11104	10014#1	1110	100	null	0
11105	10015#1	1110	100	null	0
11201	10028#1	1120	0	null	0
11202	10029#1	1120	100	null	0
11203	10030#1	1120	100	null	0
11204	10031#1	1120	100	null	0
11205	10032#1	1120	100	null	0
11301	10047#1	1130	100	null	0
11302	10048#1	1130	100	null	0
11303	10049#1	1130	100	null	0
11304	10050#1	1130	100	null	0
11305	10051#1	1130	100	null	0
12101	10001#1	1210	0	null	0
12102	10002#1	1210	0	null	0
12103	10003#1	1210	0	null	0
12104	10004#1	1210	0	null	0
12105	10005#1	1210	100	null	0
12106	10006#1	1210	0	null	0
12107	10007#1	1210	100	null	0
12108	10008#1	1210	100	null	0
12109	10009#1	1210	100	null	0
12110	10010#1	1210	100	null	0
12201	10019#1	1220	0	null	0
12202	10020#1	1220	0	null	0
12203	10021#1	1220	0	null	0
12204	10022#1	1220	100	null	0
12205	10023#1	1220	100	null	0
12206	10024#1	1220	0	null	0
12207	10025#1	1220	0	null	0
12208	10026#1	1220	0	null	0
12209	10027#1	1220	100	null	0
12301	10036#1	1230	0	null	0
12302	10037#1	1230	0	null	0
12303	10038#1	1230	100	null	0
12304	10039#1	1230	100	null	0
12305	10040#1	1230	100	null	0
12306	10041#1	1230	100	null	0
12307	10042#1	1230	0	null	0
12308	10043#1	1230	100	null	0
12309	10044#1	1230	100	null	0
12310	10045#1	1230	0	null	0
12311	10046#1	1230	0	null	0
13101	10001#1	1310	0	null	0
13102	10002#1	1310	0	null	0
13103	10003#1	1310	100	null	0
13104	10004#1	1310	100	null	0
13105	10005#1	1310	0	null	0
13106	10006#1	1310	100	null	0
13107	10007#1	1310	0	null	0
13108	10008#1	1310	0	null	0
13109	10009#1	1310	0	null	0
13110	10010#1	1310	0	null	0
13201	10019#1	1320	100	null	0
13202	10020#1	1320	0	null	0
13203	10021#1	1320	0	null	0
13204	10022#1	1320	0	null	0
13205	10023#1	1320	0	null	0
13206	10024#1	1320	0	null	0
13207	10025#1	1320	100	null	0
13208	10026#1	1320	100	null	0
13209	10027#1	1320	0	null	0
13301	10036#1	1330	0	null	0
13302	10037#1	1330	100	null	0
13303	10038#1	1330	0	null	0
13304	10039#1	1330	0	null	0
13305	10040#1	1330	0	null	0
13306	10041#1	1330	0	null	0
13307	10042#1	1330	100	null	0
13308	10043#1	1330	0	null	0
13309	10044#1	1330	0	null	0
13310	10045#1	1330	100	null	0
13311	10046#1	1330	0	null	0
14101	10001#1	1410	100	null	0
14102	10002#1	1410	100	null	0
14103	10003#1	1410	100	null	0
14104	10004#1	1410	100	null	0
14105	10005#1	1410	0	null	0
14106	10006#1	1410	100	null	0
14107	10007#1	1410	0	null	0
14108	10008#1	1410	0	null	0
14109	10009#1	1410	0	null	0
14110	10010#1	1410	0	null	0
14201	10019#1	1420	100	null	0
14202	10020#1	1420	100	null	0
14203	10021#1	1420	100	null	0
14204	10022#1	1420	0	null	0
14205	10023#1	1420	0	null	0
14206	10024#1	1420	0	null	0
14207	10025#1	1420	100	null	0
14208	10026#1	1420	100	null	0
14209	10027#1	1420	0	null	0
14301	10036#1	1430	100	null	0
14302	10037#1	1430	100	null	0
14303	10038#1	1430	0	null	0
14304	10039#1	1430	0	null	0
14305	10040#1	1430	0	null	0
14306	10041#1	1430	0	null	0
14307	10042#1	1430	100	null	0
14308	10043#1	1430	0	null	0
14309	10044#1	1430	0	null	0
14310	10045#1	1430	100	null	0
14311	10046#1	1430	100	null	0
15101	10001#1	1510	0	null	0
15102	10002#1	1510	0	null	0
15103	10003#1	1510	0	null	0
15104	10004#1	1510	0	null	0
15105	10005#1	1510	0	null	0
15106	10006#1	1510	0	null	0
15107	10007#1	1510	100	null	0
15108	10008#1	1510	0	null	0
15109	10009#1	1510	100	null	0
15110	10010#1	1510	100	null	0
15201	10019#1	1520	0	null	0
15202	10020#1	1520	0	null	0
15203	10021#1	1520	0	null	0
15204	10022#1	1520	100	null	0
15205	10023#1	1520	0	null	0
15206	10024#1	1520	0	null	0
15207	10025#1	1520	0	null	0
15208	10026#1	1520	0	null	0
15209	10027#1	1520	100	null	0
15301	10036#1	1530	0	null	0
15302	10037#1	1530	0	null	0
15303	10038#1	1530	0	null	0
15304	10039#1	1530	0	null	0
15305	10040#1	1530	100	null	0
15306	10041#1	1530	100	null	0
15307	10042#1	1530	0	null	0
15308	10043#1	1530	100	null	0
15309	10044#1	1530	100	null	0
15310	10045#1	1530	0	null	0
15311	10046#1	1530	0	null	0
15401	10060#1	1540	100	null	0
15402	10061#1	1540	100	null	0
15403	10065#1	1540	100	null	0
15404	10066#1	1540	100	null	0
15405	10076#1	1540	100	null	0
15406	10079#1	1540	0	null	0
15407	10081#1	1540	100	null	0
15408	10082#1	1540	100	null	0
16101	10001#1	1610	0	null	0
16102	10002#1	1610	0	null	0
16103	10003#1	1610	100	null	0
16104	10004#1	1610	100	null	0
16105	10005#1	1610	0	null	0
16106	10006#1	1610	100	null	0
16107	10007#1	1610	100	null	0
16108	10008#1	1610	0	null	0
16109	10009#1	1610	100	null	0
16110	10010#1	1610	100	null	0
16201	10019#1	1620	100	null	0
16202	10020#1	1620	0	null	0
16203	10021#1	1620	0	null	0
16204	10022#1	1620	100	null	0
16205	10023#1	1620	0	null	0
16206	10024#1	1620	0	null	0
16207	10025#1	1620	100	null	0
16208	10026#1	1620	100	null	0
16209	10027#1	1620	100	null	0
16301	10036#1	1630	0	null	0
16302	10037#1	1630	0	null	0
16303	10038#1	1630	0	null	0
16304	10039#1	1630	0	null	0
16305	10040#1	1630	100	null	0
16306	10041#1	1630	100	null	0
16307	10042#1	1630	100	null	0
16308	10043#1	1630	100	null	0
16309	10044#1	1630	100	null	0
16310	10045#1	1630	100	null	0
16311	10046#1	1630	100	null	0
100101	10001#1	1001	100	null	0
100201	10002#1	1002	100	null	0
100301	10003#1	1003	100	null	0
100401	10004#1	1004	100	null	0
100501	10005#1	1005	100	null	0
100601	10006#1	1006	100	null	0
100701	10007#1	1007	100	null	0
100801	10008#1	1008	100	null	0
100901	10009#1	1009	100	null	0
101001	10010#1	1010	100	null	0
101101	10019#1	1011	100	null	0
101201	10020#1	1012	100	null	0
101301	10021#1	1013	100	null	0
101401	10022#1	1014	100	null	0
101501	10023#1	1015	100	null	0
101601	10024#1	1016	100	null	0
101701	10025#1	1017	100	null	0
101801	10026#1	1018	100	null	0
101901	10027#1	1019	100	null	0
102001	10036#1	1020	100	null	0
102101	10037#1	1021	100	null	0
102201	10038#1	1022	100	null	0
102301	10039#1	1023	100	null	0
102401	10040#1	1024	100	null	0
102501	10041#1	1025	100	null	0
102601	10042#1	1026	100	null	0
102701	10043#1	1027	100	null	0
102801	10044#1	1028	100	null	0
102901	10045#1	1029	100	null	0
103001	10046#1	1030	100	null	0
5001	19#1	50000	650	null	0
5002	39010#40	50000	150	null	0
5003	6001020#10	50000	150	null	0
5004	6000116#10	50000	50	null	0
5005	19#1	50001	600	null	0
5006	39010#40	50001	100	null	0
5007	6001020#10	50001	100	null	0
5008	6000098#2	50001	80	null	0
5009	6000095#3	50001	80	null	0
5010	6000116#20	50001	40	null	0
5011	19#1	50002	540	null	0
5012	39010#40	50002	100	null	0
5013	6001020#10	50002	100	null	0
5014	6000098#2	50002	100	null	0
5015	6000095#3	50002	100	null	0
5016	6000097#1	50002	40	null	0
5017	6000116#20	50002	20	null	0
5018	19#1	50003	520	null	0
5019	39010#40	50003	100	null	0
5020	6001020#10	50003	100	null	0
5021	6000098#2	50003	100	null	0
5022	6000095#3	50003	100	null	0
5023	6000097#1	50003	70	null	0
5024	6000116#50	50003	10	null	0
5101	19#1	50010	650	null	0
5102	6000092#50	50010	150	null	0
5103	6001020#10	50010	150	null	0
5104	6000125#10	50010	50	null	0
5105	19#1	50011	600	null	0
5106	6000092#50	50011	100	null	0
5107	6001020#10	50011	100	null	0
5108	6000098#2	50011	80	null	0
5109	6000095#3	50011	80	null	0
5110	6000125#20	50011	40	null	0
5111	19#1	50012	540	null	0
5112	6000092#50	50012	100	null	0
5113	6001020#10	50012	100	null	0
5114	6000098#2	50012	100	null	0
5115	6000095#3	50012	100	null	0
5116	6000097#1	50012	40	null	0
5117	6000125#20	50012	20	null	0
5118	19#1	50013	520	null	0
5119	6000092#50	50013	100	null	0
5120	6001020#10	50013	100	null	0
5121	6000098#2	50013	100	null	0
5122	6000095#3	50013	100	null	0
5123	6000097#1	50013	70	null	0
5124	6000125#50	50013	10	null	0
5201	19#1	50020	650	null	0
5202	39010#40	50020	150	null	0
5203	6001020#10	50020	150	null	0
5204	6000151#10	50020	50	null	0
5205	19#1	50021	600	null	0
5206	39010#40	50021	100	null	0
5207	6001020#10	50021	100	null	0
5208	6000098#2	50021	80	null	0
5209	6000095#3	50021	80	null	0
5210	6000151#20	50021	40	null	0
5211	19#1	50022	540	null	0
5212	39010#40	50022	100	null	0
5213	6001020#10	50022	100	null	0
5214	6000098#2	50022	100	null	0
5215	6000095#3	50022	100	null	0
5216	6000097#1	50022	40	null	0
5217	6000151#20	50022	20	null	0
5218	19#1	50023	520	null	0
5219	39010#40	50023	100	null	0
5220	6001020#10	50023	100	null	0
5221	6000098#2	50023	100	null	0
5222	6000095#3	50023	100	null	0
5223	6000097#1	50023	70	null	0
5224	6000151#50	50023	10	null	0
1000	10001#1	20000	0	null	0
1001	10002#1	20000	0	null	0
1002	10003#1	20000	150	null	0
1003	10004#1	20000	150	null	0
1004	10005#1	20000	525	null	0
1005	10006#1	20000	413	null	0
1006	10007#1	20000	413	null	0
1007	10008#1	20000	525	null	0
1008	10009#1	20000	413	null	0
1009	10010#1	20000	413	null	0
1010	10011#1	20000	0	null	0
1011	10012#1	20000	0	null	0
1012	10013#1	20000	0	null	0
1013	10014#1	20000	0	null	0
1014	10015#1	20000	0	null	0
1015	10019#1	20000	552	null	0
1016	10020#1	20000	0	null	0
1017	10021#1	20000	0	null	0
1018	10022#1	20000	552	null	0
1019	10023#1	20000	1053	null	0
1020	10024#1	20000	0	null	0
1021	10025#1	20000	151	null	0
1022	10026#1	20000	151	null	0
1023	10027#1	20000	552	null	0
1024	10028#1	20000	0	null	0
1025	10029#1	20000	0	null	0
1026	10030#1	20000	0	null	0
1027	10031#1	20000	0	null	0
1028	10032#1	20000	0	null	0
1029	10036#1	20000	0	null	0
1030	10037#1	20000	151	null	0
1031	10038#1	20000	526	null	0
1032	10039#1	20000	526	null	0
1033	10040#1	20000	331	null	0
1034	10041#1	20000	331	null	0
1035	10042#1	20000	151	null	0
1036	10043#1	20000	331	null	0
1037	10044#1	20000	331	null	0
1038	10045#1	20000	331	null	0
1039	10046#1	20000	0	null	0
1040	10047#1	20000	0	null	0
1041	10048#1	20000	0	null	0
1042	10049#1	20000	0	null	0
1043	10050#1	20000	0	null	0
1044	10051#1	20000	0	null	0
1045	10060#1	20000	69	null	0
1046	10061#1	20000	69	null	0
1047	10062#1	20000	175	null	0
1048	10063#1	20000	50	null	0
1049	10065#1	20000	69	null	0
1050	10066#1	20000	69	null	0
1051	10067#1	20000	0	null	0
1052	10068#1	20000	0	null	0
1053	10069#1	20000	0	null	0
1054	10070#1	20000	0	null	0
1055	10075#1	20000	50	null	0
1056	10076#1	20000	92	null	0
1057	10079#1	20000	0	null	0
1058	10081#1	20000	92	null	0
1059	10082#1	20000	92	null	0
1060	10085#1	20000	175	null	0
1061	10086#1	20000	0	null	0
1062	10087#1	20000	0	null	0
1063	10088#1	20000	0	null	0
1064	10089#1	20000	0	null	0
1200	10001#1	19999	0	null	0
1201	10002#1	19999	0	null	0
1202	10003#1	19999	160	null	0
1203	10004#1	19999	160	null	0
1204	10005#1	19999	560	null	0
1205	10006#1	19999	440	null	0
1206	10007#1	19999	440	null	0
1207	10008#1	19999	560	null	0
1208	10009#1	19999	440	null	0
1209	10010#1	19999	440	null	0
1210	10011#1	19999	0	null	0
1211	10012#1	19999	0	null	0
1212	10013#1	19999	0	null	0
1213	10014#1	19999	0	null	0
1214	10015#1	19999	0	null	0
1215	10016#1	19999	0	null	0
1216	10017#1	19999	0	null	0
1217	10018#1	19999	0	null	0
1218	10019#1	19999	588	null	0
1219	10020#1	19999	0	null	0
1220	10021#1	19999	0	null	0
1221	10022#1	19999	588	null	0
1222	10023#1	19999	1122	null	0
1223	10024#1	19999	0	null	0
1224	10025#1	19999	161	null	0
1225	10026#1	19999	161	null	0
1226	10027#1	19999	588	null	0
1227	10028#1	19999	0	null	0
1228	10029#1	19999	0	null	0
1229	10030#1	19999	0	null	0
1230	10031#1	19999	0	null	0
1231	10032#1	19999	0	null	0
1232	10033#1	19999	0	null	0
1233	10034#1	19999	0	null	0
1234	10035#1	19999	0	null	0
1235	10036#1	19999	0	null	0
1236	10037#1	19999	161	null	0
1237	10038#1	19999	561	null	0
1238	10039#1	19999	561	null	0
1239	10040#1	19999	353	null	0
1240	10041#1	19999	353	null	0
1241	10042#1	19999	161	null	0
1242	10043#1	19999	353	null	0
1243	10044#1	19999	353	null	0
1244	10045#1	19999	353	null	0
1245	10046#1	19999	0	null	0
1246	10047#1	19999	0	null	0
1247	10048#1	19999	0	null	0
1248	10049#1	19999	0	null	0
1249	10050#1	19999	0	null	0
1250	10051#1	19999	0	null	0
1251	10052#1	19999	0	null	0
1252	10053#1	19999	0	null	0
1253	10054#1	19999	0	null	0
1254	10057#1	19999	0	null	0
1255	10058#1	19999	0	null	0
1256	10059#1	19999	0	null	0
1257	10060#1	19999	37	null	0
1258	10061#1	19999	20	null	0
1259	10062#1	19999	70	null	0
1260	10063#1	19999	0	null	0
1261	10064#1	19999	0	null	0
1262	10065#1	19999	37	null	0
1263	10066#1	19999	37	null	0
1264	10067#1	19999	0	null	0
1265	10068#1	19999	0	null	0
1266	10069#1	19999	0	null	0
1267	10070#1	19999	0	null	0
1268	10071#1	19999	0	null	0
1269	10072#1	19999	0	null	0
1270	10073#1	19999	0	null	0
1271	10074#1	19999	0	null	0
1272	10075#1	19999	0	null	0
1273	10076#1	19999	55	null	0
1274	10079#1	19999	0	null	0
1275	10080#1	19999	0	null	0
1276	10081#1	19999	20	null	0
1277	10082#1	19999	55	null	0
1278	10085#1	19999	70	null	0
1279	10086#1	19999	0	null	0
1280	10087#1	19999	0	null	0
1281	10088#1	19999	0	null	0
1282	10089#1	19999	0	null	0
1283	10090#1	19999	0	null	0
20001	10001#1	2000	1	null	0
20002	10021#1	2000	1	null	0
20003	10036#1	2000	1	null	0
20101001	10001#1	20101	82	null	154
20101002	10021#1	20101	82	null	154
20101003	10036#1	20101	82	null	154
20101004	10001#1	20101	0	null	144
20101005	10002#1	20101	1	null	144
20101006	10003#1	20101	1	null	144
20101007	10004#1	20101	1	null	144
20101008	10005#1	20101	7	null	144
20101009	10006#1	20101	4	null	144
20101010	10007#1	20101	4	null	144
20101011	10008#1	20101	7	null	144
20101012	10009#1	20101	4	null	144
20101013	10010#1	20101	4	null	144
20101014	10011#1	20101	80	null	0
20101015	10012#1	20101	80	null	0
20101016	10013#1	20101	80	null	0
20101017	10014#1	20101	80	null	0
20101018	10015#1	20101	80	null	0
20101019	10016#1	20101	2487	null	0
20101020	10017#1	20101	0	null	0
20101021	10018#1	20101	0	null	0
20101022	10019#1	20101	6	null	144
20101023	10020#1	20101	2	null	144
20101024	10021#1	20101	0	null	144
20101025	10022#1	20101	6	null	144
20101026	10023#1	20101	16	null	144
20101027	10024#1	20101	0	null	144
20101028	10025#1	20101	2	null	144
20101029	10026#1	20101	2	null	144
20101030	10027#1	20101	6	null	144
20101031	10028#1	20101	0	null	0
20101032	10029#1	20101	100	null	0
20101033	10030#1	20101	100	null	0
20101034	10031#1	20101	100	null	0
20101035	10032#1	20101	100	null	0
20101036	10033#1	20101	2487	null	0
20101037	10034#1	20101	0	null	0
20101038	10035#1	20101	0	null	0
20101039	10036#1	20101	0	null	144
20101040	10037#1	20101	1	null	144
20101041	10038#1	20101	7	null	144
20101042	10039#1	20101	7	null	144
20101043	10040#1	20101	4	null	144
20101044	10041#1	20101	4	null	144
20101045	10042#1	20101	1	null	144
20101046	10043#1	20101	4	null	144
20101047	10044#1	20101	4	null	144
20101048	10045#1	20101	1	null	144
20101049	10046#1	20101	1	null	144
20101050	10047#1	20101	80	null	0
20101051	10048#1	20101	80	null	0
20101052	10049#1	20101	80	null	0
20101053	10050#1	20101	80	null	0
20101054	10051#1	20101	80	null	0
20101055	10052#1	20101	2487	null	0
20101056	10053#1	20101	0	null	0
20101057	10054#1	20101	0	null	0
20101058	10057#1	20101	0	1#20	144
20101059	10058#1	20101	0	1#20	144
20101060	10059#1	20101	0	1#20	144
20101061	10060#1	20101	2	1#20	144
20101062	10061#1	20101	2	1#20	144
20101063	10062#1	20101	5	1#20	144
20101064	10063#1	20101	1	1#20	144
20101065	10064#1	20101	0	1#20	144
20101066	10065#1	20101	2	1#20	144
20101067	10066#1	20101	2	1#20	144
20101068	10067#1	20101	18	null	0
20101069	10068#1	20101	18	null	0
20101070	10069#1	20101	18	null	0
20101071	10070#1	20101	18	null	0
20101072	10071#1	20101	415	null	0
20101073	10072#1	20101	0	1#20	144
20101074	10073#1	20101	0	1#20	144
20101075	10074#1	20101	0	1#20	144
20101076	10075#1	20101	1	1#20	144
20101077	10076#1	20101	2	1#20	144
20101078	10079#1	20101	0	1#20	144
20101079	10080#1	20101	0	1#20	144
20101080	10081#1	20101	2	1#20	144
20101081	10082#1	20101	2	1#20	144
20101082	10085#1	20101	5	1#20	144
20101083	10086#1	20101	0	null	0
20101084	10087#1	20101	24	null	0
20101085	10088#1	20101	24	null	0
20101086	10089#1	20101	24	null	0
20101087	10090#1	20101	415	null	0
20011	10002#1	2001	4000	null	0
20012	10026#1	2001	3000	null	0
20013	10045#1	2001	3000	null	0
20001001	10002#1	20001	95	null	101
20001002	10026#1	20001	77	null	101
20001003	10045#1	20001	77	null	101
20001004	10001#1	20001	1	null	100
20001005	10002#1	20001	0	null	100
20001006	10003#1	20001	1	null	100
20001007	10004#1	20001	1	null	100
20001008	10005#1	20001	7	null	100
20001009	10006#1	20001	4	null	100
20001010	10007#1	20001	4	null	100
20001011	10008#1	20001	7	null	100
20001012	10009#1	20001	4	null	100
20001013	10010#1	20001	4	null	100
20001014	10011#1	20001	80	null	0
20001015	10012#1	20001	80	null	0
20001016	10013#1	20001	80	null	0
20001017	10014#1	20001	80	null	0
20001018	10015#1	20001	80	null	0
20001019	10016#1	20001	2487	null	0
20001020	10017#1	20001	0	null	0
20001021	10018#1	20001	0	null	0
20001022	10019#1	20001	9	null	100
20001023	10020#1	20001	1	null	100
20001024	10021#1	20001	1	null	100
20001025	10022#1	20001	1	null	100
20001026	10023#1	20001	16	null	100
20001027	10024#1	20001	0	null	100
20001028	10025#1	20001	1	null	100
20001029	10026#1	20001	0	null	100
20001030	10027#1	20001	9	null	100
20001031	10028#1	20001	0	null	0
20001032	10029#1	20001	100	null	0
20001033	10030#1	20001	100	null	0
20001034	10031#1	20001	100	null	0
20001035	10032#1	20001	100	null	0
20001036	10033#1	20001	2487	null	0
20001037	10034#1	20001	0	null	0
20001038	10035#1	20001	0	null	0
20001039	10036#1	20001	1	null	100
20001040	10037#1	20001	1	null	100
20001041	10038#1	20001	7	null	100
20001042	10039#1	20001	7	null	100
20001043	10040#1	20001	6	null	100
20001044	10041#1	20001	1	null	100
20001045	10042#1	20001	1	null	100
20001046	10043#1	20001	6	null	100
20001047	10044#1	20001	6	null	100
20001048	10045#1	20001	0	null	100
20001049	10046#1	20001	1	null	100
20001050	10047#1	20001	80	null	0
20001051	10048#1	20001	80	null	0
20001052	10049#1	20001	80	null	0
20001053	10050#1	20001	80	null	0
20001054	10051#1	20001	80	null	0
20001055	10052#1	20001	2487	null	0
20001056	10053#1	20001	0	null	0
20001057	10054#1	20001	0	null	0
20001058	10057#1	20001	0	1#20	100
20001059	10058#1	20001	0	1#20	100
20001060	10059#1	20001	0	1#20	100
20001061	10060#1	20001	2	1#20	100
20001062	10061#1	20001	2	1#20	100
20001063	10062#1	20001	5	1#20	100
20001064	10063#1	20001	1	1#20	100
20001065	10064#1	20001	0	1#20	100
20001066	10065#1	20001	2	1#20	100
20001067	10066#1	20001	2	1#20	100
20001068	10067#1	20001	18	null	0
20001069	10068#1	20001	18	null	0
20001070	10069#1	20001	18	null	0
20001071	10070#1	20001	18	null	0
20001072	10071#1	20001	415	null	0
20001073	10072#1	20001	0	1#20	100
20001074	10073#1	20001	0	1#20	100
20001075	10074#1	20001	0	1#20	100
20001076	10075#1	20001	1	1#20	100
20001077	10076#1	20001	2	1#20	100
20001078	10079#1	20001	0	1#20	100
20001079	10080#1	20001	0	1#20	100
20001080	10081#1	20001	2	1#20	100
20001081	10082#1	20001	2	1#20	100
20001082	10085#1	20001	5	1#20	100
20001083	10086#1	20001	0	null	0
20001084	10087#1	20001	24	null	0
20001085	10088#1	20001	24	null	0
20001086	10089#1	20001	24	null	0
20001087	10090#1	20001	415	null	0
20031	10072#1	2003	4000	null	0
20032	10074#1	2003	3000	null	0
20033	10081#1	2003	3000	null	0
21001001	10072#1	21001	95	null	105
21001002	10074#1	21001	77	null	105
21001003	10081#1	21001	77	null	105
21001004	10001#1	21001	1	null	104
21001005	10002#1	21001	1	null	104
21001006	10003#1	21001	1	null	104
21001007	10004#1	21001	1	null	104
21001008	10005#1	21001	7	null	104
21001009	10006#1	21001	4	null	104
21001010	10007#1	21001	4	null	104
21001011	10008#1	21001	7	null	104
21001012	10009#1	21001	4	null	104
21001013	10010#1	21001	4	null	104
21001014	10011#1	21001	80	null	0
21001015	10012#1	21001	80	null	0
21001016	10013#1	21001	80	null	0
21001017	10014#1	21001	80	null	0
21001018	10015#1	21001	80	null	0
21001019	10016#1	21001	2487	null	0
21001020	10017#1	21001	0	null	0
21001021	10018#1	21001	0	null	0
21001022	10019#1	21001	9	null	104
21001023	10020#1	21001	1	null	104
21001024	10021#1	21001	1	null	104
21001025	10022#1	21001	1	null	104
21001026	10023#1	21001	16	null	104
21001027	10024#1	21001	0	null	104
21001028	10025#1	21001	1	null	104
21001029	10026#1	21001	1	null	104
21001030	10027#1	21001	9	null	104
21001031	10028#1	21001	0	null	0
21001032	10029#1	21001	100	null	0
21001033	10030#1	21001	100	null	0
21001034	10031#1	21001	100	null	0
21001035	10032#1	21001	100	null	0
21001036	10033#1	21001	2487	null	0
21001037	10034#1	21001	0	null	0
21001038	10035#1	21001	0	null	0
21001039	10036#1	21001	1	null	104
21001040	10037#1	21001	1	null	104
21001041	10038#1	21001	7	null	104
21001042	10039#1	21001	7	null	104
21001043	10040#1	21001	6	null	104
21001044	10041#1	21001	1	null	104
21001045	10042#1	21001	1	null	104
21001046	10043#1	21001	6	null	104
21001047	10044#1	21001	6	null	104
21001048	10045#1	21001	1	null	104
21001049	10046#1	21001	1	null	104
21001050	10047#1	21001	80	null	0
21001051	10048#1	21001	80	null	0
21001052	10049#1	21001	80	null	0
21001053	10050#1	21001	80	null	0
21001054	10051#1	21001	80	null	0
21001055	10052#1	21001	2487	null	0
21001056	10053#1	21001	0	null	0
21001057	10054#1	21001	0	null	0
21001058	10057#1	21001	0	1#20	104
21001059	10058#1	21001	0	1#20	104
21001060	10059#1	21001	0	1#20	104
