Id	MonsterId	Type	Profession	Quality	Level	Hp	Attack	PhysicalDefence	MagicDefence	Speed	SecondaryFactor	PropertyName	ElementDamageBonusFactor	ElementDamageReduceFactor	SkillList	PassiveSkillList	MonsterAi
10010955	10075	5	4	0	567	6376798	619187	4254	0	4501	51#1500|52#5250|53#11674|54#900|55#3400|56#17700|58#1000|60#5750|155#2380|156#4850|171#900	5	0.0	0#0#0#0#0#0	50201#50216#50235	50225#50245#60354#60234#60253#60244#60314#60394#90205#810352	0
10010961	10062	4	1	0	568	5682322	521919	5664	0	4327	51#1500|52#7630|53#11675|54#1275|55#3400|56#17700|58#544|60#6326|155#1000|156#4850|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
10010962	10026	2	1	0	568	5776020	515656	4624	0	4179	51#1500|52#6250|53#11675|54#1275|55#3400|56#17700|57#1380|58#544|60#6326|155#1000|156#4850|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10010963	10040	3	2	0	568	4521209	650057	3998	0	4306	51#6250|52#1500|53#11675|54#900|55#8726|56#26257|60#2000|155#2380|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10010964	10080	5	3	0	568	4697269	766532	4186	0	4188	51#5250|52#1500|53#13055|54#900|55#8150|56#25200|60#2000|155#1000|156#1100|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50525#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
10010965	10004	1	4	0	568	6077685	589219	4425	0	3994	51#1500|52#5250|53#11675|54#1275|55#3400|56#17700|58#2924|60#6326|155#1000|156#4850|165#1380|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20325#20345#60354#60234#60253#60244#60314#60394#810652	0
10010971	10027	2	3	0	568	4794340	624592	3993	0	4226	51#5250|52#1500|53#11675|54#2280|55#8150|56#25200|60#3380|155#1000|156#1100|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10010972	10026	2	1	0	568	5776020	515656	4624	0	4179	51#1500|52#6250|53#11675|54#1275|55#3400|56#17700|57#1380|58#544|60#6326|155#1000|156#4850|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10010973	10022	2	2	0	568	4435934	714589	3759	0	4449	51#6250|52#1500|53#11675|54#900|55#7150|56#25200|60#2000|155#2380|156#1100|171#900	2	0.0	0#0#0#0#0#0	30401#30416#30435	30425#30445#60424#60154#60333#60184#60044#60034#810352	0
10010974	10023	2	2	0	568	5323705	664057	3758	0	4455	51#6250|52#1500|53#11675|54#900|55#8726|56#26257|60#2000|155#2380|156#1100|171#900	2	0.0	0#0#0#0#0#0	30501#30513#30533	30523#30543#60424#60154#60333#60184#60044#60034#810352	0
10010975	10021	2	4	0	568	5222003	575253	4120	0	4057	51#1500|52#5250|53#11300|54#900|55#3400|56#17700|58#4168|60#6326|155#1000|156#4850|165#1380|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30325#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
10010981	10038	3	1	0	569	5527855	508773	5513	0	4033	51#1500|52#7630|53#11675|54#1275|55#3400|56#17700|58#545|60#6327|155#1000|156#4850|171#900	3	0.0	0#0#0#0#0#0	10201#10213#10233	10223#60354#60304#60243#60294#60374#60404#810252	0
10010982	10044	3	2	0	569	4531618	701697	4552	0	3989	51#6250|52#2880|53#11675|54#900|55#7150|56#25200|60#2000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	10801#10816#10835	10825#10845#60424#60154#60333#60184#60044#60034#810252	0
10010983	10040	3	2	0	569	5436522	651371	4005	0	4311	51#6250|52#1500|53#11675|54#900|55#8727|56#26258|60#2000|155#2380|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10010984	10046	3	4	0	569	5349537	547949	4806	0	3913	51#1500|52#5250|53#11675|54#1275|55#3400|56#17700|58#2925|60#6327|155#1000|156#4850|165#1380|171#900	3	0.0	0#0#0#0#0#0	11001#11016#11035	11025#11045#60354#60234#60253#60244#60314#60394#810652	0
10010985	10041	3	4	0	569	5335862	565378	4382	0	3913	51#1500|52#5250|53#11300|54#900|55#3400|56#17700|58#4870|60#6327|155#1000|156#4850|165#1380|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10525#10545#60354#60234#60253#60244#60314#60394#810652	0
10010991	10043	3	1	0	569	5903909	508078	4939	0	4030	51#1500|52#6250|53#11675|54#1275|55#3400|56#17700|57#1380|58#545|60#6327|155#1000|156#4850|171#900	3	0.0	0#0#0#0#0#0	10701#10716#10735	10725#10745#60354#60304#60243#60294#60374#60404#810552	0
10010992	10044	3	2	0	569	5437941	701697	4552	0	3989	51#6250|52#2880|53#11675|54#900|55#7150|56#25200|60#2000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	10801#10816#10835	10825#10845#60424#60154#60333#60184#60044#60034#810252	0
10010993	10040	3	2	0	569	4530435	651371	4005	0	4311	51#6250|52#1500|53#11675|54#900|55#8727|56#26258|60#2000|155#2380|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10010994	10046	3	4	0	569	5349537	547949	4806	0	3913	51#1500|52#5250|53#11675|54#1275|55#3400|56#17700|58#2925|60#6327|155#1000|156#4850|165#1380|171#900	3	0.0	0#0#0#0#0#0	11001#11016#11035	11025#11045#60354#60234#60253#60244#60314#60394#810652	0
10010995	10041	3	4	0	569	5335862	565378	4382	0	3913	51#1500|52#5250|53#11300|54#900|55#3400|56#17700|58#4870|60#6327|155#1000|156#4850|165#1380|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10525#10545#60354#60234#60253#60244#60314#60394#810652	0
10011001	10027	2	3	0	570	6287564	583488	4005	0	4242	51#5300|52#1500|53#11676|54#2300|55#8200|56#25300|60#3400|155#1000|156#1100|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011002	10026	2	1	0	570	6247279	475567	4639	0	4195	51#1500|52#6300|53#11676|54#1276|55#3400|56#17700|57#1400|58#546|60#6378|155#1000|156#4900|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10011003	10022	2	2	0	570	4848149	667195	3770	0	4470	51#6300|52#1500|53#11676|54#900|55#7200|56#25300|60#2000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30401#30416#30435	30425#30445#60424#60154#60333#60184#60044#60034#810352	0
10011004	10021	2	4	0	570	5670646	531827	4133	0	4073	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4192|60#6378|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30325#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011005	10025	2	4	0	570	5671245	532120	4139	0	4071	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4892|60#6378|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30701#30716#30735	30725#30745#60354#60234#60253#60244#60314#60394#810652	0
10011011	10038	3	1	0	570	7190388	468458	5529	0	4063	51#1500|52#7700|53#11676|54#1276|55#3400|56#17700|58#546|60#7378|155#1000|156#4900|171#900	3	0.0	0#0#0#0#0#0	10201#10213#10233	10223#60354#60304#60243#60294#60374#60404#810252	0
10011012	10042	3	3	0	570	4989287	653112	4088	0	3990	51#5300|52#1500|53#13076|54#900|55#9778|56#26360|60#3000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	10601#10616#10635	10625#10645#60414#60094#60333#60164#60054#60024#810152	0
10011013	10040	3	2	0	570	4942514	603518	4011	0	4347	51#6300|52#1500|53#11676|54#900|55#8778|56#26360|60#3000|155#2400|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10011014	10046	3	4	0	570	5798777	504357	4814	0	3943	51#1500|52#5300|53#11676|54#1276|55#3400|56#17700|58#2946|60#7378|155#1000|156#4900|165#1400|171#900	3	0.0	0#0#0#0#0#0	11001#11016#11035	11025#11045#60354#60234#60253#60244#60314#60394#810652	0
10011015	10041	3	4	0	570	5783967	521829	4389	0	3943	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4892|60#7378|155#1000|156#4900|165#1400|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10525#10545#60354#60234#60253#60244#60314#60394#810652	0
10011021	10007	1	1	0	571	5941594	475552	5318	0	4125	51#1500|52#7700|53#11677|54#1277|55#3400|56#17700|58#547|60#7378|155#1000|156#4900|171#900	1	0.0	0#0#0#0#0#0	20601#20616	20625#20635#20645#60354#60304#60243#60294#60374#60404#810252	0
10011022	10002	1	3	0	571	5942551	670595	3917	0	4470	51#5300|52#1500|53#11677|54#900|55#8200|56#25300|60#3000|155#2400|156#1100|171#900	1	0.0	0#0#0#0#0#0	20101#20116#20135	20125#20145#60414#60094#60333#60164#60054#60024#810352	0
10011023	10001	1	4	0	571	5958457	541720	4514	0	3999	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4194|60#7378|155#1000|156#4900|165#1400|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22325#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011024	10008	1	3	0	571	4954418	663731	3924	0	4054	51#5300|52#1500|53#13077|54#900|55#9778|56#26361|60#3000|155#1000|156#1100|171#900	1	0.0	0#0#0#0#0#0	20701#20713#20733	20723#60414#60094#60333#60164#60054#60024#810152	0
10011025	10004	1	4	0	571	5511457	545938	4449	0	4035	51#1500|52#5300|53#11677|54#1277|55#3400|56#17700|58#2947|60#7378|155#1000|156#4900|165#1400|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20325#20345#60354#60234#60253#60244#60314#60394#810652	0
10011031	10027	2	3	0	571	5250927	586292	4014	0	4269	51#5300|52#1500|53#11677|54#2300|55#8200|56#25300|60#4400|155#1000|156#1100|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011032	10020	2	3	0	571	4908253	676524	3846	0	4469	51#5300|52#1500|53#11677|54#900|55#8200|56#25300|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30225#30245#60414#60094#60333#60164#60054#60024#810352	0
10011033	10026	2	1	0	571	7512297	478103	4650	0	4222	51#1500|52#6300|53#11677|54#1277|55#3400|56#17700|57#1400|58#547|60#7378|155#1000|156#4900|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10011034	10023	2	2	0	571	4859284	619301	3778	0	4502	51#6300|52#1500|53#11677|54#900|55#8778|56#26361|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30501#30513#30533	30523#30543#60424#60154#60333#60184#60044#60034#810352	0
10011035	10021	2	4	0	571	5682488	534583	4143	0	4099	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4194|60#7378|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30325#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011041	10062	4	1	0	572	6195240	484869	5713	0	4376	51#1500|52#7700|53#11678|54#1278|55#3400|56#17700|58#548|60#7379|155#1000|156#4900|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
10011042	10063	4	3	0	572	5158546	634859	4798	0	4298	51#5300|52#2900|53#11678|54#900|55#9279|56#26362|60#3000|155#1000|156#1100|171#900	4	0.0	0#0#0#0#0#0	40501#40516	40525#40535#40545#60414#60094#60333#60164#60054#60024#90305#810252	0
10011043	10057	4	3	0	572	5155099	726001	4215	0	4298	51#5300|52#1500|53#13078|54#900|55#8200|56#25300|60#3000|155#1000|156#1100|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41525#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
10011044	10065	4	2	0	572	6124593	664800	4134	0	4650	51#6300|52#1500|53#11678|54#900|55#7200|56#25300|60#3000|155#2400|156#1100|171#900	4	0.0	0#0#0#0#0#0	40701#40716#40735	40725#40745#60424#60154#60333#60184#60044#60034#90205#810352	0
10011045	10061	4	4	0	572	5815811	576763	4283	0	4298	51#1500|52#5300|53#11678|54#900|55#3400|56#17700|58#2400|60#6800|155#1000|156#4900|165#1400|171#900	4	0.0	0#0#0#0#0#0	40301#40316#40335	40325#40345#60354#60234#60253#60244#60314#60394#90205#810652	0
10011051	10062	4	1	0	572	6195240	484869	5713	0	4376	51#1500|52#7700|53#11678|54#1278|55#3400|56#17700|58#548|60#7379|155#1000|156#4900|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
10011052	10026	2	1	0	572	6272666	479084	4658	0	4227	51#1500|52#6300|53#11678|54#1278|55#3400|56#17700|57#1400|58#548|60#7379|155#1000|156#4900|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10011053	10040	3	2	0	572	4962117	607524	4026	0	4358	51#6300|52#1500|53#11678|54#900|55#8779|56#26362|60#3000|155#2400|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10011054	10080	5	3	0	572	5155099	723175	4215	0	4236	51#5300|52#1500|53#13078|54#900|55#8200|56#25300|60#3000|155#1000|156#1100|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50525#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
10011055	10004	1	4	0	572	6626974	547040	4456	0	4040	51#1500|52#5300|53#11678|54#1278|55#3400|56#17700|58#2948|60#7379|155#1000|156#4900|165#1400|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20325#20345#60354#60234#60253#60244#60314#60394#810652	0
10011061	10027	2	3	0	573	5271067	588629	4027	0	4280	51#5300|52#1500|53#11679|54#2300|55#8200|56#25300|60#4400|155#1000|156#1100|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011062	10020	2	3	0	573	4927193	679192	3858	0	4479	51#5300|52#1500|53#11679|54#900|55#8200|56#25300|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30225#30245#60414#60094#60333#60164#60054#60024#810352	0
10011063	10022	2	2	0	573	4877519	672994	3791	0	4507	51#6300|52#1500|53#11679|54#900|55#7200|56#25300|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30401#30416#30435	30425#30445#60424#60154#60333#60184#60044#60034#810352	0
10011064	10023	2	2	0	573	4878053	621693	3790	0	4513	51#6300|52#1500|53#11679|54#900|55#8780|56#26364|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30501#30513#30533	30523#30543#60424#60154#60333#60184#60044#60034#810352	0
10011065	10025	2	4	0	573	6845603	537017	4162	0	4107	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4898|60#7380|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30701#30716#30735	30725#30745#60354#60234#60253#60244#60314#60394#810652	0
10011071	10027	2	3	0	573	5271067	588629	4027	0	4280	51#5300|52#1500|53#11679|54#2300|55#8200|56#25300|60#4400|155#1000|156#1100|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011072	10020	2	3	0	573	4927193	679192	3858	0	4479	51#5300|52#1500|53#11679|54#900|55#8200|56#25300|60#3000|155#2400|156#1100|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30225#30245#60414#60094#60333#60164#60054#60024#810352	0
10011073	10026	2	1	0	573	6283926	479979	4665	0	4233	51#1500|52#6300|53#11679|54#1279|55#3400|56#17700|57#1400|58#549|60#7380|155#1000|156#4900|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10011074	10021	2	4	0	573	6844881	536724	4156	0	4109	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4198|60#7380|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30325#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011075	10025	2	4	0	573	5704669	537017	4162	0	4107	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4898|60#7380|155#1000|156#4900|165#1400|171#900	2	0.0	0#0#0#0#0#0	30701#30716#30735	30725#30745#60354#60234#60253#60244#60314#60394#810652	0
10011081	10007	1	1	0	574	5974788	479660	5344	0	4140	51#1500|52#7700|53#11679|54#1279|55#3400|56#17700|58#550|60#7381|155#1000|156#4900|171#900	1	0.0	0#0#0#0#0#0	20601#20616	20625#20635#20645#60354#60304#60243#60294#60374#60404#810252	0
10011082	10006	1	2	0	574	4934140	715883	3875	0	4100	51#6300|52#1500|53#13079|54#900|55#7200|56#25300|60#3000|155#1000|156#1100|171#900	1	0.0	0#0#0#0#0#0	20501#20516#20535	20525#20545#60424#60154#60333#60184#60044#60034#810152	0
10011083	10001	1	4	0	574	7190116	546411	4537	0	4014	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4200|60#7381|155#1000|156#4900|165#1400|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22325#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011084	10008	1	3	0	574	4982559	669125	3942	0	4069	51#5300|52#1500|53#13079|54#900|55#9781|56#26365|60#3000|155#1000|156#1100|171#900	1	0.0	0#0#0#0#0#0	20701#20713#20733	20723#60414#60094#60333#60164#60054#60024#810152	0
10011085	10004	1	4	0	574	5542334	550614	4471	0	4051	51#1500|52#5300|53#11679|54#1279|55#3400|56#17700|58#2950|60#7381|155#1000|156#4900|165#1400|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20325#20345#60354#60234#60253#60244#60314#60394#810652	0
10011091	10043	3	1	0	574	6421654	474208	4983	0	4082	51#1500|52#6300|53#11679|54#1279|55#3400|56#17700|57#1400|58#550|60#7381|155#1000|156#4900|171#900	3	0.0	0#0#0#0#0#0	10701#10716#10735	10725#10745#60354#60304#60243#60294#60374#60404#810552	0
10011092	10042	3	3	0	574	6032754	661347	4116	0	4011	51#5300|52#1500|53#13079|54#900|55#9781|56#26365|60#3000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	10601#10616#10635	10625#10645#60414#60094#60333#60164#60054#60024#810152	0
10011093	10044	3	2	0	574	4981492	662384	4597	0	4041	51#6300|52#2900|53#11679|54#900|55#7200|56#25300|60#3000|155#1000|156#1100|171#900	3	0.0	0#0#0#0#0#0	10801#10816#10835	10825#10845#60424#60154#60333#60184#60044#60034#810252	0
10011094	10040	3	2	0	574	4980192	611350	4039	0	4368	51#6300|52#1500|53#11679|54#900|55#8781|56#26365|60#3000|155#2400|156#1100|171#900	3	0.0	0#0#0#0#0#0	10401#10416#10435	10425#10445#60424#60154#60333#60184#60044#60034#810352	0
10011095	10041	3	4	0	574	5827118	528905	4420	0	3964	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4900|60#7381|155#1000|156#4900|165#1400|171#900	3	0.0	0#0#0#0#0#0	10501#10516#10535	10525#10545#60354#60234#60253#60244#60314#60394#810652	0
10011101	10027	2	3	0	575	6350661	592421	4039	0	4291	51#5300|52#1500|53#11680|54#2300|55#8200|56#25300|60#4400|155#1000|156#1200|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011102	10020	2	3	0	575	4947144	683528	3869	0	4490	51#5300|52#1500|53#11680|54#900|55#8200|56#25300|60#3000|155#2400|156#1200|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30225#30245#60414#60094#60333#60164#60054#60024#810352	0
10011103	10026	2	1	0	575	6308494	483303	4679	0	4244	51#1500|52#6300|53#11680|54#1280|55#3400|56#17700|57#1400|58#552|60#7381|155#1000|156#5000|171#900	2	0.0	0#0#0#0#0#0	30801#30816#30835	30825#30845#60354#60304#60243#60294#60374#60404#810552	0
10011104	10021	2	4	0	575	5726476	540395	4169	0	4120	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4204|60#7381|155#1000|156#5000|165#1400|171#900	2	0.0	0#0#0#0#0#0	30301#30316#30335	30325#30345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011105	10025	2	4	0	575	5727080	540689	4175	0	4118	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4904|60#7381|155#1000|156#5000|165#1400|171#900	2	0.0	0#0#0#0#0#0	30701#30716#30735	30725#30745#60354#60234#60253#60244#60314#60394#810652	0
10011111	10007	1	1	0	575	7184883	480729	5353	0	4146	51#1500|52#7700|53#11680|54#1280|55#3400|56#17700|58#552|60#7381|155#1000|156#5000|171#900	1	0.0	0#0#0#0#0#0	20601#20616	20625#20635#20645#60354#60304#60243#60294#60374#60404#810252	0
10011112	10002	1	3	0	575	4991323	677542	3941	0	4491	51#5300|52#1500|53#11680|54#900|55#8200|56#25300|60#3000|155#2400|156#1200|171#900	1	0.0	0#0#0#0#0#0	20101#20116#20135	20125#20145#60414#60094#60333#60164#60054#60024#810352	0
10011113	10001	1	4	0	575	6004415	547603	4544	0	4020	51#1500|52#5300|53#11300|54#900|55#3400|56#17700|58#4204|60#7381|155#1000|156#5000|165#1400|171#900	1	0.0	0#0#0#0#0#0	22301#22316#22335	22325#22345#60354#60234#60253#60244#60314#60394#90405#810652	0
10011114	10006	1	2	0	575	4945128	717384	3881	0	4105	51#6300|52#1500|53#13080|54#900|55#7200|56#25300|60#3000|155#1000|156#1200|171#900	1	0.0	0#0#0#0#0#0	20501#20516#20535	20525#20545#60424#60154#60333#60184#60044#60034#810152	0
10011115	10004	1	4	0	575	5554196	551808	4478	0	4056	51#1500|52#5300|53#11680|54#1280|55#3400|56#17700|58#2952|60#7381|155#1000|156#5000|165#1400|171#900	1	0.0	0#0#0#0#0#0	20301#20316#20335	20325#20345#60354#60234#60253#60244#60314#60394#810652	0
10011121	10081	5	1	0	576	6255004	495010	5518	0	4340	51#1500|52#7750|53#11681|54#1281|55#3400|56#17700|58#553|60#7432|155#1000|156#5050|171#900	5	0.0	0#0#0#0#0#0	50601#50616#50635	50625#50645#60354#60304#60243#60294#60374#60404#90105#810252	0
10011122	10080	5	3	0	576	6250135	732234	4241	0	4262	51#5350|52#1500|53#13081|54#900|55#8250|56#25400|60#3000|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50501#50516#50535	50525#50545#60414#60094#60333#60164#60054#60024#90205#810152	0
10011123	10074	5	3	0	576	5181842	697601	4236	0	4276	51#5350|52#1500|53#13081|54#900|55#9332|56#26468|60#3000|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50101#50116#50135	50125#50145#60414#60094#60333#60164#60054#60024#90305#810152	0
10011124	10076	5	3	0	576	5209481	693803	4242	0	4259	51#5350|52#1500|53#13081|54#900|55#9332|56#26468|60#3000|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50301#50316#50335	50325#50345#60414#60094#60333#60164#60054#60024#90305#810152	0
10011125	10075	5	4	0	576	5873882	588136	4317	0	4585	51#1500|52#5350|53#11681|54#900|55#3400|56#17700|58#1000|60#6850|155#2400|156#5050|171#900	5	0.0	0#0#0#0#0#0	50201#50216#50235	50225#50245#60354#60234#60253#60244#60314#60394#90205#810352	0
10011131	10027	2	3	0	576	5315857	595061	4045	0	4301	51#5350|52#1500|53#11681|54#2300|55#8250|56#25400|60#4400|155#1000|156#1200|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011132	10020	2	3	0	576	4969333	686552	3875	0	4500	51#5350|52#1500|53#11681|54#900|55#8250|56#25400|60#3000|155#2400|156#1200|171#900	2	0.0	0#0#0#0#0#0	30201#30216#30235	30225#30245#60414#60094#60333#60164#60054#60024#810352	0
10011133	10022	2	2	0	576	5903132	680292	3808	0	4528	51#6350|52#1500|53#11681|54#900|55#7250|56#25400|60#3000|155#2400|156#1200|171#900	2	0.0	0#0#0#0#0#0	30401#30416#30435	30425#30445#60424#60154#60333#60184#60044#60034#810352	0
10011134	10023	2	2	0	576	4919813	628625	3807	0	4534	51#6350|52#1500|53#11681|54#900|55#8832|56#26468|60#3000|155#2400|156#1200|171#900	2	0.0	0#0#0#0#0#0	30501#30513#30533	30523#30543#60424#60154#60333#60184#60044#60034#810352	0
10011135	10025	2	4	0	576	5751535	543285	4182	0	4128	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4906|60#7432|155#1000|156#5050|165#1400|171#900	2	0.0	0#0#0#0#0#0	30701#30716#30735	30725#30745#60354#60234#60253#60244#60314#60394#810652	0
10011141	10062	4	1	0	577	6268782	492551	5761	0	4410	51#1500|52#7750|53#11682|54#1282|55#3400|56#17700|58#554|60#7433|155#1000|156#5050|171#900	4	0.0	0#0#0#0#0#0	40401#40413#40433	40423#60354#60304#60243#60294#60374#60404#810252	0
10011142	10057	4	3	0	577	5218381	736631	4249	0	4332	51#5350|52#1500|53#13082|54#900|55#8250|56#25400|60#3000|155#1000|156#1200|171#900	4	0.0	0#0#0#0#0#0	41501#41516#41535	41525#41545#60414#60094#60333#60164#60054#60024#90205#810152	0
10011143	10064	4	2	0	577	5166681	721371	4168	0	4361	51#6350|52#1500|53#13082|54#900|55#7250|56#25400|60#3000|155#1000|156#1200|171#900	4	0.0	0#0#0#0#0#0	40601#40616#40635	40625#40645#60424#60154#60333#60184#60044#60034#90205#810152	0
10011144	10065	4	2	0	577	6199839	674775	4168	0	4684	51#6350|52#1500|53#11682|54#900|55#7250|56#25400|60#3000|155#2400|156#1200|171#900	4	0.0	0#0#0#0#0#0	40701#40716#40735	40725#40745#60424#60154#60333#60184#60044#60034#90205#810352	0
10011145	10060	4	4	0	577	6041398	551412	4576	0	4284	51#1500|52#5350|53#11300|54#900|55#3400|56#17700|58#4908|60#7433|155#1000|156#5050|165#1400|171#900	4	0.0	0#0#0#0#0#0	40201#40216#40235	40225#40245#60354#60234#60253#60244#60314#60394#810652	0
10011151	10027	2	3	0	577	5325979	596339	4053	0	4307	51#5350|52#1500|53#11682|54#2300|55#8250|56#25400|60#4400|155#1000|156#1200|171#900	2	0.0	0#0#0#0#0#0	30901#30916#30935	30925#30945#60414#60094#60333#60164#60054#60024#810452	0
10011152	10042	3	3	0	577	5070694	667024	4137	0	4032	51#5350|52#1500|53#13082|54#900|55#9833|56#26469|60#3000|155#1000|156#1200|171#900	3	0.0	0#0#0#0#0#0	10601#10616#10635	10625#10645#60414#60094#60333#60164#60054#60024#810152	0
10011153	10006	1	2	0	577	4976824	721963	3895	0	4121	51#6350|52#1500|53#13082|54#900|55#7250|56#25400|60#3000|155#1000|156#1200|171#900	1	0.0	0#0#0#0#0#0	20501#20516#20535	20525#20545#60424#60154#60333#60184#60044#60034#810152	0
10011154	10076	5	3	0	577	5219418	695226	4250	0	4266	51#5350|52#1500|53#13082|54#900|55#9333|56#26469|60#3000|155#1000|156#1200|171#900	5	0.0	0#0#0#0#0#0	50301#50316#50335	50325#50345#60414#60094#60333#60164#60054#60024#90305#810152	0
