Id	Sesc	Type	StartTime	Endtime	Time	GapTime	OpenRanking	IsSaving	IsMail	IfOpen	ShopId	ResetGrade	OpenRules	CanBuyRechargeId	IsOpen	SleepTime	ActivityItem
36005	51010056	20002	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	321#322#323#324#325	1	70561	null
36002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
36006	51010058	58	20211216 000000	20211222 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
6019	51010039	6000	20211216 000000	20211222 235900	5	0	0	1	0	2#21	0	0	2#30#999	7201#7202#7203	1	70561	null
36004	51010062	60	20211223 000000	20211229 235900	1	0	0	1	1	2#21	106	0	2#1#999	0	1	70561	50000#50001#50002#50003
37000	51010063	20000	20211223 000000	20211229 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
37003	51010054	20001	20211223 000000	20211229 235900	5	0	0	1	1	2#21	0	0	2#1#999	542#543#544#545	1	70561	null
37001	51010055	43	20211223 000000	20211229 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
37005	51010056	20002	20211223 000000	20211229 235900	5	0	0	1	1	2#21	0	0	2#1#999	335#336#337#338#339	1	70561	null
37002	51010057	44	20291002 000000	20291004 210000	1	0	0	1	1	2#21	58	0	2#1#999	0	1	70561	null
37006	51010058	58	20211223 000000	20211229 235900	5	0	0	1	1	2#21	0	0	2#1#999	0	1	70561	null
70401	51010064	50000	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70402	51010065	50001	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	1011
70403	51010066	50003	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	704031#704032#704033#704034#704035	1	70561	null
70404	51010067	50004	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
70405	51010068	50005	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	0	1	70561	null
6020	51010039	6000	20211223 000000	20211229 235900	5	0	0	1	0	2#21	0	0	2#30#999	7301#7302#7303	1	70561	null
50002	51010079	21000	1209600	2419140	3	0	0	1	1	null	200	0	2#80#999	0	1	0	null
50003	51010080	21001	1209600	2419140	3	0	0	1	0	null	0	0	2#80#999	0	1	0	null
50004	51010081	21002	1209600	2419140	3	0	0	1	0	null	200	0	2#80#999	0	1	0	null
50005	51010082	21003	1209600	2419140	3	0	0	1	0	null	0	0	2#80#999	55001#55002#55003#55004#55005	1	0	null
50102	51010079	21000	2419200	3023940	3	0	0	1	1	null	201	0	2#80#999	0	1	0	null
50103	51010080	21001	2419200	3023940	3	0	0	1	0	null	0	0	2#80#999	0	1	0	null
50104	51010081	21002	2419200	3023940	3	0	0	1	0	null	201	0	2#80#999	0	1	0	null
50105	51010082	21003	2419200	3023940	3	0	0	1	0	null	0	0	2#80#999	55011#55012#55013#55014#55015	1	0	null
50202	51010079	21000	3024000	3628740	3	0	0	1	1	null	203	0	2#80#999	0	1	0	null
50203	51010080	21001	3024000	3628740	3	0	0	1	0	null	0	0	2#80#999	0	1	0	null
50204	51010081	21002	3024000	3628740	3	0	0	1	0	null	203	0	2#80#999	0	1	0	null
50205	51010082	21003	3024000	3628740	3	0	0	1	0	null	0	0	2#80#999	55021#55022#55023#55024#55025	1	0	null
50302	51010079	21000	3628800	4233540	3	0	0	1	1	null	208	0	2#80#999	0	1	0	null
50303	51010080	21001	3628800	4233540	3	0	0	1	0	null	0	0	2#80#999	0	1	0	null
50304	51010081	21002	3628800	4233540	3	0	0	1	0	null	208	0	2#80#999	0	1	0	null
50305	51010082	21003	3628800	4233540	3	0	0	1	0	null	0	0	2#80#999	55031#55032#55033#55034#55035	1	0	null
51002	51010079	21000	20211104 000000	20211110 235900	5	0	0	1	1	2#56	200	0	2#80#999	0	1	30241	null
51003	51010080	21001	20211104 000000	20211110 235900	5	0	0	1	0	2#56	0	0	2#80#999	0	1	30241	null
51004	51010081	21002	20211104 000000	20211110 235900	5	0	0	1	0	2#56	200	0	2#80#999	0	1	30241	null
51005	51010082	21003	20211104 000000	20211110 235900	5	0	0	1	0	2#56	0	0	2#80#999	56001#56002#56003#56004#56005	1	30241	null
51102	51010079	21000	20211111 000000	20211117 235900	5	0	0	1	1	2#56	201	0	2#80#999	0	1	30241	null
51103	51010080	21001	20211111 000000	20211117 235900	5	0	0	1	0	2#56	0	0	2#80#999	0	1	30241	null
51104	51010081	21002	20211111 000000	20211117 235900	5	0	0	1	0	2#56	201	0	2#80#999	0	1	30241	null
51105	51010082	21003	20211111 000000	20211117 235900	5	0	0	1	0	2#56	0	0	2#80#999	56011#56012#56013#56014#56015	1	30241	null
51202	51010079	21000	20211118 000000	20211124 235900	5	0	0	1	1	2#56	203	0	2#80#999	0	1	30241	null
51203	51010080	21001	20211118 000000	20211124 235900	5	0	0	1	0	2#56	0	0	2#80#999	0	1	30241	null
51204	51010081	21002	20211118 000000	20211124 235900	5	0	0	1	0	2#56	203	0	2#80#999	0	1	30241	null
51205	51010082	21003	20211118 000000	20211124 235900	5	0	0	1	0	2#56	0	0	2#80#999	56021#56022#56023#56024#56025	1	30241	null
51302	51010079	21000	20211125 000000	20211201 235900	5	0	0	1	1	2#56	208	0	2#80#999	0	1	30241	null
51303	51010080	21001	20211125 000000	20211201 235900	5	0	0	1	0	2#56	0	0	2#80#999	0	1	30241	null
51304	51010081	21002	20211125 000000	20211201 235900	5	0	0	1	0	2#56	208	0	2#80#999	0	1	30241	null
51305	51010082	21003	20211125 000000	20211201 235900	5	0	0	1	0	2#56	0	0	2#80#999	56031#56032#56033#56034#56035	1	30241	null
201	51010083	201	20220905 000000	20221007 235900	1	0	0	1	0	null	0	0	2#15	0	1	0	null
202	51010084	202	20221013 000000	20221220 235900	1	0	0	0	0	null	0	0	2#9	0	1	0	null
80001	51010085	40000	172800	604740	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80002	51010085	40000	777600	1209540	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80003	51010085	40000	1382400	1814340	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80004	51010085	40000	1987200	2419140	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80005	51010085	40000	2592000	3023940	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80006	51010085	40000	3196800	3628740	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80007	51010085	40000	3801600	4233540	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80008	51010085	40000	4406400	4838340	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80009	51010085	40000	5011200	5443140	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80010	51010085	40000	5616000	6047940	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80011	51010085	40000	6220800	6652740	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
80012	51010085	40000	6825600	7257540	3	0	0	1	0	null	0	0	2#35#999	0	1	0	null
6201	51010041	62	20221229 000000	20230104 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6202	51010041	62	20230126 000000	20230201 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6203	51010041	62	20230223 000000	20230301 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6204	51010041	62	20230323 000000	20230329 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6205	51010041	62	20230420 000000	20230426 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6206	51010041	62	20230518 000000	20230524 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6207	51010041	62	20230615 000000	20230621 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6208	51010041	62	20230713 000000	20230719 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6209	51010041	62	20230810 000000	20230816 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6210	51010041	62	20230907 000000	20230913 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6211	51010041	62	20231005 000000	20231011 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6212	51010041	62	20231102 000000	20231108 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6213	51010041	62	20231130 000000	20231206 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
6214	51010041	62	20231228 000000	20240103 235900	1	0	0	1	1	2#21	0	0	2#1#999	0	1	0	null
610	51010062	60	20221222 000000	20221228 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
611	51010062	60	20230119 000000	20230125 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
612	51010062	60	20230216 000000	20230222 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
613	51010062	60	20230316 000000	20230322 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
614	51010062	60	20230413 000000	20230419 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
615	51010062	60	20230511 000000	20230517 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
616	51010062	60	20230608 000000	20230614 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
617	51010062	60	20230706 000000	20230712 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
618	51010062	60	20230803 000000	20230809 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
619	51010062	60	20230831 000000	20230906 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
620	51010062	60	20230928 000000	20231004 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
621	51010062	60	20231026 000000	20231101 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
622	51010062	60	20231123 000000	20231129 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
623	51010062	60	20231221 000000	20231227 235900	1	0	0	1	1	2#21	101	0	2#1#999	0	1	0	50000#50001#50002#50003
1001	51010370	1000	20230223 000000	20230301 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1002	51010370	1000	20230309 000000	20230315 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1003	51010370	1000	20230323 000000	20230329 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1004	51010370	1000	20230406 000000	20230412 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1005	51010370	1000	20230420 000000	20230426 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1006	51010370	1000	20230504 000000	20230510 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1007	51010370	1000	20230518 000000	20230524 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1008	51010370	1000	20230601 000000	20230607 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1009	51010370	1000	20230615 000000	20230621 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1010	51010370	1000	20230629 000000	20230705 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1011	51010370	1000	20230713 000000	20230719 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1012	51010370	1000	20230727 000000	20230802 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1013	51010370	1000	20230810 000000	20230816 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1014	51010370	1000	20230824 000000	20230830 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1015	51010370	1000	20230907 000000	20230913 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1016	51010370	1000	20230921 000000	20230927 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1017	51010370	1000	20231005 000000	20231011 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1018	51010370	1000	20231019 000000	20231025 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1019	51010370	1000	20231102 000000	20231108 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1020	51010370	1000	20231116 000000	20231122 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1021	51010370	1000	20231130 000000	20231206 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1022	51010370	1000	20231214 000000	20231220 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
1023	51010370	1000	20231228 000000	20240103 235900	1	0	0	0	1	2#21	0	0	2#8#999	0	1	0	null
