Id	Difficulty	Name	NextLevel	LevelLimit	MonsterGroup	Reward	RandomRewardMin	RandomReward	RecommendFightAbility	RankTime	InvasionBoss	InvasionBossReward	InvasionBossTime	InvasionBossHolding	SortId	BattleEvent
3253	3	855	3263	171	51855	205854	9955	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	855	null
3263	3	856	3273	171	51856	205855	9956	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	856	null
3273	3	857	3283	171	51857	205856	9957	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	857	null
3283	3	858	3293	171	51858	205857	9958	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	858	null
3293	3	859	3303	171	51859	205858	9959	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	859	null
3303	3	860	3313	171	51860	205859	9960	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	860	null
3313	3	861	3323	173	51861	205860	9961	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	861	null
3323	3	862	3333	173	51862	205861	9962	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	862	null
3333	3	863	3343	173	51863	205862	9963	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	863	null
3343	3	864	3353	173	51864	205863	9964	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	864	null
3353	3	865	3363	173	51865	205864	9965	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	865	null
3363	3	866	3373	173	51866	205865	9966	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	866	null
3373	3	867	3383	173	51867	205866	9967	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	867	null
3383	3	868	3393	173	51868	205867	9968	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	868	null
3393	3	869	3403	173	51869	205868	9969	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	869	null
3403	3	870	4013	173	51870	205869	9970	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	870	null
4013	3	871	4023	175	51871	205870	9971	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	871	null
4023	3	872	4033	175	51872	205871	9972	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	872	null
4033	3	873	4043	175	51873	205872	9973	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	873	null
4043	3	874	4053	175	51874	205873	9974	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	874	null
4053	3	875	4063	175	51875	205874	9975	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	875	null
4063	3	876	4073	175	51876	205875	9976	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	876	null
4073	3	877	4083	175	51877	205876	9977	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	877	null
4083	3	878	4093	175	51878	205877	9978	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	878	null
4093	3	879	4103	175	51879	205878	9979	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	879	null
4103	3	880	4113	175	51880	205879	9980	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	880	null
4113	3	881	4123	177	51881	205880	9981	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	881	null
4123	3	882	4133	177	51882	205881	9982	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	882	null
4133	3	883	4143	177	51883	205882	9983	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	883	null
4143	3	884	4153	177	51884	205883	9984	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	884	null
4153	3	885	4163	177	51885	205884	9985	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	885	null
4163	3	886	4173	177	51886	205885	9986	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	886	null
4173	3	887	4183	177	51887	205886	9987	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	887	null
4183	3	888	4193	177	51888	205887	9988	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	888	null
4193	3	889	4203	177	51889	205888	9989	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	889	null
4203	3	890	4213	177	51890	205889	9990	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	890	null
4213	3	891	4223	179	51891	205890	9991	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	891	null
4223	3	892	4233	179	51892	205891	9992	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	892	null
4233	3	893	4243	179	51893	205892	9993	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	893	null
4243	3	894	4253	179	51894	205893	9994	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	894	null
4253	3	895	4263	179	51895	205894	9995	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	895	null
4263	3	896	4273	179	51896	205895	9996	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	896	null
4273	3	897	4283	179	51897	205896	9997	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	897	null
4283	3	898	4293	179	51898	205897	9998	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	898	null
4293	3	899	4303	179	51899	205898	9999	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	899	null
4303	3	900	4313	179	51900	205899	10000	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	900	null
4313	3	901	4323	181	51901	205900	10001	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	901	null
4323	3	902	4333	181	51902	205901	10002	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	902	null
4333	3	903	4343	181	51903	205902	10003	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	903	null
4343	3	904	4353	181	51904	205903	10004	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	904	null
4353	3	905	4363	181	51905	205904	10005	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	905	null
4363	3	906	4373	181	51906	205905	10006	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	906	null
4373	3	907	4383	181	51907	205906	10007	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	907	null
4383	3	908	4393	181	51908	205907	10008	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	908	null
4393	3	909	4403	181	51909	205908	10009	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	909	null
4403	3	910	5013	181	51910	205909	10010	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	910	null
5013	3	911	5023	183	51911	205910	10011	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	911	null
5023	3	912	5033	183	51912	205911	10012	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	912	null
5033	3	913	5043	183	51913	205912	10013	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	913	null
5043	3	914	5053	183	51914	205913	10014	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	914	null
5053	3	915	5063	183	51915	205914	10015	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	915	null
5063	3	916	5073	183	51916	205915	10016	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	916	null
5073	3	917	5083	183	51917	205916	10017	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	917	null
5083	3	918	5093	183	51918	205917	10018	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	918	null
5093	3	919	5103	183	51919	205918	10019	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	919	null
5103	3	920	5113	183	51920	205919	10020	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	920	null
5113	3	921	5123	185	51921	205920	10021	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	921	null
5123	3	922	5133	185	51922	205921	10022	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	922	null
5133	3	923	5143	185	51923	205922	10023	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	923	null
5143	3	924	5153	185	51924	205923	10024	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	924	null
5153	3	925	5163	185	51925	205924	10025	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	925	null
5163	3	926	5173	185	51926	205925	10026	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	926	null
5173	3	927	5183	185	51927	205926	10027	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	927	null
5183	3	928	5193	185	51928	205927	10028	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	928	null
5193	3	929	5203	185	51929	205928	10029	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	929	null
5203	3	930	5213	185	51930	205929	10030	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	930	null
5213	3	931	5223	187	51931	205930	10031	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	931	null
5223	3	932	5233	187	51932	205931	10032	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	932	null
5233	3	933	5243	187	51933	205932	10033	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	933	null
5243	3	934	5253	187	51934	205933	10034	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	934	null
5253	3	935	5263	187	51935	205934	10035	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	935	null
5263	3	936	5273	187	51936	205935	10036	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	936	null
5273	3	937	5283	187	51937	205936	10037	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	937	null
5283	3	938	5293	187	51938	205937	10038	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	938	null
5293	3	939	5303	187	51939	205938	10039	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	939	null
5303	3	940	5313	187	51940	205939	10040	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	940	null
5313	3	941	5323	189	51941	205940	10041	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	941	null
5323	3	942	5333	189	51942	205941	10042	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	942	null
5333	3	943	5343	189	51943	205942	10043	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	943	null
5343	3	944	5353	189	51944	205943	10044	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	944	null
5353	3	945	5363	189	51945	205944	10045	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	945	null
5363	3	946	5373	189	51946	205945	10046	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	946	null
5373	3	947	5383	189	51947	205946	10047	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	947	null
5383	3	948	5393	189	51948	205947	10048	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	948	null
5393	3	949	5403	189	51949	205948	10049	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	949	null
5403	3	950	6013	189	51950	205949	10050	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	950	null
6013	3	951	6023	191	51951	205950	10051	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	951	null
6023	3	952	6033	191	51952	205951	10052	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	952	null
6033	3	953	6043	191	51953	205952	10053	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	953	null
6043	3	954	6053	191	51954	205953	10054	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	954	null
6053	3	955	6063	191	51955	205954	10055	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	955	null
6063	3	956	6073	191	51956	205955	10056	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	956	null
6073	3	957	6083	191	51957	205956	10057	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	957	null
6083	3	958	6093	191	51958	205957	10058	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	958	null
6093	3	959	6103	191	51959	205958	10059	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	959	null
6103	3	960	6113	191	51960	205959	10060	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	960	null
6113	3	961	6123	193	51961	205960	10061	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	961	null
6123	3	962	6133	193	51962	205961	10062	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	962	null
6133	3	963	6143	193	51963	205962	10063	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	963	null
6143	3	964	6153	193	51964	205963	10064	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	964	null
6153	3	965	6163	193	51965	205964	10065	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	965	null
6163	3	966	6173	193	51966	205965	10066	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	966	null
6173	3	967	6183	193	51967	205966	10067	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	967	null
6183	3	968	6193	193	51968	205967	10068	20002#1#20074#20071#20072#20001#20069#20070#20011#20003#20004#20005#20006#20007#20008#20009#20010#20012#20013#20014#20015#20016	100	20	601011#400|601012#600	601011#210101|601012#210101	90	10800	968	null
