Id	Formation	Contents	Rewardgroup
1000631	2	10006311#10006312#10006313#10006314#10006315	null
1000632	4	10006321#10006322#10006323#10006324#10006325	null
1000633	1	10006331#10006332#10006333#10006334#10006335	null
1000634	1	10006341#10006342#10006343#10006344#10006345	null
1000635	5	10006351#10006352#10006353#10006354#10006355	null
1000636	1	10006361#10006362#10006363#10006364#10006365	null
1000637	4	10006371#10006372#10006373#10006374#10006375	null
1000638	1	10006381#10006382#10006383#10006384#10006385	null
1000639	1	10006391#10006392#10006393#10006394#10006395	null
1000640	2	10006401#10006402#10006403#10006404#10006405	null
1000641	1	10006411#10006412#10006413#10006414#10006415	null
1000642	1	10006421#10006422#10006423#10006424#10006425	null
1000643	5	10006431#10006432#10006433#10006434#10006435	null
1000644	2	10006441#10006442#10006443#10006444#10006445	null
1000645	2	10006451#10006452#10006453#10006454#10006455	null
1000646	1	10006461#10006462#10006463#10006464#10006465	null
1000647	5	10006471#10006472#10006473#10006474#10006475	null
1000648	5	10006481#10006482#10006483#10006484#10006485	null
1000649	2	10006491#10006492#10006493#10006494#10006495	null
1000650	2	10006501#10006502#10006503#10006504#10006505	null
1000651	5	10006511#10006512#10006513#10006514#10006515	null
1000652	4	10006521#10006522#10006523#10006524#10006525	null
1000653	2	10006531#10006532#10006533#10006534#10006535	null
1000654	1	10006541#10006542#10006543#10006544#10006545	null
1000655	2	10006551#10006552#10006553#10006554#10006555	null
1000656	4	10006561#10006562#10006563#10006564#10006565	null
1000657	5	10006571#10006572#10006573#10006574#10006575	null
1000658	5	10006581#10006582#10006583#10006584#10006585	null
1000659	1	10006591#10006592#10006593#10006594#10006595	null
1000660	4	10006601#10006602#10006603#10006604#10006605	null
1000661	5	10006611#10006612#10006613#10006614#10006615	null
1000662	5	10006621#10006622#10006623#10006624#10006625	null
1000663	2	10006631#10006632#10006633#10006634#10006635	null
1000664	5	10006641#10006642#10006643#10006644#10006645	null
1000665	4	10006651#10006652#10006653#10006654#10006655	null
1000666	4	10006661#10006662#10006663#10006664#10006665	null
1000667	2	10006671#10006672#10006673#10006674#10006675	null
1000668	5	10006681#10006682#10006683#10006684#10006685	null
1000669	5	10006691#10006692#10006693#10006694#10006695	null
1000670	5	10006701#10006702#10006703#10006704#10006705	null
1000671	2	10006711#10006712#10006713#10006714#10006715	null
1000672	4	10006721#10006722#10006723#10006724#10006725	null
1000673	5	10006731#10006732#10006733#10006734#10006735	null
1000674	1	10006741#10006742#10006743#10006744#10006745	null
1000675	2	10006751#10006752#10006753#10006754#10006755	null
1000676	5	10006761#10006762#10006763#10006764#10006765	null
1000677	5	10006771#10006772#10006773#10006774#10006775	null
1000678	2	10006781#10006782#10006783#10006784#10006785	null
1000679	1	10006791#10006792#10006793#10006794#10006795	null
1000680	5	10006801#10006802#10006803#10006804#10006805	null
1000681	2	10006811#10006812#10006813#10006814#10006815	null
1000682	4	10006821#10006822#10006823#10006824#10006825	null
1000683	2	10006831#10006832#10006833#10006834#10006835	null
1000684	1	10006841#10006842#10006843#10006844#10006845	null
1000685	2	10006851#10006852#10006853#10006854#10006855	null
1000686	4	10006861#10006862#10006863#10006864#10006865	null
1000687	1	10006871#10006872#10006873#10006874#10006875	null
1000688	5	10006881#10006882#10006883#10006884#10006885	null
1000689	5	10006891#10006892#10006893#10006894#10006895	null
1000690	5	10006901#10006902#10006903#10006904#10006905	null
1000691	4	10006911#10006912#10006913#10006914#10006915	null
1000692	1	10006921#10006922#10006923#10006924#10006925	null
1000693	2	10006931#10006932#10006933#10006934#10006935	null
1000694	5	10006941#10006942#10006943#10006944#10006945	null
1000695	4	10006951#10006952#10006953#10006954#10006955	null
1000696	4	10006961#10006962#10006963#10006964#10006965	null
1000697	2	10006971#10006972#10006973#10006974#10006975	null
1000698	5	10006981#10006982#10006983#10006984#10006985	null
1000699	1	10006991#10006992#10006993#10006994#10006995	null
1000700	5	10007001#10007002#10007003#10007004#10007005	null
1000701	4	10007011#10007012#10007013#10007014#10007015	null
1000702	4	10007021#10007022#10007023#10007024#10007025	null
1000703	2	10007031#10007032#10007033#10007034#10007035	null
1000704	4	10007041#10007042#10007043#10007044#10007045	null
1000705	2	10007051#10007052#10007053#10007054#10007055	null
1000706	1	10007061#10007062#10007063#10007064#10007065	null
1000707	4	10007071#10007072#10007073#10007074#10007075	null
1000708	2	10007081#10007082#10007083#10007084#10007085	null
1000709	5	10007091#10007092#10007093#10007094#10007095	null
1000710	5	10007101#10007102#10007103#10007104#10007105	null
1000711	5	10007111#10007112#10007113#10007114#10007115	null
1000712	5	10007121#10007122#10007123#10007124#10007125	null
1000713	5	10007131#10007132#10007133#10007134#10007135	null
1000714	4	10007141#10007142#10007143#10007144#10007145	null
1000715	1	10007151#10007152#10007153#10007154#10007155	null
1000716	4	10007161#10007162#10007163#10007164#10007165	null
1000717	4	10007171#10007172#10007173#10007174#10007175	null
1000718	4	10007181#10007182#10007183#10007184#10007185	null
1000719	5	10007191#10007192#10007193#10007194#10007195	null
1000720	5	10007201#10007202#10007203#10007204#10007205	null
1000721	5	10007211#10007212#10007213#10007214#10007215	null
1000722	4	10007221#10007222#10007223#10007224#10007225	null
1000723	5	10007231#10007232#10007233#10007234#10007235	null
1000724	5	10007241#10007242#10007243#10007244#10007245	null
1000725	4	10007251#10007252#10007253#10007254#10007255	null
1000726	1	10007261#10007262#10007263#10007264#10007265	null
1000727	4	10007271#10007272#10007273#10007274#10007275	null
1000728	2	10007281#10007282#10007283#10007284#10007285	null
1000729	5	10007291#10007292#10007293#10007294#10007295	null
1000730	2	10007301#10007302#10007303#10007304#10007305	null
1000731	5	10007311#10007312#10007313#10007314#10007315	null
1000732	1	10007321#10007322#10007323#10007324#10007325	null
1000733	2	10007331#10007332#10007333#10007334#10007335	null
1000734	4	10007341#10007342#10007343#10007344#10007345	null
1000735	1	10007351#10007352#10007353#10007354#10007355	null
1000736	5	10007361#10007362#10007363#10007364#10007365	null
1000737	4	10007371#10007372#10007373#10007374#10007375	null
1000738	1	10007381#10007382#10007383#10007384#10007385	null
1000739	5	10007391#10007392#10007393#10007394#10007395	null
1000740	5	10007401#10007402#10007403#10007404#10007405	null
1000741	1	10007411#10007412#10007413#10007414#10007415	null
1000742	1	10007421#10007422#10007423#10007424#10007425	null
1000743	2	10007431#10007432#10007433#10007434#10007435	null
1000744	1	10007441#10007442#10007443#10007444#10007445	null
1000745	5	10007451#10007452#10007453#10007454#10007455	null
1000746	5	10007461#10007462#10007463#10007464#10007465	null
1000747	1	10007471#10007472#10007473#10007474#10007475	null
1000748	4	10007481#10007482#10007483#10007484#10007485	null
1000749	1	10007491#10007492#10007493#10007494#10007495	null
1000750	1	10007501#10007502#10007503#10007504#10007505	null
1000751	2	10007511#10007512#10007513#10007514#10007515	null
1000752	1	10007521#10007522#10007523#10007524#10007525	null
1000753	1	10007531#10007532#10007533#10007534#10007535	null
1000754	5	10007541#10007542#10007543#10007544#10007545	null
1000755	2	10007551#10007552#10007553#10007554#10007555	null
1000756	5	10007561#10007562#10007563#10007564#10007565	null
1000757	5	10007571#10007572#10007573#10007574#10007575	null
1000758	5	10007581#10007582#10007583#10007584#10007585	null
1000759	5	10007591#10007592#10007593#10007594#10007595	null
1000760	5	10007601#10007602#10007603#10007604#10007605	null
1000761	5	10007611#10007612#10007613#10007614#10007615	null
1000762	5	10007621#10007622#10007623#10007624#10007625	null
1000763	2	10007631#10007632#10007633#10007634#10007635	null
1000764	4	10007641#10007642#10007643#10007644#10007645	null
1000765	5	10007651#10007652#10007653#10007654#10007655	null
1000766	5	10007661#10007662#10007663#10007664#10007665	null
1000767	1	10007671#10007672#10007673#10007674#10007675	null
1000768	4	10007681#10007682#10007683#10007684#10007685	null
1000769	1	10007691#10007692#10007693#10007694#10007695	null
1000770	2	10007701#10007702#10007703#10007704#10007705	null
1000771	5	10007711#10007712#10007713#10007714#10007715	null
1000772	4	10007721#10007722#10007723#10007724#10007725	null
1000773	1	10007731#10007732#10007733#10007734#10007735	null
1000774	4	10007741#10007742#10007743#10007744#10007745	null
1000775	2	10007751#10007752#10007753#10007754#10007755	null
1000776	4	10007761#10007762#10007763#10007764#10007765	null
1000777	1	10007771#10007772#10007773#10007774#10007775	null
1000778	1	10007781#10007782#10007783#10007784#10007785	null
1000779	1	10007791#10007792#10007793#10007794#10007795	null
1000780	4	10007801#10007802#10007803#10007804#10007805	null
1000781	2	10007811#10007812#10007813#10007814#10007815	null
1000782	5	10007821#10007822#10007823#10007824#10007825	null
1000783	2	10007831#10007832#10007833#10007834#10007835	null
1000784	5	10007841#10007842#10007843#10007844#10007845	null
1000785	4	10007851#10007852#10007853#10007854#10007855	null
1000786	1	10007861#10007862#10007863#10007864#10007865	null
1000787	2	10007871#10007872#10007873#10007874#10007875	null
1000788	4	10007881#10007882#10007883#10007884#10007885	null
1000789	4	10007891#10007892#10007893#10007894#10007895	null
1000790	4	10007901#10007902#10007903#10007904#10007905	null
1000791	5	10007911#10007912#10007913#10007914#10007915	null
1000792	2	10007921#10007922#10007923#10007924#10007925	null
1000793	2	10007931#10007932#10007933#10007934#10007935	null
1000794	4	10007941#10007942#10007943#10007944#10007945	null
1000795	4	10007951#10007952#10007953#10007954#10007955	null
1000796	1	10007961#10007962#10007963#10007964#10007965	null
1000797	1	10007971#10007972#10007973#10007974#10007975	null
1000798	1	10007981#10007982#10007983#10007984#10007985	null
1000799	4	10007991#10007992#10007993#10007994#10007995	null
1000800	5	10008001#10008002#10008003#10008004#10008005	null
1000801	1	10008011#10008012#10008013#10008014#10008015	null
1000802	1	10008021#10008022#10008023#10008024#10008025	null
1000803	4	10008031#10008032#10008033#10008034#10008035	null
1000804	1	10008041#10008042#10008043#10008044#10008045	null
1000805	1	10008051#10008052#10008053#10008054#10008055	null
1000806	1	10008061#10008062#10008063#10008064#10008065	null
1000807	5	10008071#10008072#10008073#10008074#10008075	null
1000808	4	10008081#10008082#10008083#10008084#10008085	null
1000809	2	10008091#10008092#10008093#10008094#10008095	null
1000810	1	10008101#10008102#10008103#10008104#10008105	null
1000811	1	10008111#10008112#10008113#10008114#10008115	null
1000812	1	10008121#10008122#10008123#10008124#10008125	null
1000813	1	10008131#10008132#10008133#10008134#10008135	null
1000814	5	10008141#10008142#10008143#10008144#10008145	null
1000815	1	10008151#10008152#10008153#10008154#10008155	null
1000816	5	10008161#10008162#10008163#10008164#10008165	null
1000817	1	10008171#10008172#10008173#10008174#10008175	null
1000818	4	10008181#10008182#10008183#10008184#10008185	null
1000819	5	10008191#10008192#10008193#10008194#10008195	null
1000820	1	10008201#10008202#10008203#10008204#10008205	null
1000821	1	10008211#10008212#10008213#10008214#10008215	null
1000822	5	10008221#10008222#10008223#10008224#10008225	null
1000823	1	10008231#10008232#10008233#10008234#10008235	null
1000824	4	10008241#10008242#10008243#10008244#10008245	null
1000825	4	10008251#10008252#10008253#10008254#10008255	null
1000826	2	10008261#10008262#10008263#10008264#10008265	null
1000827	1	10008271#10008272#10008273#10008274#10008275	null
1000828	1	10008281#10008282#10008283#10008284#10008285	null
1000829	2	10008291#10008292#10008293#10008294#10008295	null
1000830	5	10008301#10008302#10008303#10008304#10008305	null
1000831	4	10008311#10008312#10008313#10008314#10008315	null
1000832	1	10008321#10008322#10008323#10008324#10008325	null
1000833	4	10008331#10008332#10008333#10008334#10008335	null
1000834	5	10008341#10008342#10008343#10008344#10008345	null
1000835	1	10008351#10008352#10008353#10008354#10008355	null
1000836	1	10008361#10008362#10008363#10008364#10008365	null
1000837	5	10008371#10008372#10008373#10008374#10008375	null
1000838	1	10008381#10008382#10008383#10008384#10008385	null
1000839	1	10008391#10008392#10008393#10008394#10008395	null
1000840	2	10008401#10008402#10008403#10008404#10008405	null
1000841	1	10008411#10008412#10008413#10008414#10008415	null
1000842	5	10008421#10008422#10008423#10008424#10008425	null
1000843	1	10008431#10008432#10008433#10008434#10008435	null
1000844	4	10008441#10008442#10008443#10008444#10008445	null
1000845	2	10008451#10008452#10008453#10008454#10008455	null
1000846	4	10008461#10008462#10008463#10008464#10008465	null
1000847	5	10008471#10008472#10008473#10008474#10008475	null
1000848	5	10008481#10008482#10008483#10008484#10008485	null
1000849	1	10008491#10008492#10008493#10008494#10008495	null
1000850	5	10008501#10008502#10008503#10008504#10008505	null
1000851	5	10008511#10008512#10008513#10008514#10008515	null
1000852	5	10008521#10008522#10008523#10008524#10008525	null
1000853	4	10008531#10008532#10008533#10008534#10008535	null
1000854	2	10008541#10008542#10008543#10008544#10008545	null
1000855	4	10008551#10008552#10008553#10008554#10008555	null
1000856	4	10008561#10008562#10008563#10008564#10008565	null
1000857	1	10008571#10008572#10008573#10008574#10008575	null
1000858	1	10008581#10008582#10008583#10008584#10008585	null
1000859	2	10008591#10008592#10008593#10008594#10008595	null
1000860	2	10008601#10008602#10008603#10008604#10008605	null
1000861	4	10008611#10008612#10008613#10008614#10008615	null
1000862	1	10008621#10008622#10008623#10008624#10008625	null
1000863	1	10008631#10008632#10008633#10008634#10008635	null
1000864	2	10008641#10008642#10008643#10008644#10008645	null
1000865	4	10008651#10008652#10008653#10008654#10008655	null
1000866	1	10008661#10008662#10008663#10008664#10008665	null
1000867	5	10008671#10008672#10008673#10008674#10008675	null
1000868	1	10008681#10008682#10008683#10008684#10008685	null
1000869	1	10008691#10008692#10008693#10008694#10008695	null
1000870	5	10008701#10008702#10008703#10008704#10008705	null
1000871	2	10008711#10008712#10008713#10008714#10008715	null
1000872	1	10008721#10008722#10008723#10008724#10008725	null
1000873	5	10008731#10008732#10008733#10008734#10008735	null
1000874	5	10008741#10008742#10008743#10008744#10008745	null
1000875	4	10008751#10008752#10008753#10008754#10008755	null
1000876	5	10008761#10008762#10008763#10008764#10008765	null
1000877	4	10008771#10008772#10008773#10008774#10008775	null
1000878	4	10008781#10008782#10008783#10008784#10008785	null
1000879	5	10008791#10008792#10008793#10008794#10008795	null
1000880	2	10008801#10008802#10008803#10008804#10008805	null
1000881	1	10008811#10008812#10008813#10008814#10008815	null
1000882	5	10008821#10008822#10008823#10008824#10008825	null
1000883	1	10008831#10008832#10008833#10008834#10008835	null
1000884	4	10008841#10008842#10008843#10008844#10008845	null
1000885	1	10008851#10008852#10008853#10008854#10008855	null
1000886	1	10008861#10008862#10008863#10008864#10008865	null
1000887	1	10008871#10008872#10008873#10008874#10008875	null
1000888	5	10008881#10008882#10008883#10008884#10008885	null
1000889	5	10008891#10008892#10008893#10008894#10008895	null
1000890	5	10008901#10008902#10008903#10008904#10008905	null
1000891	1	10008911#10008912#10008913#10008914#10008915	null
1000892	2	10008921#10008922#10008923#10008924#10008925	null
1000893	2	10008931#10008932#10008933#10008934#10008935	null
1000894	5	10008941#10008942#10008943#10008944#10008945	null
1000895	4	10008951#10008952#10008953#10008954#10008955	null
1000896	5	10008961#10008962#10008963#10008964#10008965	null
1000897	5	10008971#10008972#10008973#10008974#10008975	null
1000898	1	10008981#10008982#10008983#10008984#10008985	null
1000899	5	10008991#10008992#10008993#10008994#10008995	null
1000900	1	10009001#10009002#10009003#10009004#10009005	null
1000901	5	10009011#10009012#10009013#10009014#10009015	null
1000902	2	10009021#10009022#10009023#10009024#10009025	null
1000903	4	10009031#10009032#10009033#10009034#10009035	null
1000904	5	10009041#10009042#10009043#10009044#10009045	null
1000905	4	10009051#10009052#10009053#10009054#10009055	null
1000906	2	10009061#10009062#10009063#10009064#10009065	null
1000907	2	10009071#10009072#10009073#10009074#10009075	null
1000908	2	10009081#10009082#10009083#10009084#10009085	null
1000909	4	10009091#10009092#10009093#10009094#10009095	null
1000910	1	10009101#10009102#10009103#10009104#10009105	null
1000911	2	10009111#10009112#10009113#10009114#10009115	null
1000912	1	10009121#10009122#10009123#10009124#10009125	null
1000913	4	10009131#10009132#10009133#10009134#10009135	null
1000914	4	10009141#10009142#10009143#10009144#10009145	null
1000915	4	10009151#10009152#10009153#10009154#10009155	null
1000916	5	10009161#10009162#10009163#10009164#10009165	null
1000917	1	10009171#10009172#10009173#10009174#10009175	null
1000918	4	10009181#10009182#10009183#10009184#10009185	null
1000919	5	10009191#10009192#10009193#10009194#10009195	null
1000920	1	10009201#10009202#10009203#10009204#10009205	null
1000921	2	10009211#10009212#10009213#10009214#10009215	null
1000922	5	10009221#10009222#10009223#10009224#10009225	null
1000923	1	10009231#10009232#10009233#10009234#10009235	null
1000924	5	10009241#10009242#10009243#10009244#10009245	null
1000925	1	10009251#10009252#10009253#10009254#10009255	null
1000926	2	10009261#10009262#10009263#10009264#10009265	null
1000927	4	10009271#10009272#10009273#10009274#10009275	null
1000928	5	10009281#10009282#10009283#10009284#10009285	null
1000929	2	10009291#10009292#10009293#10009294#10009295	null
1000930	5	10009301#10009302#10009303#10009304#10009305	null
1000931	2	10009311#10009312#10009313#10009314#10009315	null
1000932	1	10009321#10009322#10009323#10009324#10009325	null
1000933	2	10009331#10009332#10009333#10009334#10009335	null
1000934	1	10009341#10009342#10009343#10009344#10009345	null
1000935	5	10009351#10009352#10009353#10009354#10009355	null
1000936	1	10009361#10009362#10009363#10009364#10009365	null
1000937	2	10009371#10009372#10009373#10009374#10009375	null
1000938	5	10009381#10009382#10009383#10009384#10009385	null
1000939	4	10009391#10009392#10009393#10009394#10009395	null
1000940	1	10009401#10009402#10009403#10009404#10009405	null
1000941	1	10009411#10009412#10009413#10009414#10009415	null
1000942	4	10009421#10009422#10009423#10009424#10009425	null
1000943	4	10009431#10009432#10009433#10009434#10009435	null
1000944	2	10009441#10009442#10009443#10009444#10009445	null
1000945	4	10009451#10009452#10009453#10009454#10009455	null
1000946	1	10009461#10009462#10009463#10009464#10009465	null
1000947	1	10009471#10009472#10009473#10009474#10009475	null
1000948	1	10009481#10009482#10009483#10009484#10009485	null
1000949	5	10009491#10009492#10009493#10009494#10009495	null
1000950	5	10009501#10009502#10009503#10009504#10009505	null
1000951	1	10009511#10009512#10009513#10009514#10009515	null
1000952	4	10009521#10009522#10009523#10009524#10009525	null
1000953	2	10009531#10009532#10009533#10009534#10009535	null
1000954	4	10009541#10009542#10009543#10009544#10009545	null
1000955	5	10009551#10009552#10009553#10009554#10009555	null
1000956	4	10009561#10009562#10009563#10009564#10009565	null
1000957	4	10009571#10009572#10009573#10009574#10009575	null
1000958	1	10009581#10009582#10009583#10009584#10009585	null
1000959	4	10009591#10009592#10009593#10009594#10009595	null
1000960	4	10009601#10009602#10009603#10009604#10009605	null
1000961	1	10009611#10009612#10009613#10009614#10009615	null
1000962	5	10009621#10009622#10009623#10009624#10009625	null
1000963	5	10009631#10009632#10009633#10009634#10009635	null
1000964	2	10009641#10009642#10009643#10009644#10009645	null
1000965	1	10009651#10009652#10009653#10009654#10009655	null
1000966	4	10009661#10009662#10009663#10009664#10009665	null
1000967	1	10009671#10009672#10009673#10009674#10009675	null
1000968	5	10009681#10009682#10009683#10009684#10009685	null
1000969	4	10009691#10009692#10009693#10009694#10009695	null
1000970	5	10009701#10009702#10009703#10009704#10009705	null
1000971	2	10009711#10009712#10009713#10009714#10009715	null
1000972	5	10009721#10009722#10009723#10009724#10009725	null
1000973	4	10009731#10009732#10009733#10009734#10009735	null
1000974	1	10009741#10009742#10009743#10009744#10009745	null
1000975	5	10009751#10009752#10009753#10009754#10009755	null
1000976	5	10009761#10009762#10009763#10009764#10009765	null
1000977	2	10009771#10009772#10009773#10009774#10009775	null
1000978	2	10009781#10009782#10009783#10009784#10009785	null
1000979	2	10009791#10009792#10009793#10009794#10009795	null
1000980	1	10009801#10009802#10009803#10009804#10009805	null
1000981	1	10009811#10009812#10009813#10009814#10009815	null
1000982	5	10009821#10009822#10009823#10009824#10009825	null
1000983	2	10009831#10009832#10009833#10009834#10009835	null
1000984	2	10009841#10009842#10009843#10009844#10009845	null
1000985	5	10009851#10009852#10009853#10009854#10009855	null
1000986	5	10009861#10009862#10009863#10009864#10009865	null
1000987	2	10009871#10009872#10009873#10009874#10009875	null
1000988	1	10009881#10009882#10009883#10009884#10009885	null
1000989	1	10009891#10009892#10009893#10009894#10009895	null
1000990	4	10009901#10009902#10009903#10009904#10009905	null
1000991	4	10009911#10009912#10009913#10009914#10009915	null
1000992	1	10009921#10009922#10009923#10009924#10009925	null
1000993	4	10009931#10009932#10009933#10009934#10009935	null
1000994	5	10009941#10009942#10009943#10009944#10009945	null
1000995	2	10009951#10009952#10009953#10009954#10009955	null
1000996	4	10009961#10009962#10009963#10009964#10009965	null
1000997	2	10009971#10009972#10009973#10009974#10009975	null
1000998	2	10009981#10009982#10009983#10009984#10009985	null
1000999	1	10009991#10009992#10009993#10009994#10009995	null
1001000	5	10010001#10010002#10010003#10010004#10010005	null
1001001	1	10010011#10010012#10010013#10010014#10010015	null
1001002	5	10010021#10010022#10010023#10010024#10010025	null
1001003	2	10010031#10010032#10010033#10010034#10010035	null
1001004	1	10010041#10010042#10010043#10010044#10010045	null
1001005	5	10010051#10010052#10010053#10010054#10010055	null
1001006	2	10010061#10010062#10010063#10010064#10010065	null
1001007	1	10010071#10010072#10010073#10010074#10010075	null
1001008	4	10010081#10010082#10010083#10010084#10010085	null
1001009	1	10010091#10010092#10010093#10010094#10010095	null
1001010	5	10010101#10010102#10010103#10010104#10010105	null
1001011	1	10010111#10010112#10010113#10010114#10010115	null
1001012	1	10010121#10010122#10010123#10010124#10010125	null
1001013	1	10010131#10010132#10010133#10010134#10010135	null
1001014	4	10010141#10010142#10010143#10010144#10010145	null
1001015	4	10010151#10010152#10010153#10010154#10010155	null
1001016	2	10010161#10010162#10010163#10010164#10010165	null
1001017	4	10010171#10010172#10010173#10010174#10010175	null
1001018	5	10010181#10010182#10010183#10010184#10010185	null
1001019	2	10010191#10010192#10010193#10010194#10010195	null
1001020	1	10010201#10010202#10010203#10010204#10010205	null
1001021	1	10010211#10010212#10010213#10010214#10010215	null
1001022	4	10010221#10010222#10010223#10010224#10010225	null
1001023	4	10010231#10010232#10010233#10010234#10010235	null
1001024	5	10010241#10010242#10010243#10010244#10010245	null
1001025	1	10010251#10010252#10010253#10010254#10010255	null
1001026	2	10010261#10010262#10010263#10010264#10010265	null
1001027	1	10010271#10010272#10010273#10010274#10010275	null
1001028	1	10010281#10010282#10010283#10010284#10010285	null
1001029	4	10010291#10010292#10010293#10010294#10010295	null
1001030	1	10010301#10010302#10010303#10010304#10010305	null
1001031	4	10010311#10010312#10010313#10010314#10010315	null
1001032	2	10010321#10010322#10010323#10010324#10010325	null
1001033	5	10010331#10010332#10010333#10010334#10010335	null
1001034	2	10010341#10010342#10010343#10010344#10010345	null
1001035	4	10010351#10010352#10010353#10010354#10010355	null
1001036	2	10010361#10010362#10010363#10010364#10010365	null
1001037	2	10010371#10010372#10010373#10010374#10010375	null
1001038	1	10010381#10010382#10010383#10010384#10010385	null
1001039	1	10010391#10010392#10010393#10010394#10010395	null
1001040	4	10010401#10010402#10010403#10010404#10010405	null
1001041	4	10010411#10010412#10010413#10010414#10010415	null
1001042	4	10010421#10010422#10010423#10010424#10010425	null
1001043	1	10010431#10010432#10010433#10010434#10010435	null
1001044	4	10010441#10010442#10010443#10010444#10010445	null
1001045	4	10010451#10010452#10010453#10010454#10010455	null
1001046	4	10010461#10010462#10010463#10010464#10010465	null
1001047	1	10010471#10010472#10010473#10010474#10010475	null
1001048	5	10010481#10010482#10010483#10010484#10010485	null
1001049	4	10010491#10010492#10010493#10010494#10010495	null
1001050	5	10010501#10010502#10010503#10010504#10010505	null
1001051	4	10010511#10010512#10010513#10010514#10010515	null
1001052	1	10010521#10010522#10010523#10010524#10010525	null
1001053	5	10010531#10010532#10010533#10010534#10010535	null
1001054	2	10010541#10010542#10010543#10010544#10010545	null
1001055	4	10010551#10010552#10010553#10010554#10010555	null
1001056	4	10010561#10010562#10010563#10010564#10010565	null
1001057	4	10010571#10010572#10010573#10010574#10010575	null
1001058	1	10010581#10010582#10010583#10010584#10010585	null
1001059	2	10010591#10010592#10010593#10010594#10010595	null
1001060	4	10010601#10010602#10010603#10010604#10010605	null
1001061	5	10010611#10010612#10010613#10010614#10010615	null
1001062	4	10010621#10010622#10010623#10010624#10010625	null
1001063	5	10010631#10010632#10010633#10010634#10010635	null
1001064	5	10010641#10010642#10010643#10010644#10010645	null
1001065	2	10010651#10010652#10010653#10010654#10010655	null
1001066	1	10010661#10010662#10010663#10010664#10010665	null
1001067	1	10010671#10010672#10010673#10010674#10010675	null
1001068	4	10010681#10010682#10010683#10010684#10010685	null
1001069	1	10010691#10010692#10010693#10010694#10010695	null
1001070	4	10010701#10010702#10010703#10010704#10010705	null
1001071	5	10010711#10010712#10010713#10010714#10010715	null
1001072	5	10010721#10010722#10010723#10010724#10010725	null
1001073	2	10010731#10010732#10010733#10010734#10010735	null
1001074	1	10010741#10010742#10010743#10010744#10010745	null
1001075	4	10010751#10010752#10010753#10010754#10010755	null
1001076	2	10010761#10010762#10010763#10010764#10010765	null
1001077	1	10010771#10010772#10010773#10010774#10010775	null
1001078	5	10010781#10010782#10010783#10010784#10010785	null
1001079	4	10010791#10010792#10010793#10010794#10010795	null
1001080	1	10010801#10010802#10010803#10010804#10010805	null
1001081	1	10010811#10010812#10010813#10010814#10010815	null
1001082	4	10010821#10010822#10010823#10010824#10010825	null
1001083	5	10010831#10010832#10010833#10010834#10010835	null
1001084	1	10010841#10010842#10010843#10010844#10010845	null
1001085	1	10010851#10010852#10010853#10010854#10010855	null
1001086	5	10010861#10010862#10010863#10010864#10010865	null
1001087	4	10010871#10010872#10010873#10010874#10010875	null
1001088	5	10010881#10010882#10010883#10010884#10010885	null
1001089	4	10010891#10010892#10010893#10010894#10010895	null
1001090	4	10010901#10010902#10010903#10010904#10010905	null
1001091	4	10010911#10010912#10010913#10010914#10010915	null
1001092	5	10010921#10010922#10010923#10010924#10010925	null
1001093	2	10010931#10010932#10010933#10010934#10010935	null
1001094	5	10010941#10010942#10010943#10010944#10010945	null
1001095	1	10010951#10010952#10010953#10010954#10010955	null
1001096	1	10010961#10010962#10010963#10010964#10010965	null
1001097	4	10010971#10010972#10010973#10010974#10010975	null
1001098	4	10010981#10010982#10010983#10010984#10010985	null
1001099	4	10010991#10010992#10010993#10010994#10010995	null
1001100	1	10011001#10011002#10011003#10011004#10011005	null
1001101	4	10011011#10011012#10011013#10011014#10011015	null
1001102	2	10011021#10011022#10011023#10011024#10011025	null
1001103	5	10011031#10011032#10011033#10011034#10011035	null
1001104	5	10011041#10011042#10011043#10011044#10011045	null
1001105	1	10011051#10011052#10011053#10011054#10011055	null
1001106	1	10011061#10011062#10011063#10011064#10011065	null
1001107	5	10011071#10011072#10011073#10011074#10011075	null
1001108	5	10011081#10011082#10011083#10011084#10011085	null
1001109	4	10011091#10011092#10011093#10011094#10011095	null
1001110	5	10011101#10011102#10011103#10011104#10011105	null
1001111	2	10011111#10011112#10011113#10011114#10011115	null
1001112	5	10011121#10011122#10011123#10011124#10011125	null
1001113	1	10011131#10011132#10011133#10011134#10011135	null
1001114	1	10011141#10011142#10011143#10011144#10011145	null
1001115	1	10011151#10011152#10011153#10011154#10011155	null
1001116	5	10011161#10011162#10011163#10011164#10011165	null
1001117	2	10011171#10011172#10011173#10011174#10011175	null
1001118	5	10011181#10011182#10011183#10011184#10011185	null
1001119	5	10011191#10011192#10011193#10011194#10011195	null
1001120	1	10011201#10011202#10011203#10011204#10011205	null
1001121	5	10011211#10011212#10011213#10011214#10011215	null
1001122	1	10011221#10011222#10011223#10011224#10011225	null
1001123	2	10011231#10011232#10011233#10011234#10011235	null
1001124	5	10011241#10011242#10011243#10011244#10011245	null
1001125	1	10011251#10011252#10011253#10011254#10011255	null
1001126	5	10011261#10011262#10011263#10011264#10011265	null
1001127	1	10011271#10011272#10011273#10011274#10011275	null
1001128	2	10011281#10011282#10011283#10011284#10011285	null
1001129	5	10011291#10011292#10011293#10011294#10011295	null
