Id	ItemId	Chance	GrowChance	RandomMin	RandomMax	Addition	ChanceAddition
260138	90004	30	1.0	10	12	null	null
260139	90004	40	1.0	12	15	null	null
260140	90004	40	1.0	15	15	null	null
260161	90005	100	1.0	1	2	null	null
260162	90005	100	1.0	1	2	null	null
260163	90005	100	1.0	2	2	null	null
260164	90005	100	1.0	2	3	null	null
260165	90005	80	1.0	4	4	null	null
260166	90005	90	1.0	4	5	null	null
260167	90005	90	1.0	5	6	null	null
260168	90005	90	1.0	6	7	null	null
260169	90005	80	1.0	2	3	null	null
260170	90005	80	1.0	3	3	null	null
260171	90005	80	1.0	3	4	null	null
260172	90005	80	1.0	4	4	null	null
260173	90005	60	1.0	3	4	null	null
260174	90005	60	1.0	4	4	null	null
260175	90005	60	1.0	4	5	null	null
260176	90005	60	1.0	5	5	null	null
260177	90005	30	1.0	8	10	null	null
260178	90005	30	1.0	10	12	null	null
260179	90005	40	1.0	12	15	null	null
260180	90005	40	1.0	15	15	null	null
260501	90005	20	1.0	0	0	null	null
260502	90005	10	1.0	0	0	null	null
260503	90005	10	1.0	0	0	null	null
260504	90005	10	1.0	0	0	null	null
260505	90005	20	1.0	0	0	null	null
260506	90005	20	1.0	0	0	null	null
260507	90005	20	1.0	0	0	null	null
260508	90005	20	1.0	0	0	null	null
260509	90005	70	1.0	0	0	null	null
260510	90005	70	1.0	0	0	null	null
260511	90005	60	1.0	0	0	null	null
260512	90005	60	1.0	0	0	null	null
260513	90005	40	1.0	0	0	null	null
260514	90005	40	1.0	0	0	null	null
260515	90005	40	1.0	0	0	null	null
260516	90005	40	1.0	0	0	null	null
260521	90005	70	1.0	0	0	null	null
260522	90005	70	1.0	0	0	null	null
260523	90005	60	1.0	0	0	null	null
260524	90005	60	1.0	0	0	null	null
261001	90201	0	1.0	2	3	null	null
261002	90201	0	1.0	3	4	null	null
261003	90201	0	1.0	4	5	null	null
261004	90201	0	1.0	5	6	null	null
261005	90201	0	1.0	2	2	null	null
261006	90201	0	1.0	2	3	null	null
261007	90201	0	1.0	3	4	null	null
261008	90201	0	1.0	4	5	null	null
261009	90201	0	1.0	2	2	null	null
261010	90201	0	1.0	2	3	null	null
261011	90201	0	1.0	3	4	null	null
261012	90201	0	1.0	4	5	null	null
261013	90201	0	1.0	6	8	null	null
261014	90201	0	1.0	8	10	null	null
261015	90201	0	1.0	10	12	null	null
261016	90201	0	1.0	12	15	null	null
261041	90202	0	1.0	2	3	null	null
261042	90202	0	1.0	3	4	null	null
261043	90202	0	1.0	4	5	null	null
261044	90202	0	1.0	5	6	null	null
261045	90202	0	1.0	2	2	null	null
261046	90202	0	1.0	2	3	null	null
261047	90202	0	1.0	3	4	null	null
261048	90202	0	1.0	4	5	null	null
261049	90202	0	1.0	2	2	null	null
261050	90202	0	1.0	2	3	null	null
261051	90202	0	1.0	3	4	null	null
261052	90202	0	1.0	4	5	null	null
261053	90202	0	1.0	6	8	null	null
261054	90202	0	1.0	8	10	null	null
261055	90202	0	1.0	10	12	null	null
261056	90202	0	1.0	12	15	null	null
261081	90203	0	1.0	2	3	null	null
261082	90203	0	1.0	3	4	null	null
261083	90203	0	1.0	4	5	null	null
261084	90203	0	1.0	5	6	null	null
261085	90203	0	1.0	2	2	null	null
261086	90203	0	1.0	2	3	null	null
261087	90203	0	1.0	3	4	null	null
261088	90203	0	1.0	4	5	null	null
261089	90203	0	1.0	2	2	null	null
261090	90203	0	1.0	2	3	null	null
261091	90203	0	1.0	3	4	null	null
261092	90203	0	1.0	4	5	null	null
261093	90203	0	1.0	6	8	null	null
261094	90203	0	1.0	8	10	null	null
261095	90203	0	1.0	10	12	null	null
261096	90203	0	1.0	12	15	null	null
261121	90204	0	1.0	2	3	null	null
261122	90204	0	1.0	3	4	null	null
261123	90204	0	1.0	4	5	null	null
261124	90204	0	1.0	5	6	null	null
261125	90204	0	1.0	2	2	null	null
261126	90204	0	1.0	2	3	null	null
261127	90204	0	1.0	3	4	null	null
261128	90204	0	1.0	4	5	null	null
261129	90204	0	1.0	2	2	null	null
261130	90204	0	1.0	2	3	null	null
261131	90204	0	1.0	3	4	null	null
261132	90204	0	1.0	4	5	null	null
261133	90204	0	1.0	6	8	null	null
261134	90204	0	1.0	8	10	null	null
261135	90204	0	1.0	10	12	null	null
261136	90204	0	1.0	12	15	null	null
261161	90205	0	1.0	2	3	null	null
261162	90205	0	1.0	3	4	null	null
261163	90205	0	1.0	4	5	null	null
261164	90205	0	1.0	5	6	null	null
261165	90205	0	1.0	2	2	null	null
261166	90205	0	1.0	2	3	null	null
261167	90205	0	1.0	3	4	null	null
261168	90205	0	1.0	4	5	null	null
261169	90205	0	1.0	2	2	null	null
261170	90205	0	1.0	2	3	null	null
261171	90205	0	1.0	3	4	null	null
261172	90205	0	1.0	4	5	null	null
261173	90205	0	1.0	6	8	null	null
261174	90205	0	1.0	8	10	null	null
261175	90205	0	1.0	10	12	null	null
261176	90205	0	1.0	12	15	null	null
261501	90205	0	1.0	0	0	null	null
261502	90205	0	1.0	0	0	null	null
261503	90205	0	1.0	0	0	null	null
261504	90205	0	1.0	0	0	null	null
261505	90205	0	1.0	0	0	null	null
261506	90205	0	1.0	0	0	null	null
261507	90205	0	1.0	0	0	null	null
261508	90205	0	1.0	0	0	null	null
261509	90205	0	1.0	0	0	null	null
261510	90205	0	1.0	0	0	null	null
261511	90205	0	1.0	0	0	null	null
261512	90205	0	1.0	0	0	null	null
261513	90205	0	1.0	0	0	null	null
261514	90205	0	1.0	0	0	null	null
261515	90205	0	1.0	0	0	null	null
261516	90205	0	1.0	0	0	null	null
262001	90401	0	1.0	1	1	null	null
262002	90401	0	1.0	1	2	null	null
262003	90401	0	1.0	2	2	null	null
262004	90401	0	1.0	2	3	null	null
262021	90402	0	1.0	1	1	null	null
262022	90402	0	1.0	1	2	null	null
262023	90402	0	1.0	2	2	null	null
262024	90402	0	1.0	2	3	null	null
262041	90403	0	1.0	1	1	null	null
262042	90403	0	1.0	1	2	null	null
262043	90403	0	1.0	2	2	null	null
262044	90403	0	1.0	2	3	null	null
262061	90404	0	1.0	1	1	null	null
262062	90404	0	1.0	1	2	null	null
262063	90404	0	1.0	2	2	null	null
262064	90404	0	1.0	2	3	null	null
262081	90405	0	1.0	1	1	null	null
262082	90405	0	1.0	1	2	null	null
262083	90405	0	1.0	2	2	null	null
262084	90405	0	1.0	2	3	null	null
262101	90406	0	1.0	1	1	null	null
262102	90406	0	1.0	1	2	null	null
262103	90406	0	1.0	2	2	null	null
262104	90406	0	1.0	2	3	null	null
262501	90406	0	1.0	0	0	null	null
262502	90406	0	1.0	0	0	null	null
262503	90406	0	1.0	0	0	null	null
262504	90406	0	1.0	0	0	null	null
265001	90001	100	1.0	1	1	null	null
265002	90002	100	1.0	1	1	null	null
265003	90003	100	1.0	1	1	null	null
265004	90004	100	1.0	1	1	null	null
265005	90005	100	1.0	1	1	null	null
265101	90201	0	1.0	1	1	null	null
265102	90202	0	1.0	1	1	null	null
265103	90203	0	1.0	1	1	null	null
265104	90204	0	1.0	1	1	null	null
265105	90205	0	1.0	1	1	null	null
265201	90401	0	1.0	1	1	null	null
265202	90402	0	1.0	1	1	null	null
265203	90403	0	1.0	1	1	null	null
265204	90404	0	1.0	1	1	null	null
265205	90405	0	1.0	1	1	null	null
265206	90406	0	1.0	1	1	null	null
120001	16	8000	1.0	0	0	null	null
120002	16	2000	1.0	1	1	null	null
120003	16	1	1.0	0	0	null	null
120004	16	1	1.0	0	0	null	null
120005	16	7000	1.0	0	0	null	null
120006	16	3000	1.0	2	2	null	null
120007	16	1	1.0	0	0	null	null
120008	16	1	1.0	0	0	null	null
120009	16	1	1.0	0	0	null	null
120010	5	100	1.0	1	2	null	null
120011	16	1	1.0	0	0	null	null
120012	16	5000	1.0	10	10	null	null
120013	16	5000	1.0	15	15	null	null
120014	16	1	1.0	0	0	null	null
120015	16	1	1.0	0	0	null	null
120016	16	100	1.0	0	0	null	null
120017	16	100	1.0	50	50	null	null
120018	5	100	1.0	5	5	null	null
120019	16	100	1.0	0	0	null	null
120020	16	100	1.0	0	0	null	null
120021	72	810	1.0	0	0	null	null
120022	72	190	1.0	1	1	null	null
120023	16	100	1.0	0	0	null	null
120024	16	100	1.0	0	0	null	null
120025	16	5000	1.0	5	5	null	null
120026	16	5000	1.0	10	10	null	null
120027	5	100	1.0	1	1	null	null
120028	16	1	1.0	0	0	null	null
120029	16	1	1.0	0	0	null	null
120030	16	1	1.0	0	0	null	null
120031	16	1	1.0	0	0	null	null
120032	5	1	1.0	3	3	null	null
120033	16	1	1.0	5	5	null	null
120034	16	8000	1.0	0	0	null	null
120035	16	2000	1.0	1	1	null	null
120036	16	10000	1.0	300	300	null	null
120037	5	100	1.0	30	30	null	null
120038	71	190	1.0	1	1	null	null
120039	16	1	1.0	300	300	null	null
120040	16	1	1.0	300	300	null	null
120041	16	1	1.0	300	300	null	null
120042	16	100	1.0	150	150	null	null
120043	5	100	1.0	10	10	null	null
120044	71	50	1.0	0	0	null	null
120045	71	50	1.0	1	1	null	null
120046	16	1	1.0	0	0	null	null
120047	16	1	1.0	0	0	null	null
120048	16	100	1.0	50	50	null	null
120049	5	100	1.0	5	5	null	null
120050	71	2000	1.0	1	1	null	null
120051	71	8000	1.0	0	0	null	null
120052	16	100	1.0	30	30	null	null
120053	5	100	1.0	2	2	null	null
120054	16	100	1.0	0	0	null	null
120056	14	100	1.0	3000	3000	null	null
120057	14	100	1.0	10000	10000	null	null
120058	14	100	1.0	300000	300000	null	null
120059	14	100	1.0	50000	50000	null	null
120060	14	100	1.0	0	0	null	null
120061	14	100	1.0	0	0	null	null
120062	14	100	1.0	0	0	null	null
120063	14	100	1.0	0	0	null	null
120064	14	100	1.0	300000	300000	null	null
120065	14	100	1.0	50000	50000	null	null
120066	1201	100	1.0	0	1	null	null
120067	1201	100	1.0	0	2	null	null
120068	1201	100	1.0	10	15	null	null
120069	1201	100	1.0	50	50	null	null
120070	1201	100	1.0	5	5	null	null
120071	1201	100	1.0	2	3	null	null
120072	1201	100	1.0	300	300	null	null
120073	1201	100	1.0	100	100	null	null
120074	1201	100	1.0	50	50	null	null
120075	1201	100	1.0	30	30	null	null
120076	16	100	1.0	30	30	null	null
120077	16	100	1.0	30	30	null	null
120078	16	100	1.0	30	30	null	null
120079	16	100	1.0	30	30	null	null
120080	16	100	1.0	30	30	null	null
120081	16	100	1.0	30	30	null	null
121001	16	5000	1.0	0	0	null	null
121084	16	1	1.0	1	1	null	null
121002	16	5000	1.0	1	1	null	null
121003	16	1	1.0	1	1	null	null
121085	16	1	1.0	1	1	null	null
121004	16	1	1.0	1	1	null	null
121005	16	5000	1.0	0	0	null	null
121086	16	1	1.0	3	3	null	null
121006	16	5000	1.0	3	3	null	null
121007	16	1	1.0	3	3	null	null
121087	16	1	1.0	3	3	null	null
121008	16	1	1.0	3	3	null	null
121009	16	1	1.0	3	3	null	null
121010	16	5000	1.0	5	5	null	null
121088	5	1	1.0	1	1	null	null
121011	16	5000	1.0	10	10	null	null
121012	16	1	1.0	0	0	null	null
121089	16	1	1.0	0	0	null	null
121013	16	1	1.0	0	0	null	null
121014	16	1	1.0	0	0	null	null
121015	16	1	1.0	0	0	null	null
121016	5	10000	1.0	5	5	null	null
121017	16	10000	1.0	50	50	null	null
121018	72	810	1.0	0	0	null	null
121019	72	190	1.0	1	1	null	null
121020	16	1	1.0	0	0	null	null
121021	16	10000	1.0	50	50	null	null
121090	16	1	1.0	50	50	null	null
121022	16	1	1.0	50	50	null	null
121023	16	1	1.0	50	50	null	null
121024	16	1	1.0	50	50	null	null
121025	5	10000	1.0	1	2	null	null
121091	16	1	1.0	0	0	null	null
121026	5	10000	1.0	5	5	null	null
121027	16	1	1.0	0	0	null	null
121092	16	1	1.0	0	0	null	null
121082	16	1	1.0	0	0	null	null
121028	16	5000	1.0	10	10	null	null
121029	16	5000	1.0	15	15	null	null
121093	16	1	1.0	15	15	null	null
121030	16	1	1.0	15	15	null	null
121031	16	1	1.0	15	15	null	null
121032	16	5000	1.0	3	3	null	null
121094	16	5000	1.0	5	5	null	null
121083	5	10000	1.0	0	0	null	null
121033	5	10000	1.0	0	1	null	null
121095	16	1	1.0	0	0	null	null
121034	16	1	1.0	0	0	null	null
121035	16	1	1.0	0	0	null	null
121036	16	100	1.0	300	300	null	null
121096	71	100	1.0	0	0	null	null
121037	5	100	1.0	30	30	null	null
121097	16	100	1.0	0	0	null	null
121038	71	100	1.0	1	1	null	null
121039	16	100	1.0	0	0	null	null
121098	16	100	1.0	0	0	null	null
121040	16	100	1.0	0	0	null	null
121041	16	100	1.0	0	0	null	null
121042	16	1	1.0	80	80	null	null
121099	71	100	1.0	0	0	null	null
121043	5	100	1.0	15	15	null	null
121100	16	1	1.0	0	0	null	null
121044	71	100	1.0	0	0	null	null
121101	16	1	1.0	0	0	null	null
121045	71	100	1.0	1	1	null	null
121046	16	1	1.0	0	0	null	null
121047	16	1	1.0	0	0	null	null
121048	16	100	1.0	100	100	null	null
121102	16	100	1.0	0	0	null	null
121049	5	100	1.0	15	15	null	null
121103	16	100	1.0	0	0	null	null
121050	71	100	1.0	0	1	null	null
121051	16	100	1.0	0	0	null	null
121052	16	100	1.0	50	50	null	null
121053	5	100	1.0	10	10	null	null
121054	16	100	1.0	0	0	null	null
121056	14	100	1.0	1000	1500	null	null
121057	14	100	1.0	2000	3000	null	null
121058	14	100	1.0	25000	30000	null	null
121059	14	100	1.0	120000	150000	null	null
121060	14	100	1.0	30000	50000	null	null
121061	14	100	1.0	10000	20000	null	null
121062	14	100	1.0	800000	1000000	null	null
121063	14	100	1.0	250000	300000	null	null
121064	14	100	1.0	220000	300000	null	null
121065	14	100	1.0	150000	250000	null	null
121066	1201	100	1.0	1	2	null	null
121067	1201	100	1.0	2	4	null	null
121068	1201	100	1.0	4	6	null	null
121069	1201	100	1.0	6	8	null	null
121070	1201	100	1.0	6	8	null	null
121071	1201	100	1.0	2	4	null	null
121072	1201	100	1.0	6	8	null	null
121073	1201	100	1.0	2	4	null	null
121074	1201	100	1.0	6	8	null	null
121075	1201	100	1.0	2	4	null	null
121076	16	10	1.0	30	30	null	null
121077	16	10	1.0	30	30	null	null
121078	16	10	1.0	30	30	null	null
121104	16	10	1.0	30	30	null	null
121079	16	10	1.0	30	30	null	null
121105	16	10	1.0	30	30	null	null
121080	16	10	1.0	30	30	null	null
121106	16	10	1.0	30	30	null	null
121081	16	10	1.0	30	30	null	null
122001	14	100	1.0	1600	2000	null	null
122002	14	100	1.0	5500	6500	null	null
122003	14	100	1.0	1900	2300	null	null
122004	14	100	1.0	6500	7500	null	null
122005	14	100	1.0	2200	2600	null	null
122006	14	100	1.0	7500	8500	null	null
122007	14	100	1.0	2500	2900	null	null
122008	14	100	1.0	8500	9500	null	null
122009	14	100	1.0	2800	3200	null	null
122010	14	100	1.0	9500	10500	null	null
122011	14	100	1.0	180000	180000	null	null
122012	14	100	1.0	30000	30000	null	null
122013	14	100	1.0	210000	210000	null	null
122014	14	100	1.0	35000	35000	null	null
122015	14	100	1.0	240000	240000	null	null
122016	14	100	1.0	40000	40000	null	null
122017	14	100	1.0	270000	270000	null	null
122018	14	100	1.0	45000	45000	null	null
122019	14	100	1.0	300000	300000	null	null
122020	14	100	1.0	50000	50000	null	null
122021	3	100	1.0	1800	1800	null	null
122022	3	100	1.0	2100	2100	null	null
122023	3	100	1.0	2400	2400	null	null
122024	3	100	1.0	2700	2700	null	null
122025	3	100	1.0	3000	3000	null	null
122026	1201	100	1.0	1	1	null	null
122027	1201	100	1.0	2	2	null	null
122028	1201	100	1.0	2	2	null	null
122029	1201	100	1.0	4	4	null	null
122030	1201	100	1.0	3	3	null	null
122031	1201	100	1.0	6	6	null	null
122032	1201	100	1.0	4	4	null	null
122033	1201	100	1.0	8	8	null	null
122034	1201	100	1.0	5	5	null	null
122035	1201	100	1.0	10	10	null	null
122036	1201	100	1.0	60	60	null	null
122037	1201	100	1.0	300	300	null	null
122038	1201	100	1.0	70	70	null	null
122039	1201	100	1.0	350	350	null	null
122040	1201	100	1.0	80	80	null	null
122041	1201	100	1.0	400	400	null	null
122042	1201	100	1.0	90	90	null	null
122043	1201	100	1.0	450	450	null	null
122044	1201	100	1.0	100	100	null	null
122045	1201	100	1.0	500	500	null	null
122046	1201	100	1.0	600	600	null	null
122047	1201	100	1.0	300	300	null	null
122048	1201	100	1.0	700	700	null	null
122049	1201	100	1.0	350	350	null	null
122050	1201	100	1.0	800	800	null	null
122051	1201	100	1.0	400	400	null	null
122052	1201	100	1.0	900	900	null	null
122053	1201	100	1.0	450	450	null	null
122054	1201	100	1.0	1000	1000	null	null
122055	1201	100	1.0	500	500	null	null
122056	1201	100	1.0	60	60	null	null
122057	1201	100	1.0	70	70	null	null
122058	1201	100	1.0	80	80	null	null
122059	1201	100	1.0	90	90	null	null
122060	1201	100	1.0	100	100	null	null
122061	14	100	1.0	180000	180000	null	null
122062	14	100	1.0	30000	30000	null	null
122063	14	100	1.0	210000	210000	null	null
122064	14	100	1.0	35000	35000	null	null
122065	14	100	1.0	240000	240000	null	null
122066	14	100	1.0	40000	40000	null	null
122067	14	100	1.0	270000	270000	null	null
122068	14	100	1.0	45000	45000	null	null
122069	14	100	1.0	300000	300000	null	null
122070	14	100	1.0	50000	50000	null	null
122071	16	100	1.0	20	20	null	null
122072	16	100	1.0	100	100	null	null
122073	16	100	1.0	20	20	null	null
122074	16	100	1.0	100	100	null	null
122075	16	100	1.0	20	20	null	null
122076	16	100	1.0	100	100	null	null
122077	16	100	1.0	20	20	null	null
122078	16	100	1.0	100	100	null	null
122079	16	100	1.0	20	20	null	null
122080	16	100	1.0	100	100	null	null
122081	5	100	1.0	18	18	null	null
122082	5	100	1.0	90	90	null	null
122083	5	100	1.0	21	21	null	null
122084	5	100	1.0	105	105	null	null
122085	5	100	1.0	24	24	null	null
122086	5	100	1.0	120	120	null	null
122087	5	100	1.0	27	27	null	null
122088	5	100	1.0	135	135	null	null
122089	5	100	1.0	30	30	null	null
122090	5	100	1.0	150	150	null	null
122091	71	100	1.0	2	2	null	null
122092	71	100	1.0	3	3	null	null
122093	71	100	1.0	2	2	null	null
122094	71	100	1.0	3	3	null	null
122095	71	100	1.0	2	2	null	null
122096	71	100	1.0	3	3	null	null
122097	71	100	1.0	2	2	null	null
122098	71	100	1.0	3	3	null	null
122099	71	100	1.0	2	2	null	null
122100	71	100	1.0	3	3	null	null
122101	21	200	1.0	1	1	null	null
122102	21	200	1.0	1	1	null	null
122103	21	200	1.0	1	1	null	null
122104	21	200	1.0	1	1	null	null
122105	21	200	1.0	1	1	null	null
122106	19	80	1.0	1	1	null	null
122107	19	80	1.0	1	1	null	null
122108	19	80	1.0	1	1	null	null
122109	19	80	1.0	1	1	null	null
122110	19	80	1.0	1	1	null	null
122111	20	40	1.0	1	1	null	null
122112	20	40	1.0	1	1	null	null
122113	20	40	1.0	1	1	null	null
122114	20	40	1.0	1	1	null	null
122115	20	40	1.0	1	1	null	null
122116	14	100	1.0	30000	30000	null	null
122117	14	100	1.0	35000	35000	null	null
122118	14	100	1.0	40000	40000	null	null
122119	14	100	1.0	45000	45000	null	null
122120	14	100	1.0	50000	50000	null	null
122121	1201	100	1.0	144	144	null	null
122122	1201	100	1.0	240	240	null	null
122123	1201	100	1.0	360	360	null	null
122124	1201	100	1.0	210	210	null	null
122125	1201	100	1.0	240	240	null	null
122126	1201	100	1.0	300	300	null	null
122127	1201	100	1.0	360	360	null	null
122128	1201	100	1.0	420	420	null	null
122129	1201	100	1.0	168	168	null	null
122130	1201	100	1.0	280	280	null	null
122131	1201	100	1.0	420	420	null	null
122132	1201	100	1.0	245	245	null	null
122133	1201	100	1.0	280	280	null	null
122134	1201	100	1.0	350	350	null	null
122135	1201	100	1.0	420	420	null	null
122136	1201	100	1.0	490	490	null	null
122137	20	680	1.0	0	0	null	null
122138	20	680	1.0	0	0	null	null
122139	20	680	1.0	0	0	null	null
122140	20	680	1.0	0	0	null	null
122141	20	680	1.0	0	0	null	null
122142	5	100	1.0	10	10	null	null
122143	5	100	1.0	28	28	null	null
122144	1201	100	1.0	30	30	null	null
122145	1201	100	1.0	90	90	null	null
122146	5	100	1.0	11	11	null	null
122147	5	100	1.0	32	32	null	null
122148	1201	100	1.0	35	35	null	null
122149	1201	100	1.0	105	105	null	null
122150	5	100	1.0	12	12	null	null
122151	5	100	1.0	36	36	null	null
122152	1201	100	1.0	40	40	null	null
122153	1201	100	1.0	120	120	null	null
122154	5	100	1.0	14	14	null	null
122155	5	100	1.0	41	41	null	null
122156	1201	100	1.0	45	45	null	null
122157	1201	100	1.0	135	135	null	null
122158	5	100	1.0	15	15	null	null
122159	5	100	1.0	45	45	null	null
122160	1201	100	1.0	50	50	null	null
122161	1201	100	1.0	150	150	null	null
122162	1201	100	1.0	192	192	null	null
122163	1201	100	1.0	320	320	null	null
122164	1201	100	1.0	480	480	null	null
122165	1201	100	1.0	280	280	null	null
122166	1201	100	1.0	320	320	null	null
122167	1201	100	1.0	400	400	null	null
122168	1201	100	1.0	480	480	null	null
122169	1201	100	1.0	560	560	null	null
122170	1201	100	1.0	216	216	null	null
122171	1201	100	1.0	360	360	null	null
122172	1201	100	1.0	540	540	null	null
122173	1201	100	1.0	315	315	null	null
122174	1201	100	1.0	360	360	null	null
122175	1201	100	1.0	450	450	null	null
122176	1201	100	1.0	540	540	null	null
122177	1201	100	1.0	630	630	null	null
122178	1201	100	1.0	240	240	null	null
122179	1201	100	1.0	400	400	null	null
122180	1201	100	1.0	600	600	null	null
122181	1201	100	1.0	350	350	null	null
122182	1201	100	1.0	400	400	null	null
122183	1201	100	1.0	500	500	null	null
122184	1201	100	1.0	600	600	null	null
122185	1201	100	1.0	700	700	null	null
122186	1201	100	1.0	500	500	null	null
122187	1201	100	1.0	600	600	null	null
122188	1201	100	1.0	700	700	null	null
130000	14	100	1.0	0	0	null	null
130001	14	100	1.0	40000	40000	null	null
130002	14	100	1.0	20000	20000	null	null
130003	14	100	1.0	50000	50000	null	null
130004	14	100	1.0	20000	20000	null	null
130005	14	100	1.0	50000	50000	null	null
130006	14	100	1.0	10000	10000	null	null
130007	14	100	1.0	40000	40000	null	null
130008	14	100	1.0	40000	40000	null	null
130009	14	100	1.0	50000	50000	null	null
130010	14	100	1.0	50000	50000	null	null
130011	14	100	1.0	4000	4000	null	null
130012	14	100	1.0	8000	8000	null	null
130013	14	100	1.0	50000	50000	null	null
130014	14	100	1.0	50000	50000	null	null
130015	14	100	1.0	25000	25000	null	null
130016	14	100	1.0	5000	5000	null	null
130017	14	100	1.0	20000	20000	null	null
130018	14	100	1.0	20000	20000	null	null
130019	14	100	1.0	25000	25000	null	null
130020	14	100	1.0	25000	25000	null	null
130030	3	100	1.0	2000	2000	null	null
130031	3	100	1.0	0	0	null	null
130032	3	100	1.0	1200	1200	null	null
130033	3	100	1.0	1600	1600	null	null
130034	3	100	1.0	0	0	null	null
130035	3	100	1.0	3200	3200	null	null
130036	3	100	1.0	1600	1600	null	null
130037	3	100	1.0	1600	1600	null	null
130038	3	100	1.0	0	0	null	null
130039	3	100	1.0	0	0	null	null
130040	3	100	1.0	300	300	null	null
130041	3	100	1.0	600	600	null	null
130042	3	100	1.0	1000	1000	null	null
130043	3	100	1.0	0	0	null	null
130044	3	100	1.0	0	0	null	null
130045	3	100	1.0	1600	1600	null	null
130046	3	100	1.0	800	800	null	null
130047	3	100	1.0	800	800	null	null
130048	3	100	1.0	0	0	null	null
130049	3	100	1.0	0	0	null	null
130059	16	100	1.0	0	0	null	null
130060	16	100	1.0	0	0	null	null
130061	16	100	1.0	0	0	null	null
130062	16	100	1.0	0	0	null	null
130063	16	100	1.0	0	0	null	null
130064	16	100	1.0	0	0	null	null
130065	16	100	1.0	0	0	null	null
130066	16	100	1.0	0	0	null	null
130067	16	100	1.0	0	0	null	null
130068	16	100	1.0	0	0	null	null
130069	16	100	1.0	0	0	null	null
130070	16	100	1.0	0	0	null	null
130071	16	100	1.0	0	0	null	null
130072	16	100	1.0	0	0	null	null
130073	16	100	1.0	0	0	null	null
130074	16	100	1.0	0	0	null	null
130075	16	100	1.0	0	0	null	null
130076	16	100	1.0	0	0	null	null
130077	16	100	1.0	0	0	null	null
130078	16	100	1.0	0	0	null	null
130088	1201	100	1.0	25	25	null	null
130089	1201	100	1.0	50	50	null	null
130090	1201	100	1.0	150	150	null	null
130091	1201	100	1.0	250	250	null	null
130092	1201	100	1.0	100	100	null	null
130093	1201	100	1.0	300	300	null	null
130094	1201	100	1.0	200	200	null	null
130095	1201	100	1.0	200	200	null	null
130096	1201	100	1.0	400	400	null	null
130097	1201	100	1.0	50	50	null	null
130098	1201	100	1.0	3	3	null	null
130099	1201	100	1.0	6	6	null	null
130100	1201	100	1.0	250	250	null	null
130101	1201	100	1.0	600	600	null	null
130102	1201	100	1.0	50	50	null	null
130103	1201	100	1.0	150	150	null	null
130104	1201	100	1.0	100	100	null	null
130105	1201	100	1.0	100	100	null	null
130106	1201	100	1.0	200	200	null	null
130107	1201	100	1.0	25	25	null	null
130117	21	500	1.0	1	1	null	null
130118	21	500	1.0	0	0	null	null
130128	71	500	1.0	1	1	null	null
130129	71	500	1.0	0	0	null	null
130130	71	125	1.0	1	1	null	null
130131	71	875	1.0	0	0	null	null
130132	71	500	1.0	1	1	null	null
130133	71	500	1.0	0	0	null	null
130134	71	100	1.0	1	1	null	null
130135	71	100	1.0	3	3	null	null
130301	14	100	1.0	56000	56000	null	null
130302	14	100	1.0	28000	28000	null	null
130303	14	100	1.0	70000	70000	null	null
130304	14	100	1.0	28000	28000	null	null
130305	14	100	1.0	70000	70000	null	null
130306	14	100	1.0	14000	14000	null	null
130307	14	100	1.0	56000	56000	null	null
130308	14	100	1.0	56000	56000	null	null
130309	14	100	1.0	70000	70000	null	null
130310	14	100	1.0	70000	70000	null	null
130311	14	100	1.0	5600	5600	null	null
130312	14	100	1.0	11200	11200	null	null
130313	14	100	1.0	70000	70000	null	null
130314	14	100	1.0	70000	70000	null	null
130315	14	100	1.0	35000	35000	null	null
130316	14	100	1.0	7000	7000	null	null
130317	14	100	1.0	28000	28000	null	null
130318	14	100	1.0	28000	28000	null	null
130319	14	100	1.0	35000	35000	null	null
130320	14	100	1.0	35000	35000	null	null
130330	3	100	1.0	2400	2400	null	null
130331	3	100	1.0	0	0	null	null
130332	3	100	1.0	1440	1440	null	null
130333	3	100	1.0	1920	1920	null	null
130334	3	100	1.0	0	0	null	null
130335	3	100	1.0	3840	3840	null	null
130336	3	100	1.0	1920	1920	null	null
130337	3	100	1.0	1920	1920	null	null
130338	3	100	1.0	0	0	null	null
130339	3	100	1.0	0	0	null	null
130340	3	100	1.0	360	360	null	null
130341	3	100	1.0	720	720	null	null
130342	3	100	1.0	1200	1200	null	null
130343	3	100	1.0	0	0	null	null
130344	3	100	1.0	0	0	null	null
130345	3	100	1.0	1920	1920	null	null
130346	3	100	1.0	960	960	null	null
130347	3	100	1.0	960	960	null	null
130348	3	100	1.0	0	0	null	null
130349	3	100	1.0	0	0	null	null
130359	16	100	1.0	0	0	null	null
130360	16	100	1.0	0	0	null	null
130361	16	100	1.0	0	0	null	null
130362	16	100	1.0	0	0	null	null
130363	16	100	1.0	0	0	null	null
130364	16	100	1.0	0	0	null	null
130365	16	100	1.0	0	0	null	null
130366	16	100	1.0	0	0	null	null
130367	16	100	1.0	0	0	null	null
130368	16	100	1.0	0	0	null	null
130369	16	100	1.0	0	0	null	null
130370	16	100	1.0	0	0	null	null
130371	16	100	1.0	0	0	null	null
130372	16	100	1.0	0	0	null	null
130373	16	100	1.0	0	0	null	null
130374	16	100	1.0	0	0	null	null
130375	16	100	1.0	0	0	null	null
