Id	ActivityId	ChapterID	Order	OpenRules	PasseRules	MaxStar	StarCondServer	Cost	RepeatTimes	RepeatReset	RepeatType	MonsterGroup	BattleTime	LineRules	BuffTarget	BuffId	FirstReward	RepeatReward	RandomDrop	RandomDropShow
2003211	80003	20032	11	1#2003210	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300141	20	null	null	0	60443#1|14#27900|3#15600	14#27900|3#15600	null	null
2003212	80003	20032	12	1#2003211	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300142	20	null	null	0	60443#1|14#28000|3#15650	14#28000|3#15650	null	null
2003213	80003	20032	13	1#2003212	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300143	20	null	null	0	60443#1|14#28100|3#15700	14#28100|3#15700	null	null
2003214	80003	20032	14	1#2003213	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300144	20	null	null	0	60443#1|14#28200|3#15750	14#28200|3#15750	null	null
2003215	80003	20032	15	1#2003214	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300145	20	null	null	0	60443#1|14#28300|3#15800	14#28300|3#15800	null	null
2003216	80003	20032	16	1#2003215	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300146	20	null	null	0	60443#1|14#28400|3#15850	14#28400|3#15850	null	null
2003217	80003	20032	17	1#2003216	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300147	20	null	null	0	60443#1|14#28500|3#15900	14#28500|3#15900	null	null
2003218	80003	20032	18	1#2003217	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300148	20	null	null	0	60443#1|14#28600|3#15950	14#28600|3#15950	null	null
2003219	80003	20032	19	1#2003218	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300149	20	null	null	0	60443#1|14#28700|3#16000	14#28700|3#16000	null	null
2003220	80003	20032	20	1#2003219	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300150	20	null	null	0	60443#1|14#28800|3#16050	14#28800|3#16050	null	null
2003221	80003	20032	21	1#2003220	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300151	20	null	null	0	60443#1|14#28900|3#16100	14#28900|3#16100	null	null
2003222	80003	20032	22	1#2003221	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300152	20	null	null	0	60443#1|14#29000|3#16150	14#29000|3#16150	null	null
2003223	80003	20032	23	1#2003222	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300153	20	null	null	0	60443#1|14#29100|3#16200	14#29100|3#16200	null	null
2003224	80003	20032	24	1#2003223	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300154	20	null	null	0	60443#1|14#29200|3#16250	14#29200|3#16250	null	null
2003225	80003	20032	25	1#2003224	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300155	20	null	null	0	60443#1|14#29300|3#16300	14#29300|3#16300	null	null
2003226	80003	20032	26	1#2003225	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300156	20	null	null	0	60443#1|14#29400|3#16350	14#29400|3#16350	null	null
2003227	80003	20032	27	1#2003226	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300157	20	null	null	0	60443#1|14#29500|3#16400	14#29500|3#16400	null	null
2003228	80003	20032	28	1#2003227	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300158	20	null	null	0	60443#1|14#29600|3#16450	14#29600|3#16450	null	null
2003229	80003	20032	29	1#2003228	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300159	20	null	null	0	60443#1|14#29700|3#16500	14#29700|3#16500	null	null
2003230	80003	20032	30	1#2003229	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300160	20	null	null	0	60443#1|19#3|14#29800|3#16550	14#29800|3#16550	null	null
2003301	80003	20033	1	1#2003230	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300161	20	null	null	0	60443#1|14#29900|3#16600	14#29900|3#16600	null	null
2003302	80003	20033	2	1#2003301	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300162	20	null	null	0	60443#1|14#30000|3#16650	14#30000|3#16650	null	null
2003303	80003	20033	3	1#2003302	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300163	20	null	null	0	60443#1|14#30100|3#16700	14#30100|3#16700	null	null
2003304	80003	20033	4	1#2003303	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300164	20	null	null	0	60443#1|14#30200|3#16750	14#30200|3#16750	null	null
2003305	80003	20033	5	1#2003304	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300165	20	null	null	0	60443#1|14#30300|3#16800	14#30300|3#16800	null	null
2003306	80003	20033	6	1#2003305	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300166	20	null	null	0	60443#1|14#30400|3#16850	14#30400|3#16850	null	null
2003307	80003	20033	7	1#2003306	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300167	20	null	null	0	60443#1|14#30500|3#16900	14#30500|3#16900	null	null
2003308	80003	20033	8	1#2003307	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300168	20	null	null	0	60443#1|14#30600|3#16950	14#30600|3#16950	null	null
2003309	80003	20033	9	1#2003308	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300169	20	null	null	0	60443#1|14#30700|3#17000	14#30700|3#17000	null	null
2003310	80003	20033	10	1#2003309	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300170	20	null	null	0	60443#1|14#30800|3#17050	14#30800|3#17050	null	null
2003311	80003	20033	11	1#2003310	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300171	20	null	null	0	60443#1|14#30900|3#17100	14#30900|3#17100	null	null
2003312	80003	20033	12	1#2003311	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300172	20	null	null	0	60443#1|14#31000|3#17150	14#31000|3#17150	null	null
2003313	80003	20033	13	1#2003312	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300173	20	null	null	0	60443#1|14#31100|3#17200	14#31100|3#17200	null	null
2003314	80003	20033	14	1#2003313	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300174	20	null	null	0	60443#1|14#31200|3#17250	14#31200|3#17250	null	null
2003315	80003	20033	15	1#2003314	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300175	20	null	null	0	60443#1|14#31300|3#17300	14#31300|3#17300	null	null
2003316	80003	20033	16	1#2003315	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300176	20	null	null	0	60443#1|14#31400|3#17350	14#31400|3#17350	null	null
2003317	80003	20033	17	1#2003316	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300177	20	null	null	0	60443#1|14#31500|3#17400	14#31500|3#17400	null	null
2003318	80003	20033	18	1#2003317	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300178	20	null	null	0	60443#1|14#31600|3#17450	14#31600|3#17450	null	null
2003319	80003	20033	19	1#2003318	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300179	20	null	null	0	60443#1|14#31700|3#17500	14#31700|3#17500	null	null
2003320	80003	20033	20	1#2003319	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300180	20	null	null	0	60443#1|14#31800|3#17550	14#31800|3#17550	null	null
2003321	80003	20033	21	1#2003320	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300181	20	null	null	0	60443#1|14#31900|3#17600	14#31900|3#17600	null	null
2003322	80003	20033	22	1#2003321	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300182	20	null	null	0	60443#1|14#32000|3#17650	14#32000|3#17650	null	null
2003323	80003	20033	23	1#2003322	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300183	20	null	null	0	60443#1|14#32100|3#17700	14#32100|3#17700	null	null
2003324	80003	20033	24	1#2003323	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300184	20	null	null	0	60443#1|14#32200|3#17750	14#32200|3#17750	null	null
2003325	80003	20033	25	1#2003324	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300185	20	null	null	0	60443#1|14#32300|3#17800	14#32300|3#17800	null	null
2003326	80003	20033	26	1#2003325	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300186	20	null	null	0	60443#1|14#32400|3#17850	14#32400|3#17850	null	null
2003327	80003	20033	27	1#2003326	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300187	20	null	null	0	60443#1|14#32500|3#17900	14#32500|3#17900	null	null
2003328	80003	20033	28	1#2003327	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300188	20	null	null	0	60443#1|14#32600|3#17950	14#32600|3#17950	null	null
2003329	80003	20033	29	1#2003328	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300189	20	null	null	0	60443#1|14#32700|3#18000	14#32700|3#18000	null	null
2003330	80003	20033	30	1#2003329	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300190	20	null	null	0	60443#1|19#3|14#32800|3#18050	14#32800|3#18050	null	null
2003401	80003	20034	1	1#2003330	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300191	20	null	null	0	60443#1|14#32900|3#18100	14#32900|3#18100	null	null
2003402	80003	20034	2	1#2003401	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300192	20	null	null	0	60443#1|14#33000|3#18150	14#33000|3#18150	null	null
2003403	80003	20034	3	1#2003402	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300193	20	null	null	0	60443#1|14#33100|3#18200	14#33100|3#18200	null	null
2003404	80003	20034	4	1#2003403	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300194	20	null	null	0	60443#1|14#33200|3#18250	14#33200|3#18250	null	null
2003405	80003	20034	5	1#2003404	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300195	20	null	null	0	60443#1|14#33300|3#18300	14#33300|3#18300	null	null
2003406	80003	20034	6	1#2003405	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300196	20	null	null	0	60443#1|14#33400|3#18350	14#33400|3#18350	null	null
2003407	80003	20034	7	1#2003406	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300197	20	null	null	0	60443#1|14#33500|3#18400	14#33500|3#18400	null	null
2003408	80003	20034	8	1#2003407	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300198	20	null	null	0	60443#1|14#33600|3#18450	14#33600|3#18450	null	null
2003409	80003	20034	9	1#2003408	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300199	20	null	null	0	60443#1|14#33700|3#18500	14#33700|3#18500	null	null
2003410	80003	20034	10	1#2003409	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300200	20	null	null	0	60443#1|14#33800|3#18550	14#33800|3#18550	null	null
2003411	80003	20034	11	1#2003410	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300201	20	null	null	0	60443#1|14#33900|3#18600	14#33900|3#18600	null	null
2003412	80003	20034	12	1#2003411	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300202	20	null	null	0	60443#1|14#34000|3#18650	14#34000|3#18650	null	null
2003413	80003	20034	13	1#2003412	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300203	20	null	null	0	60443#1|14#34100|3#18700	14#34100|3#18700	null	null
2003414	80003	20034	14	1#2003413	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300204	20	null	null	0	60443#1|14#34200|3#18750	14#34200|3#18750	null	null
2003415	80003	20034	15	1#2003414	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300205	20	null	null	0	60443#1|14#34300|3#18800	14#34300|3#18800	null	null
2003416	80003	20034	16	1#2003415	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300206	20	null	null	0	60443#1|14#34400|3#18850	14#34400|3#18850	null	null
2003417	80003	20034	17	1#2003416	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300207	20	null	null	0	60443#1|14#34500|3#18900	14#34500|3#18900	null	null
2003418	80003	20034	18	1#2003417	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300208	20	null	null	0	60443#1|14#34600|3#18950	14#34600|3#18950	null	null
2003419	80003	20034	19	1#2003418	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300209	20	null	null	0	60443#1|14#34700|3#19000	14#34700|3#19000	null	null
2003420	80003	20034	20	1#2003419	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300210	20	null	null	0	60443#1|14#34800|3#19050	14#34800|3#19050	null	null
2003421	80003	20034	21	1#2003420	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300211	20	null	null	0	60443#1|14#34900|3#19100	14#34900|3#19100	null	null
2003422	80003	20034	22	1#2003421	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300212	20	null	null	0	60443#1|14#35000|3#19150	14#35000|3#19150	null	null
2003423	80003	20034	23	1#2003422	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300213	20	null	null	0	60443#1|14#35100|3#19200	14#35100|3#19200	null	null
2003424	80003	20034	24	1#2003423	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300214	20	null	null	0	60443#1|14#35200|3#19250	14#35200|3#19250	null	null
2003425	80003	20034	25	1#2003424	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300215	20	null	null	0	60443#1|14#35300|3#19300	14#35300|3#19300	null	null
2003426	80003	20034	26	1#2003425	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300216	20	null	null	0	60443#1|14#35400|3#19350	14#35400|3#19350	null	null
2003427	80003	20034	27	1#2003426	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300217	20	null	null	0	60443#1|14#35500|3#19400	14#35500|3#19400	null	null
2003428	80003	20034	28	1#2003427	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300218	20	null	null	0	60443#1|14#35600|3#19450	14#35600|3#19450	null	null
2003429	80003	20034	29	1#2003428	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300219	20	null	null	0	60443#1|14#35700|3#19500	14#35700|3#19500	null	null
2003430	80003	20034	30	1#2003429	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300220	20	null	null	0	60443#1|19#3|14#35800|3#19550	14#35800|3#19550	null	null
2003501	80003	20035	1	1#2003430	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300221	20	null	null	0	60443#1|14#35900|3#19600	14#35900|3#19600	null	null
2003502	80003	20035	2	1#2003501	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300222	20	null	null	0	60443#1|14#36000|3#19650	14#36000|3#19650	null	null
2003503	80003	20035	3	1#2003502	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300223	20	null	null	0	60443#1|14#36100|3#19700	14#36100|3#19700	null	null
2003504	80003	20035	4	1#2003503	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300224	20	null	null	0	60443#1|14#36200|3#19750	14#36200|3#19750	null	null
2003505	80003	20035	5	1#2003504	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300225	20	null	null	0	60443#1|14#36300|3#19800	14#36300|3#19800	null	null
2003506	80003	20035	6	1#2003505	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300226	20	null	null	0	60443#1|14#36400|3#19850	14#36400|3#19850	null	null
2003507	80003	20035	7	1#2003506	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300227	20	null	null	0	60443#1|14#36500|3#19900	14#36500|3#19900	null	null
2003508	80003	20035	8	1#2003507	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300228	20	null	null	0	60443#1|14#36600|3#19950	14#36600|3#19950	null	null
2003509	80003	20035	9	1#2003508	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300229	20	null	null	0	60443#1|14#36700|3#20000	14#36700|3#20000	null	null
2003510	80003	20035	10	1#2003509	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300230	20	null	null	0	60443#1|14#36800|3#20050	14#36800|3#20050	null	null
2003511	80003	20035	11	1#2003510	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300231	20	null	null	0	60443#1|14#36900|3#20100	14#36900|3#20100	null	null
2003512	80003	20035	12	1#2003511	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300232	20	null	null	0	60443#1|14#37000|3#20150	14#37000|3#20150	null	null
2003513	80003	20035	13	1#2003512	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300233	20	null	null	0	60443#1|14#37100|3#20200	14#37100|3#20200	null	null
2003514	80003	20035	14	1#2003513	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300234	20	null	null	0	60443#1|14#37200|3#20250	14#37200|3#20250	null	null
2003515	80003	20035	15	1#2003514	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300235	20	null	null	0	60443#1|14#37300|3#20300	14#37300|3#20300	null	null
2003516	80003	20035	16	1#2003515	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300236	20	null	null	0	60443#1|14#37400|3#20350	14#37400|3#20350	null	null
2003517	80003	20035	17	1#2003516	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300237	20	null	null	0	60443#1|14#37500|3#20400	14#37500|3#20400	null	null
2003518	80003	20035	18	1#2003517	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300238	20	null	null	0	60443#1|14#37600|3#20450	14#37600|3#20450	null	null
2003519	80003	20035	19	1#2003518	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300239	20	null	null	0	60443#1|14#37700|3#20500	14#37700|3#20500	null	null
2003520	80003	20035	20	1#2003519	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300240	20	null	null	0	60443#1|14#37800|3#20550	14#37800|3#20550	null	null
2003521	80003	20035	21	1#2003520	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300241	20	null	null	0	60443#1|14#37900|3#20600	14#37900|3#20600	null	null
2003522	80003	20035	22	1#2003521	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300242	20	null	null	0	60443#1|14#38000|3#20650	14#38000|3#20650	null	null
2003523	80003	20035	23	1#2003522	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300243	20	null	null	0	60443#1|14#38100|3#20700	14#38100|3#20700	null	null
2003524	80003	20035	24	1#2003523	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300244	20	null	null	0	60443#1|14#38200|3#20750	14#38200|3#20750	null	null
2003525	80003	20035	25	1#2003524	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300245	20	null	null	0	60443#1|14#38300|3#20800	14#38300|3#20800	null	null
2003526	80003	20035	26	1#2003525	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300246	20	null	null	0	60443#1|14#38400|3#20850	14#38400|3#20850	null	null
2003527	80003	20035	27	1#2003526	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300247	20	null	null	0	60443#1|14#38500|3#20900	14#38500|3#20900	null	null
2003528	80003	20035	28	1#2003527	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300248	20	null	null	0	60443#1|14#38600|3#20950	14#38600|3#20950	null	null
2003529	80003	20035	29	1#2003528	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300249	20	null	null	0	60443#1|14#38700|3#21000	14#38700|3#21000	null	null
2003530	80003	20035	30	1#2003529	1	3	7#0|2#1#2#1|2#1#2#3	1012#1	0	0	0	4300250	20	null	null	0	60443#1|19#5|14#38800|3#21050	14#38800|3#21050	null	null
2004101	80004	20041	1	0	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400096	20	null	null	0	60446#1|14#23400|3#13350	14#23400|3#13350	null	null
2004102	80004	20041	2	1#2004101	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400098	20	null	null	0	60446#1|14#23600|3#13450	14#23600|3#13450	null	null
2004103	80004	20041	3	1#2004102	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400100	20	null	null	0	60446#1|14#23800|3#13550	14#23800|3#13550	null	null
2004104	80004	20041	4	1#2004103	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400102	20	null	null	0	60446#1|14#24000|3#13650	14#24000|3#13650	null	null
2004105	80004	20041	5	1#2004104	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400104	20	null	null	0	60446#1|14#24200|3#13750	14#24200|3#13750	null	null
2004106	80004	20041	6	1#2004105	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400106	20	null	null	0	60446#1|14#24400|3#13850	14#24400|3#13850	null	null
2004107	80004	20041	7	1#2004106	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400108	20	null	null	0	60446#1|14#24600|3#13950	14#24600|3#13950	null	null
2004108	80004	20041	8	1#2004107	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400110	20	null	null	0	60446#1|14#24800|3#14050	14#24800|3#14050	null	null
2004109	80004	20041	9	1#2004108	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400112	20	null	null	0	60446#1|14#25000|3#14150	14#25000|3#14150	null	null
2004110	80004	20041	10	1#2004109	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400114	20	null	null	0	60446#1|14#25200|3#14250	14#25200|3#14250	null	null
2004111	80004	20041	11	1#2004110	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400116	20	null	null	0	60446#1|14#25400|3#14350	14#25400|3#14350	null	null
2004112	80004	20041	12	1#2004111	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400118	20	null	null	0	60446#1|14#25600|3#14450	14#25600|3#14450	null	null
2004113	80004	20041	13	1#2004112	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400120	20	null	null	0	60446#1|14#25800|3#14550	14#25800|3#14550	null	null
2004114	80004	20041	14	1#2004113	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400122	20	null	null	0	60446#1|14#26000|3#14650	14#26000|3#14650	null	null
2004115	80004	20041	15	1#2004114	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400124	20	null	null	0	60446#1|14#26200|3#14750	14#26200|3#14750	null	null
2004116	80004	20041	16	1#2004115	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400126	20	null	null	0	60446#1|14#26400|3#14850	14#26400|3#14850	null	null
2004117	80004	20041	17	1#2004116	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400127	20	null	null	0	60446#1|14#26500|3#14900	14#26500|3#14900	null	null
2004118	80004	20041	18	1#2004117	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400128	20	null	null	0	60446#1|14#26600|3#14950	14#26600|3#14950	null	null
2004119	80004	20041	19	1#2004118	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400129	20	null	null	0	60446#1|14#26700|3#15000	14#26700|3#15000	null	null
2004120	80004	20041	20	1#2004119	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400130	20	null	null	0	60446#1|14#26800|3#15050	14#26800|3#15050	null	null
2004121	80004	20041	21	1#2004120	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400131	20	null	null	0	60446#1|14#26900|3#15100	14#26900|3#15100	null	null
2004122	80004	20041	22	1#2004121	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400132	20	null	null	0	60446#1|14#27000|3#15150	14#27000|3#15150	null	null
2004123	80004	20041	23	1#2004122	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400133	20	null	null	0	60446#1|14#27100|3#15200	14#27100|3#15200	null	null
2004124	80004	20041	24	1#2004123	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400134	20	null	null	0	60446#1|14#27200|3#15250	14#27200|3#15250	null	null
2004125	80004	20041	25	1#2004124	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400135	20	null	null	0	60446#1|14#27300|3#15300	14#27300|3#15300	null	null
2004126	80004	20041	26	1#2004125	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400136	20	null	null	0	60446#1|14#27400|3#15350	14#27400|3#15350	null	null
2004127	80004	20041	27	1#2004126	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400137	20	null	null	0	60446#1|14#27500|3#15400	14#27500|3#15400	null	null
2004128	80004	20041	28	1#2004127	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400138	20	null	null	0	60446#1|14#27600|3#15450	14#27600|3#15450	null	null
2004129	80004	20041	29	1#2004128	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400139	20	null	null	0	60446#1|14#27700|3#15500	14#27700|3#15500	null	null
2004130	80004	20041	30	1#2004129	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400140	20	null	null	0	60446#1|19#3|14#27800|3#15550	14#27800|3#15550	null	null
2004201	80004	20042	1	1#2004130	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400141	20	null	null	0	60446#1|14#27900|3#15600	14#27900|3#15600	null	null
2004202	80004	20042	2	1#2004201	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400142	20	null	null	0	60446#1|14#28000|3#15650	14#28000|3#15650	null	null
2004203	80004	20042	3	1#2004202	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400143	20	null	null	0	60446#1|14#28100|3#15700	14#28100|3#15700	null	null
2004204	80004	20042	4	1#2004203	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400144	20	null	null	0	60446#1|14#28200|3#15750	14#28200|3#15750	null	null
2004205	80004	20042	5	1#2004204	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400145	20	null	null	0	60446#1|14#28300|3#15800	14#28300|3#15800	null	null
2004206	80004	20042	6	1#2004205	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400146	20	null	null	0	60446#1|14#28400|3#15850	14#28400|3#15850	null	null
2004207	80004	20042	7	1#2004206	1	3	7#0|2#4#2#1|2#4#2#3	1012#1	0	0	0	4400147	20	null	null	0	60446#1|14#28500|3#15900	14#28500|3#15900	null	null
