Id	ActivityId	Type	TaskType	TaskValue	Integral	TaskRefreshType	TaskRefreshWeight	Group	OpenLevel	IsShow
70106	8007	1	1017	2|1	112#100	2	100	1	0	1
70107	8007	1	100	0|1	112#100	2	100	2	0	1
70108	8007	1	1013	0|1	112#100	2	100	2	0	1
70109	8007	1	52	59|1	112#100	2	100	3	0	1
70110	8007	1	52	2|3	112#100	2	100	3	0	1
70111	8007	1	1019	63|1	112#100	2	100	3	0	1
70112	8007	1	1020	79|10000	112#100	2	100	4	0	1
70113	8007	1	77	0|5	112#100	2	100	4	0	1
70114	8007	1	1040	0|1	112#100	2	100	5	0	1
70115	8007	1	1084	0|1	112#100	2	100	6	70	1
70116	8007	1	1082	10030|2	112#100	2	100	6	70	1
70117	8007	1	1064	0|1	112#100	2	100	6	60	1
70118	8007	1	1085	0|2	112#100	2	100	6	90	1
70119	8007	1	1082	10032|1	112#100	2	100	6	90	1
70120	8007	1	1067	0|1	112#100	2	100	6	90	1
70121	8007	1	75	5|1	112#100	2	100	7	0	1
70122	8007	1	75	4|1	112#100	2	100	7	0	1
70123	8007	1	75	1|1	112#100	2	100	7	0	1
70124	8007	1	1088	0|1	112#100	2	100	8	0	1
70125	8007	1	1089	0|1	112#100	2	100	8	70	1
70126	8007	1	1090	0|1	112#100	2	100	8	80	1
70127	8007	1	1047	0|1	112#100	2	100	9	0	1
70128	8007	1	1048	0|1	112#100	2	100	9	0	1
70129	8007	1	1042	1|1	112#100	2	100	10	0	1
70130	8007	1	1007	0|1	112#100	2	100	10	0	1
70201	8007	2	1022	0|20	112#500	1	0	0	0	1
70202	8007	2	116	0|10	112#500	1	0	0	0	1
70203	8007	2	1012	0|120	112#500	1	0	0	0	1
70204	8007	2	47	5|5	112#650	2	100	1	0	1
70205	8007	2	1017	3|2	112#650	2	100	1	0	1
70206	8007	2	22	0|20	112#650	2	100	1	0	1
70207	8007	2	100	0|20	112#650	2	100	2	0	1
70208	8007	2	1013	0|20	112#650	2	100	2	0	1
70209	8007	2	52	4|1	112#650	2	100	3	0	1
70210	8007	2	52	12|1	112#650	2	100	3	0	1
70211	8007	2	52	60|1	112#650	2	100	3	0	1
70212	8007	2	52	61|1	112#650	2	100	3	0	1
70213	8007	2	1020	79|50000	112#650	2	100	4	0	1
70214	8007	2	76	4|10	112#650	2	100	4	0	1
70215	8007	2	1040	0|10	112#650	2	100	5	0	1
70216	8007	2	1064	0|10	112#650	2	100	6	60	1
70217	8007	2	1085	0|10	112#650	2	100	6	90	1
70218	8007	2	1082	10032|10	112#650	2	100	6	90	1
70219	8007	2	1067	0|10	112#650	2	100	6	90	1
70220	8007	2	1084	0|50	112#650	2	100	7	70	1
70221	8007	2	1082	10030|10	112#650	2	100	7	70	1
70222	8007	2	1057	0|20	112#650	2	100	7	40	1
70223	8007	2	1059	31|5	112#650	2	100	7	40	1
70224	8007	2	1059	43|5	112#650	2	100	7	40	1
70225	8007	2	52	8|10	112#650	2	100	7	40	1
70226	8007	2	75	5|10	112#650	2	100	8	0	1
70227	8007	2	75	4|10	112#650	2	100	8	0	1
70228	8007	2	75	1|10	112#650	2	100	8	0	1
70229	8007	2	1088	0|20	112#650	2	100	9	0	1
70230	8007	2	1089	0|20	112#650	2	100	9	70	1
70231	8007	2	1090	0|20	112#650	2	100	9	80	1
70232	8007	2	1047	0|15	112#650	2	100	10	0	1
70233	8007	2	1048	0|5	112#650	2	100	10	0	1
70234	8007	2	1042	1|5	112#650	2	100	10	0	1
70235	8007	2	1007	0|20	112#650	2	100	10	0	1
70236	8007	2	1086	0|20	112#650	2	100	11	55	1
70237	8007	2	1082	10033|10	112#650	2	100	11	55	1
70238	8007	2	80	0|10	112#650	2	100	12	0	1
70239	8007	2	127	0|10	112#650	2	100	12	0	1
70301	8007	3	1022	0|100	112#2500	1	0	0	0	1
70302	8007	3	116	0|40	112#2500	1	0	0	0	1
70303	8007	3	1012	0|500	112#2500	1	0	0	0	1
70304	8007	3	47	5|20	112#2500	1	100	0	0	1
70305	8007	3	22	0|100	112#2500	1	100	0	0	1
70306	8007	3	1020	79|200000	112#2500	1	100	0	0	1
70307	8007	3	75	1|200	112#2500	1	100	0	0	1
70308	8007	3	52	12|10	112#2500	1	100	0	0	1
70309	8007	3	1082	10030|30	112#2500	1	100	0	0	1
70310	8007	3	1085	0|40	112#2500	1	100	0	0	1
80101	8008	1	1022	0|2	113#100	1	0	0	0	1
80102	8008	1	116	0|1	113#100	1	0	0	0	1
80103	8008	1	1012	0|2	113#100	1	0	0	0	1
80104	8008	1	47	4|1	113#100	2	100	1	0	1
80105	8008	1	22	0|1	113#100	2	100	1	0	1
80106	8008	1	1017	2|1	113#100	2	100	1	0	1
80107	8008	1	100	0|1	113#100	2	100	2	0	1
80108	8008	1	1013	0|1	113#100	2	100	2	0	1
80109	8008	1	52	59|1	113#100	2	100	3	0	1
80110	8008	1	52	2|3	113#100	2	100	3	0	1
80111	8008	1	1019	63|1	113#100	2	100	3	0	1
80112	8008	1	1020	79|10000	113#100	2	100	4	0	1
80113	8008	1	77	0|5	113#100	2	100	4	0	1
80114	8008	1	1040	0|1	113#100	2	100	5	0	1
80115	8008	1	1084	0|1	113#100	2	100	6	70	1
80116	8008	1	1082	10030|2	113#100	2	100	6	70	1
80117	8008	1	1064	0|1	113#100	2	100	6	60	1
80118	8008	1	1085	0|2	113#100	2	100	6	90	1
80119	8008	1	1082	10032|1	113#100	2	100	6	90	1
80120	8008	1	1067	0|1	113#100	2	100	6	90	1
80121	8008	1	75	5|1	113#100	2	100	7	0	1
80122	8008	1	75	4|1	113#100	2	100	7	0	1
80123	8008	1	75	1|1	113#100	2	100	7	0	1
80124	8008	1	1088	0|1	113#100	2	100	8	0	1
80125	8008	1	1089	0|1	113#100	2	100	8	70	1
80126	8008	1	1090	0|1	113#100	2	100	8	80	1
80127	8008	1	1047	0|1	113#100	2	100	9	0	1
80128	8008	1	1048	0|1	113#100	2	100	9	0	1
80129	8008	1	1042	1|1	113#100	2	100	10	0	1
80130	8008	1	1007	0|1	113#100	2	100	10	0	1
80201	8008	2	1022	0|20	113#500	1	0	0	0	1
80202	8008	2	116	0|10	113#500	1	0	0	0	1
80203	8008	2	1012	0|120	113#500	1	0	0	0	1
80204	8008	2	47	5|5	113#650	2	100	1	0	1
80205	8008	2	1017	3|2	113#650	2	100	1	0	1
80206	8008	2	22	0|20	113#650	2	100	1	0	1
80207	8008	2	100	0|20	113#650	2	100	2	0	1
80208	8008	2	1013	0|20	113#650	2	100	2	0	1
80209	8008	2	52	4|1	113#650	2	100	3	0	1
80210	8008	2	52	12|1	113#650	2	100	3	0	1
80211	8008	2	52	60|1	113#650	2	100	3	0	1
80212	8008	2	52	61|1	113#650	2	100	3	0	1
80213	8008	2	1020	79|50000	113#650	2	100	4	0	1
80214	8008	2	76	4|10	113#650	2	100	4	0	1
80215	8008	2	1040	0|10	113#650	2	100	5	0	1
80216	8008	2	1064	0|10	113#650	2	100	6	60	1
80217	8008	2	1085	0|10	113#650	2	100	6	90	1
80218	8008	2	1082	10032|10	113#650	2	100	6	90	1
80219	8008	2	1067	0|10	113#650	2	100	6	90	1
80220	8008	2	1084	0|50	113#650	2	100	7	70	1
80221	8008	2	1082	10030|10	113#650	2	100	7	70	1
80222	8008	2	1057	0|20	113#650	2	100	7	40	1
80223	8008	2	1059	31|5	113#650	2	100	7	40	1
80224	8008	2	1059	43|5	113#650	2	100	7	40	1
80225	8008	2	52	8|10	113#650	2	100	7	40	1
80226	8008	2	75	5|10	113#650	2	100	8	0	1
80227	8008	2	75	4|10	113#650	2	100	8	0	1
80228	8008	2	75	1|10	113#650	2	100	8	0	1
80229	8008	2	1088	0|20	113#650	2	100	9	0	1
80230	8008	2	1089	0|20	113#650	2	100	9	70	1
80231	8008	2	1090	0|20	113#650	2	100	9	80	1
80232	8008	2	1047	0|15	113#650	2	100	10	0	1
80233	8008	2	1048	0|5	113#650	2	100	10	0	1
80234	8008	2	1042	1|5	113#650	2	100	10	0	1
80235	8008	2	1007	0|20	113#650	2	100	10	0	1
80236	8008	2	1086	0|20	113#650	2	100	11	55	1
80237	8008	2	1082	10033|10	113#650	2	100	11	55	1
80238	8008	2	80	0|10	113#650	2	100	12	0	1
80239	8008	2	127	0|10	113#650	2	100	12	0	1
80301	8008	3	1022	0|100	113#2500	1	0	0	0	1
80302	8008	3	1064	0|40	113#2500	1	0	0	0	1
80303	8008	3	1057	0|400	113#2500	1	0	0	0	1
80304	8008	3	1013	0|100	113#2500	1	100	0	0	1
80305	8008	3	1017	5|1	113#2500	1	100	0	0	1
80306	8008	3	76	4|20	113#2500	1	100	0	0	1
80307	8008	3	75	5|50	113#2500	1	100	0	0	1
80308	8008	3	52	4|10	113#2500	1	100	0	0	1
80309	8008	3	1084	0|200	113#2500	1	100	0	0	1
80310	8008	3	1082	10032|30	113#2500	1	100	0	0	1
90101	8009	1	1022	0|2	114#100	1	0	0	0	1
90102	8009	1	116	0|1	114#100	1	0	0	0	1
90103	8009	1	1012	0|2	114#100	1	0	0	0	1
90104	8009	1	47	4|1	114#100	2	100	1	0	1
90105	8009	1	22	0|1	114#100	2	100	1	0	1
90106	8009	1	1017	2|1	114#100	2	100	1	0	1
90107	8009	1	100	0|1	114#100	2	100	2	0	1
90108	8009	1	1013	0|1	114#100	2	100	2	0	1
90109	8009	1	52	59|1	114#100	2	100	3	0	1
90110	8009	1	52	2|3	114#100	2	100	3	0	1
90111	8009	1	1019	63|1	114#100	2	100	3	0	1
90112	8009	1	1020	79|10000	114#100	2	100	4	0	1
90113	8009	1	77	0|5	114#100	2	100	4	0	1
90114	8009	1	1040	0|1	114#100	2	100	5	0	1
90115	8009	1	1084	0|1	114#100	2	100	6	70	1
90116	8009	1	1082	10030|2	114#100	2	100	6	70	1
90117	8009	1	1064	0|1	114#100	2	100	6	60	1
90118	8009	1	1085	0|2	114#100	2	100	6	90	1
90119	8009	1	1082	10032|1	114#100	2	100	6	90	1
90120	8009	1	1067	0|1	114#100	2	100	6	90	1
90121	8009	1	75	5|1	114#100	2	100	7	0	1
90122	8009	1	75	4|1	114#100	2	100	7	0	1
90123	8009	1	75	1|1	114#100	2	100	7	0	1
90124	8009	1	1088	0|1	114#100	2	100	8	0	1
90125	8009	1	1089	0|1	114#100	2	100	8	70	1
90126	8009	1	1090	0|1	114#100	2	100	8	80	1
90127	8009	1	1047	0|1	114#100	2	100	9	0	1
90128	8009	1	1048	0|1	114#100	2	100	9	0	1
90129	8009	1	1042	1|1	114#100	2	100	10	0	1
90130	8009	1	1007	0|1	114#100	2	100	10	0	1
90201	8009	2	1022	0|20	114#500	1	0	0	0	1
90202	8009	2	116	0|10	114#500	1	0	0	0	1
90203	8009	2	1012	0|120	114#500	1	0	0	0	1
90204	8009	2	47	5|5	114#650	2	100	1	0	1
90205	8009	2	1017	3|2	114#650	2	100	1	0	1
90206	8009	2	22	0|20	114#650	2	100	1	0	1
90207	8009	2	100	0|20	114#650	2	100	2	0	1
90208	8009	2	1013	0|20	114#650	2	100	2	0	1
90209	8009	2	52	4|1	114#650	2	100	3	0	1
90210	8009	2	52	12|1	114#650	2	100	3	0	1
90211	8009	2	52	60|1	114#650	2	100	3	0	1
90212	8009	2	52	61|1	114#650	2	100	3	0	1
90213	8009	2	1020	79|50000	114#650	2	100	4	0	1
90214	8009	2	76	4|10	114#650	2	100	4	0	1
90215	8009	2	1040	0|10	114#650	2	100	5	0	1
90216	8009	2	1064	0|10	114#650	2	100	6	60	1
90217	8009	2	1085	0|10	114#650	2	100	6	90	1
90218	8009	2	1082	10032|10	114#650	2	100	6	90	1
90219	8009	2	1067	0|10	114#650	2	100	6	90	1
90220	8009	2	1084	0|50	114#650	2	100	7	70	1
90221	8009	2	1082	10030|10	114#650	2	100	7	70	1
90222	8009	2	1057	0|20	114#650	2	100	7	40	1
90223	8009	2	1059	31|5	114#650	2	100	7	40	1
90224	8009	2	1059	43|5	114#650	2	100	7	40	1
90225	8009	2	52	8|10	114#650	2	100	7	40	1
90226	8009	2	75	5|10	114#650	2	100	8	0	1
90227	8009	2	75	4|10	114#650	2	100	8	0	1
90228	8009	2	75	1|10	114#650	2	100	8	0	1
90229	8009	2	1088	0|20	114#650	2	100	9	0	1
90230	8009	2	1089	0|20	114#650	2	100	9	70	1
90231	8009	2	1090	0|20	114#650	2	100	9	80	1
90232	8009	2	1047	0|15	114#650	2	100	10	0	1
90233	8009	2	1048	0|5	114#650	2	100	10	0	1
90234	8009	2	1042	1|5	114#650	2	100	10	0	1
90235	8009	2	1007	0|20	114#650	2	100	10	0	1
90236	8009	2	1086	0|20	114#650	2	100	11	55	1
90237	8009	2	1082	10033|10	114#650	2	100	11	55	1
90238	8009	2	80	0|10	114#650	2	100	12	0	1
90239	8009	2	127	0|10	114#650	2	100	12	0	1
90301	8009	3	1022	0|100	114#2500	1	0	0	0	1
90302	8009	3	1086	0|60	114#2500	1	0	0	0	1
90303	8009	3	1047	0|60	114#2500	1	0	0	0	1
90304	8009	3	100	0|100	114#2500	1	100	0	0	1
90305	8009	3	22	0|100	114#2500	1	100	0	0	1
90306	8009	3	1067	0|100	114#2500	1	100	0	0	1
90307	8009	3	75	1|50	114#2500	1	100	0	0	1
90308	8009	3	20	0|300	114#2500	1	100	0	0	1
90309	8009	3	1007	0|200	114#2500	1	100	0	0	1
90310	8009	3	28	0|600	114#2500	1	100	0	0	1
100101	8010	1	1022	0|2	115#100	1	0	0	0	1
100102	8010	1	116	0|1	115#100	1	0	0	0	1
100103	8010	1	1012	0|2	115#100	1	0	0	0	1
100104	8010	1	47	4|1	115#100	2	100	1	0	1
100105	8010	1	22	0|1	115#100	2	100	1	0	1
100106	8010	1	1017	2|1	115#100	2	100	1	0	1
100107	8010	1	100	0|1	115#100	2	100	2	0	1
100108	8010	1	1013	0|1	115#100	2	100	2	0	1
100109	8010	1	52	59|1	115#100	2	100	3	0	1
100110	8010	1	52	2|3	115#100	2	100	3	0	1
100111	8010	1	1019	63|1	115#100	2	100	3	0	1
100112	8010	1	1020	79|10000	115#100	2	100	4	0	1
100113	8010	1	77	0|5	115#100	2	100	4	0	1
100114	8010	1	1040	0|1	115#100	2	100	5	0	1
100115	8010	1	1084	0|1	115#100	2	100	6	70	1
100116	8010	1	1082	10030|2	115#100	2	100	6	70	1
100117	8010	1	1064	0|1	115#100	2	100	6	60	1
100118	8010	1	1085	0|2	115#100	2	100	6	90	1
100119	8010	1	1082	10032|1	115#100	2	100	6	90	1
100120	8010	1	1067	0|1	115#100	2	100	6	90	1
100121	8010	1	75	5|1	115#100	2	100	7	0	1
100122	8010	1	75	4|1	115#100	2	100	7	0	1
100123	8010	1	75	1|1	115#100	2	100	7	0	1
100124	8010	1	1088	0|1	115#100	2	100	8	0	1
100125	8010	1	1089	0|1	115#100	2	100	8	70	1
100126	8010	1	1090	0|1	115#100	2	100	8	80	1
100127	8010	1	1047	0|1	115#100	2	100	9	0	1
100128	8010	1	1048	0|1	115#100	2	100	9	0	1
100129	8010	1	1042	1|1	115#100	2	100	10	0	1
100130	8010	1	1007	0|1	115#100	2	100	10	0	1
100201	8010	2	1022	0|20	115#500	1	0	0	0	1
100202	8010	2	116	0|10	115#500	1	0	0	0	1
100203	8010	2	1012	0|120	115#500	1	0	0	0	1
100204	8010	2	47	5|5	115#650	2	100	1	0	1
100205	8010	2	1017	3|2	115#650	2	100	1	0	1
100206	8010	2	22	0|20	115#650	2	100	1	0	1
100207	8010	2	100	0|20	115#650	2	100	2	0	1
100208	8010	2	1013	0|20	115#650	2	100	2	0	1
100209	8010	2	52	4|1	115#650	2	100	3	0	1
100210	8010	2	52	12|1	115#650	2	100	3	0	1
100211	8010	2	52	60|1	115#650	2	100	3	0	1
100212	8010	2	52	61|1	115#650	2	100	3	0	1
100213	8010	2	1020	79|50000	115#650	2	100	4	0	1
100214	8010	2	76	4|10	115#650	2	100	4	0	1
100215	8010	2	1040	0|10	115#650	2	100	5	0	1
100216	8010	2	1064	0|10	115#650	2	100	6	60	1
100217	8010	2	1085	0|10	115#650	2	100	6	90	1
100218	8010	2	1082	10032|10	115#650	2	100	6	90	1
100219	8010	2	1067	0|10	115#650	2	100	6	90	1
100220	8010	2	1084	0|50	115#650	2	100	7	70	1
100221	8010	2	1082	10030|10	115#650	2	100	7	70	1
100222	8010	2	1057	0|20	115#650	2	100	7	40	1
100223	8010	2	1059	31|5	115#650	2	100	7	40	1
100224	8010	2	1059	43|5	115#650	2	100	7	40	1
100225	8010	2	52	8|10	115#650	2	100	7	40	1
100226	8010	2	75	5|10	115#650	2	100	8	0	1
100227	8010	2	75	4|10	115#650	2	100	8	0	1
100228	8010	2	75	1|10	115#650	2	100	8	0	1
100229	8010	2	1088	0|20	115#650	2	100	9	0	1
100230	8010	2	1089	0|20	115#650	2	100	9	70	1
100231	8010	2	1090	0|20	115#650	2	100	9	80	1
100232	8010	2	1047	0|15	115#650	2	100	10	0	1
100233	8010	2	1048	0|5	115#650	2	100	10	0	1
100234	8010	2	1042	1|5	115#650	2	100	10	0	1
100235	8010	2	1007	0|20	115#650	2	100	10	0	1
100236	8010	2	1086	0|20	115#650	2	100	11	55	1
100237	8010	2	1082	10033|10	115#650	2	100	11	55	1
100238	8010	2	80	0|10	115#650	2	100	12	0	1
100239	8010	2	127	0|10	115#650	2	100	12	0	1
100301	8010	3	1022	0|100	115#2500	1	0	0	0	1
100302	8010	3	116	0|40	115#2500	1	0	0	0	1
100303	8010	3	1012	0|500	115#2500	1	0	0	0	1
100304	8010	3	47	5|20	115#2500	1	100	0	0	1
100305	8010	3	1017	5|1	115#2500	1	100	0	0	1
100306	8010	3	1020	79|200000	115#2500	1	100	0	0	1
100307	8010	3	75	1|200	115#2500	1	100	0	0	1
100308	8010	3	52	60|10	115#2500	1	100	0	0	1
100309	8010	3	1042	1|20	115#2500	1	100	0	0	1
100310	8010	3	80	0|30	115#2500	1	100	0	0	1
