Id	Quality	Star	SiteType	Suit	BasicAttr	Sell	CanRefine	RefineCost	RefineAttrNum	RandAttr	MergeCostItem	NextId	CanChange	ChangeCost
321201	5	2	1	22	2#464	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	322201	1	16#500
321202	5	2	2	22	1#5649	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	322202	1	16#600
321203	5	2	3	22	2#464	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	322203	1	16#700
321204	5	2	4	22	1#5649	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	322204	1	16#800
322001	3	3	1	23	2#456	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	323001	0	null
322002	3	3	2	23	1#5556	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	323002	0	null
322003	3	3	3	23	2#456	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	323003	0	null
322004	3	3	4	23	1#5556	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	323004	0	null
322101	4	3	1	23	2#502	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	323101	0	null
322102	4	3	2	23	1#6111	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	323102	0	null
322103	4	3	3	23	2#502	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	323103	0	null
322104	4	3	4	23	1#6111	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	323104	0	null
322201	5	3	1	23	2#557	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	323201	1	16#900
322202	5	3	2	23	1#6778	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	323202	1	16#1000
322203	5	3	3	23	2#557	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	323203	1	16#1100
322204	5	3	4	23	1#6778	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	323204	1	16#1200
323001	3	4	1	24	2#548	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	324001	0	null
323002	3	4	2	24	1#6667	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	324002	0	null
323003	3	4	3	24	2#548	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	324003	0	null
323004	3	4	4	24	1#6667	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	324004	0	null
323101	4	4	1	24	2#603	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	324101	0	null
323102	4	4	2	24	1#7334	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	324102	0	null
323103	4	4	3	24	2#603	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	324103	0	null
323104	4	4	4	24	1#7334	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	324104	0	null
323201	5	4	1	24	2#669	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	324201	1	16#1300
323202	5	4	2	24	1#8134	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	324202	1	16#1400
323203	5	4	3	24	2#669	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	324203	1	16#1500
323204	5	4	4	24	1#8134	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	324204	1	16#1600
324001	3	5	1	25	2#657	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
324002	3	5	2	25	1#8000	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
324003	3	5	3	25	2#657	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
324004	3	5	4	25	1#8000	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
324101	4	5	1	25	2#723	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
324102	4	5	2	25	1#8801	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
324103	4	5	3	25	2#723	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
324104	4	5	4	25	1#8801	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
324201	5	5	1	25	2#802	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
324202	5	5	2	25	1#9761	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
324203	5	5	3	25	2#802	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
324204	5	5	4	25	1#9761	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
330001	3	1	1	31	2#317	10443#4	0	null	0	null	10442#3|10441#15	331001	0	null
330002	3	1	2	31	1#3858	10443#4	0	null	0	null	10442#3|10441#15	331002	0	null
330003	3	1	3	31	2#317	10443#4	0	null	0	null	10442#3|10441#15	331003	0	null
330004	3	1	4	31	1#3858	10443#4	0	null	0	null	10442#3|10441#15	331004	0	null
330101	4	1	1	31	2#349	10443#7	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	331101	0	null
330102	4	1	2	31	1#4244	10443#7	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	331102	0	null
330103	4	1	3	31	2#349	10443#7	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	331103	0	null
330104	4	1	4	31	1#4244	10443#7	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	331104	0	null
330201	5	1	1	31	2#387	10443#9	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	331201	1	16#100
330202	5	1	2	31	1#4707	10443#9	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	331202	1	16#200
330203	5	1	3	31	2#387	10443#9	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	331203	1	16#300
330204	5	1	4	31	1#4707	10443#9	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	331204	1	16#400
331001	3	2	1	32	2#380	10443#8|10442#1|10441#5	0	null	0	null	10442#4|10441#16	332001	0	null
331002	3	2	2	32	1#4630	10443#8|10442#1|10441#5	0	null	0	null	10442#4|10441#16	332002	0	null
331003	3	2	3	32	2#380	10443#8|10442#1|10441#5	0	null	0	null	10442#4|10441#16	332003	0	null
331004	3	2	4	32	1#4630	10443#8|10442#1|10441#5	0	null	0	null	10442#4|10441#16	332004	0	null
331101	4	2	1	32	2#418	10443#12|10442#2|10441#10	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	332101	0	null
331102	4	2	2	32	1#5093	10443#12|10442#2|10441#10	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	332102	0	null
331103	4	2	3	32	2#418	10443#12|10442#2|10441#10	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	332103	0	null
331104	4	2	4	32	1#5093	10443#12|10442#2|10441#10	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	332104	0	null
331201	5	2	1	32	2#464	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	332201	1	16#500
331202	5	2	2	32	1#5649	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	332202	1	16#600
331203	5	2	3	32	2#464	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	332203	1	16#700
331204	5	2	4	32	1#5649	10443#16|10442#4|10441#20	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	332204	1	16#800
332001	3	3	1	33	2#456	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	333001	0	null
332002	3	3	2	33	1#5556	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	333002	0	null
332003	3	3	3	33	2#456	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	333003	0	null
332004	3	3	4	33	1#5556	10443#13|10442#2|10441#10	0	null	0	null	10442#5|10441#17	333004	0	null
332101	4	3	1	33	2#502	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	333101	0	null
332102	4	3	2	33	1#6111	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	333102	0	null
332103	4	3	3	33	2#502	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	333103	0	null
332104	4	3	4	33	1#6111	10443#19|10442#4|10441#20	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	333104	0	null
332201	5	3	1	33	2#557	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	333201	1	16#900
332202	5	3	2	33	1#6778	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	333202	1	16#1000
332203	5	3	3	33	2#557	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	333203	1	16#1100
332204	5	3	4	33	1#6778	10443#26|10442#8|10441#40	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	333204	1	16#1200
333001	3	4	1	34	2#548	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	334001	0	null
333002	3	4	2	34	1#6667	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	334002	0	null
333003	3	4	3	34	2#548	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	334003	0	null
333004	3	4	4	34	1#6667	10443#19|10442#3|10441#15	0	null	0	null	10442#6|10441#18	334004	0	null
333101	4	4	1	34	2#603	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	334101	0	null
333102	4	4	2	34	1#7334	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	334102	0	null
333103	4	4	3	34	2#603	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#12|10441#60	334103	0	null
333104	4	4	4	34	1#7334	10443#28|10442#6|10441#30	1	10443#2|14#50000	1	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#12|10441#60	334104	0	null
333201	5	4	1	34	2#669	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|56#450#900|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	334201	1	16#1300
333202	5	4	2	34	1#8134	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	334202	1	16#1400
333203	5	4	3	34	2#669	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|62#250#500|55#250#500|155#70#350|53#70#350|58#102#510|151#70#350|153#70#350	10442#24|10441#120	334203	1	16#1500
333204	5	4	4	34	1#8134	10443#38|10442#12|10441#60	1	10443#4|14#100000	2	2#250#500|1#3050#6100|5#4#20|63#250#500|61#250#500|156#70#350|60#250#500|54#70#350|152#70#350|154#70#350	10442#24|10441#120	334204	1	16#1600
334001	3	5	1	35	2#657	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
334002	3	5	2	35	1#8000	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
334003	3	5	3	35	2#657	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
334004	3	5	4	35	1#8000	10443#28|10442#4|10441#20	0	null	0	null	10442#7|10441#19	0	0	null
334101	4	5	1	35	2#723	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
334102	4	5	2	35	1#8801	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
334103	4	5	3	35	2#723	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#14|10441#70	0	0	null
334104	4	5	4	35	1#8801	10443#43|10442#8|10441#40	1	10443#2|14#50000	1	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#14|10441#70	0	0	null
334201	5	5	1	35	2#802	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|56#550#1100|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1700
334202	5	5	2	35	1#9761	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#1800
334203	5	5	3	35	2#802	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|62#300#600|55#300#600|155#80#400|53#80#400|58#116#580|151#80#400|153#80#400	10442#28|10441#140	0	1	16#1900
334204	5	5	4	35	1#9761	10443#57|10442#16|10441#80	1	10443#4|14#100000	2	2#301#602|1#3660#7320|5#5#25|63#300#600|61#300#600|156#80#400|60#300#600|54#80#400|152#80#400|154#80#400	10442#28|10441#140	0	1	16#2000
340001	3	1	1	41	2#317	10443#6	0	null	0	null	10442#3|10441#15	341001	0	null
340002	3	1	2	41	1#3858	10443#6	0	null	0	null	10442#3|10441#15	341002	0	null
340003	3	1	3	41	2#317	10443#6	0	null	0	null	10442#3|10441#15	341003	0	null
340004	3	1	4	41	1#3858	10443#6	0	null	0	null	10442#3|10441#15	341004	0	null
340101	4	1	1	41	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	341101	0	null
340102	4	1	2	41	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	341102	0	null
340103	4	1	3	41	2#349	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#6|10441#30	341103	0	null
340104	4	1	4	41	1#4244	10443#9	1	10443#2|14#50000	1	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#6|10441#30	341104	0	null
340201	5	1	1	41	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|56#150#300|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	341201	1	16#100
340202	5	1	2	41	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	341202	1	16#200
340203	5	1	3	41	2#387	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|62#100#200|55#100#200|155#40#200|53#40#200|58#60#300|151#40#200|153#40#200	10442#12|10441#60	341203	1	16#300
340204	5	1	4	41	1#4707	10443#12	1	10443#4|14#100000	2	2#145#290|1#1765#3530|5#1#5|63#100#200|61#100#200|156#40#200|60#100#200|54#40#200|152#40#200|154#40#200	10442#12|10441#60	341204	1	16#400
341001	3	2	1	42	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	342001	0	null
341002	3	2	2	42	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	342002	0	null
341003	3	2	3	42	2#380	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	342003	0	null
341004	3	2	4	42	1#4630	10443#10|10442#2|10441#10	0	null	0	null	10442#4|10441#16	342004	0	null
341101	4	2	1	42	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	342101	0	null
341102	4	2	2	42	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	342102	0	null
341103	4	2	3	42	2#418	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#8|10441#40	342103	0	null
341104	4	2	4	42	1#5093	10443#16|10442#4|10441#20	1	10443#2|14#50000	1	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#8|10441#40	342104	0	null
341201	5	2	1	42	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|56#250#500|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	342201	1	16#500
341202	5	2	2	42	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	342202	1	16#600
341203	5	2	3	42	2#464	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|62#150#300|55#150#300|155#50#250|53#50#250|58#74#370|151#50#250|153#50#250	10442#16|10441#80	342203	1	16#700
341204	5	2	4	42	1#5649	10443#21|10442#8|10441#40	1	10443#4|14#100000	2	2#174#348|1#2118#4236|5#2#10|63#150#300|61#150#300|156#50#250|60#150#300|54#50#250|152#50#250|154#50#250	10442#16|10441#80	342204	1	16#800
342001	3	3	1	43	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	343001	0	null
342002	3	3	2	43	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	343002	0	null
342003	3	3	3	43	2#456	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	343003	0	null
342004	3	3	4	43	1#5556	10443#15|10442#3|10441#15	0	null	0	null	10442#5|10441#17	343004	0	null
342101	4	3	1	43	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	343101	0	null
342102	4	3	2	43	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	343102	0	null
342103	4	3	3	43	2#502	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#10|10441#50	343103	0	null
342104	4	3	4	43	1#6111	10443#23|10442#6|10441#30	1	10443#2|14#50000	1	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#10|10441#50	343104	0	null
342201	5	3	1	43	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|56#350#700|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	343201	1	16#900
342202	5	3	2	43	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	343202	1	16#1000
342203	5	3	3	43	2#557	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|62#200#400|55#200#400|155#60#300|53#60#300|58#88#440|151#60#300|153#60#300	10442#20|10441#100	343203	1	16#1100
342204	5	3	4	43	1#6778	10443#31|10442#12|10441#60	1	10443#4|14#100000	2	2#209#418|1#2542#5084|5#3#15|63#200#400|61#200#400|156#60#300|60#200#400|54#60#300|152#60#300|154#60#300	10442#20|10441#100	343204	1	16#1200
343001	3	4	1	44	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	344001	0	null
343002	3	4	2	44	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	344002	0	null
343003	3	4	3	44	2#548	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	344003	0	null
343004	3	4	4	44	1#6667	10443#24|10442#4|10441#20	0	null	0	null	10442#6|10441#18	344004	0	null
